RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,40115,Adam Svensson,19
2,0,24361,Pat Perez,15
3,0,48084,Wesley Bryan,13
4,0,37189,Harold Varner III,9
5,0,36799,Stephan Jaeger,8
5,0,47993,Denny McCarthy,8
7,1,46550,Brandon Hagy,7
7,31,30925,Dustin Johnson,7
7,1,36871,Matthew NeSmith,7
10,0,29268,Bronson Burgoon,6
10,0,34563,Chesson Hadley,6
10,0,01666,Bernhard Langer,6
10,41,32839,Hideki Matsuyama,6
10,0,47679,Victor Perez,6
15,-1,21407,Arjun Atwal,5
15,-1,20472,Alex Cejka,5
15,-1,51766,Wyndham Clark,5
15,-1,32102,Rickie Fowler,5
15,-1,12716,Charley Hoffman,5
15,-1,31559,Garrett Osborn,5
15,-1,25818,Scott Piercy,5
15,-1,22405,Justin Rose,5
15,0,48081,Xander Schauffele,5
24,-2,33141,Keegan Bradley,4
24,-2,25686,Jason Dufner,4
24,0,34099,Harris English,4
24,-2,28307,Matt Every,4
24,-2,54576,Patrick Fishburn,4
24,-2,30911,Tommy Fleetwood,4
24,-2,56762,Will Gordon,4
24,0,46717,Viktor Hovland,4
24,0,35506,Mackenzie Hughes,4
24,-2,35834,Hyungjoon Lee,4
24,-2,32791,K.H. Lee,4
24,-2,34466,Peter Malnati,4
24,-2,55421,Chip McDaniel,4
24,-2,27933,John Merrick,4
24,-2,28252,Seamus Power,4
24,-2,47347,Adam Schenk,4
24,-2,34610,Matthias Schwab,4
24,-2,30110,Kyle Stanley,4
24,-2,57883,Jack Trent,4
43,-5,33404,Chris Baker,3
43,-5,45522,Christiaan Bezuidenhout,3
43,-5,34185,Domenico Geminiani,3
43,-5,08075,Jerry Kelly,3
43,-5,37447,Zander Lombard,3
43,-5,33413,Ben Martin,3
43,-5,32640,Troy Merritt,3
43,8,50525,Collin Morikawa,3
43,8,48822,Sebastián Muñoz,3
43,-5,30163,Henrik Norlander,3
43,-5,27556,Ted Potter Jr.,3
43,0,34360,Patrick Reed,3
43,0,46046,Scottie Scheffler,3
43,-5,31113,Paul Waring,3
43,-5,26289,Boo Weekley,3
43,-5,51894,Vince Whaley,3
59,-8,33948,Byeong Hun An,2
59,-8,30978,Kiradech Aphibarnrat,2
59,-8,37338,Zecheng Dou,2
59,-8,30191,Julián Etulain,2
59,-8,40098,Matt Fitzpatrick,2
59,-8,27644,Brian Harman,2
59,-8,47336,Michael Hopper,2
59,-8,21961,Charles Howell III,2
59,-8,32815,Masahiro Kawamura,2
59,-8,30944,Jason Kokrak,2
59,-8,49766,Hank Lebioda,2
59,-8,35230,Nelson Ledesma,2
59,-8,01677,Tom Lehman,2
59,0,28237,Rory McIlroy,2
59,-8,54596,Cole Miller,2
59,-8,25198,Francesco Molinari,2
59,-8,34702,Edward Olson,2
59,0,23320,Ryan Palmer,2
59,-8,46970,Jon Rahm,2
59,-8,58594,Spencer Ralston,2
59,-8,54303,Charlie Reiter,2
59,-8,26331,Charl Schwartzel,2
59,-54,29221,Webb Simpson,2
59,-8,39324,J.J. Spaun,2
59,-8,34046,Jordan Spieth,2
59,-8,50484,Hayden Springer,2
59,-8,27214,Kevin Streelman,2
59,0,33448,Justin Thomas,2
59,-8,33419,Cameron Tringale,2
59,-8,48887,Matt Wallace,2
59,-8,47128,Richy Werenski,2
