RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,30925,Dustin Johnson,12
1,0,30927,Brendon Todd,12
3,0,40026,Daniel Berger,10
3,0,25364,Paul Casey,10
3,0,34099,Harris English,10
3,0,36801,Mark Hubbard,10
3,0,27349,Alex Noren,10
8,0,47959,Bryson DeChambeau,9
8,0,45609,Tyler Duncan,9
8,0,40098,Matt Fitzpatrick,9
8,0,46717,Viktor Hovland,9
8,0,35891,Cameron Smith,9
8,0,23325,Vaughn Taylor,9
14,0,45526,Abraham Ancer,8
14,0,47504,Sam Burns,8
14,0,32366,Kevin Chappell,8
14,0,25900,Lucas Glover,8
14,0,33399,Adam Hadwin,8
14,0,34363,Tyrrell Hatton,8
14,0,29478,Kevin Kisner,8
14,0,36689,Brooks Koepka,8
14,0,28237,Rory McIlroy,8
14,0,45486,Joaquin Niemann,8
14,0,49771,J.T. Poston,8
14,0,53165,Doc Redman,8
14,0,29221,Webb Simpson,8
27,0,19803,Ryan Armour,7
27,0,48084,Wesley Bryan,7
27,0,29725,Tony Finau,7
27,0,34098,Russell Henley,7
27,0,37455,Si Woo Kim,7
27,0,47993,Denny McCarthy,7
27,0,50525,Collin Morikawa,7
27,0,46970,Jon Rahm,7
27,0,34360,Patrick Reed,7
27,0,31560,Brian Stuard,7
37,0,29268,Bronson Burgoon,6
37,0,28089,Jason Day,6
37,0,32662,Michael Gligic,6
37,0,21961,Charles Howell III,6
37,0,24024,Zach Johnson,6
37,0,30944,Jason Kokrak,6
37,0,35449,Adam Long,6
37,0,32839,Hideki Matsuyama,6
37,0,26596,Ryan Moore,6
37,0,30163,Henrik Norlander,6
37,0,24138,Ian Poulter,6
37,0,28252,Seamus Power,6
37,0,48081,Xander Schauffele,6
37,0,46046,Scottie Scheffler,6
37,0,23788,D.J. Trahan,6
37,0,25804,Bubba Watson,6
37,0,47128,Richy Werenski,6
37,0,56278,Matthew Wolff,6
55,0,33141,Keegan Bradley,5
