RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,02256,Tom Watson,1.375,1386,1008
2,0,01049,Ian Baker-Finch,1.401,1538,1098
3,0,01876,Greg Norman,1.406,1367,972
3,0,01920,Craig Parry,1.406,1848,1314
5,0,01098,Jay Don Blake,1.408,1977,1404
6,0,02099,Scott Simpson,1.417,1990,1404
7,0,01329,Brad Faxon,1.423,2152,1512
8,0,01559,Hale Irwin,1.424,1717,1206
9,0,01249,John Daly,1.426,1823,1278
10,0,01226,Fred Couples,1.432,1830,1278
11,0,01203,Russ Cochran,1.450,2454,1692
12,0,01577,Lee Janzen,1.455,2435,1674
13,0,01072,Chip Beck,1.460,2313,1584
13,0,02146,Payne Stewart,1.460,2470,1692
15,0,01219,John Cook,1.465,2215,1512
15,0,01378,David Frost,1.465,1925,1314
17,0,02321,Fuzzy Zoeller,1.466,1847,1260
18,0,01361,Dan Forsman,1.467,2298,1566
19,0,02159,Curtis Strange,1.468,2087,1422
20,0,01928,Corey Pavin,1.469,2406,1638
21,0,01435,Wayne Grady,1.471,1377,936
22,0,01024,Billy Andrade,1.475,2443,1656
23,0,01313,Steve Elkington,1.478,2341,1584
23,0,01968,Nick Price,1.478,1836,1242
25,0,01200,Keith Clearwater,1.481,2746,1854
25,0,01823,Larry Mize,1.481,2026,1368
27,0,01414,Bob Gilder,1.483,2082,1404
28,0,01706,Davis Love III,1.485,2646,1782
29,0,01510,Nolan Henke,1.486,2487,1674
30,0,01306,David Edwards,1.487,2061,1386
31,0,01161,Mark Calcavecchia,1.491,2550,1710
31,0,01724,Jeff Maggert,1.491,2389,1602
33,0,02101,Joey Sindelar,1.492,1907,1278
33,0,02104,Jeff Sluman,1.492,2605,1746
35,0,02133,Craig Stadler,1.493,2123,1422
35,0,02246,Duffy Waldorf,1.493,2123,1422
37,0,02067,Ted Schulz,1.494,2555,1710
38,0,01682,Wayne Levi,1.500,2025,1350
39,0,01690,Bruce Lietzke,1.503,1353,900
40,0,02225,Howard Twitty,1.504,2463,1638
41,0,01677,Tom Lehman,1.505,2546,1692
42,0,01468,Gary Hallberg,1.509,2445,1620
42,0,01783,Mark McCumber,1.509,2091,1386
42,0,01887,Mark O'Meara,1.509,2309,1530
45,0,02049,Gene Sauers,1.510,2555,1692
46,0,01633,Tom Kite,1.515,1854,1224
46,0,01837,Gil Morgan,1.515,2318,1530
48,0,01042,Paul Azinger,1.516,2183,1440
49,0,01553,John Huston,1.517,3031,1998
49,0,02279,Mark Wiebe,1.517,2458,1620
51,0,01755,Dick Mast,1.521,2355,1548
52,0,02135,Mike Standly,1.522,2548,1674
53,0,02294,Willie Wood,1.523,2111,1386
54,0,01926,Steve Pate,1.525,2415,1584
55,0,02242,Lanny Wadkins,1.531,1929,1260
56,0,01132,Mark Brooks,1.533,2622,1710
57,0,01235,Ben Crenshaw,1.534,1933,1260
57,0,01457,Jay Haas,1.534,3065,1998
59,0,02224,Greg Twiggs,1.536,2461,1602
60,0,01864,Larry Nelson,1.538,1523,990
61,0,01890,Brett Ogle,1.540,1552,1008
62,0,02223,Bob Tway,1.542,1860,1206
63,0,01549,Mike Hulbert,1.543,2778,1800
63,0,02303,Robert Wrenn,1.543,2250,1458
65,0,02214,Kirk Triplett,1.544,2529,1638
66,0,02322,Richard Zokol,1.546,2032,1314
67,0,01196,Brian Claar,1.549,2983,1926
67,0,01331,Rick Fehr,1.549,2705,1746
67,0,01388,Robert Gamez,1.549,2230,1440
70,0,06058,John Flannery,1.550,2846,1836
71,0,01381,Fred Funk,1.552,3212,2070
72,0,01014,Fulton Allem,1.556,2520,1620
73,0,01659,Massy Kuramoto,1.557,1710,1098
74,0,02131,Mike Springer,1.558,2272,1458
75,0,01723,Andrew Magee,1.559,2077,1332
75,0,01810,Phil Mickelson,1.559,2021,1296
77,0,01797,Rocco Mediate,1.560,2443,1566
78,0,01938,David Peoples,1.561,2304,1476
79,0,01320,Bob Estes,1.564,2730,1746
79,0,01444,Ken Green,1.564,1661,1062
81,0,01129,Bill Britton,1.566,2480,1584
82,0,02255,Denis Watson,1.567,1749,1116
83,0,01846,Jodie Mudd,1.568,1665,1062
83,0,02245,Grant Waite,1.568,2512,1602
85,0,01418,Bill Glasson,1.569,2146,1368
85,0,02010,Loren Roberts,1.569,2683,1710
87,0,02111,Mike Smith,1.570,2544,1620
88,0,01284,Mike Donald,1.572,2603,1656
88,0,01408,Kelly Gibson,1.572,2857,1818
90,0,02201,Jim Thorpe,1.573,1586,1008
91,0,01527,Scott Hoch,1.574,2607,1656
91,0,01945,Kenny Perry,1.574,2578,1638
93,0,02267,D.A. Weibring,1.575,2098,1332
94,0,01385,Jim Gallagher Jr.,1.579,2529,1602
95,0,01736,Roger Maltbie,1.580,1649,1044
96,0,01771,Blaine McCallister,1.581,2476,1566
97,0,01707,Steve Lowery,1.582,3076,1944
98,0,01006,John Adams,1.584,2623,1656
98,0,01307,Joel Edwards,1.584,2537,1602
98,0,02298,Jim Woodward,1.584,1454,918
101,0,06691,Greg Cesario,1.585,1769,1116
102,0,01495,Morris Hatalsky,1.586,1713,1080
103,0,01701,Bob Lohr,1.588,2401,1512
104,0,01093,Ronnie Black,1.591,2492,1566
104,0,06589,Jeff Woodland,1.591,2234,1404
106,0,08759,Tad Rhyan,1.592,2264,1422
107,0,01557,John Inman,1.597,2788,1746
108,0,02185,Lance Ten Broeck,1.599,2791,1746
109,0,01569,Peter Jacobsen,1.600,2275,1422
110,0,01443,Hubert Green,1.602,1557,972
111,0,02033,Dave Rummells,1.603,2280,1422
112,0,01353,Bruce Fleisher,1.604,2541,1584
113,0,06197,Michael Allen,1.605,2398,1494
114,0,01143,Brad Bryant,1.606,2920,1818
114,0,01218,Jeff Cook,1.606,2399,1494
116,0,06643,Paul Goydos,1.610,2724,1692
117,0,01096,Phil Blackmar,1.611,2581,1602
117,0,07569,Mark Carnevale,1.611,2725,1692
119,0,06012,Greg Kraft,1.613,2090,1296
120,0,01374,Robin Freeman,1.614,2499,1548
120,0,01475,Donnie Hammond,1.614,2411,1494
120,0,06617,Brian Henninger,1.614,2585,1602
123,0,06128,Steve Lamontagne,1.615,2819,1746
123,0,02217,Dennis Trixler,1.615,2384,1476
125,0,02007,Larry Rinker,1.618,2155,1332
126,0,01323,Brad Fabel,1.619,2390,1476
126,0,05319,Gene Jones,1.619,1661,1026
128,0,02090,Tom Sieckmann,1.620,2771,1710
129,0,06575,Dudley Hart,1.621,2655,1638
130,0,01068,Andy Bean,1.624,1783,1098
131,0,01761,Len Mattiace,1.625,2281,1404
131,0,08553,Lee Porter,1.625,1492,918
133,0,01191,Barry Cheesman,1.627,2548,1566
133,0,01248,Rick Dalpos,1.627,2050,1260
133,0,10207,Jimmy Johnston,1.627,2021,1242
136,0,01282,Trevor Dodds,1.628,2403,1476
137,0,01060,Dave Barr,1.629,2756,1692
137,0,06247,David Delong,1.629,1525,936
139,0,06086,Russell Beiersdorf,1.630,2905,1782
139,0,01116,Michael Bradley,1.630,2318,1422
139,0,01346,Ed Fiori,1.630,2788,1710
139,0,01533,P.H. Horgan III,1.630,2552,1566
139,0,06090,Jim McGovern,1.630,3433,2106
144,0,06566,Jaime Gomez,1.631,2496,1530
144,0,01607,Brian Kamm,1.631,2495,1530
144,0,02190,Doug Tewell,1.631,1849,1134
147,0,01197,Bobby Clampett,1.632,1586,972
148,0,01157,Tom Byrum,1.634,2206,1350
148,0,01185,Brandel Chamblee,1.634,2441,1494
150,0,01261,Jay Delsing,1.635,2913,1782
150,0,01550,Ed Humenik,1.635,2737,1674
152,0,06124,Patrick Burke,1.637,1680,1026
153,0,06284,Jim Hallet,1.638,2654,1620
153,0,01619,Skip Kendall,1.638,2831,1728
153,0,01849,Bill Murchison,1.638,1563,954
153,0,01946,Peter Persons,1.638,2653,1620
153,0,02180,Harry Taylor,1.638,2565,1566
158,0,01715,Mark Lye,1.639,1918,1170
158,0,01971,Dillard Pruitt,1.639,2537,1548
160,0,01201,Lennie Clements,1.640,2362,1440
160,0,01390,Buddy Gardner,1.640,1919,1170
160,0,01975,Tom Purtzer,1.640,1653,1008
163,0,10195,Tim Conley,1.642,1833,1116
164,0,02241,Bobby Wadkins,1.646,1926,1170
165,0,02206,David Toms,1.647,2461,1494
165,0,02218,Ted Tryba,1.647,2786,1692
167,0,01035,Tommy Armour III,1.649,1662,1008
167,0,06332,Neal Lancaster,1.649,2968,1800
169,0,01930,Eddie Pearce,1.650,1841,1116
169,0,01934,Dave Peege,1.650,1693,1026
169,0,02170,Hal Sutton,1.650,2525,1530
172,0,01891,David Ogrin,1.653,2738,1656
173,0,01288,Ed Dougherty,1.654,3274,1980
174,0,06144,John Dowdall,1.658,1612,972
174,0,08045,Perry Moss,1.658,2536,1530
176,0,06599,John Elliott,1.659,2300,1386
177,0,06034,Marco Dawson,1.663,3113,1872
177,0,01469,Dan Halldorson,1.663,2365,1422
177,0,01958,Dan Pohl,1.663,1557,936
180,0,01725,John Mahaffey,1.664,2156,1296
181,0,06044,Scott Gump,1.665,2728,1638
182,0,01648,Billy Kratzert,1.668,1561,936
183,0,02100,Tim Simpson,1.669,2523,1512
184,0,06136,Mike Schuchart,1.671,2166,1296
184,0,10795,Neale Smith,1.671,1684,1008
186,0,01766,Billy Mayfair,1.672,3280,1962
