RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,09011,David Duval,1330950
2,0,01706,Davis Love III,1084955
3,0,01418,Bill Glasson,730013
4,0,01876,Greg Norman,690700
5,0,01161,Mark Calcavecchia,578671
6,0,10809,Jim Furyk,566799
7,0,02010,Loren Roberts,562475
8,0,01527,Scott Hoch,504192
9,0,06567,Vijay Singh,503758
10,0,10860,Justin Leonard,497256
11,0,01599,Steve Jones,429313
12,0,01723,Andrew Magee,408086
13,0,12782,Tim Herron,375681
14,0,01577,Lee Janzen,368133
15,0,01810,Phil Mickelson,354625
16,0,01219,John Cook,314232
17,0,20229,Stewart Cink,303098
18,0,02246,Duffy Waldorf,299407
19,0,08793,Tiger Woods,288438
20,0,01724,Jeff Maggert,283785
21,0,21007,Gabriel Hjertstedt,265557
22,0,01677,Tom Lehman,249493
23,0,02245,Grant Waite,246243
24,0,01943,Chris Perry,240970
25,0,01157,Tom Byrum,235822
26,0,01381,Fred Funk,227449
27,0,10585,Scott McCarron,225825
28,0,01323,Brad Fabel,221876
29,0,02146,Payne Stewart,217703
30,0,12645,Brent Geiberger,217430
31,0,06581,David Sutherland,216549
32,0,01361,Dan Forsman,212586
33,0,01320,Bob Estes,207628
34,0,06522,Ernie Els,190255
35,0,06613,Tommy Tolles,183861
36,0,01203,Russ Cochran,181970
37,0,01766,Billy Mayfair,174115
38,0,12660,Jesper Parnevik,166275
39,0,01306,David Edwards,161898
40,0,01707,Steve Lowery,161119
41,0,01968,Nick Price,160900
42,0,12663,Phil Tataurangi,160668
43,0,01761,Len Mattiace,159711
44,0,01329,Brad Faxon,156375
45,0,02008,Lee Rinker,156155
46,0,01891,David Ogrin,155342
47,0,10457,Frank Nobilo,153223
48,0,02218,Ted Tryba,151831
49,0,01096,Phil Blackmar,151542
50,0,01887,Mark O'Meara,150300
51,0,02170,Hal Sutton,147654
52,0,08375,Paul Stankowski,147500
53,0,01331,Rick Fehr,142700
54,0,06643,Paul Goydos,129094
55,0,11032,Frank Lickliter II,123701
56,0,02159,Curtis Strange,121738
57,0,02106,Chris Smith,114498
58,0,01633,Tom Kite,112225
59,0,12387,Michael Christie,111673
60,0,01797,Rocco Mediate,110575
61,0,01098,Jay Don Blake,109890
62,0,01014,Fulton Allem,109440
63,0,06621,Joe Durant,109197
64,0,01941,Tom Pernice Jr.,107494
65,0,01313,Steve Elkington,106630
66,0,01920,Craig Parry,106143
67,0,07749,Brett Quigley,103480
68,0,01905,Joe Ozaki,102275
69,0,01996,Mike Reid,99933
70,0,02214,Kirk Triplett,98034
71,0,06595,Kevin Sutherland,97188
72,0,01533,P.H. Horgan III,97098
73,0,20098,Stuart Appleby,94808
74,0,01006,John Adams,94147
75,0,02223,Bob Tway,93897
76,0,02101,Joey Sindelar,93131
77,0,01139,Olin Browne,92458
78,0,01024,Billy Andrade,90157
79,0,01035,Tommy Armour III,89789
80,0,20099,Doug Barron,89320
81,0,01408,Kelly Gibson,87736
82,0,01569,Peter Jacobsen,85700
83,0,01175,Jim Carter,85420
84,0,01748,Doug Martin,85326
85,0,10962,Bradley Hughes,84629
86,0,01385,Jim Gallagher Jr.,84206
87,0,02104,Jeff Sluman,82706
88,0,01353,Bruce Fleisher,81275
89,0,01226,Fred Couples,78627
90,0,06012,Greg Kraft,77880
91,0,01619,Skip Kendall,76045
92,0,01457,Jay Haas,75571
93,0,02206,David Toms,75357
94,0,12823,Carlos Franco,74950
95,0,01378,David Frost,72263
96,0,01093,Ronnie Black,71343
97,0,10569,Mike Brisky,69485
98,0,01771,Blaine McCallister,67536
99,0,01549,Mike Hulbert,66897
100,0,06617,Brian Henninger,65806
101,0,01510,Nolan Henke,65548
102,0,07101,Dave Stockton Jr.,64409
103,0,07003,David Berganio Jr.,62480
104,0,02049,Gene Sauers,58303
105,0,20396,Lee Westwood,58175
106,0,10837,Kevin Burton,56545
107,0,02242,Lanny Wadkins,53843
108,0,01307,Joel Edwards,53088
109,0,06044,Scott Gump,52385
110,0,02023,Clarence Rose,51140
111,0,02322,Richard Zokol,51073
112,0,02131,Mike Springer,51028
113,0,01388,Robert Gamez,50735
114,0,01201,Lennie Clements,50711
115,0,01042,Paul Azinger,50360
116,0,01133,Billy Ray Brown,49494
117,0,02226,Tray Tyner,49420
118,0,01682,Wayne Levi,47763
119,0,20569,Richard Green,47450
120,0,12826,Paul Claxton,47376
121,0,08075,Jerry Kelly,47301
122,0,10215,Charlie Rymer,45570
123,0,06577,John Wilson,44556
124,0,01926,Steve Pate,44391
125,0,01755,Dick Mast,43968
126,0,20043,Edward Fryatt,41400
127,0,01143,Brad Bryant,41272
128,0,06090,Jim McGovern,41224
129,0,02033,Dave Rummells,41040
130,0,08537,J.P. Hayes,40794
131,0,01185,Brandel Chamblee,40200
132,0,02135,Mike Standly,38918
133,0,02007,Larry Rinker,38561
134,0,06575,Dudley Hart,37500
135,0,10213,Dicky Pride,35791
136,0,01116,Michael Bradley,35359
137,0,06036,Scott Dunlap,35126
138,0,08635,Colin Montgomerie,35100
139,0,01960,Don Pooley,35025
140,0,01196,Brian Claar,34133
141,0,07235,John Morse,34131
142,0,01200,Keith Clearwater,33931
143,0,08931,Glen Day,32143
144,0,10505,Shane Bertsch,31984
145,0,06315,Pete Jordan,31264
146,0,07267,Allen Doyle,30872
147,0,06425,Rick Todd,30628
148,0,01823,Larry Mize,30321
149,0,06332,Neal Lancaster,30098
150,0,10885,Robert Allenby,29275
151,0,01468,Gary Hallberg,29139
152,0,01945,Kenny Perry,28169
153,0,08265,Eric Johnson,26769
154,0,20158,Anthony Rodriguez,26147
155,0,01444,Ken Green,26038
156,0,02201,Jim Thorpe,25424
157,0,02099,Scott Simpson,25390
158,0,08339,Spike McRoy,24733
159,0,06140,Sean Murphy,24700
160,0,06214,Guy Boros,24529
161,0,05466,Jack O'Keefe,24514
162,0,19881,Robert Damron,24086
163,0,10875,Todd Demsey,23971
164,0,20719,Adam Mednick,23801
165,0,06527,Steve Stricker,23238
166,0,02279,Mark Wiebe,22945
167,0,01666,Bernhard Langer,22500
168,0,01334,Keith Fergus,22141
169,0,02294,Willie Wood,21541
170,0,19825,Darren Clarke,21000
171,0,10207,Jimmy Johnston,20924
172,0,01489,Steve Hart,20353
173,0,01261,Jay Delsing,20182
174,0,01346,Ed Fiori,19449
175,0,01475,Donnie Hammond,19143
176,0,02076,Peter Senior,18900
177,0,01011,Rafael Alarcon,18056
178,0,01326,Nick Faldo,17938
179,0,10217,Warren Schutte,16888
180,0,02166,Chip Sullivan,16860
181,0,01249,John Daly,16433
182,0,20634,Peter Lonard,16375
183,0,07465,Hideki Kase,16313
184,0,01624,Darrell Kestner,16000
185,0,11678,Peter Teravainen,15725
186,0,08385,Omar Uresti,15372
187,0,01374,Robin Freeman,15220
188,0,01487,Jeff Hart,15155
189,0,01068,Andy Bean,15091
190,0,01717,Sandy Lyle,14640
191,0,02133,Craig Stadler,13931
192,0,02115,Taylor Smith,13650
193,0,01559,Hale Irwin,13625
194,0,06132,Sonny Skinner,12349
195,0,01938,David Peoples,11510
196,0,01604,Steve Jurgensen,11308
197,0,01571,Barry Jaeckel,10693
197,0,20094,Jonathan Kaye,10693
197,0,02239,Scott Verplank,10693
200,0,06144,John Dowdall,10607
201,0,01864,Larry Nelson,10381
202,0,02190,Doug Tewell,10144
203,0,08553,Lee Porter,9831
204,0,06034,Marco Dawson,9642
205,0,08547,John Maginnes,9548
206,0,01593,Philip Jonas,9498
207,0,10963,Jimmy Green,8844
208,0,20050,Brad Sutterfield,8737
209,0,08545,Glen Hnatiuk,8625
210,0,20473,Ignacio Garrido,8375
211,0,06124,Patrick Burke,8325
212,0,02267,D.A. Weibring,7940
213,0,10423,Mike Weir,7709
214,0,08725,Tom Gillis,7480
215,0,10944,Thomas Bjørn,7375
215,0,02207,Sam Torrance,7375
217,0,01975,Tom Purtzer,7097
218,0,01409,Rick Gibson,6913
219,0,01553,John Huston,6666
220,0,02292,Bob Wolcott,6138
221,0,06657,Steve Rintoul,6123
222,0,02225,Howard Twitty,5444
223,0,01040,Emlyn Aubrey,5395
224,0,12652,Cameron Beckman,5185
224,0,01958,Dan Pohl,5185
226,0,02095,Larry Silveira,5162
227,0,01132,Mark Brooks,4944
228,0,07087,Hugh Royer III,4872
229,0,07867,Woody Austin,4856
230,0,02111,Mike Smith,4427
231,0,20157,Retief Goosen,4333
232,0,01690,Bruce Lietzke,4104
233,0,08633,Per-Ulrik Johansson,4100
234,0,01610,Yoshinori Kaneko,3875
234,0,12702,Costantino Rocca,3875
236,0,20568,Anthony Painter,3536
237,0,01928,Corey Pavin,3426
238,0,02100,Tim Simpson,3392
239,0,06290,Stuart Hendley,3345
240,0,08541,Steve Ford,3302
241,0,06014,Eric Booker,3255
242,0,07363,Craig Bowden,3224
242,0,02090,Tom Sieckmann,3224
244,0,07569,Mark Carnevale,3162
245,0,02224,Greg Twiggs,3135
246,0,01288,Ed Dougherty,3105
246,0,21851,Stephane Talbot,3105
248,0,01884,Mac O'Grady,3078
249,0,01514,Eduardo Herrera,2987
250,0,01150,George Burns,2985
251,0,01305,Danny Edwards,2688
252,0,22520,Christian Chernock,2613
253,0,01522,Lon Hinkle,2604
254,0,22428,Chris Borgen,2576
255,0,01197,Bobby Clampett,2544
256,0,01984,Sam Randolph,2484
257,0,21645,Scott Trethewey,2412
