RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01226,Fred Couples,4.12,416,101
2,0,01042,Paul Azinger,4.02,370,92
2,0,01444,Ken Green,4.02,386,96
4,0,02146,Payne Stewart,4.00,412,103
5,0,01072,Chip Beck,3.99,371,93
6,0,01876,Greg Norman,3.94,205,52
7,0,01161,Mark Calcavecchia,3.91,461,118
8,0,01633,Tom Kite,3.87,333,86
9,0,02033,Dave Rummells,3.86,432,112
10,0,01235,Ben Crenshaw,3.83,375,98
11,0,01361,Dan Forsman,3.81,465,122
12,0,01378,David Frost,3.78,325,86
12,0,01717,Sandy Lyle,3.78,238,63
12,0,02242,Lanny Wadkins,3.78,355,94
15,0,01682,Wayne Levi,3.75,304,81
16,0,01864,Larry Nelson,3.74,258,69
16,0,02133,Craig Stadler,3.74,273,73
16,0,02279,Mark Wiebe,3.74,434,116
19,0,01968,Nick Price,3.73,313,84
20,0,02101,Joey Sindelar,3.72,413,111
21,0,02049,Gene Sauers,3.70,377,102
22,0,02223,Bob Tway,3.69,398,108
23,0,02321,Fuzzy Zoeller,3.68,283,77
24,0,01527,Scott Hoch,3.67,411,112
25,0,01329,Brad Faxon,3.66,329,90
26,0,01157,Tom Byrum,3.64,408,112
27,0,02167,Mike Sullivan,3.63,334,92
28,0,01701,Bob Lohr,3.62,405,112
29,0,01156,Curt Byrum,3.60,356,99
29,0,01599,Steve Jones,3.60,313,87
29,0,01690,Bruce Lietzke,3.60,313,87
29,0,01887,Mark O'Meara,3.60,328,91
29,0,02225,Howard Twitty,3.60,392,109
34,0,02241,Bobby Wadkins,3.58,404,113
35,0,01553,John Huston,3.57,336,94
35,0,01725,John Mahaffey,3.57,364,102
37,0,01310,Dave Eichelberger,3.56,342,96
37,0,01960,Don Pooley,3.56,281,79
39,0,01475,Donnie Hammond,3.54,361,102
39,0,01549,Mike Hulbert,3.54,396,112
39,0,01945,Kenny Perry,3.54,358,101
39,0,02239,Scott Verplank,3.54,340,96
43,0,01783,Mark McCumber,3.53,286,81
43,0,01846,Jodie Mudd,3.53,367,104
43,0,02090,Tom Sieckmann,3.53,275,78
46,0,01418,Bill Glasson,3.52,320,91
46,0,01706,Davis Love III,3.52,313,89
46,0,02159,Curtis Strange,3.52,313,89
46,0,02256,Tom Watson,3.52,229,65
50,0,01060,Dave Barr,3.51,333,95
50,0,02007,Larry Rinker,3.51,351,100
52,0,01385,Jim Gallagher Jr.,3.50,231,66
52,0,01837,Gil Morgan,3.50,266,76
52,0,01926,Steve Pate,3.50,368,105
52,0,01975,Tom Purtzer,3.50,280,80
56,0,02104,Jeff Sluman,3.48,417,120
56,0,02170,Hal Sutton,3.48,306,88
56,0,02303,Robert Wrenn,3.48,358,103
59,0,01098,Jay Don Blake,3.47,378,109
59,0,01414,Bob Gilder,3.47,316,91
59,0,01755,Dick Mast,3.47,347,100
62,0,01035,Tommy Armour III,3.46,329,95
62,0,01129,Bill Britton,3.46,332,96
62,0,01200,Keith Clearwater,3.46,294,85
62,0,01313,Steve Elkington,3.46,318,92
66,0,01797,Rocco Mediate,3.45,379,110
67,0,01175,Jim Carter,3.43,329,96
67,0,01346,Ed Fiori,3.43,374,109
67,0,02041,Bill Sander,3.43,295,86
70,0,01639,Kenny Knox,3.42,387,113
70,0,01723,Andrew Magee,3.42,318,93
72,0,01355,Raymond Floyd,3.41,232,68
73,0,01077,Mike Bender,3.40,279,82
73,0,01662,Greg Ladehoff,3.40,337,99
73,0,01884,Mac O'Grady,3.40,221,65
76,0,01457,Jay Haas,3.39,339,100
77,0,01928,Corey Pavin,3.38,284,84
77,0,02023,Clarence Rose,3.38,385,114
77,0,02186,Brian Tennyson,3.38,335,99
80,0,01203,Russ Cochran,3.37,357,106
81,0,01143,Brad Bryant,3.36,279,83
81,0,01958,Dan Pohl,3.36,309,92
83,0,01495,Morris Hatalsky,3.35,241,72
83,0,01569,Peter Jacobsen,3.35,295,88
85,0,01132,Mark Brooks,3.33,336,101
85,0,01443,Hubert Green,3.33,230,69
85,0,01941,Tom Pernice Jr.,3.33,303,91
85,0,02010,Loren Roberts,3.33,313,94
85,0,02185,Lance Ten Broeck,3.33,276,83
90,0,01823,Larry Mize,3.32,272,82
91,0,01219,John Cook,3.31,331,100
91,0,01891,David Ogrin,3.31,318,96
91,0,02229,Brett Upper,3.31,275,83
94,0,02160,Ron Streck,3.30,221,67
95,0,01133,Billy Ray Brown,3.29,336,102
95,0,01771,Blaine McCallister,3.29,378,115
97,0,01323,Brad Fabel,3.28,328,100
98,0,01024,Billy Andrade,3.27,327,100
98,0,01033,George Archer,3.27,307,94
98,0,01093,Ronnie Black,3.27,281,86
101,0,01096,Phil Blackmar,3.25,244,75
101,0,01984,Sam Randolph,3.25,260,80
101,0,02267,D.A. Weibring,3.25,263,81
104,0,06284,Jim Hallet,3.23,368,114
104,0,01707,Steve Lowery,3.23,336,104
106,0,02192,Steve Thomas,3.22,248,77
107,0,02100,Tim Simpson,3.21,324,101
108,0,01135,Ken Brown,3.20,211,66
109,0,01061,Ray Barr Jr.,3.19,204,64
109,0,01197,Bobby Clampett,3.19,287,90
109,0,01201,Lennie Clements,3.19,351,110
109,0,01715,Mark Lye,3.19,303,95
113,0,01305,Danny Edwards,3.18,194,61
113,0,01877,Tim Norris,3.18,270,85
113,0,02148,Ray Stewart,3.18,296,93
116,0,01641,Gary Koch,3.16,256,81
116,0,02313,Bruce Zabriski,3.16,262,83
118,0,01858,Tommy Nakajima,3.15,173,55
118,0,02195,Leonard Thompson,3.15,324,103
120,0,01499,Mark Hayes,3.14,320,102
121,0,01086,Roy Biancalana,3.13,235,75
121,0,01790,Pat McGowan,3.13,288,92
123,0,01006,John Adams,3.12,212,68
123,0,01736,Roger Maltbie,3.12,262,84
123,0,01935,Calvin Peete,3.12,240,77
126,0,01390,Buddy Gardner,3.10,353,114
127,0,01014,Fulton Allem,3.09,204,66
127,0,01938,David Peoples,3.09,312,101
129,0,01931,Rick Pearson,3.08,286,93
129,0,01970,Bob Proben,3.08,246,80
131,0,01106,Jim Booros,3.06,260,85
132,0,01996,Mike Reid,3.04,237,78
132,0,02094,Tony Sills,3.04,298,98
134,0,02246,Duffy Waldorf,3.03,279,92
135,0,01964,Greg Powers,3.02,178,59
136,0,01331,Rick Fehr,3.01,232,77
136,0,02196,Robert Thompson,3.01,289,96
136,0,02255,Denis Watson,3.01,232,77
139,0,01168,David Canipe,3.00,267,89
139,0,01261,Jay Delsing,3.00,246,82
139,0,01284,Mike Donald,3.00,342,114
139,0,01435,Wayne Grady,3.00,201,67
139,0,01468,Gary Hallberg,3.00,192,64
139,0,01571,Barry Jaeckel,3.00,237,79
139,0,01943,Chris Perry,3.00,318,106
139,0,02099,Scott Simpson,3.00,213,71
139,0,02190,Doug Tewell,3.00,237,79
148,0,01288,Ed Dougherty,2.99,284,95
148,0,02294,Willie Wood,2.99,239,80
150,0,01306,David Edwards,2.98,241,81
151,0,01469,Dan Halldorson,2.97,288,97
151,0,02126,Bruce Soulsby,2.97,181,61
153,0,01150,George Burns,2.93,164,56
154,0,01185,Brandel Chamblee,2.92,225,77
154,0,02311,Kim Young,2.92,213,73
154,0,02322,Richard Zokol,2.92,222,76
157,0,01151,Clark Burroughs,2.91,262,90
157,0,01559,Hale Irwin,2.91,215,74
157,0,01998,Jack Renner,2.91,271,93
160,0,01068,Andy Bean,2.90,151,52
161,0,02118,J.C. Snead,2.88,236,82
162,0,01094,Mike Blackburn,2.87,238,83
163,0,01826,Brian Mogg,2.86,203,71
163,0,01986,Joey Rassett,2.86,206,72
165,0,01476,Mike Hammond,2.85,222,78
165,0,02244,Fred Wadsworth,2.85,214,75
167,0,01127,Danny Briggs,2.84,173,61
167,0,01191,Barry Cheesman,2.84,207,73
169,0,01179,Antonio Cerda,2.83,195,69
169,0,01303,Bob Eastwood,2.83,269,95
171,0,01971,Dillard Pruitt,2.80,241,86
172,0,01737,Mark Maness,2.79,176,63
173,0,01861,Jim Nelford,2.78,200,72
174,0,01214,Frank Conner,2.77,172,62
175,0,01154,Bill Buttner,2.74,244,89
176,0,02180,Harry Taylor,2.73,153,56
177,0,01782,Mike McCullough,2.71,241,89
178,0,02215,Paul Trittler,2.69,180,67
179,0,01224,Jeff Coston,2.67,184,69
179,0,01236,Richard Cromwell,2.67,200,75
181,0,01557,John Inman,2.66,271,102
182,0,01425,Ernie Gonzalez,2.63,218,83
182,0,01648,Billy Kratzert,2.63,237,90
184,0,01892,Aki Ohmachi,2.62,238,91
185,0,01851,Bob Murphy,2.57,190,74
