RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01444,Ken Green,23.55,407,1728
2,0,01226,Fred Couples,23.38,425,1818
3,0,01042,Paul Azinger,22.83,378,1656
4,0,02146,Payne Stewart,22.82,423,1854
5,0,01876,Greg Norman,22.74,211,928
6,0,01161,Mark Calcavecchia,22.50,478,2124
7,0,01072,Chip Beck,22.46,376,1674
8,0,02033,Dave Rummells,21.78,438,2011
9,0,01361,Dan Forsman,21.76,476,2187
10,0,01717,Sandy Lyle,21.69,246,1134
11,0,01633,Tom Kite,21.64,335,1548
12,0,02133,Craig Stadler,21.61,284,1314
13,0,02242,Lanny Wadkins,21.57,365,1692
14,0,01235,Ben Crenshaw,21.37,377,1764
14,0,02101,Joey Sindelar,21.37,427,1998
16,0,01864,Larry Nelson,21.34,265,1242
17,0,01682,Wayne Levi,21.27,308,1448
18,0,02049,Gene Sauers,21.24,390,1836
19,0,01378,David Frost,21.12,327,1548
20,0,01968,Nick Price,21.10,319,1512
21,0,02223,Bob Tway,20.94,407,1944
22,0,02279,Mark Wiebe,20.93,437,2088
23,0,02321,Fuzzy Zoeller,20.78,288,1386
24,0,01329,Brad Faxon,20.74,336,1620
25,0,01527,Scott Hoch,20.63,414,2007
26,0,01887,Mark O'Meara,20.57,337,1638
27,0,02167,Mike Sullivan,20.53,340,1656
28,0,01157,Tom Byrum,20.49,413,2016
29,0,01310,Dave Eichelberger,20.48,349,1704
30,0,01553,John Huston,20.45,346,1692
31,0,02241,Bobby Wadkins,20.40,415,2034
32,0,01783,Mark McCumber,20.37,297,1458
33,0,02225,Howard Twitty,20.34,399,1962
34,0,01599,Steve Jones,20.31,318,1566
34,0,01690,Bruce Lietzke,20.31,318,1566
36,0,01701,Bob Lohr,20.29,409,2016
37,0,01156,Curt Byrum,20.20,360,1782
38,0,02159,Curtis Strange,20.18,321,1591
39,0,01846,Jodie Mudd,20.14,377,1872
40,0,01706,Davis Love III,20.13,322,1600
41,0,01475,Donnie Hammond,20.10,369,1836
41,0,01725,John Mahaffey,20.10,369,1836
41,0,01837,Gil Morgan,20.10,275,1368
44,0,01549,Mike Hulbert,20.09,405,2016
45,0,02239,Scott Verplank,20.08,347,1728
46,0,01960,Don Pooley,20.04,285,1422
47,0,01945,Kenny Perry,20.02,364,1818
48,0,01926,Steve Pate,20.00,378,1890
48,0,02007,Larry Rinker,20.00,360,1800
48,0,02256,Tom Watson,20.00,234,1170
51,0,02090,Tom Sieckmann,19.94,280,1404
52,0,01418,Bill Glasson,19.88,324,1630
53,0,02303,Robert Wrenn,19.85,368,1854
54,0,01060,Dave Barr,19.82,339,1710
55,0,01385,Jim Gallagher Jr.,19.78,235,1188
55,0,01414,Bob Gilder,19.78,324,1638
57,0,01035,Tommy Armour III,19.75,337,1706
58,0,01755,Dick Mast,19.72,355,1800
58,0,01975,Tom Purtzer,19.72,284,1440
60,0,01098,Jay Don Blake,19.62,385,1962
60,0,01129,Bill Britton,19.62,339,1728
62,0,02104,Jeff Sluman,19.58,423,2160
63,0,02041,Bill Sander,19.57,303,1548
63,0,02170,Hal Sutton,19.57,310,1584
65,0,01200,Keith Clearwater,19.48,298,1530
66,0,01662,Greg Ladehoff,19.47,347,1782
66,0,01723,Andrew Magee,19.47,326,1674
68,0,01313,Steve Elkington,19.44,322,1656
69,0,01884,Mac O'Grady,19.40,227,1170
70,0,01355,Raymond Floyd,19.36,237,1224
71,0,01346,Ed Fiori,19.32,379,1962
71,0,01639,Kenny Knox,19.32,393,2034
71,0,01797,Rocco Mediate,19.32,382,1977
74,0,01175,Jim Carter,19.21,332,1728
75,0,01958,Dan Pohl,19.20,318,1656
76,0,01569,Peter Jacobsen,19.13,303,1584
77,0,01928,Corey Pavin,19.11,289,1512
78,0,01457,Jay Haas,19.10,343,1796
79,0,02023,Clarence Rose,19.05,391,2052
80,0,01077,Mike Bender,19.04,281,1476
81,0,01203,Russ Cochran,19.03,363,1908
82,0,01143,Brad Bryant,19.01,284,1494
83,0,01941,Tom Pernice Jr.,18.99,311,1638
84,0,02186,Brian Tennyson,18.97,338,1782
85,0,01132,Mark Brooks,18.92,344,1818
86,0,01495,Morris Hatalsky,18.90,245,1296
87,0,02229,Brett Upper,18.82,280,1488
88,0,01096,Phil Blackmar,18.81,254,1350
89,0,01984,Sam Randolph,18.64,264,1416
90,0,01823,Larry Mize,18.63,275,1476
91,0,01093,Ronnie Black,18.62,286,1536
92,0,01219,John Cook,18.61,335,1800
92,0,02185,Lance Ten Broeck,18.61,278,1494
94,0,01443,Hubert Green,18.60,231,1242
94,0,01771,Blaine McCallister,18.60,385,2070
96,0,01133,Billy Ray Brown,18.57,341,1836
96,0,02160,Ron Streck,18.57,224,1206
98,0,02010,Loren Roberts,18.56,314,1692
99,0,02192,Steve Thomas,18.54,257,1386
100,0,06284,Jim Hallet,18.52,380,2052
101,0,01858,Tommy Nakajima,18.46,180,975
101,0,01891,David Ogrin,18.46,319,1728
103,0,01323,Brad Fabel,18.39,331,1800
104,0,01033,George Archer,18.32,310,1692
105,0,01024,Billy Andrade,18.26,328,1796
105,0,02100,Tim Simpson,18.26,332,1818
107,0,01197,Bobby Clampett,18.25,294,1611
107,0,01715,Mark Lye,18.25,310,1699
109,0,01707,Steve Lowery,18.22,341,1872
110,0,01201,Lennie Clements,18.13,359,1980
111,0,02267,D.A. Weibring,18.11,264,1458
111,0,02313,Bruce Zabriski,18.11,268,1480
113,0,02148,Ray Stewart,18.08,301,1665
114,0,01641,Gary Koch,17.97,262,1458
115,0,01006,John Adams,17.89,219,1224
116,0,01061,Ray Barr Jr.,17.88,206,1152
117,0,01499,Mark Hayes,17.86,328,1836
118,0,01135,Ken Brown,17.85,212,1188
119,0,01790,Pat McGowan,17.81,295,1656
120,0,01736,Roger Maltbie,17.79,269,1512
121,0,01086,Roy Biancalana,17.78,240,1350
121,0,01877,Tim Norris,17.78,272,1530
123,0,01305,Danny Edwards,17.76,195,1098
124,0,01390,Buddy Gardner,17.59,361,2052
125,0,01935,Calvin Peete,17.57,242,1377
125,0,02246,Duffy Waldorf,17.57,291,1656
127,0,02195,Leonard Thompson,17.56,324,1845
