RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,01876,Greg Norman,21.93,13.99,-7.46,8.60
2,0,01968,Nick Price,16.34,17.16,-9.43,4.36
3,0,01666,Bernhard Langer,15.64,11.64,-6.23,6.32
4,0,06522,Ernie Els,14.66,13.82,-6.57,6.68
5,0,08635,Colin Montgomerie,14.00,11.82,-6.32,7.52
6,0,01326,Nick Faldo,13.94,12.36,-7.00,4.40
7,0,01928,Corey Pavin,13.47,8.91,-5.01,6.88
8,0,01226,Fred Couples,11.02,9.39,-5.51,3.28
9,0,01906,Masashi Jumbo Ozaki,10.82,7.97,-4.59,4.52
10,0,01313,Steve Elkington,10.43,3.99,-2.51,6.24
11,0,01677,Tom Lehman,9.69,7.56,-4.06,4.64
12,0,06373,José María Olazábal,9.26,11.99,-6.64,1.32
13,0,02207,Sam Torrance,8.32,4.55,-2.34,5.36
14,0,01577,Lee Janzen,8.27,5.45,-3.12,5.20
15,0,06567,Vijay Singh,8.12,9.25,-5.00,4.68
16,0,02010,Loren Roberts,8.08,5.97,-3.11,3.20
17,0,01706,Davis Love III,7.73,5.68,-3.59,4.48
18,0,01569,Peter Jacobsen,7.53,1.67,-.89,4.64
19,0,01783,Mark McCumber,7.39,5.07,-2.32,1.76
20,0,01235,Ben Crenshaw,7.26,4.30,-2.39,3.68
21,0,01527,Scott Hoch,7.18,4.55,-2.31,4.08
22,0,12702,Costantino Rocca,7.04,3.70,-2.04,4.68
23,0,01810,Phil Mickelson,6.77,4.92,-2.55,2.64
24,0,01378,David Frost,6.70,9.68,-5.37,2.12
25,0,01457,Jay Haas,6.47,4.34,-2.56,3.72
26,0,01051,Seve Ballesteros,6.46,6.81,-3.64,1.48
27,0,01385,Jim Gallagher Jr.,6.39,3.46,-2.08,3.92
28,0,20400,Michael Campbell,6.23,.83,-.40,4.12
29,0,01329,Brad Faxon,6.21,5.85,-3.14,2.88
30,0,02321,Fuzzy Zoeller,6.13,6.03,-3.05,.76
31,0,02146,Payne Stewart,6.09,3.76,-2.13,3.36
32,0,01724,Jeff Maggert,5.96,5.52,-2.91,2.40
33,0,02256,Tom Watson,5.95,4.09,-2.32,1.80
34,0,01161,Mark Calcavecchia,5.86,4.87,-2.71,3.52
35,0,01796,Mark McNulty,5.81,5.61,-3.06,1.52
36,0,01766,Billy Mayfair,5.77,1.66,-.91,4.56
