RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,51977,Max Greyserman,21.63%,45,208
2,0,30163,Henrik Norlander,21.34%,35,164
3,0,54576,Patrick Fishburn,21.31%,39,183
4,0,38991,Alejandro Tosti,20.86%,39,187
5,0,50493,Justin Suh,20.30%,40,197
6,0,46717,Viktor Hovland,20.25%,32,158
7,0,46046,Scottie Scheffler,19.79%,37,187
8,0,50484,Hayden Springer,19.75%,32,162
9,0,55893,Sam Stevens,19.73%,44,223
10,0,51696,Rico Hoey,19.23%,40,208
11,0,33948,Byeong Hun An,18.93%,39,206
12,0,52372,Cameron Champ,18.79%,31,165
13,0,32839,Hideki Matsuyama,18.65%,36,193
14,0,60004,Jacob Bridgeman,18.54%,38,205
15,0,40250,Taylor Pendrith,18.43%,40,217
16,0,59836,Pierceson Coody,18.18%,32,176
17,0,40006,Erik van Rooyen,17.94%,40,223
18,0,27064,Jhonattan Vegas,17.88%,32,179
19,0,34098,Russell Henley,17.78%,40,225
20,0,48153,Matthieu Pavon,17.75%,30,169
21,0,36326,David Lipsky,17.68%,35,198
22,0,25900,Lucas Glover,17.67%,44,249
23,0,48867,Matti Schmid,17.41%,35,201
23,0,45242,Kevin Yu,17.41%,35,201
25,0,47420,Jake Knapp,17.39%,40,230
25,0,27129,Luke List,17.39%,32,184
27,0,32366,Kevin Chappell,17.32%,22,127
28,0,29936,Ryan Fox,17.19%,38,221
29,0,33399,Adam Hadwin,17.18%,39,227
30,0,31323,Gary Woodland,16.94%,42,248
31,0,29725,Tony Finau,16.82%,37,220
32,0,47663,Kevin Dougherty,16.77%,27,161
33,0,49771,J.T. Poston,16.67%,43,258
34,0,40098,Matt Fitzpatrick,16.59%,38,229
35,0,36699,Patrick Rodgers,16.54%,45,272
36,0,46442,Maverick McNealy,16.53%,40,242
37,0,52955,Ludvig Ãberg,16.39%,30,183
38,0,32102,Rickie Fowler,16.36%,36,220
39,0,47679,Victor Perez,16.35%,34,208
40,0,49947,Taylor Moore,16.24%,44,271
40,0,48887,Matt Wallace,16.24%,32,197
42,0,12716,Charley Hoffman,16.22%,30,185
43,0,48084,Wesley Bryan,16.19%,17,105
44,0,48081,Xander Schauffele,16.14%,36,223
45,0,32333,Kevin Tway,16.11%,24,149
46,0,47483,Will Zalatoris,16.10%,33,205
47,0,32070,Rafael Campos,16.08%,23,143
48,0,52514,Trace Crowe,16.05%,26,162
49,0,33408,Tyson Alexander,15.87%,33,208
50,0,27139,David Skinns,15.81%,34,215
51,0,51766,Wyndham Clark,15.76%,29,184
52,0,39997,Corey Conners,15.75%,40,254
53,0,59095,Chris Gotterup,15.74%,31,197
54,0,29420,Billy Horschel,15.70%,35,223
55,0,24024,Zach Johnson,15.69%,24,153
55,0,32640,Troy Merritt,15.69%,32,204
57,0,47993,Denny McCarthy,15.68%,45,287
57,0,46340,Alex Smalley,15.68%,29,185
59,0,39546,Keith Mitchell,15.61%,32,205
60,0,57362,Austin Eckroat,15.59%,41,263
61,0,27936,Martin Laird,15.58%,31,199
62,0,50188,S.H. Kim,15.55%,44,283
63,0,37378,Min Woo Lee,15.52%,27,174
64,0,54628,Lee Hodges,15.43%,48,311
65,0,35310,Lanto Griffin,15.42%,31,201
66,0,24502,Adam Scott,15.38%,30,195
67,0,34255,Joseph Bramlett,15.21%,33,217
68,0,34046,Jordan Spieth,15.18%,29,191
68,0,58168,Davis Thompson,15.18%,39,257
70,0,29221,Webb Simpson,15.15%,25,165
71,0,34256,Andrew Putnam,15.07%,41,272
72,0,57975,Harry Hall,15.04%,34,226
72,0,27330,Josh Teater,15.04%,17,113
74,0,39971,Sungjae Im,15.00%,39,260
74,0,51997,Andrew Novak,15.00%,36,240
76,0,27644,Brian Harman,14.96%,41,274
76,0,39324,J.J. Spaun,14.96%,35,234
78,0,52666,Sami Valimaki,14.89%,28,188
79,0,47591,Eric Cole,14.86%,48,323
80,0,33968,ThorbjÃ¸rn Olesen,14.84%,19,128
81,0,36799,Stephan Jaeger,14.81%,32,216
82,0,32757,Patton Kizzire,14.79%,25,169
83,0,35450,Patrick Cantlay,14.77%,26,176
84,0,47504,Sam Burns,14.74%,28,190
85,0,28775,Nate Lashley,14.72%,29,197
86,0,28237,Rory McIlroy,14.65%,29,198
87,0,52375,Doug Ghim,14.50%,38,262
88,0,56149,Wilson Furr,14.47%,22,152
89,0,34021,Bud Cauley,14.46%,24,166
90,0,60067,Joe Highsmith,14.44%,26,180
91,0,45157,Cam Davis,14.41%,34,236
92,0,29535,Brice Garnett,14.39%,19,132
93,0,33653,Thomas Detry,14.35%,32,223
