RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,46046,Scottie Scheffler,-.239
2,0,57900,Chandler Phillips,-.207
3,0,29936,Ryan Fox,-.170
4,0,51766,Wyndham Clark,-.152
5,0,29908,C.T. Pan,-.151
6,0,36799,Stephan Jaeger,-.141
6,0,40006,Erik van Rooyen,-.141
8,0,27644,Brian Harman,-.140
9,0,39327,Ben Silverman,-.139
10,0,29725,Tony Finau,-.137
11,0,52375,Doug Ghim,-.136
12,0,48117,Kurt Kitayama,-.135
13,0,33141,Keegan Bradley,-.131
14,0,32839,Hideki Matsuyama,-.129
15,0,52514,Trace Crowe,-.128
16,0,59143,Mac Meissner,-.124
17,0,39997,Corey Conners,-.122
18,0,51349,Nico Echavarria,-.120
19,0,51634,Sahith Theegala,-.119
20,0,36801,Mark Hubbard,-.117
21,0,58168,Davis Thompson,-.116
22,0,39975,Michael Kim,-.114
23,0,47504,Sam Burns,-.110
24,0,34099,Harris English,-.107
25,0,46414,Aaron Rai,-.106
26,0,33204,Shane Lowry,-.105
27,0,27936,Martin Laird,-.103
28,0,40098,Matt Fitzpatrick,-.102
28,0,37455,Si Woo Kim,-.102
28,0,52513,Carson Young,-.102
31,0,34098,Russell Henley,-.101
31,0,51997,Andrew Novak,-.101
33,0,47993,Denny McCarthy,-.100
34,0,34021,Bud Cauley,-.099
35,0,34587,Chan Kim,-.098
35,0,50525,Collin Morikawa,-.098
35,0,27139,David Skinns,-.098
38,0,56630,Akshay Bhatia,-.094
38,0,28252,Seamus Power,-.094
40,0,40162,Justin Lower,-.092
40,0,32640,Troy Merritt,-.092
42,0,49960,Sepp Straka,-.090
43,0,35461,Beau Hossler,-.089
43,0,32333,Kevin Tway,-.089
45,0,45522,Christiaan Bezuidenhout,-.088
45,0,32757,Patton Kizzire,-.088
45,0,34256,Andrew Putnam,-.088
48,0,31646,Emiliano Grillo,-.087
48,0,12716,Charley Hoffman,-.087
50,0,47591,Eric Cole,-.086
50,0,51287,Ryo Hisatsune,-.086
50,0,24024,Zach Johnson,-.086
50,0,27349,Alex Noren,-.086
50,0,26476,Chez Reavie,-.086
55,0,35532,Tom Hoge,-.084
55,0,47420,Jake Knapp,-.084
55,0,32791,K.H. Lee,-.084
55,0,50493,Justin Suh,-.084
59,0,40026,Daniel Berger,-.083
59,0,34076,Joel Dahmen,-.083
59,0,30926,Chris Kirk,-.083
62,0,48081,Xander Schauffele,-.082
63,0,40058,Zac Blair,-.081
63,0,52215,Robert MacIntyre,-.081
65,0,33948,Byeong Hun An,-.080
65,0,35450,Patrick Cantlay,-.080
67,0,50095,Austin Smotherman,-.079
68,0,52955,Ludvig Ãberg,-.078
68,0,25900,Lucas Glover,-.078
68,0,35506,Mackenzie Hughes,-.078
71,0,55182,Tom Kim,-.077
71,0,36884,Ben Kohles,-.077
71,0,46441,Robby Shelton,-.077
71,0,25493,Nick Taylor,-.077
75,0,37275,Sam Ryder,-.076
76,0,54591,Ben Griffin,-.074
77,0,47995,Davis Riley,-.073
78,0,49771,J.T. Poston,-.072
79,0,30927,Brendon Todd,-.071
80,0,47679,Victor Perez,-.070
81,0,55789,Taylor Montgomery,-.069
82,0,32102,Rickie Fowler,-.067
82,0,48867,Matti Schmid,-.067
84,0,45242,Kevin Yu,-.065
85,0,30911,Tommy Fleetwood,-.064
86,0,55708,Hayden Buckley,-.063
86,0,60067,Joe Highsmith,-.063
86,0,40115,Adam Svensson,-.063
89,0,57362,Austin Eckroat,-.061
89,0,28775,Nate Lashley,-.061
89,0,39546,Keith Mitchell,-.061
92,0,45157,Cam Davis,-.059
92,0,27064,Jhonattan Vegas,-.059
94,0,52453,Nicolai HÃ¸jgaard,-.058
95,0,22371,Aaron Baddeley,-.057
95,0,51977,Max Greyserman,-.057
95,0,30163,Henrik Norlander,-.057
95,0,47483,Will Zalatoris,-.057
99,0,52372,Cameron Champ,-.056
100,0,39977,Max Homa,-.052
100,0,47983,Chad Ramey,-.052
100,0,33448,Justin Thomas,-.052
103,0,55893,Sam Stevens,-.050
104,0,56149,Wilson Furr,-.049
104,0,51890,Greyson Sigg,-.049
106,0,46340,Alex Smalley,-.048
106,0,51894,Vince Whaley,-.048
106,0,57366,Cameron Young,-.048
109,0,45609,Tyler Duncan,-.047
110,0,26596,Ryan Moore,-.046
111,0,23108,Matt Kuchar,-.045
111,0,36871,Matt NeSmith,-.045
111,0,48119,Ben Taylor,-.045
114,0,49947,Taylor Moore,-.043
115,0,59442,Parker Coody,-.042
115,0,50188,S.H. Kim,-.042
115,0,40250,Taylor Pendrith,-.042
118,0,46717,Viktor Hovland,-.041
119,0,60004,Jacob Bridgeman,-.040
120,0,51696,Rico Hoey,-.039
120,0,47347,Adam Schenk,-.039
122,0,57975,Harry Hall,-.036
122,0,55454,Carl Yuan,-.036
124,0,39971,Sungjae Im,-.035
125,0,24502,Adam Scott,-.030
125,0,27214,Kevin Streelman,-.030
127,0,46113,Ryan McCormick,-.029
128,0,59095,Chris Gotterup,-.027
129,0,28089,Jason Day,-.026
129,0,52666,Sami Valimaki,-.026
131,0,39324,J.J. Spaun,-.025
132,0,54576,Patrick Fishburn,-.024
132,0,46442,Maverick McNealy,-.024
134,0,33399,Adam Hadwin,-.022
134,0,54628,Lee Hodges,-.022
134,0,29420,Billy Horschel,-.022
134,0,29478,Kevin Kisner,-.022
138,0,33408,Tyson Alexander,-.021
138,0,59836,Pierceson Coody,-.021
140,0,48887,Matt Wallace,-.020
141,0,34255,Joseph Bramlett,-.018
141,0,28237,Rory McIlroy,-.018
143,0,29535,Brice Garnett,-.015
144,0,22405,Justin Rose,-.014
145,0,27129,Luke List,-.013
145,0,52374,Brandon Wu,-.013
147,0,33653,Thomas Detry,-.012
148,0,32367,Jorge Campillo,-.010
149,0,33486,Roger Sloan,-.008
150,0,59866,Nick Dunlap,-.006
150,0,54783,Dylan Wu,-.006
152,0,31323,Gary Woodland,-.005
153,0,37378,Min Woo Lee,E
153,0,36326,David Lipsky,E
153,0,34466,Peter Malnati,E
153,0,33968,ThorbjÃ¸rn Olesen,E
153,0,36699,Patrick Rodgers,E
153,0,29221,Webb Simpson,E
153,0,27649,Brandt Snedeker,E
160,0,47988,Nick Hardy,+.006
160,0,34046,Jordan Spieth,+.006
162,0,35310,Lanto Griffin,+.007
163,0,51070,Vincent Norrman,+.008
164,0,28420,Ryan Brehm,+.010
165,0,32366,Kevin Chappell,+.011
