RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,08075,Jerry Kelly,.40,1,252
2,0,22371,Aaron Baddeley,.74,2,270
3,0,25720,Chad Collins,1.01,2,198
3,0,20766,Padraig Harrington,1.01,2,198
5,0,06527,Steve Stricker,1.11,3,270
5,0,19913,Ron Whittaker,1.11,1,90
7,0,23157,Richard Johnson,1.39,2,144
8,0,20623,Gavin Coles,1.52,3,198
8,0,26596,Ryan Moore,1.52,3,198
8,0,25632,Jimmy Walker,1.52,3,198
11,0,06004,Stephen Ames,1.54,5,324
12,0,12826,Paul Claxton,1.59,2,126
12,0,10649,Tom Scherrer,1.59,2,126
14,0,27060,John Mallinger,1.67,6,360
15,0,10423,Mike Weir,1.75,6,342
16,0,20850,Daniel Chopra,1.85,5,270
16,0,06034,Marco Dawson,1.85,4,216
16,0,08931,Glen Day,1.85,4,216
16,0,21350,Ryuji Imada,1.85,5,270
16,0,01810,Phil Mickelson,1.85,6,324
16,0,23320,Ryan Palmer,1.85,4,216
22,0,01313,Steve Elkington,1.96,6,306
23,0,01024,Billy Andrade,2.02,4,198
23,0,22293,Heath Slocum,2.02,8,396
25,0,21949,Joe Ogilvie,2.05,7,342
26,0,23614,Rich Beem,2.08,6,288
26,0,30925,Dustin Johnson,2.08,6,288
26,0,22348,Nick O'Hern,2.08,6,288
29,0,01473,Todd Hamilton,2.16,7,324
30,0,26500,Alejandro Cañizares,2.22,4,180
30,0,06012,Greg Kraft,2.22,4,180
32,0,01941,Tom Pernice Jr.,2.27,9,396
33,0,01320,Bob Estes,2.29,7,306
33,0,24781,Hunter Mahan,2.29,7,306
35,0,06090,Jim McGovern,2.31,5,216
36,0,06251,Chris DiMarco,2.38,6,252
36,0,23409,James Driscoll,2.38,6,252
36,0,06573,Brandt Jobe,2.38,3,126
36,0,26951,Johnson Wagner,2.38,6,252
40,0,10860,Justin Leonard,2.42,10,414
41,0,20098,Stuart Appleby,2.50,9,360
