RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
118,0,10425,Jay Williamson,3.36,58,1728
119,0,23135,Tim Clark,3.37,54,1602
119,0,26631,Cody Freeman,3.37,40,1188
121,0,12652,Cameron Beckman,3.38,53,1566
121,0,06251,Chris DiMarco,3.38,53,1566
121,0,01945,Kenny Perry,3.38,59,1746
124,0,20498,Briny Baird,3.39,69,2034
125,0,27214,Kevin Streelman,3.41,70,2052
126,0,02002,John Riegger,3.42,45,1314
127,0,21959,Ted Purdy,3.43,42,1224
128,0,01948,Tim Petrovic,3.44,60,1746
129,0,07457,Steve Flesch,3.45,59,1710
129,0,08385,Omar Uresti,3.45,46,1332
131,0,24781,Hunter Mahan,3.46,53,1530
132,0,12510,Chad Campbell,3.49,59,1692
132,0,21209,Sergio Garcia,3.49,44,1260
134,0,20634,Peter Lonard,3.50,58,1656
134,0,28158,Steve Marino,3.50,75,2142
136,0,10733,Kent Jones,3.51,43,1224
136,0,27936,Martin Laird,3.51,62,1764
138,0,24925,Jonathan Byrd,3.53,54,1530
138,0,01707,Steve Lowery,3.53,47,1332
138,0,27095,Nick Watney,3.53,61,1728
141,0,22892,Jason Gore,3.55,60,1692
141,0,12716,Charley Hoffman,3.55,60,1692
141,0,26951,Johnson Wagner,3.55,53,1494
144,0,25842,Jon Mills,3.57,61,1710
145,0,23614,Rich Beem,3.58,58,1620
145,0,24912,Will MacKenzie,3.58,40,1116
145,0,23623,Bo Van Pelt,3.58,65,1818
148,0,26476,Chez Reavie,3.59,66,1836
149,0,12660,Jesper Parnevik,3.60,57,1584
150,0,21633,Steve Allan,3.64,38,1044
151,0,23788,D.J. Trahan,3.66,62,1692
152,0,20105,Jeff Gove,3.67,33,900
153,0,01035,Tommy Armour III,3.68,51,1386
154,0,07867,Woody Austin,3.70,70,1890
154,0,24227,Justin Bolli,3.70,58,1566
154,0,20848,Ángel Cabrera,3.70,34,918
154,0,21753,Brian Davis,3.70,72,1944
154,0,09011,David Duval,3.70,34,918
154,0,21461,Kenneth Ferrie,3.70,48,1296
154,0,27963,Chris Stroud,3.70,54,1458
154,0,19913,Ron Whittaker,3.70,36,972
162,0,01766,Billy Mayfair,3.72,69,1854
162,0,24490,George McNeill,3.72,65,1746
164,0,10885,Robert Allenby,3.74,72,1926
164,0,24361,Pat Perez,3.74,62,1656
166,0,10875,Todd Demsey,3.75,54,1440
167,0,01024,Billy Andrade,3.76,48,1278
168,0,01226,Fred Couples,3.80,41,1080
169,0,20645,John Senden,3.86,64,1656
170,0,01724,Jeff Maggert,3.88,60,1548
171,0,06522,Ernie Els,3.89,35,900
172,0,20433,Mark Hensby,3.91,50,1278
173,0,27561,Nick Flanagan,3.93,63,1602
174,0,25594,Travis Perkins,3.98,38,954
175,0,27141,J.B. Holmes,4.05,62,1530
176,0,10585,Scott McCarron,4.06,46,1134
177,0,25804,Bubba Watson,4.12,72,1746
178,0,01706,Davis Love III,4.13,58,1404
179,0,24358,Robert Garrigus,4.14,67,1620
179,0,22913,John Rollins,4.14,70,1692
181,0,01677,Tom Lehman,4.25,39,918
182,0,27120,Troy Matteson,4.26,72,1692
183,0,23497,Tag Ridings,4.29,68,1584
184,0,23621,Rory Sabbatini,4.46,61,1368
185,0,23349,Charles Warren,4.50,64,1422
186,0,24502,Adam Scott,4.54,40,882
187,0,21805,Harrison Frazar,4.57,60,1314
188,0,20378,Mathias Grönberg,4.60,72,1566
189,0,28780,Nicholas Thompson,4.62,94,2034
190,0,01388,Robert Gamez,4.64,66,1422
191,0,26289,Boo Weekley,4.69,70,1494
192,0,30750,Tommy Gainey,4.81,52,1080
193,0,06621,Joe Durant,4.83,80,1656
194,0,27613,David Lutterus,4.90,52,1062
195,0,23540,Jason Allred,4.94,56,1134
196,0,01161,Mark Calcavecchia,4.97,59,1188
197,0,25364,Paul Casey,5.45,51,936
