RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,21209,Sergio Garcia,2.2
2,0,26331,Charl Schwartzel,2.1
3,0,34098,Russell Henley,2.0
3,0,06527,Steve Stricker,2.0
5,0,28259,Sangmoon Bae,1.9
5,0,20848,Ángel Cabrera,1.9
5,0,24024,Zach Johnson,1.9
5,0,28237,Rory McIlroy,1.9
9,0,28089,Jason Day,1.8
9,0,23108,Matt Kuchar,1.8
9,0,34046,Jordan Spieth,1.8
12,0,27436,Graham DeLaet,1.7
12,0,34099,Harris English,1.7
12,0,32102,Rickie Fowler,1.7
12,0,27408,Martin Kaymer,1.7
12,0,23800,Bryce Molder,1.7
12,0,27649,Brandt Snedeker,1.7
12,0,27095,Nick Watney,1.7
19,0,06004,Stephen Ames,1.6
19,0,33141,Keegan Bradley,1.6
19,0,20593,Greg Chalmers,1.6
19,0,01320,Bob Estes,1.6
19,0,35539,Luke Guthrie,1.6
19,0,24924,Bill Haas,1.6
19,0,22792,Peter Hanson,1.6
19,0,34261,Scott Langley,1.6
19,0,25572,Graeme McDowell,1.6
19,0,01810,Phil Mickelson,1.6
19,0,23320,Ryan Palmer,1.6
19,0,25345,Carl Pettersson,1.6
19,0,21528,Henrik Stenson,1.6
19,0,28780,Nicholas Thompson,1.6
19,0,23788,D.J. Trahan,1.6
19,0,26289,Boo Weekley,1.6
19,0,08793,Tiger Woods,1.6
36,0,20098,Stuart Appleby,1.5
36,0,23409,James Driscoll,1.5
36,0,10809,Jim Furyk,1.5
36,0,20766,Padraig Harrington,1.5
36,0,33461,Morgan Hoffmann,1.5
36,0,21961,Charles Howell III,1.5
36,0,30926,Chris Kirk,1.5
36,0,22806,Doug LaBelle II,1.5
36,0,28475,Jeff Overton,1.5
36,0,25818,Scott Piercy,1.5
36,0,27556,Ted Potter Jr.,1.5
36,0,26476,Chez Reavie,1.5
36,0,22913,John Rollins,1.5
36,0,27214,Kevin Streelman,1.5
50,0,22371,Aaron Baddeley,1.4
50,0,27895,Jonas Blixt,1.4
50,0,20104,Ken Duke,1.4
50,0,12782,Tim Herron,1.4
50,0,29420,Billy Horschel,1.4
50,0,21731,Freddie Jacobson,1.4
50,0,27933,John Merrick,1.4
50,0,26679,Kevin Stadler,1.4
50,0,27963,Chris Stroud,1.4
50,0,31323,Gary Woodland,1.4
60,0,12510,Chad Campbell,1.3
60,0,24494,Erik Compton,1.3
60,0,23983,Luke Donald,1.3
60,0,28307,Matt Every,1.3
60,0,28500,Martin Flores,1.3
60,0,06573,Brandt Jobe,1.3
60,0,08075,Jerry Kelly,1.3
60,0,30711,Colt Knost,1.3
60,0,30944,Jason Kokrak,1.3
60,0,27936,Martin Laird,1.3
60,0,26851,Marc Leishman,1.3
60,0,01724,Jeff Maggert,1.3
60,0,24781,Hunter Mahan,1.3
60,0,31202,William McGirt,1.3
60,0,26596,Ryan Moore,1.3
60,0,22046,Geoff Ogilvy,1.3
60,0,34360,Patrick Reed,1.3
60,0,23497,Tag Ridings,1.3
60,0,29518,Brendan Steele,1.3
60,0,33419,Cameron Tringale,1.3
60,0,25632,Jimmy Walker,1.3
60,0,20396,Lee Westwood,1.3
82,0,25274,Steven Bowditch,1.2
82,0,32200,Roberto Castro,1.2
82,0,24357,K.J. Choi,1.2
82,0,20229,Stewart Cink,1.2
82,0,23135,Tim Clark,1.2
82,0,37273,Derek Ernst,1.2
82,0,29740,Brad Fritsch,1.2
82,0,25444,Justin Hicks,1.2
82,0,12716,Charley Hoffman,1.2
82,0,30925,Dustin Johnson,1.2
82,0,26300,Matt Jones,1.2
82,0,28092,D.H. Lee,1.2
82,0,35139,Richard Lee,1.2
82,0,21099,David Lynn,1.2
82,0,24490,George McNeill,1.2
82,0,30163,Henrik Norlander,1.2
82,0,24361,Pat Perez,1.2
82,0,24502,Adam Scott,1.2
82,0,29221,Webb Simpson,1.2
82,0,27330,Josh Teater,1.2
82,0,32150,Michael Thompson,1.2
