RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,25804,Bubba Watson,69.05,42,29
2,0,20593,Greg Chalmers,65.63,64,42
3,0,20686,Jeev Milkha Singh,65.22,46,30
4,0,23983,Luke Donald,64.71,34,22
5,0,24357,K.J. Choi,63.83,47,30
6,0,20160,Charlie Wi,63.64,88,56
7,0,07457,Steve Flesch,63.27,49,31
8,0,20472,Alex Cejka,61.82,55,34
9,0,28475,Jeff Overton,61.67,60,37
10,0,25632,Jimmy Walker,60.78,51,31
11,0,25364,Paul Casey,60.00,35,21
11,0,27963,Chris Stroud,60.00,70,42
13,0,22371,Aaron Baddeley,59.72,72,43
14,0,22621,Ben Curtis,59.62,52,31
15,0,27649,Brandt Snedeker,59.26,54,32
16,0,29910,Blake Adams,59.18,49,29
17,0,06522,Ernie Els,58.97,39,23
18,0,22913,John Rollins,58.93,56,33
19,0,23353,J.J. Henry,58.73,63,37
20,0,24024,Zach Johnson,58.33,48,28
21,0,08725,Tom Gillis,58.21,67,39
22,0,30925,Dustin Johnson,58.14,43,25
23,0,01619,Skip Kendall,58.06,31,18
24,0,27330,Josh Teater,57.97,69,40
24,0,26289,Boo Weekley,57.97,69,40
26,0,24781,Hunter Mahan,57.89,57,33
26,0,24663,Y.E. Yang,57.89,57,33
28,0,32640,Troy Merritt,57.75,71,41
29,0,01313,Steve Elkington,57.69,52,30
30,0,28307,Matt Every,57.41,54,31
31,0,24846,Ricky Barnes,57.14,70,40
31,0,23638,Brendon de Jonge,57.14,56,32
31,0,02206,David Toms,57.14,42,24
31,0,21878,Mark Wilson,57.14,56,32
35,0,23135,Tim Clark,56.90,58,33
36,0,20157,Retief Goosen,56.86,51,29
37,0,06004,Stephen Ames,56.82,44,25
38,0,12652,Cameron Beckman,56.52,46,26
39,0,27141,J.B. Holmes,56.47,85,48
40,0,06515,Shaun Micheel,56.25,32,18
41,0,29285,Brent Delahoussaye,55.88,34,19
41,0,22122,Andrew McLardy,55.88,34,19
43,0,06514,Kevin Johnson,55.81,43,24
44,0,28158,Steve Marino,55.77,52,29
45,0,20229,Stewart Cink,55.56,45,25
45,0,23409,James Driscoll,55.56,45,25
45,0,24924,Bill Haas,55.56,54,30
45,0,27936,Martin Laird,55.56,63,35
45,0,26851,Marc Leishman,55.56,63,35
45,0,30946,Alex Prugh,55.56,72,40
45,0,27214,Kevin Streelman,55.56,54,30
52,0,24490,George McNeill,55.36,56,31
53,0,01948,Tim Petrovic,55.07,69,38
54,0,24925,Jonathan Byrd,55.00,60,33
55,0,10885,Robert Allenby,54.72,53,29
56,0,20378,Mathias Grönberg,54.55,44,24
