RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
74,0,27120,Troy Matteson,71.00,852,12
74,0,20127,Chris Riley,71.00,852,12
80,0,01941,Tom Pernice Jr.,71.06,1208,17
81,0,27561,Nick Flanagan,71.07,995,14
82,0,10885,Robert Allenby,71.08,924,13
83,0,20443,Jin Park,71.10,1493,21
83,0,28780,Nicholas Thompson,71.10,1422,20
83,0,25632,Jimmy Walker,71.10,1422,20
86,0,06004,Stephen Ames,71.13,569,8
86,0,26695,Michael Letzig,71.13,1636,23
88,0,12602,Dean Wilson,71.14,1494,21
89,0,06575,Dudley Hart,71.15,925,13
90,0,12705,Cliff Kresge,71.16,1352,19
91,0,23125,Brad Elder,71.17,854,12
92,0,19803,Ryan Armour,71.20,1068,15
92,0,23353,J.J. Henry,71.20,1424,20
94,0,21878,Mark Wilson,71.21,997,14
95,0,27936,Martin Laird,71.23,1852,26
96,0,23048,Eric Axley,71.24,1781,25
96,0,21961,Charles Howell III,71.24,1496,21
96,0,25345,Carl Pettersson,71.24,1211,17
96,0,10425,Jay Williamson,71.24,1211,17
100,0,12652,Cameron Beckman,71.26,1639,23
100,0,27060,John Mallinger,71.26,1354,19
100,0,25190,Jeff Quinney,71.26,1639,23
103,0,20433,Mark Hensby,71.29,998,14
104,0,20105,Jeff Gove,71.30,713,10
105,0,24924,Bill Haas,71.31,927,13
106,0,23623,Bo Van Pelt,71.32,1569,22
107,0,20382,Stephen Leaney,71.33,642,9
108,0,01928,Corey Pavin,71.35,1213,17
109,0,22621,Ben Curtis,71.36,785,11
110,0,23718,Nathan Green,71.38,1499,21
110,0,12660,Jesper Parnevik,71.38,1142,16
112,0,24663,Y.E. Yang,71.40,1071,15
113,0,01948,Tim Petrovic,71.41,1214,17
114,0,23614,Rich Beem,71.42,1357,19
115,0,01707,Steve Lowery,71.44,1143,16
116,0,08845,Scott Sterling,71.47,1215,17
117,0,06522,Ernie Els,71.50,429,6
117,0,27649,Brandt Snedeker,71.50,858,12
117,0,02206,David Toms,71.50,572,8
120,0,25842,Jon Mills,71.52,1788,25
121,0,20572,Rod Pampling,71.54,930,13
122,0,24490,George McNeill,71.55,1431,20
123,0,12826,Paul Claxton,71.56,1145,16
123,0,10649,Tom Scherrer,71.56,644,9
125,0,06251,Chris DiMarco,71.57,1646,23
126,0,30925,Dustin Johnson,71.59,1575,22
127,0,01161,Mark Calcavecchia,71.60,1074,15
127,0,21805,Harrison Frazar,71.60,1432,20
127,0,24140,Sean O'Hair,71.60,1074,15
130,0,20472,Alex Cejka,71.67,430,6
131,0,06034,Marco Dawson,71.69,932,13
131,0,24912,Will MacKenzie,71.69,932,13
133,0,22371,Aaron Baddeley,71.73,789,11
134,0,07457,Steve Flesch,71.75,1435,20
135,0,23157,Richard Johnson,71.77,1579,22
136,0,28089,Jason Day,71.78,1292,18
136,0,24024,Zach Johnson,71.78,646,9
138,0,06090,Jim McGovern,71.81,1508,21
138,0,01797,Rocco Mediate,71.81,1149,16
140,0,06595,Kevin Sutherland,71.82,790,11
141,0,12510,Chad Campbell,71.83,1293,18
142,0,12823,Carlos Franco,71.84,1365,19
143,0,06621,Joe Durant,71.89,1294,18
144,0,30750,Tommy Gainey,71.90,719,10
145,0,01577,Lee Janzen,71.94,1295,18
145,0,22582,Kyle Thompson,71.94,1151,16
145,0,19913,Ron Whittaker,71.94,1295,18
145,0,25349,Tim Wilkinson,71.94,1223,17
149,0,24925,Jonathan Byrd,72.00,1440,20
149,0,01724,Jeff Maggert,72.00,1584,22
149,0,10585,Scott McCarron,72.00,504,7
149,0,24138,Ian Poulter,72.00,504,7
149,0,27963,Chris Stroud,72.00,1512,21
154,0,07749,Brett Quigley,72.05,1369,19
155,0,01473,Todd Hamilton,72.06,1297,18
156,0,20663,Brenden Pappas,72.07,1081,15
156,0,26668,Marc Turnesa,72.07,1946,27
158,0,12309,Bob Sowards,72.08,937,13
159,0,01142,Bart Bryant,72.14,1010,14
159,0,01677,Tom Lehman,72.14,505,7
161,0,25364,Paul Casey,72.17,433,6
161,0,21350,Ryuji Imada,72.17,866,12
163,0,08385,Omar Uresti,72.24,1228,17
164,0,20157,Retief Goosen,72.27,795,11
165,0,21949,Joe Ogilvie,72.32,1374,19
166,0,22293,Heath Slocum,72.36,1013,14
167,0,23778,Brad Adamonis,72.39,1303,18
168,0,06197,Michael Allen,72.41,1231,17
169,0,25720,Chad Collins,72.42,1376,19
170,0,23497,Tag Ridings,72.43,1014,14
171,0,20848,Ángel Cabrera,72.44,652,9
172,0,23797,Brett Rumford,72.47,1377,19
173,0,23409,James Driscoll,72.50,1305,18
173,0,22378,Trevor Immelman,72.50,725,10
175,0,06012,Greg Kraft,72.56,1306,18
176,0,21461,Kenneth Ferrie,72.57,1016,14
177,0,26596,Ryan Moore,72.60,1089,15
177,0,21959,Ted Purdy,72.60,1089,15
179,0,01810,Phil Mickelson,72.67,218,3
180,0,01388,Robert Gamez,72.68,1381,19
181,0,26500,Alejandro Cañizares,72.73,800,11
182,0,23540,Jason Allred,72.77,946,13
182,0,26420,Richard Johnson,72.77,946,13
184,0,25804,Bubba Watson,72.78,655,9
185,0,21731,Freddie Jacobson,72.80,1092,15
185,0,23349,Charles Warren,72.80,1092,15
187,0,20850,Daniel Chopra,72.91,802,11
188,0,26631,Cody Freeman,72.94,1240,17
188,0,08537,J.P. Hayes,72.94,1240,17
190,0,24227,Justin Bolli,73.19,1537,21
190,0,25594,Travis Perkins,73.19,1171,16
192,0,27613,David Lutterus,73.21,1025,14
193,0,01024,Billy Andrade,73.30,733,10
194,0,22913,John Rollins,73.31,1173,16
195,0,09011,David Duval,74.33,446,6
196,0,21633,Steve Allan,74.90,749,10
197,0,24502,Adam Scott,77.50,155,2
