RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,10809,Jim Furyk,55' 7",1166.500,21,+3
2,0,34256,Andrew Putnam,56' 8",2266.917,40,+1
3,0,22405,Justin Rose,57' 1",1084.667,19,-3
4,0,24490,George McNeill,57' 2",3431.417,60,-5
5,0,26329,Louis Oosthuizen,59' 0",1769.417,30,-12
6,0,29222,Billy Hurley III,60' 11",2193.500,36,+5
7,0,23048,Eric Axley,61' 0",1341.583,22,+3
8,0,35532,Tom Hoge,61' 8",2590.833,42,-6
9,0,35545,Blayne Barber,62' 1",1987.250,32,-4
9,0,30927,Brendon Todd,62' 1",2359.583,38,+1
11,0,27933,John Merrick,62' 2",1741.000,28,-5
12,0,22293,Heath Slocum,62' 4",1121.583,18,+5
13,0,34262,Jon Curran,62' 6",2375.667,38,+7
14,0,12716,Charley Hoffman,62' 7",2377.083,38,-13
15,0,30711,Colt Knost,62' 8",2567.833,41,+6
16,0,22046,Geoff Ogilvy,63' 10",1531.833,24,-2
17,0,24924,Bill Haas,63' 11",2300.500,36,-6
18,0,32334,Charlie Beljan,64' 0",2304.750,36,-9
18,0,26596,Ryan Moore,64' 0",1984.583,31,+4
20,0,31557,Jim Herman,64' 1",2435.500,38,-2
21,0,20848,Ángel Cabrera,64' 2",2310.417,36,-1
22,0,27466,Spencer Levin,65' 1",2539.250,39,-2
23,0,29926,Danny Lee,65' 2",2866.583,44,+3
24,0,24846,Ricky Barnes,65' 5",3532.750,54,-2
25,0,27436,Graham DeLaet,65' 7",1507.833,23,-5
26,0,27963,Chris Stroud,65' 8",2494.333,38,+6
27,0,20229,Stewart Cink,66' 0",2111.833,32,-5
27,0,23638,Brendon de Jonge,66' 0",3498.917,53,-6
27,0,30692,Scott Stallings,66' 0",2310.083,35,-6
30,0,29518,Brendan Steele,66' 1",2578.833,39,-9
31,0,32150,Michael Thompson,66' 2",3043.167,46,E
32,0,33413,Ben Martin,66' 4",1260.583,19,+6
33,0,23541,Ben Crane,66' 8",1466.667,22,+9
34,0,26951,Johnson Wagner,66' 9",1469.250,22,+1
35,0,28500,Martin Flores,67' 3",3024.917,45,-13
35,0,30736,Oscar Fraustro,67' 3",1478.750,22,-7
37,0,40058,Zac Blair,67' 6",3036.500,45,+4
37,0,30852,Ryo Ishikawa,67' 6",3240.750,48,-10
37,0,25834,Daniel Summerhays,67' 6",4322.333,64,+2
