RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,1,10809,Jim Furyk,54' 9",602.083,11,E
2,3,35732,Wes Roach,56' 10",682.083,12,-5
3,3,24361,Pat Perez,57' 1",1369.583,24,-4
3,3,23325,Vaughn Taylor,57' 1",1426.167,25,+2
5,3,40026,Daniel Berger,57' 11",1911.167,33,-13
6,3,21209,Sergio Garcia,58' 0",1333.917,23,-7
7,13,30925,Dustin Johnson,58' 1",1509.333,26,-13
7,3,37275,Sam Ryder,58' 1",1799.750,31,+3
9,2,32448,James Hahn,58' 7",585.583,10,E
10,2,34021,Bud Cauley,58' 10",1824.667,31,-2
11,2,31323,Gary Woodland,59' 8",2504.750,42,-8
12,2,27974,Sung Kang,60' 7",2362.000,39,-4
13,2,31646,Emiliano Grillo,61' 3",1654.250,27,-3
14,2,29974,Branden Grace,61' 8",1603.167,26,-6
14,2,34466,Peter Malnati,61' 8",2159.750,35,-6
16,3,33490,Bo Hoag,61' 11",1547.167,25,-2
17,13,39971,Sungjae Im,62' 11",2265.417,36,-10
17,4,35658,Kris Ventura,62' 11",1447.333,23,-6
19,4,35450,Patrick Cantlay,63' 1",1829.083,29,+1
20,4,27349,Alex Noren,63' 8",2100.917,33,+1
21,10,50525,Collin Morikawa,63' 9",2294.500,36,+1
22,3,33120,Mark Anderson,63' 10",1531.750,24,+1
23,3,51766,Wyndham Clark,64' 2",2181.417,34,-8
24,40,33448,Justin Thomas,64' 6",2772.750,43,-26
25,3,28679,Fabián Gómez,64' 7",646.167,10,-1
25,-4,23320,Ryan Palmer,64' 7",2259.417,35,-4
27,2,34255,Joseph Bramlett,64' 9",1747.250,27,-3
28,-1,29221,Webb Simpson,64' 11",1362.667,21,-7
29,3,31557,Jim Herman,65' 1",1561.250,24,+4
30,15,29725,Tony Finau,65' 3",2741.250,42,-14
31,2,25686,Jason Dufner,65' 4",1895.250,29,+3
31,2,39324,J.J. Spaun,65' 4",2222.083,34,-1
33,2,27214,Kevin Streelman,65' 5",1177.250,18,+1
34,2,34076,Joel Dahmen,65' 6",1637.333,25,E
34,2,32757,Patton Kizzire,65' 6",2095.833,32,-7
34,2,28252,Seamus Power,65' 6",392.833,6,-1
37,2,36871,Matthew NeSmith,65' 8",1903.750,29,-14
38,2,25349,Tim Wilkinson,65' 11",857.250,13,+4
39,2,24024,Zach Johnson,66' 0",1847.667,28,+2
39,2,33204,Shane Lowry,66' 0",1320.333,20,-3
41,2,32333,Kevin Tway,66' 2",1986.167,30,-2
42,3,28237,Rory McIlroy,66' 4",1791.417,27,-5
43,4,26329,Louis Oosthuizen,66' 6",997.417,15,+3
44,4,25364,Paul Casey,66' 8",1266.917,19,-3
44,4,49960,Sepp Straka,66' 8",2666.000,40,-10
46,4,33141,Keegan Bradley,66' 9",1734.750,26,-6
47,5,45157,Cam Davis,66' 11",2140.250,32,-1
47,5,40098,Matt Fitzpatrick,66' 11",1873.417,28,E
47,5,30692,Scott Stallings,66' 11",2341.417,35,-4
50,5,32791,K.H. Lee,67' 0",1339.917,20,-11
50,5,53165,Doc Redman,67' 0",2078.250,31,+3
50,5,29518,Brendan Steele,67' 0",1944.083,29,+2
53,6,35617,Martin Trainer,67' 3",2085.250,31,+3
54,6,30163,Henrik Norlander,67' 5",2021.250,30,-3
54,6,34046,Jordan Spieth,67' 5",2359.750,35,-8
56,-5,35891,Cameron Smith,67' 6",2632.833,39,-4
57,5,27644,Brian Harman,67' 7",1757.917,26,-2
57,5,21961,Charles Howell III,67' 7",1960.250,29,-1
59,6,33410,Andrew Landry,67' 10",2239.417,33,+8
60,6,33122,Russell Knox,68' 0",2039.500,30,E
60,6,25818,Scott Piercy,68' 0",2243.833,33,+6
62,6,27064,Jhonattan Vegas,68' 1",1089.500,16,-6
63,6,23788,D.J. Trahan,68' 3",1774.250,26,-3
64,6,56762,Will Gordon,68' 4",683.167,10,-2
65,7,27129,Luke List,68' 6",3288.333,48,-7
65,9,25396,Kevin Na,68' 6",1987.083,29,-4
67,6,24502,Adam Scott,68' 11",1723.833,25,-2
68,7,27936,Martin Laird,69' 3",692.250,10,+2
69,8,28307,Matt Every,69' 6",2639.500,38,-8
70,8,34098,Russell Henley,69' 9",1813.000,26,+2
71,8,26758,David Hearn,69' 11",1048.167,15,-3
72,8,21407,Arjun Atwal,70' 0",560.167,8,-3
72,4,34099,Harris English,70' 0",2661.500,38,-11
74,7,31560,Brian Stuard,70' 2",2105.167,30,+5
74,7,33449,Zack Sucher,70' 2",1193.167,17,-5
76,-5,32839,Hideki Matsuyama,70' 3",3652.583,52,-16
77,8,32640,Troy Merritt,70' 5",1972.333,28,-5
78,9,46550,Brandon Hagy,70' 9",2264.167,32,-7
78,13,26851,Marc Leishman,70' 9",2474.917,35,+7
78,9,48119,Ben Taylor,70' 9",636.750,9,+3
81,8,33419,Cameron Tringale,70' 10",3329.333,47,-11
82,2,34360,Patrick Reed,70' 11",4253.833,60,-5
83,7,52375,Doug Ghim,71' 0",923.417,13,-6
84,54,46046,Scottie Scheffler,71' 1",3199.333,45,-4
85,-4,45526,Abraham Ancer,71' 2",2206.667,31,-5
86,6,32366,Kevin Chappell,71' 3",1354.250,19,E
86,6,39997,Corey Conners,71' 3",1353.333,19,-4
88,6,26476,Chez Reavie,71' 5",1571.750,22,-3
89,6,19803,Ryan Armour,71' 9",1865.250,26,+4
89,6,46402,Talor Gooch,71' 9",4376.000,61,-5
89,6,29484,Peter Uihlein,71' 9",1362.833,19,+1
92,-6,35506,Mackenzie Hughes,71' 10",2298.833,32,+7
92,6,32254,Xinjun Zhang,71' 10",2083.167,29,-5
94,5,36801,Mark Hubbard,72' 0",2446.833,34,E
95,5,25804,Bubba Watson,72' 2",1948.667,27,-5
96,5,30944,Jason Kokrak,72' 3",2094.583,29,-4
97,6,19846,Brian Gay,72' 8",1163.250,16,+4
97,6,49766,Hank Lebioda,72' 8",1889.417,26,+1
97,6,29926,Danny Lee,72' 8",2470.833,34,-4
97,18,48822,Sebastián Muñoz,72' 8",3704.000,51,-17
97,6,27330,Josh Teater,72' 8",799.000,11,+2
102,5,32662,Michael Gligic,72' 9",1309.250,18,-2
102,5,39546,Keith Mitchell,72' 9",1746.167,24,-4
102,5,22056,Cameron Percy,72' 9",1310.167,18,-3
105,-3,47959,Bryson DeChambeau,72' 11",3719.000,51,-16
106,4,27556,Ted Potter Jr.,73' 1",1388.667,19,+5
107,43,29478,Kevin Kisner,73' 2",2122.417,29,-8
107,5,27095,Nick Watney,73' 2",2414.417,33,-3
109,4,48045,Michael Gellerman,73' 5",880.500,12,+4
109,29,45486,Joaquin Niemann,73' 5",2863.167,39,-2
111,3,12716,Charley Hoffman,73' 7",1766.333,24,-8
112,3,32618,Rhein Gibson,73' 8",1546.583,21,+5
112,3,49771,J.T. Poston,73' 8",2209.083,30,+2
114,4,33948,Byeong Hun An,73' 9",2508.167,34,-3
114,4,47504,Sam Burns,73' 9",1695.833,23,-7
114,4,01810,Phil Mickelson,73' 9",2139.000,29,-3
117,4,30911,Tommy Fleetwood,73' 10",1255.500,17,+1
117,4,34213,Grayson Murray,73' 10",1697.833,23,-4
119,5,47993,Denny McCarthy,73' 11",2957.250,40,-12
119,2,30927,Brendon Todd,73' 11",3176.917,43,+1
121,4,22371,Aaron Baddeley,74' 0",2366.750,32,-3
122,4,29268,Bronson Burgoon,74' 1",2001.000,27,+1
122,4,34563,Chesson Hadley,74' 1",1629.833,22,-1
122,4,33597,Harry Higgs,74' 1",1482.167,20,-3
122,4,30110,Kyle Stanley,74' 1",1703.583,23,+3
126,4,39953,Chase Seiffert,74' 2",1482.667,20,E
127,4,25900,Lucas Glover,74' 6",2086.667,28,-6
127,4,22405,Justin Rose,74' 6",1564.167,21,-8
129,23,35310,Lanto Griffin,74' 8",4480.750,60,-10
130,3,32102,Rickie Fowler,74' 10",1572.167,21,E
131,3,33413,Ben Martin,74' 11",824.250,11,E
131,25,48081,Xander Schauffele,74' 11",2545.833,34,-7
131,3,32139,Danny Willett,74' 11",2022.833,27,+1
134,2,40058,Zac Blair,75' 0",1649.750,22,E
135,2,29970,Dylan Frittelli,75' 1",2928.000,39,-15
136,4,34314,Sebastian Cappelen,75' 5",1810.083,24,+2
136,4,26596,Ryan Moore,75' 5",905.083,12,+2
136,4,56278,Matthew Wolff,75' 5",2866.500,38,-8
139,4,26499,Rafa Cabrera Bello,75' 6",2114.417,28,E
140,4,27942,Rob Oppenheim,75' 7",2192.417,29,+4
