RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,1,29268,Bronson Burgoon,33' 7",58,1946.583,+10.00
2,1,27330,Josh Teater,35' 9",38,1357.583,+2.00
3,1,28679,Fabián Gómez,35' 11",52,1868.000,+5.00
4,1,40042,Tyler McCumber,36' 4",81,2942.333,+21.00
5,1,35658,Kris Ventura,36' 7",53,1940.333,-2.00
6,1,30925,Dustin Johnson,36' 10",107,3937.250,+4.00
7,1,33122,Russell Knox,37' 5",68,2545.583,+8.00
8,1,25686,Jason Dufner,37' 7",97,3647.500,+8.00
9,1,32448,James Hahn,38' 0",37,1407.167,-4.00
9,1,24361,Pat Perez,38' 0",72,2733.167,+1.00
11,2,25804,Bubba Watson,38' 4",112,4295.667,+9.00
12,2,27556,Ted Potter Jr.,38' 5",84,3229.083,+2.00
13,2,32254,Xinjun Zhang,38' 6",103,3963.417,+14.00
14,2,40009,Dominic Bozzelli,38' 8",52,2008.667,+7.00
15,-3,29725,Tony Finau,38' 10",117,4542.333,+6.00
15,2,30110,Kyle Stanley,38' 10",40,1554.000,E
17,1,29926,Danny Lee,38' 11",114,4432.250,+13.00
18,1,28420,Ryan Brehm,39' 0",89,3469.500,+13.00
19,2,34021,Bud Cauley,39' 1",105,4108.000,+6.00
20,2,29535,Brice Garnett,39' 3",82,3216.833,-7.00
21,3,26300,Matt Jones,39' 4",105,4133.833,+11.00
21,3,23788,D.J. Trahan,39' 4",64,2515.333,-2.00
23,3,27214,Kevin Streelman,39' 5",88,3470.667,+3.00
24,4,34098,Russell Henley,39' 6",97,3834.250,+9.00
24,4,26596,Ryan Moore,39' 6",48,1895.833,+4.00
24,4,47347,Adam Schenk,39' 6",97,3834.000,-6.00
27,4,22371,Aaron Baddeley,39' 8",70,2775.250,+3.00
27,4,32366,Kevin Chappell,39' 8",63,2501.500,E
29,4,33419,Cameron Tringale,39' 9",129,5123.250,-8.00
30,-11,40026,Daniel Berger,39' 10",64,2549.917,+2.00
30,5,45157,Cam Davis,39' 10",81,3223.583,+4.00
32,4,32618,Rhein Gibson,39' 11",72,2876.917,+11.00
32,4,46442,Maverick McNealy,39' 11",104,4153.000,-2.00
32,17,46046,Scottie Scheffler,39' 11",135,5383.667,-6.00
35,3,47504,Sam Burns,40' 0",81,3240.333,+9.00
35,3,10809,Jim Furyk,40' 0",37,1478.833,+7.00
35,3,33597,Harry Higgs,40' 0",100,3996.750,+5.00
35,3,37455,Si Woo Kim,40' 0",110,4402.417,+9.00
35,3,33449,Zack Sucher,40' 0",64,2559.583,+6.00
40,3,34076,Joel Dahmen,40' 1",96,3844.167,+14.00
40,3,32662,Michael Gligic,40' 1",51,2042.917,+1.00
40,3,39953,Chase Seiffert,40' 1",59,2364.917,+2.00
43,3,33948,Byeong Hun An,40' 2",125,5019.167,+10.00
43,3,46550,Brandon Hagy,40' 2",95,3814.667,-2.00
43,3,47128,Richy Werenski,40' 2",105,4217.917,+2.00
46,3,26758,David Hearn,40' 4",50,2018.500,-3.00
46,3,29484,Peter Uihlein,40' 4",87,3507.417,+10.00
48,4,29518,Brendan Steele,40' 5",91,3676.500,+8.00
49,11,29221,Webb Simpson,40' 6",81,3279.750,+1.00
50,3,24024,Zach Johnson,40' 9",111,4526.083,+19.00
51,3,30944,Jason Kokrak,40' 10",97,3960.500,+9.00
51,3,27942,Rob Oppenheim,40' 10",79,3223.500,-2.00
51,-25,23320,Ryan Palmer,40' 10",97,3961.250,+5.00
54,2,39997,Corey Conners,40' 11",68,2779.667,+13.00
55,-22,47959,Bryson DeChambeau,41' 0",138,5658.833,+5.00
55,2,31557,Jim Herman,41' 0",66,2704.750,+10.00
55,2,27963,Chris Stroud,41' 0",51,2092.917,+8.00
58,1,25632,Jimmy Walker,41' 1",91,3736.083,+11.00
59,1,40058,Zac Blair,41' 2",73,3005.917,+12.00
59,1,30163,Henrik Norlander,41' 2",90,3704.250,E
59,1,25818,Scott Piercy,41' 2",70,2880.917,+12.00
59,1,48119,Ben Taylor,41' 2",64,2633.417,+14.00
63,2,56278,Matthew Wolff,41' 3",122,5028.000,+20.00
64,2,56762,Will Gordon,41' 4",48,1983.000,+4.00
65,2,25364,Paul Casey,41' 6",75,3114.167,+7.00
66,2,29974,Branden Grace,41' 8",61,2543.000,+12.00
67,3,27649,Brandt Snedeker,41' 10",91,3805.583,-1.00
68,3,34563,Chesson Hadley,42' 0",85,3572.667,+17.00
68,3,33490,Bo Hoag,42' 0",84,3529.833,+11.00
68,3,35532,Tom Hoge,42' 0",101,4239.667,-1.00
71,3,32640,Troy Merritt,42' 1",62,2609.333,-6.00
71,3,36871,Matthew NeSmith,42' 1",89,3748.917,E
71,3,22056,Cameron Percy,42' 1",84,3532.917,+10.00
74,4,19846,Brian Gay,42' 2",88,3707.667,+17.00
74,4,34431,Robert Streb,42' 2",90,3793.167,+17.00
74,4,27064,Jhonattan Vegas,42' 2",80,3375.917,+9.00
77,5,39971,Sungjae Im,42' 3",107,4517.750,+1.00
78,4,32791,K.H. Lee,42' 4",93,3935.667,+7.00
79,5,32102,Rickie Fowler,42' 6",58,2463.250,+8.00
79,5,34466,Peter Malnati,42' 6",89,3780.417,+8.00
81,6,33410,Andrew Landry,42' 7",69,2941.000,+7.00
81,6,24138,Ian Poulter,42' 7",62,2641.750,+11.00
81,6,37275,Sam Ryder,42' 7",91,3876.667,+17.00
84,7,33404,Chris Baker,42' 8",40,1707.750,+3.00
84,7,27644,Brian Harman,42' 8",106,4526.750,+13.00
86,-2,48822,Sebastián Muñoz,42' 9",141,6022.167,E
86,7,33667,Carlos Ortiz,42' 9",149,6372.917,+2.00
88,6,35449,Adam Long,42' 10",116,4969.083,+12.00
88,6,31323,Gary Woodland,42' 10",93,3985.250,+3.00
90,-16,32839,Hideki Matsuyama,43' 1",112,4827.750,+6.00
91,5,26499,Rafa Cabrera Bello,43' 2",62,2675.000,+10.00
91,5,20229,Stewart Cink,43' 2",76,3278.167,+11.00
91,-13,45486,Joaquin Niemann,43' 2",127,5483.000,+8.00
94,4,28252,Seamus Power,43' 3",36,1556.083,-2.00
95,4,35450,Patrick Cantlay,43' 4",85,3681.333,+5.00
95,4,46435,Austin Cook,43' 4",75,3248.083,+11.00
95,4,25900,Lucas Glover,43' 4",71,3078.000,+7.00
95,4,36689,Brooks Koepka,43' 4",71,3076.917,+10.00
95,4,23623,Bo Van Pelt,43' 4",60,2600.000,+11.00
100,5,21961,Charles Howell III,43' 5",102,4425.667,+9.00
101,6,46717,Viktor Hovland,43' 6",100,4348.833,+17.00
101,5,25349,Tim Wilkinson,43' 6",43,1870.333,+13.00
103,5,35230,Nelson Ledesma,43' 8",57,2489.667,+7.00
104,5,24924,Bill Haas,43' 9",49,2142.083,+12.00
105,5,33141,Keegan Bradley,43' 10",104,4562.250,+18.00
105,5,33486,Roger Sloan,43' 10",78,3422.083,+6.00
105,5,39324,J.J. Spaun,43' 10",84,3684.917,+15.00
108,5,48045,Michael Gellerman,43' 11",55,2417.500,+13.00
108,5,26329,Louis Oosthuizen,43' 11",76,3334.833,+23.00
110,5,21209,Sergio Garcia,44' 0",75,3297.333,E
110,5,26476,Chez Reavie,44' 0",79,3476.083,+15.00
112,6,21407,Arjun Atwal,44' 1",46,2028.750,-5.00
112,15,34099,Harris English,44' 1",134,5911.583,E
114,7,46402,Talor Gooch,44' 3",137,6067.750,+5.00
115,7,31646,Emiliano Grillo,44' 4",72,3193.417,+14.00
115,7,30692,Scott Stallings,44' 4",97,4296.583,+4.00
117,1,45526,Abraham Ancer,44' 5",74,3288.583,+12.00
118,10,33204,Shane Lowry,44' 6",87,3869.083,+15.00
119,10,27974,Sung Kang,44' 7",113,5039.250,+23.00
120,11,23108,Matt Kuchar,44' 9",94,4209.083,+2.00
121,11,52375,Doug Ghim,44' 10",55,2463.833,+13.00
121,11,49960,Sepp Straka,44' 10",96,4302.917,+10.00
123,11,35461,Beau Hossler,44' 11",96,4315.000,+17.00
123,11,49766,Hank Lebioda,44' 11",77,3458.167,+9.00
123,11,35732,Wes Roach,44' 11",39,1751.333,+5.00
123,11,34046,Jordan Spieth,44' 11",105,4719.000,+10.00
127,11,27554,Scott Harrington,45' 0",80,3597.250,+10.00
128,11,36801,Mark Hubbard,45' 1",103,4642.667,+10.00
128,35,33448,Justin Thomas,45' 1",120,5412.750,-3.00
130,11,29479,Scott Brown,45' 2",89,4017.500,+22.00
130,9,35891,Cameron Smith,45' 2",130,5876.250,+20.00
132,10,32150,Michael Thompson,45' 3",100,4528.583,+6.00
132,10,27095,Nick Watney,45' 3",73,3305.333,+2.00
134,10,49771,J.T. Poston,45' 4",98,4443.000,+24.00
135,10,30911,Tommy Fleetwood,45' 5",51,2315.083,+4.00
135,10,49298,Kramer Hickok,45' 5",48,2181.000,+6.00
135,-6,29478,Kevin Kisner,45' 5",110,4994.750,+9.00
135,10,53165,Doc Redman,45' 5",104,4724.333,+13.00
139,9,33120,Mark Anderson,45' 6",69,3141.083,+16.00
140,14,52372,Cameron Champ,45' 7",138,6293.917,+9.00
140,10,51766,Wyndham Clark,45' 7",104,4738.583,+17.00
140,10,22405,Justin Rose,45' 7",63,2874.333,+9.00
