RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,25900,Lucas Glover,23' 10",643.583,27,+5
2,0,29535,Brice Garnett,26' 5",1029.833,39,-6
3,0,23623,Bo Van Pelt,27' 10",557.417,20,-2
4,0,34213,Grayson Murray,28' 1",730.083,26,+3
4,0,25632,Jimmy Walker,28' 1",1040.583,37,+6
6,0,34431,Robert Streb,28' 2",845.417,30,+2
7,0,30925,Dustin Johnson,28' 3",847.417,30,E
8,0,24924,Bill Haas,28' 7",685.083,24,+7
9,0,40058,Zac Blair,29' 2",1137.167,39,+3
10,0,25686,Jason Dufner,29' 3",1287.500,44,+2
11,0,33490,Bo Hoag,29' 5",1028.833,35,+3
12,0,34563,Chesson Hadley,29' 6",1091.500,37,-5
13,0,19803,Ryan Armour,29' 7",503.000,17,+3
13,5,33448,Justin Thomas,29' 7",1034.000,35,E
15,0,33122,Russell Knox,29' 11",1136.750,38,E
15,0,30110,Kyle Stanley,29' 11",808.583,27,-2
17,2,12716,Charley Hoffman,30' 4",757.667,25,-1
17,2,33410,Andrew Landry,30' 4",1182.417,39,-3
17,2,27556,Ted Potter Jr.,30' 4",758.833,25,+1
20,10,29221,Webb Simpson,30' 9",861.417,28,E
21,3,24361,Pat Perez,31' 1",870.667,28,-1
22,3,23325,Vaughn Taylor,31' 2",685.083,22,+3
23,6,46046,Scottie Scheffler,31' 4",1411.667,45,-2
23,3,32254,Xinjun Zhang,31' 4",1596.917,51,-1
25,-11,23320,Ryan Palmer,31' 6",1513.250,48,+2
26,4,33120,Mark Anderson,31' 7",662.667,21,+2
26,4,22371,Aaron Baddeley,31' 7",1011.583,32,-1
26,4,39971,Sungjae Im,31' 7",1482.833,47,+8
26,-4,45486,Joaquin Niemann,31' 7",1546.083,49,+5
26,4,33419,Cameron Tringale,31' 7",1484.333,47,-4
31,4,48045,Michael Gellerman,31' 8",791.750,25,+1
32,4,31323,Gary Woodland,31' 9",1110.583,35,+1
33,4,20229,Stewart Cink,31' 10",1115.250,35,+1
34,4,34255,Joseph Bramlett,32' 1",706.000,22,+3
34,4,26758,David Hearn,32' 1",641.083,20,+1
36,11,46717,Viktor Hovland,32' 2",1350.417,42,+6
36,4,25818,Scott Piercy,32' 2",1351.000,42,+4
38,32,32839,Hideki Matsuyama,32' 3",1387.500,43,-2
39,2,27942,Rob Oppenheim,32' 6",1040.417,32,E
40,2,25804,Bubba Watson,32' 7",1823.167,56,+5
41,6,35310,Lanto Griffin,32' 9",2584.167,79,+7
41,2,33667,Carlos Ortiz,32' 9",2162.250,66,+8
43,1,28775,Nate Lashley,32' 11",888.000,27,+2
44,1,28307,Matt Every,33' 0",858.167,26,+5
44,1,30944,Jason Kokrak,33' 0",1583.250,48,+12
46,1,26476,Chez Reavie,33' 2",1193.833,36,+7
47,3,29970,Dylan Frittelli,33' 3",1297.667,39,+8
47,3,32662,Michael Gligic,33' 3",1131.333,34,+4
47,3,29974,Branden Grace,33' 3",1164.583,35,+3
47,3,35449,Adam Long,33' 3",1696.167,51,E
51,3,21407,Arjun Atwal,33' 5",467.250,14,+2
51,3,27214,Kevin Streelman,33' 5",1135.917,34,-1
53,3,23788,D.J. Trahan,33' 7",738.667,22,+2
54,5,40098,Matt Fitzpatrick,33' 9",1011.750,30,-2
54,5,34046,Jordan Spieth,33' 9",1517.583,45,+5
56,5,27644,Brian Harman,33' 11",1762.167,52,+4
57,-1,34099,Harris English,34' 1",1432.167,42,-3
58,5,40009,Dominic Bozzelli,34' 2",648.833,19,+4
58,5,32366,Kevin Chappell,34' 2",581.083,17,-3
58,5,10809,Jim Furyk,34' 2",649.667,19,+3
58,5,29926,Danny Lee,34' 2",1572.083,46,+4
58,5,33204,Shane Lowry,34' 2",854.000,25,+1
58,4,50525,Collin Morikawa,34' 2",1265.250,37,+3
64,5,39953,Chase Seiffert,34' 5",515.833,15,+1
65,5,46550,Brandon Hagy,34' 6",1104.167,32,-3
65,5,33486,Roger Sloan,34' 6",1103.417,32,+1
65,5,25493,Nick Taylor,34' 6",1000.417,29,+1
68,6,26596,Ryan Moore,34' 7",553.000,16,+1
68,6,32333,Kevin Tway,34' 7",1106.833,32,+5
70,6,33597,Harry Higgs,34' 8",1873.000,54,+6
71,6,32102,Rickie Fowler,34' 9",625.250,18,+3
71,6,22405,Justin Rose,34' 9",868.917,25,+3
73,6,34466,Peter Malnati,34' 10",1080.167,31,+5
73,6,31560,Brian Stuard,34' 10",871.417,25,-2
73,6,35658,Kris Ventura,34' 10",976.333,28,+4
76,6,27064,Jhonattan Vegas,35' 0",1050.083,30,-1
77,6,28420,Ryan Brehm,35' 1",1087.917,31,+6
77,6,29268,Bronson Burgoon,35' 1",1543.917,44,+6
77,6,34021,Bud Cauley,35' 1",1263.750,36,+3
77,6,30692,Scott Stallings,35' 1",1649.833,47,+9
81,6,46402,Talor Gooch,35' 3",1798.083,51,+2
81,6,30163,Henrik Norlander,35' 3",1446.833,41,-2
83,6,24024,Zach Johnson,35' 5",1558.833,44,+5
83,6,34256,Andrew Putnam,35' 5",566.333,16,+3
85,6,27963,Chris Stroud,35' 6",638.250,18,+1
86,7,26300,Matt Jones,35' 7",1279.667,36,+3
87,-31,40026,Daniel Berger,35' 9",1679.083,47,-4
87,7,39997,Corey Conners,35' 9",1358.083,38,+6
87,7,32618,Rhein Gibson,35' 9",1431.000,40,+2
87,7,46441,Robby Shelton,35' 9",1142.750,32,-4
91,6,37455,Si Woo Kim,35' 10",1611.417,45,+8
91,6,27330,Josh Teater,35' 10",466.167,13,+2
93,7,27974,Sung Kang,36' 1",2093.833,58,+11
94,7,56762,Will Gordon,36' 2",795.250,22,+4
94,7,27095,Nick Watney,36' 2",1121.083,31,+3
96,8,46435,Austin Cook,36' 3",941.750,26,+3
96,8,34098,Russell Henley,36' 3",1341.750,37,+1
98,8,33948,Byeong Hun An,36' 5",1749.667,48,+7
98,8,01810,Phil Mickelson,36' 5",1274.250,35,+4
100,8,34314,Sebastian Cappelen,36' 6",1168.417,32,+6
101,10,33413,Ben Martin,36' 8",550.083,15,-1
102,10,34076,Joel Dahmen,36' 10",1472.583,40,+7
102,10,33449,Zack Sucher,36' 10",626.250,17,E
104,10,36871,Matthew NeSmith,36' 11",1476.583,40,+7
105,-79,29478,Kevin Kisner,37' 0",1333.000,36,+4
106,9,26499,Rafa Cabrera Bello,37' 1",630.583,17,-1
106,9,37275,Sam Ryder,37' 1",1521.000,41,+9
108,9,39977,Max Homa,37' 3",1565.917,42,+3
109,10,35461,Beau Hossler,37' 4",1753.833,47,+10
110,10,29908,C.T. Pan,37' 5",971.833,26,+5
111,10,29479,Scott Brown,37' 6",1425.250,38,+6
112,10,47504,Sam Burns,37' 7",1840.667,49,+5
112,-3,29725,Tony Finau,37' 7",2256.167,60,+3
112,-11,48822,Sebastián Muñoz,37' 7",1803.750,48,+3
112,10,28252,Seamus Power,37' 7",863.583,23,+2
116,8,45157,Cam Davis,37' 8",1354.583,36,+6
116,1,35506,Mackenzie Hughes,37' 8",2261.917,60,+6
118,7,49766,Hank Lebioda,37' 10",1285.167,34,+2
118,7,32150,Michael Thompson,37' 10",1324.333,35,+3
120,7,28679,Fabián Gómez,37' 11",1593.833,42,+1
121,7,23108,Matt Kuchar,38' 0",987.750,26,-4
122,7,33404,Chris Baker,38' 1",647.667,17,+3
123,7,22056,Cameron Percy,38' 2",1412.417,37,+5
124,-56,34360,Patrick Reed,38' 3",1991.000,52,-1
124,7,49960,Sepp Straka,38' 3",1796.083,47,+5
126,7,31420,Anirban Lahiri,38' 5",537.583,14,E
126,7,47347,Adam Schenk,38' 5",1882.083,49,+6
126,7,29518,Brendan Steele,38' 5",1807.500,47,+7
129,7,27554,Scott Harrington,38' 6",1346.917,35,+7
129,7,32791,K.H. Lee,38' 6",1387.417,36,+6
129,7,48887,Matt Wallace,38' 6",1386.417,36,+1
132,7,27649,Brandt Snedeker,38' 7",1581.167,41,-2
133,7,40042,Tyler McCumber,38' 8",1354.500,35,+8
134,8,49771,J.T. Poston,38' 10",2214.583,57,+16
135,8,24502,Adam Scott,39' 2",704.667,18,-1
136,18,47959,Bryson DeChambeau,39' 3",1923.500,49,+7
137,7,29420,Billy Horschel,39' 4",1493.750,38,+3
137,7,32757,Patton Kizzire,39' 4",1456.083,37,+4
139,7,35532,Tom Hoge,39' 5",1933.083,49,+5
140,7,33141,Keegan Bradley,39' 6",1776.167,45,+9
140,7,27129,Luke List,39' 6",1933.750,49,+5
140,7,27349,Alex Noren,39' 6",1342.583,34,+7
143,7,21961,Charles Howell III,39' 7",2058.167,52,+2
144,9,23621,Rory Sabbatini,39' 9",1352.583,34,+5
145,9,49298,Kramer Hickok,40' 0",999.667,25,+3
146,10,39324,J.J. Spaun,40' 2",1446.667,36,+15
147,10,48119,Ben Taylor,40' 3",1006.167,25,+5
147,10,51894,Vince Whaley,40' 3",925.833,23,+2
149,10,35450,Patrick Cantlay,40' 4",1450.750,36,+2
149,1,48081,Xander Schauffele,40' 4",2217.750,55,+4
151,10,47128,Richy Werenski,40' 5",1496.917,37,+3
152,10,25572,Graeme McDowell,40' 7",893.417,22,+7
153,10,26329,Louis Oosthuizen,40' 8",1179.167,29,+6
154,12,49964,Aaron Wise,41' 0",1517.167,37,+8
155,12,33399,Adam Hadwin,41' 1",1602.417,39,+5
155,14,30927,Brendon Todd,41' 1",1644.750,40,+7
157,11,21209,Sergio Garcia,41' 2",1357.917,33,+10
158,7,25396,Kevin Na,41' 3",1940.583,47,+4
159,12,51766,Wyndham Clark,41' 5",1532.333,37,+5
160,9,52372,Cameron Champ,41' 6",3235.000,78,+12
161,11,47993,Denny McCarthy,41' 10",1421.333,34,+6
161,11,25349,Tim Wilkinson,41' 10",752.750,18,+4
