RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,01553,John Huston,32' 9",38,1245.083,-2.00
2,0,01035,Tommy Armour III,32' 11",33,1085.250,-1.00
3,0,23983,Luke Donald,34' 10",30,1044.667,+6.00
4,0,02246,Duffy Waldorf,35' 2",30,1053.917,E
5,0,06617,Brian Henninger,36' 2",35,1266.667,+4.00
6,0,07003,David Berganio Jr.,36' 4",36,1306.917,-1.00
7,0,02206,David Toms,37' 2",48,1782.417,+3.00
8,0,21209,Sergio Garcia,37' 10",31,1173.667,-9.00
9,0,12826,Paul Claxton,38' 0",43,1632.750,E
10,0,01766,Billy Mayfair,38' 1",25,952.667,+2.00
11,0,06643,Paul Goydos,38' 3",17,650.250,+5.00
12,0,06621,Joe Durant,38' 5",20,768.417,+5.00
13,0,01139,Olin Browne,38' 10",36,1396.667,E
14,0,01142,Bart Bryant,39' 1",26,1017.167,+4.00
14,0,21805,Harrison Frazar,39' 1",49,1913.667,+7.00
14,0,02214,Kirk Triplett,39' 1",16,625.667,+3.00
17,0,08123,Jeff Brehaut,39' 3",55,2156.500,+8.00
18,0,06613,Tommy Tolles,39' 5",48,1893.750,+12.00
19,0,02002,John Riegger,39' 6",34,1342.750,+1.00
20,0,01968,Nick Price,39' 7",26,1029.750,+9.00
21,0,01928,Corey Pavin,39' 11",18,718.500,+7.00
22,0,01619,Skip Kendall,40' 0",50,1999.583,+10.00
23,0,22293,Heath Slocum,40' 2",24,964.333,+2.00
24,0,01677,Tom Lehman,40' 4",26,1049.417,E
24,0,01887,Mark O'Meara,40' 4",24,967.167,+4.00
26,0,12663,Phil Tataurangi,40' 5",46,1860.833,+3.00
27,0,01313,Steve Elkington,40' 7",52,2108.917,+10.00
27,0,23353,J.J. Henry,40' 7",39,1582.667,+6.00
29,0,10425,Jay Williamson,40' 8",42,1708.167,+8.00
30,0,01157,Tom Byrum,40' 9",26,1059.083,E
31,0,20229,Stewart Cink,40' 10",39,1593.333,+7.00
31,0,19846,Brian Gay,40' 10",52,2122.750,+7.00
33,0,06315,Pete Jordan,41' 0",26,1064.917,E
34,0,01927,Dennis Paulson,41' 3",49,2023.083,+1.00
34,0,02223,Bob Tway,41' 3",36,1484.167,+8.00
36,0,23541,Ben Crane,41' 5",51,2111.250,+11.00
37,0,07867,Woody Austin,41' 6",66,2740.917,-2.00
38,0,12652,Cameron Beckman,41' 7",39,1622.417,+6.00
38,0,01219,John Cook,41' 7",26,1081.417,+1.00
40,0,20098,Stuart Appleby,41' 8",43,1791.500,+1.00
40,0,12510,Chad Campbell,41' 8",48,1998.833,+7.00
42,0,24925,Jonathan Byrd,41' 11",49,2053.250,-6.00
43,0,23903,Stephen Gangluff,42' 1",47,1977.167,+14.00
43,0,01549,Mike Hulbert,42' 1",27,1136.417,+8.00
43,0,20548,Hidemichi Tanaka,42' 1",38,1599.250,+6.00
43,0,23623,Bo Van Pelt,42' 1",54,2271.833,+20.00
47,0,21633,Steve Allan,42' 2",59,2485.583,+10.00
