RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,20382,Stephen Leaney,11
1,0,08793,Tiger Woods,11
3,0,01381,Fred Funk,10
4,0,01142,Bart Bryant,9
4,0,20229,Stewart Cink,9
6,0,07457,Steve Flesch,8
6,0,10809,Jim Furyk,8
6,0,01706,Davis Love III,8
6,0,27120,Troy Matteson,8
6,0,20628,Arron Oberholser,8
6,0,20691,Greg Owen,8
6,0,02239,Scott Verplank,8
13,0,07867,Woody Austin,7
13,0,20850,Daniel Chopra,7
13,0,01418,Bill Glasson,7
13,0,06350,Bob May,7
13,0,01941,Tom Pernice Jr.,7
13,0,02206,David Toms,7
19,0,01024,Billy Andrade,6
19,0,21646,David Branshaw,6
19,0,12510,Chad Campbell,6
19,0,19881,Robert Damron,6
19,0,06621,Joe Durant,6
19,0,19846,Brian Gay,6
19,0,22378,Trevor Immelman,6
19,0,01577,Lee Janzen,6
19,0,11032,Frank Lickliter II,6
19,0,20634,Peter Lonard,6
19,0,24781,Hunter Mahan,6
19,0,24140,Sean O'Hair,6
19,0,01928,Corey Pavin,6
19,0,02002,John Riegger,6
19,0,02104,Jeff Sluman,6
19,0,06527,Steve Stricker,6
19,0,23322,Brett Wetterich,6
36,0,10885,Robert Allenby,5
36,0,20098,Stuart Appleby,5
36,0,24925,Jonathan Byrd,5
36,0,01161,Mark Calcavecchia,5
36,0,23541,Ben Crane,5
36,0,01361,Dan Forsman,5
36,0,21805,Harrison Frazar,5
36,0,01388,Robert Gamez,5
36,0,25900,Lucas Glover,5
36,0,22892,Jason Gore,5
36,0,23718,Nathan Green,5
36,0,06575,Dudley Hart,5
36,0,12716,Charley Hoffman,5
36,0,26420,Richard Johnson,5
36,0,10733,Kent Jones,5
36,0,08075,Jerry Kelly,5
36,0,12680,Shigeki Maruyama,5
36,0,20631,David McKenzie,5
36,0,01823,Larry Mize,5
36,0,26596,Ryan Moore,5
36,0,20572,Rod Pampling,5
36,0,07749,Brett Quigley,5
36,0,23621,Rory Sabbatini,5
36,0,02101,Joey Sindelar,5
36,0,22293,Heath Slocum,5
36,0,21528,Henrik Stenson,5
36,0,23788,D.J. Trahan,5
36,0,23623,Bo Van Pelt,5
64,0,06197,Michael Allen,4
64,0,01035,Tommy Armour III,4
64,0,21407,Arjun Atwal,4
64,0,01042,Paul Azinger,4
64,0,19824,Craig Barlow,4
64,0,22946,Henrik Bjornstad,4
64,0,24507,Jason Bohn,4
64,0,20472,Alex Cejka,4
64,0,24357,K.J. Choi,4
64,0,01219,John Cook,4
64,0,08835,Kris Cox,4
64,0,22621,Ben Curtis,4
64,0,06034,Marco Dawson,4
64,0,28089,Jason Day,4
64,0,26360,Bubba Dickerson,4
64,0,06251,Chris DiMarco,4
64,0,23983,Luke Donald,4
64,0,06522,Ernie Els,4
64,0,12645,Brent Geiberger,4
64,0,20574,Mathew Goggin,4
64,0,20105,Jeff Gove,4
64,0,06643,Paul Goydos,4
64,0,01473,Todd Hamilton,4
64,0,23353,J.J. Henry,4
64,0,12782,Tim Herron,4
64,0,27141,J.B. Holmes,4
64,0,01553,John Huston,4
64,0,21350,Ryuji Imada,4
64,0,29718,Anthony Kim,4
64,0,01666,Bernhard Langer,4
64,0,10565,Ian Leggatt,4
64,0,01707,Steve Lowery,4
64,0,24912,Will MacKenzie,4
64,0,21470,Daisuke Maruyama,4
64,0,01766,Billy Mayfair,4
64,0,01810,Phil Mickelson,4
64,0,25396,Kevin Na,4
64,0,22348,Nick O'Hern,4
64,0,21949,Joe Ogilvie,4
64,0,28475,Jeff Overton,4
64,0,23320,Ryan Palmer,4
64,0,12660,Jesper Parnevik,4
64,0,01945,Kenny Perry,4
64,0,25818,Scott Piercy,4
64,0,10213,Dicky Pride,4
64,0,21959,Ted Purdy,4
64,0,24502,Adam Scott,4
64,0,20645,John Senden,4
64,0,06567,Vijay Singh,4
64,0,08385,Omar Uresti,4
64,0,27770,Camilo Villegas,4
64,0,02246,Duffy Waldorf,4
64,0,27095,Nick Watney,4
64,0,10423,Mike Weir,4
64,0,19913,Ron Whittaker,4
64,0,12602,Dean Wilson,4
120,0,23540,Jason Allred,3
120,0,06004,Stephen Ames,3
120,0,25936,Alex Aragon,3
120,0,23048,Eric Axley,3
120,0,22371,Aaron Baddeley,3
120,0,20498,Briny Baird,3
120,0,23614,Rich Beem,3
120,0,10505,Shane Bertsch,3
120,0,08123,Jeff Brehaut,3
120,0,01139,Olin Browne,3
120,0,01157,Tom Byrum,3
120,0,25364,Paul Casey,3
120,0,20593,Greg Chalmers,3
120,0,23135,Tim Clark,3
120,0,19972,José Coceres,3
120,0,11123,Chris Couch,3
120,0,01249,John Daly,3
120,0,21753,Brian Davis,3
120,0,01261,Jay Delsing,3
120,0,09011,David Duval,3
120,0,01306,David Edwards,3
120,0,01313,Steve Elkington,3
120,0,12760,Danny Ellis,3
120,0,01320,Bob Estes,3
120,0,01329,Brad Faxon,3
120,0,20121,Todd Fischer,3
120,0,12823,Carlos Franco,3
120,0,23903,Stephen Gangluff,3
120,0,21209,Sergio Garcia,3
120,0,24358,Robert Garrigus,3
120,0,10201,Matt Gogel,3
120,0,20157,Retief Goosen,3
120,0,20378,Mathias Grönberg,3
120,0,06044,Scott Gump,3
120,0,24980,Scott Gutschewski,3
120,0,24924,Bill Haas,3
120,0,27943,Matt Hansen,3
