RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,01014,Fulton Allem,100.0,4
1,0,09011,David Duval,100.0,5
1,0,20433,Mark Hensby,100.0,4
1,0,01677,Tom Lehman,100.0,3
1,0,01706,Davis Love III,100.0,2
1,0,01810,Phil Mickelson,100.0,3
1,0,01927,Dennis Paulson,100.0,5
1,0,02279,Mark Wiebe,100.0,4
1,0,08793,Tiger Woods,100.0,3
10,0,11011,Mike Sposa,90.9,10
11,0,20229,Stewart Cink,90.0,9
12,0,22892,Jason Gore,88.9,8
12,0,01766,Billy Mayfair,88.9,8
14,0,02206,David Toms,87.5,7
15,0,06617,Brian Henninger,85.7,6
16,0,06078,Esteban Toledo,84.6,11
17,0,06621,Joe Durant,83.3,5
17,0,08063,Kelly Grunewald,83.3,5
17,0,01577,Lee Janzen,83.3,5
17,0,10733,Kent Jones,83.3,5
17,0,07101,Dave Stockton Jr.,83.3,5
17,0,06595,Kevin Sutherland,83.3,5
23,0,06004,Stephen Ames,81.8,9
23,0,19817,Michael Muehr,81.8,9
25,0,01381,Fred Funk,81.3,13
26,0,06034,Marco Dawson,80.0,4
26,0,07763,Doug Dunakey,80.0,4
26,0,10809,Jim Furyk,80.0,4
26,0,12782,Tim Herron,80.0,8
26,0,10585,Scott McCarron,80.0,8
26,0,06373,José María Olazábal,80.0,4
26,0,01920,Craig Parry,80.0,4
33,0,19824,Craig Barlow,77.8,7
33,0,01249,John Daly,77.8,7
35,0,01619,Skip Kendall,76.9,10
36,0,21805,Harrison Frazar,75.0,6
36,0,12645,Brent Geiberger,75.0,6
36,0,21806,Paul Gow,75.0,3
36,0,08545,Glen Hnatiuk,75.0,9
36,0,12705,Cliff Kresge,75.0,6
36,0,10565,Ian Leggatt,75.0,6
36,0,10457,Frank Nobilo,75.0,6
36,0,01887,Mark O'Meara,75.0,6
36,0,01941,Tom Pernice Jr.,75.0,9
36,0,02099,Scott Simpson,75.0,6
36,0,02104,Jeff Sluman,75.0,3
36,0,10425,Jay Williamson,75.0,6
48,0,12680,Shigeki Maruyama,73.3,11
49,0,20098,Stuart Appleby,72.7,8
49,0,01945,Kenny Perry,72.7,8
51,0,01093,Ronnie Black,71.4,5
51,0,23125,Brad Elder,71.4,10
51,0,01599,Steve Jones,71.4,5
51,0,20094,Jonathan Kaye,71.4,10
51,0,08993,Franklin Langham,71.4,5
51,0,02002,John Riegger,71.4,10
51,0,23034,Brent Schwarzrock,71.4,5
51,0,02170,Hal Sutton,71.4,10
51,0,02223,Bob Tway,71.4,10
51,0,10423,Mike Weir,71.4,5
51,0,02294,Willie Wood,71.4,5
62,0,24357,K.J. Choi,70.0,7
62,0,01226,Fred Couples,70.0,7
62,0,07457,Steve Flesch,70.0,7
62,0,01457,Jay Haas,70.0,7
62,0,01968,Nick Price,70.0,7
62,0,02239,Scott Verplank,70.0,7
68,0,06332,Neal Lancaster,69.2,9
68,0,20127,Chris Riley,69.2,9
70,0,25083,Jeremy Anderson,66.7,4
70,0,12652,Cameron Beckman,66.7,8
70,0,01139,Olin Browne,66.7,8
70,0,01157,Tom Byrum,66.7,6
70,0,01203,Russ Cochran,66.7,6
70,0,01320,Bob Estes,66.7,4
70,0,01361,Dan Forsman,66.7,6
70,0,01388,Robert Gamez,66.7,4
70,0,19846,Brian Gay,66.7,8
70,0,01418,Bill Glasson,66.7,4
70,0,06643,Paul Goydos,66.7,6
70,0,06575,Dudley Hart,66.7,4
70,0,21007,Gabriel Hjertstedt,66.7,2
70,0,21961,Charles Howell III,66.7,4
70,0,08881,Tripp Isenhour,66.7,8
70,0,01724,Jeff Maggert,66.7,4
70,0,01771,Blaine McCallister,66.7,4
70,0,12660,Jesper Parnevik,66.7,6
70,0,01928,Corey Pavin,66.7,6
70,0,01938,David Peoples,66.7,8
70,0,06613,Tommy Tolles,66.7,6
70,0,02214,Kirk Triplett,66.7,6
70,0,06431,Jean Van de Velde,66.7,4
70,0,06591,Rocky Walcher,66.7,2
70,0,02246,Duffy Waldorf,66.7,4
95,0,01219,John Cook,64.3,9
96,0,21633,Steve Allan,63.6,7
96,0,01185,Brandel Chamblee,63.6,7
96,0,01307,Joel Edwards,63.6,7
96,0,01378,David Frost,63.6,7
96,0,10963,Jimmy Green,63.6,7
96,0,06573,Brandt Jobe,63.6,7
96,0,10860,Justin Leonard,63.6,7
96,0,20095,Carl Paulson,63.6,7
104,0,01161,Mark Calcavecchia,62.5,5
104,0,10201,Matt Gogel,62.5,5
104,0,06350,Bob May,62.5,5
104,0,06527,Steve Stricker,62.5,5
