RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,01060,Dave Barr,-22,2.94,1146
2,0,02010,Loren Roberts,-12,2.96,939
3,0,01569,Peter Jacobsen,-9,2.97,825
4,0,01320,Bob Estes,-7,2.98,1158
4,0,01559,Hale Irwin,-7,2.98,891
6,0,01235,Ben Crenshaw,-6,2.98,1035
7,0,01677,Tom Lehman,-5,2.98,978
8,0,01129,Bill Britton,-3,2.99,837
8,0,01306,David Edwards,-3,2.99,1002
8,0,01475,Donnie Hammond,-3,2.99,1002
8,0,01783,Mark McCumber,-3,2.99,912
12,0,01690,Bruce Lietzke,-1,3.00,726
12,0,01707,Steve Lowery,-1,3.00,1146
14,0,01876,Greg Norman,+2,3.01,759
14,0,01945,Kenny Perry,+2,3.01,1194
16,0,01723,Andrew Magee,+3,3.01,1077
16,0,01928,Corey Pavin,+3,3.01,822
16,0,02099,Scott Simpson,+3,3.01,846
19,0,01905,Joe Ozaki,+4,3.02,732
20,0,01116,Michael Bradley,+5,3.01,1083
20,0,01143,Brad Bryant,+5,3.01,1329
20,0,01201,Lennie Clements,+5,3.01,1029
20,0,01457,Jay Haas,+5,3.01,1245
20,0,01824,Yoshinori Mizumaki,+5,3.02,738
25,0,01527,Scott Hoch,+6,3.02,1146
25,0,01810,Phil Mickelson,+6,3.02,786
25,0,06577,John Wilson,+6,3.02,1041
28,0,06020,Steve Brodie,+8,3.02,1050
28,0,01381,Fred Funk,+8,3.02,1281
28,0,01495,Morris Hatalsky,+8,3.03,942
28,0,06589,Jeff Woodland,+8,3.02,1017
32,0,01024,Billy Andrade,+9,3.03,1062
32,0,08337,Mike Heinen,+9,3.03,969
32,0,01996,Mike Reid,+9,3.03,816
32,0,02170,Hal Sutton,+9,3.02,1176
36,0,10809,Jim Furyk,+10,3.03,1164
36,0,01385,Jim Gallagher Jr.,+10,3.03,1011
38,0,06809,Bob Burns,+11,3.04,837
38,0,01219,John Cook,+11,3.03,969
38,0,01353,Bruce Fleisher,+11,3.03,1011
38,0,01435,Wayne Grady,+11,3.05,672
38,0,07235,John Morse,+11,3.04,918
38,0,02321,Fuzzy Zoeller,+11,3.04,885
44,0,01837,Gil Morgan,+12,3.05,795
44,0,02101,Joey Sindelar,+12,3.04,801
44,0,12663,Phil Tataurangi,+12,3.04,807
47,0,01133,Billy Ray Brown,+13,3.06,690
47,0,01330,David Feherty,+13,3.05,837
47,0,01374,Robin Freeman,+13,3.04,1113
47,0,06332,Neal Lancaster,+13,3.03,1167
47,0,02007,Larry Rinker,+13,3.04,900
47,0,02214,Kirk Triplett,+13,3.04,1101
47,0,02256,Tom Watson,+13,3.06,651
54,0,01132,Mark Brooks,+14,3.03,1371
54,0,01161,Mark Calcavecchia,+14,3.04,1020
54,0,01444,Ken Green,+14,3.04,1056
54,0,01607,Brian Kamm,+14,3.04,1146
58,0,06609,Rob Boldt,+15,3.06,729
58,0,01261,Jay Delsing,+15,3.04,1080
