RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,06350,Bob May,32' 5",73,2366.333,+5.00
2,0,21731,Freddie Jacobson,35' 2",96,3374.750,+16.00
3,0,20094,Jonathan Kaye,36' 9",160,5884.500,+14.00
3,0,02214,Kirk Triplett,36' 9",58,2133.750,+15.00
5,0,01226,Fred Couples,37' 1",77,2855.333,+3.00
6,0,22405,Justin Rose,37' 5",122,4569.583,+14.00
7,0,01381,Fred Funk,38' 11",82,3189.500,+3.00
7,0,27943,Matt Hansen,38' 11",103,4010.000,+3.00
9,0,24138,Ian Poulter,39' 2",70,2741.417,+6.00
10,0,06034,Marco Dawson,39' 3",131,5140.083,+18.00
11,0,23349,Charles Warren,39' 4",113,4447.333,+3.00
12,0,08537,J.P. Hayes,39' 5",84,3313.917,+8.00
12,0,08385,Omar Uresti,39' 5",64,2522.500,+19.00
14,0,01249,John Daly,39' 6",83,3276.500,+23.00
15,0,07223,Brian Bateman,39' 7",107,4238.500,+16.00
16,0,24361,Pat Perez,39' 8",98,3884.417,+10.00
16,0,23322,Brett Wetterich,39' 8",150,5944.833,+21.00
18,0,23135,Tim Clark,40' 1",68,2725.333,+15.00
18,0,21209,Sergio Garcia,40' 1",62,2485.833,+6.00
20,0,20548,Hidemichi Tanaka,40' 3",111,4470.167,+21.00
21,0,22548,Patrick Sheehan,40' 4",150,6051.083,+10.00
22,0,20766,Padraig Harrington,40' 5",56,2262.083,+2.00
22,0,01706,Davis Love III,40' 5",105,4246.500,+8.00
24,0,24358,Robert Garrigus,40' 7",158,6416.083,+10.00
24,0,06527,Steve Stricker,40' 7",77,3126.000,+8.00
26,0,20691,Greg Owen,40' 9",96,3910.917,+15.00
27,0,20229,Stewart Cink,40' 10",142,5800.000,+15.00
27,0,06567,Vijay Singh,40' 10",165,6744.250,-2.00
29,0,06251,Chris DiMarco,40' 11",108,4414.917,-5.00
29,0,21959,Ted Purdy,40' 11",140,5724.917,+19.00
29,0,07013,Wes Short Jr.,40' 11",165,6755.750,+42.00
29,0,02101,Joey Sindelar,40' 11",116,4747.750,+26.00
33,0,20498,Briny Baird,41' 2",95,3911.250,+7.00
33,0,22946,Henrik Bjornstad,41' 2",161,6630.500,+13.00
33,0,10733,Kent Jones,41' 2",129,5306.917,+18.00
33,0,01810,Phil Mickelson,41' 2",93,3829.250,+3.00
33,0,23621,Rory Sabbatini,41' 2",131,5390.333,+18.00
38,0,01320,Bob Estes,41' 4",142,5872.500,-1.00
38,0,02206,David Toms,41' 4",104,4300.583,+14.00
40,0,12680,Shigeki Maruyama,41' 5",161,6663.167,+18.00
40,0,01945,Kenny Perry,41' 5",76,3149.417,+3.00
40,0,08375,Paul Stankowski,41' 5",106,4392.000,+18.00
43,0,20127,Chris Riley,41' 6",104,4315.583,+25.00
44,0,01161,Mark Calcavecchia,41' 7",149,6198.333,+13.00
45,0,19881,Robert Damron,41' 9",149,6225.000,+6.00
46,0,01761,Len Mattiace,41' 10",122,5099.250,+12.00
46,0,21949,Joe Ogilvie,41' 10",146,6109.667,+9.00
46,0,25804,Bubba Watson,41' 10",178,7448.750,+17.00
49,0,01666,Bernhard Langer,41' 11",95,3981.333,+10.00
50,0,20378,Mathias Grönberg,42' 1",118,4964.583,+14.00
51,0,23673,Michael Connell,42' 3",86,3630.583,+17.00
51,0,01823,Larry Mize,42' 3",47,1986.000,+12.00
53,0,20850,Daniel Chopra,42' 4",186,7877.500,+2.00
53,0,20634,Peter Lonard,42' 4",87,3681.167,+16.00
55,0,10885,Robert Allenby,42' 5",90,3817.250,-5.00
55,0,27141,J.B. Holmes,42' 5",131,5560.583,+26.00
55,0,22378,Trevor Immelman,42' 5",161,6827.667,+7.00
58,0,01142,Bart Bryant,42' 7",110,4682.417,+20.00
59,0,01577,Lee Janzen,42' 8",115,4909.333,+21.00
59,0,23497,Tag Ridings,42' 8",193,8227.167,+29.00
61,0,21350,Ryuji Imada,42' 9",156,6666.250,+24.00
62,0,01024,Billy Andrade,42' 11",107,4588.000,+13.00
62,0,01685,J.L. Lewis,42' 11",85,3649.167,+11.00
64,0,11123,Chris Couch,43' 1",140,6035.417,+14.00
64,0,21470,Daisuke Maruyama,43' 1",84,3618.667,+14.00
64,0,20812,Tjaart van der Walt,43' 1",84,3616.333,+14.00
67,0,23048,Eric Axley,43' 2",117,5046.417,+14.00
67,0,24925,Jonathan Byrd,43' 2",95,4103.500,+2.00
69,0,12823,Carlos Franco,43' 3",131,5667.000,+12.00
69,0,24912,Will MacKenzie,43' 3",123,5317.417,+14.00
69,0,27770,Camilo Villegas,43' 3",153,6621.333,+25.00
69,0,10423,Mike Weir,43' 3",102,4409.833,+10.00
73,0,08123,Jeff Brehaut,43' 4",150,6502.250,+8.00
73,0,24024,Zach Johnson,43' 4",129,5593.417,+23.00
73,0,02246,Duffy Waldorf,43' 4",128,5543.167,+3.00
76,0,06621,Joe Durant,43' 5",105,4557.750,+17.00
76,0,01619,Skip Kendall,43' 5",78,3384.833,+15.00
76,0,06012,Greg Kraft,43' 5",93,4037.083,+16.00
79,0,06515,Shaun Micheel,43' 6",157,6827.000,+8.00
80,0,02104,Jeff Sluman,43' 8",143,6245.250,+18.00
81,0,01042,Paul Azinger,43' 9",177,7745.333,+26.00
82,0,01553,John Huston,43' 11",129,5663.833,+26.00
82,0,10860,Justin Leonard,43' 11",97,4256.833,+18.00
84,0,23614,Rich Beem,44' 0",123,5415.750,+33.00
84,0,12716,Charley Hoffman,44' 0",199,8761.833,+15.00
86,0,01388,Robert Gamez,44' 1",108,4765.250,+36.00
86,0,23623,Bo Van Pelt,44' 1",176,7757.083,+3.00
88,0,01132,Mark Brooks,44' 2",120,5303.500,+18.00
88,0,01219,John Cook,44' 2",69,3044.667,+19.00
88,0,12782,Tim Herron,44' 2",134,5919.917,+23.00
91,0,28475,Jeff Overton,44' 3",201,8895.833,+25.00
92,0,24781,Hunter Mahan,44' 4",145,6427.667,+26.00
93,0,20593,Greg Chalmers,44' 5",148,6572.167,+31.00
93,0,11032,Frank Lickliter II,44' 5",149,6615.083,+21.00
93,0,20572,Rod Pampling,44' 5",100,4438.583,+17.00
93,0,25345,Carl Pettersson,44' 5",122,5423.583,+20.00
93,0,22293,Heath Slocum,44' 5",112,4973.167,+15.00
98,0,20121,Todd Fischer,44' 6",153,6807.083,+18.00
99,0,25936,Alex Aragon,44' 8",121,5404.667,+25.00
99,0,07867,Woody Austin,44' 8",186,8315.250,+35.00
101,0,09011,David Duval,44' 9",94,4204.833,+22.00
101,0,06575,Dudley Hart,44' 9",143,6395.833,+19.00
101,0,10565,Ian Leggatt,44' 9",143,6401.500,+31.00
104,0,01766,Billy Mayfair,44' 10",118,5285.500,+4.00
105,0,23718,Nathan Green,44' 11",147,6607.500,+11.00
106,0,20099,Doug Barron,45' 0",95,4278.083,+24.00
106,0,21646,David Branshaw,45' 0",154,6931.500,+35.00
106,0,12755,Vance Veazey,45' 0",101,4543.917,+8.00
109,0,06004,Stephen Ames,45' 1",71,3200.833,-1.00
109,0,19824,Craig Barlow,45' 1",120,5414.917,+20.00
109,0,22046,Geoff Ogilvy,45' 1",90,4059.667,+28.00
112,0,06197,Michael Allen,45' 2",148,6680.833,+22.00
112,0,01313,Steve Elkington,45' 2",70,3159.833,+4.00
112,0,24140,Sean O'Hair,45' 2",120,5422.000,+12.00
115,0,02110,Jerry Smith,45' 3",148,6702.000,+28.00
116,0,10505,Shane Bertsch,45' 4",136,6164.417,+30.00
116,0,24924,Bill Haas,45' 4",172,7802.917,+29.00
116,0,01599,Steve Jones,45' 4",114,5163.833,+12.00
116,0,12602,Dean Wilson,45' 4",152,6892.250,+19.00
120,0,08835,Kris Cox,45' 5",140,6363.167,+7.00
120,0,25900,Lucas Glover,45' 5",125,5673.667,+13.00
122,0,22621,Ben Curtis,45' 6",112,5094.333,+24.00
122,0,07749,Brett Quigley,45' 6",180,8186.667,+15.00
122,0,06595,Kevin Sutherland,45' 6",131,5955.083,+26.00
122,0,28780,Nicholas Thompson,45' 6",119,5414.250,+21.00
122,0,23788,D.J. Trahan,45' 6",131,5959.917,+23.00
127,0,23353,J.J. Henry,45' 8",142,6490.250,+10.00
128,0,20157,Retief Goosen,45' 9",74,3387.083,+1.00
128,0,11011,Mike Sposa,45' 9",82,3749.083,+20.00
130,0,01035,Tommy Armour III,45' 11",100,4590.083,+18.00
130,0,19846,Brian Gay,45' 11",164,7534.750,+15.00
132,0,23983,Luke Donald,46' 0",59,2713.250,+11.00
132,0,10809,Jim Furyk,46' 0",90,4142.583,+11.00
132,0,23616,Ryan Hietala,46' 0",118,5432.000,+24.00
132,0,01707,Steve Lowery,46' 0",141,6488.667,+17.00
132,0,25632,Jimmy Walker,46' 0",125,5754.417,+12.00
137,0,20628,Arron Oberholser,46' 1",118,5434.417,+11.00
138,0,20472,Alex Cejka,46' 2",103,4753.500,+16.00
138,0,21805,Harrison Frazar,46' 2",166,7661.667,+28.00
138,0,01887,Mark O'Meara,46' 2",67,3092.667,+5.00
141,0,07457,Steve Flesch,46' 4",176,8148.500,+26.00
142,0,23409,James Driscoll,46' 5",199,9241.750,+30.00
143,0,24357,K.J. Choi,46' 6",147,6838.333,+11.00
143,0,22892,Jason Gore,46' 6",139,6463.167,+13.00
143,0,20631,David McKenzie,46' 6",115,5349.000,+13.00
146,0,24980,Scott Gutschewski,46' 7",68,3164.917,+14.00
146,0,27095,Nick Watney,46' 7",165,7692.500,+24.00
148,0,23541,Ben Crane,46' 8",96,4478.583,+9.00
149,0,26360,Bubba Dickerson,46' 9",147,6870.750,+40.00
150,0,22371,Aaron Baddeley,46' 10",163,7637.000,+18.00
150,0,20574,Mathew Goggin,46' 10",103,4821.417,+29.00
150,0,21961,Charles Howell III,46' 10",174,8154.500,+13.00
150,0,01677,Tom Lehman,46' 10",84,3931.583,+8.00
154,0,01928,Corey Pavin,46' 11",96,4505.833,+24.00
154,0,23325,Vaughn Taylor,46' 11",122,5725.083,+7.00
156,0,19913,Ron Whittaker,47' 0",142,6670.333,+40.00
157,0,06643,Paul Goydos,47' 1",88,4141.167,+22.00
157,0,24502,Adam Scott,47' 1",98,4612.167,+13.00
159,0,27120,Troy Matteson,47' 2",183,8638.000,+26.00
159,0,25240,D.A. Points,47' 2",135,6367.417,+36.00
159,0,08793,Tiger Woods,47' 2",69,3256.833,-4.00
162,0,20105,Jeff Gove,47' 3",125,5907.250,+5.00
163,0,01139,Olin Browne,47' 4",87,4118.083,+16.00
164,0,20645,John Senden,47' 5",134,6355.250,-2.00
165,0,21753,Brian Davis,47' 8",119,5676.333,+21.00
165,0,21660,Jason Schultz,47' 8",150,7144.833,+22.00
167,0,02223,Bob Tway,47' 11",91,4359.917,+17.00
167,0,21878,Mark Wilson,47' 11",101,4835.833,+10.00
169,0,12760,Danny Ellis,48' 0",117,5616.417,+14.00
169,0,06373,José María Olazábal,48' 0",73,3506.167,+8.00
169,0,02106,Chris Smith,48' 0",110,5276.667,+22.00
172,0,06522,Ernie Els,48' 1",91,4373.250,+9.00
173,0,24507,Jason Bohn,48' 2",144,6936.833,+30.00
174,0,21407,Arjun Atwal,48' 4",135,6521.583,+20.00
174,0,01948,Tim Petrovic,48' 4",154,7440.667,+16.00
174,0,23307,Roger Tambellini,48' 4",123,5948.333,+23.00
177,0,08075,Jerry Kelly,48' 7",126,6120.667,+31.00
177,0,23320,Ryan Palmer,48' 7",143,6950.083,+22.00
179,0,12510,Chad Campbell,48' 8",137,6664.667,+17.00
180,0,20608,David Howell,48' 9",42,2048.333,+11.00
181,0,12660,Jesper Parnevik,48' 10",127,6200.583,+10.00
