RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,28237,Rory McIlroy,13.22,621.31,-364.27,596.99
2,0,23983,Luke Donald,8.62,439.74,-447.49,345.77
3,0,08793,Tiger Woods,8.53,341.31,-172.24,369.87
4,0,22405,Justin Rose,6.42,333.73,-210.39,337.66
5,0,24502,Adam Scott,6.21,260.71,-212.63,215.02
6,0,26329,Louis Oosthuizen,6.14,319.27,-179.83,334.85
7,0,20396,Lee Westwood,6.03,313.71,-320.61,271.50
8,0,25804,Bubba Watson,5.29,259.43,-213.58,288.71
9,0,25686,Jason Dufner,5.29,269.85,-158.75,267.95
10,0,27649,Brandt Snedeker,5.23,271.71,-162.96,267.89
11,0,29221,Webb Simpson,5.13,256.37,-217.61,202.01
12,1,24138,Ian Poulter,5.00,254.89,-171.42,232.12
13,-1,33141,Keegan Bradley,5.00,259.85,-157.10,241.47
14,0,26331,Charl Schwartzel,4.90,254.70,-222.23,205.41
15,0,25572,Graeme McDowell,4.81,250.10,-245.16,252.31
16,0,21209,Sergio Garcia,4.73,231.99,-148.07,194.26
17,0,01810,Phil Mickelson,4.69,229.87,-213.24,232.79
18,0,06527,Steve Stricker,4.65,190.60,-204.57,176.69
19,0,22792,Peter Hanson,4.59,238.89,-148.72,234.55
20,0,27095,Nick Watney,4.54,235.98,-203.14,200.84
21,0,23108,Matt Kuchar,4.44,226.34,-246.10,218.05
22,0,23623,Bo Van Pelt,4.41,229.29,-159.96,206.94
23,0,30925,Dustin Johnson,4.36,209.22,-230.23,170.53
24,0,06522,Ernie Els,4.34,225.54,-155.40,252.88
25,0,24024,Zach Johnson,4.25,212.34,-159.94,217.60
26,0,24781,Hunter Mahan,3.85,200.39,-212.04,209.85
27,0,10809,Jim Furyk,3.83,198.95,-146.66,209.36
28,0,27408,Martin Kaymer,3.67,190.65,-274.42,131.00
29,0,19904,Paul Lawrie,3.53,176.42,-97.44,187.32
30,0,25198,Francesco Molinari,3.42,177.62,-167.98,181.16
31,0,32102,Rickie Fowler,3.37,171.84,-161.56,157.73
32,0,25345,Carl Pettersson,3.34,173.51,-103.64,197.08
33,0,25191,Gonzalo Fernandez-Castaño,3.31,132.52,-82.57,97.76
34,0,29974,Branden Grace,3.17,164.58,-65.55,197.40
35,0,24924,Bill Haas,3.12,162.23,-172.45,149.30
36,0,23452,Nicolas Colsaerts,3.10,161.30,-99.57,169.52
37,0,28089,Jason Day,2.89,127.08,-195.35,79.01
38,0,20645,John Senden,2.85,148.11,-128.55,118.23
39,0,24358,Robert Garrigus,2.84,147.57,-89.40,161.44
40,0,26596,Ryan Moore,2.76,132.59,-106.82,123.72
41,1,25818,Scott Piercy,2.71,141.12,-56.69,141.23
42,-1,02206,David Toms,2.68,118.09,-144.13,87.21
43,0,21284,Hiroyuki Fujita,2.64,137.44,-102.30,122.29
44,0,33199,Matteo Manassero,2.59,134.77,-106.99,132.29
45,0,10944,Thomas Bjørn,2.52,118.55,-134.84,92.01
46,0,21099,David Lynn,2.42,116.26,-71.97,103.04
47,0,25369,Jamie Donaldson,2.39,112.41,-77.86,103.53
48,0,24357,K.J. Choi,2.30,119.52,-182.66,69.16
49,0,28937,George Coetzee,2.27,117.84,-80.30,104.60
50,1,33968,Thorbjørn Olesen,2.20,114.27,-61.81,117.78
51,-1,22046,Geoff Ogilvy,2.18,104.69,-128.47,80.02
52,0,33204,Shane Lowry,2.15,107.71,-52.71,86.32
53,4,21528,Henrik Stenson,2.14,111.08,-48.08,117.44
54,0,19958,Miguel Angel Jiménez,2.13,111.01,-138.18,91.56
55,0,24083,Marcus Fraser,2.13,110.88,-66.46,91.20
56,-3,27349,Alex Noren,2.13,110.79,-87.83,85.96
57,-1,29531,Richie Ramsay,2.13,110.75,-68.46,92.68
58,0,26499,Rafa Cabrera Bello,2.12,110.20,-86.31,122.30
59,0,20766,Padraig Harrington,2.09,108.42,-96.16,110.56
60,1,23481,Marcel Siem,2.08,108.03,-51.09,120.55
61,-1,20859,Anders Hansen,2.06,101.02,-131.97,71.07
62,0,21731,Freddie Jacobson,2.05,92.12,-114.37,49.39
