RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,25804,Bubba Watson,58.82,280,476
2,0,23541,Ben Crane,58.28,197,338
3,0,24924,Bill Haas,57.78,271,469
4,0,23788,D.J. Trahan,57.65,294,510
5,0,30925,Dustin Johnson,57.61,246,427
6,0,01810,Phil Mickelson,57.14,288,504
7,0,31323,Gary Woodland,57.09,310,543
8,0,01706,Davis Love III,56.42,224,397
9,0,31557,Jim Herman,56.40,207,367
10,0,06527,Steve Stricker,56.32,205,364
11,0,26289,Boo Weekley,56.25,162,288
12,0,24358,Robert Garrigus,55.94,306,547
13,0,31202,William McGirt,55.90,303,542
14,0,27141,J.B. Holmes,55.77,198,355
15,0,01766,Billy Mayfair,55.65,207,372
16,0,24846,Ricky Barnes,55.43,250,451
17,0,27064,Jhonattan Vegas,55.42,281,507
18,0,30110,Kyle Stanley,55.31,281,508
19,0,22913,John Rollins,55.09,211,383
20,0,21961,Charles Howell III,54.94,339,617
21,0,21209,Sergio Garcia,54.90,196,357
22,0,29221,Webb Simpson,54.81,285,520
23,0,23623,Bo Van Pelt,54.80,251,458
24,0,12716,Charley Hoffman,54.71,279,510
25,0,27936,Martin Laird,54.67,240,439
26,0,27095,Nick Watney,54.57,245,449
27,0,20645,John Senden,54.48,237,435
28,0,12510,Chad Campbell,54.44,270,496
29,0,22371,Aaron Baddeley,54.41,253,465
30,0,32102,Rickie Fowler,54.38,267,491
31,0,23548,Bill Lunde,54.18,259,478
32,0,27330,Josh Teater,54.08,285,527
33,0,30692,Scott Stallings,54.06,253,468
34,0,22293,Heath Slocum,54.05,167,309
35,0,24604,Hunter Haas,53.98,251,465
35,0,30926,Chris Kirk,53.98,285,528
37,0,25686,Jason Dufner,53.91,200,371
38,0,06004,Stephen Ames,53.90,159,295
39,0,28087,Kris Blanks,53.78,249,463
40,0,27214,Kevin Streelman,53.73,245,456
41,0,25274,Steven Bowditch,53.61,275,513
