RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,02214,Kirk Triplett,10' 6",31.417,3,E
2,0,21209,Sergio Garcia,11' 5",45.500,4,+2
3,0,23125,Brad Elder,12' 7",75.667,6,-1
4,0,02246,Duffy Waldorf,12' 10",89.917,7,-2
5,0,21259,Jason Hill,13' 0",143.417,11,-2
6,0,24361,Pat Perez,13' 9",82.333,6,E
7,0,06809,Bob Burns,14' 3",171.167,12,-1
8,0,01938,David Peoples,15' 8",203.167,13,-4
8,0,20566,Kaname Yokoo,15' 8",78.250,5,-1
10,0,01685,J.L. Lewis,16' 7",182.167,11,-2
10,0,23621,Rory Sabbatini,16' 7",215.333,13,+2
12,0,20634,Peter Lonard,16' 8",116.417,7,E
13,0,08633,Per-Ulrik Johansson,17' 0",135.833,8,E
14,0,19846,Brian Gay,17' 9",301.167,17,+11
15,0,08881,Tripp Isenhour,17' 11",214.583,12,+5
15,0,02239,Scott Verplank,17' 11",233.250,13,-1
17,0,12663,Phil Tataurangi,18' 0",324.167,18,+4
18,0,20098,Stuart Appleby,18' 2",127.333,7,+4
19,0,21806,Paul Gow,18' 6",277.583,15,+6
20,0,20663,Brenden Pappas,18' 7",148.417,8,E
21,0,01175,Jim Carter,18' 9",93.833,5,-2
22,0,12680,Shigeki Maruyama,18' 11",170.167,9,+3
23,0,20029,Notah Begay III,19' 1",210.000,11,-1
24,0,20548,Hidemichi Tanaka,19' 3",192.667,10,-1
25,0,02257,Brian Watts,19' 6",175.417,9,E
26,0,23108,Matt Kuchar,19' 7",137.250,7,+2
27,0,07867,Woody Austin,19' 8",274.750,14,-3
28,0,02223,Bob Tway,19' 9",197.417,10,+3
29,0,01219,John Cook,19' 10",139.000,7,+4
29,0,06527,Steve Stricker,19' 10",138.667,7,-2
31,0,23353,J.J. Henry,19' 11",238.750,12,+2
32,0,01527,Scott Hoch,20' 0",120.167,6,-2
32,0,02099,Scott Simpson,20' 0",160.167,8,+1
34,0,06621,Joe Durant,20' 4",203.417,10,E
35,0,01475,Donnie Hammond,20' 5",183.833,9,E
35,0,02104,Jeff Sluman,20' 5",244.833,12,-1
37,0,01968,Nick Price,20' 6",143.417,7,+4
37,0,02206,David Toms,20' 6",205.083,10,E
39,0,01226,Fred Couples,20' 11",250.500,12,+5
39,0,01887,Mark O'Meara,20' 11",167.417,8,+4
39,0,02245,Grant Waite,20' 11",292.667,14,+5
42,0,01706,Davis Love III,21' 0",209.750,10,+3
43,0,11011,Mike Sposa,21' 1",274.333,13,+2
44,0,19958,Miguel Angel Jiménez,21' 4",170.667,8,+2
45,0,01249,John Daly,21' 8",195.250,9,+7
45,0,10107,Deane Pappas,21' 8",303.750,14,+4
47,0,01619,Skip Kendall,21' 9",347.833,16,+7
47,0,06012,Greg Kraft,21' 9",261.333,12,+1
49,0,23541,Ben Crane,22' 0",285.500,13,-1
50,0,02101,Joey Sindelar,22' 1",242.667,11,+1
50,0,02133,Craig Stadler,22' 1",198.750,9,+1
52,0,06036,Scott Dunlap,22' 2",332.250,15,+3
52,0,07457,Steve Flesch,22' 2",177.083,8,+1
54,0,06617,Brian Henninger,22' 4",290.417,13,+2
55,0,23614,Rich Beem,22' 6",270.083,12,+1
