RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,47483,Will Zalatoris,85.28,504,591
2,0,46970,Jon Rahm,84.72,521,615
3,0,47504,Sam Burns,84.30,521,618
4,0,46046,Scottie Scheffler,84.09,592,704
5,0,40250,Taylor Pendrith,82.65,467,565
6,0,35891,Cameron Smith,82.16,410,499
7,0,46601,Trey Mullinax,81.98,514,627
8,0,29725,Tony Finau,81.69,571,699
9,0,35450,Patrick Cantlay,81.41,473,581
10,0,34098,Russell Henley,81.35,602,740
11,0,34610,Matthias Schwab,81.28,469,577
12,0,28237,Rory McIlroy,81.22,398,490
13,0,24502,Adam Scott,81.07,454,560
14,0,39997,Corey Conners,80.96,659,814
15,0,39971,Sungjae Im,80.89,656,811
16,0,33122,Russell Knox,80.85,667,825
17,0,21961,Charles Howell III,80.65,375,465
18,0,29518,Brendan Steele,80.64,504,625
19,0,49964,Aaron Wise,80.45,572,711
20,0,34255,Joseph Bramlett,80.31,473,589
21,0,48117,Kurt Kitayama,80.28,407,507
22,0,48081,Xander Schauffele,80.22,503,627
23,0,45157,Cam Davis,80.19,514,641
24,0,45540,Jared Wolfe,80.09,366,457
25,0,29420,Billy Horschel,79.97,515,644
26,0,28252,Seamus Power,79.94,542,678
27,0,49947,Taylor Moore,79.92,577,722
28,0,50525,Collin Morikawa,79.89,437,547
29,0,12716,Charley Hoffman,79.75,382,479
30,0,49771,J.T. Poston,79.73,582,730
31,0,25900,Lucas Glover,79.66,701,880
32,0,46442,Maverick McNealy,79.60,562,706
33,0,37189,Harold Varner III,79.51,419,527
34,0,24980,Scott Gutschewski,79.48,364,458
35,0,26851,Marc Leishman,79.47,449,565
35,0,52374,Brandon Wu,79.47,507,638
37,0,50095,Austin Smotherman,79.46,534,672
38,0,34046,Jordan Spieth,79.45,464,584
38,0,33448,Justin Thomas,79.45,464,584
40,0,32839,Hideki Matsuyama,79.40,478,602
41,0,47529,Mito Pereira,79.28,593,748
42,0,36801,Mark Hubbard,79.22,469,592
42,0,29289,S.Y. Noh,79.22,347,438
44,0,36699,Patrick Rodgers,79.20,476,601
45,0,39546,Keith Mitchell,79.13,584,738
46,0,40162,Justin Lower,79.07,476,602
47,0,30911,Tommy Fleetwood,79.05,366,463
48,0,39977,Max Homa,79.02,550,696
49,0,35617,Martin Trainer,78.94,461,584
50,0,36852,Jim Knous,78.93,311,394
51,0,30692,Scott Stallings,78.90,576,730
52,0,49960,Sepp Straka,78.88,646,819
53,0,27095,Nick Watney,78.87,448,568
54,0,54628,Lee Hodges,78.84,626,794
54,0,27064,Jhonattan Vegas,78.84,462,586
56,0,25493,Nick Taylor,78.64,556,707
57,0,30163,Henrik Norlander,78.58,488,621
58,0,32333,Kevin Tway,78.49,427,544
