RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,01527,Scott Hoch,19.29,54,280
2,0,09011,David Duval,18.46,55,298
3,0,22046,Geoff Ogilvy,18.29,64,350
4,0,02104,Jeff Sluman,18.26,86,471
5,0,06522,Ernie Els,18.15,45,248
6,0,01810,Phil Mickelson,17.41,66,379
7,0,24357,K.J. Choi,17.17,62,361
7,0,10423,Mike Weir,17.17,63,367
9,0,01457,Jay Haas,16.77,54,322
10,0,10885,Robert Allenby,16.76,63,376
11,0,23623,Bo Van Pelt,16.51,53,321
12,0,20127,Chris Riley,16.46,66,401
13,0,01941,Tom Pernice Jr.,16.37,65,397
14,0,23903,Stephen Gangluff,16.29,50,307
15,0,01035,Tommy Armour III,16.22,54,333
16,0,01685,J.L. Lewis,16.12,64,397
17,0,20498,Briny Baird,16.06,70,436
17,0,10107,Deane Pappas,16.06,57,355
19,0,10912,Craig Perks,16.05,56,349
20,0,20157,Retief Goosen,16.04,34,212
21,0,22293,Heath Slocum,15.92,60,377
22,0,23800,Bryce Molder,15.89,41,258
23,0,10117,Bob Heintz,15.88,44,277
24,0,12663,Phil Tataurangi,15.84,54,341
25,0,02214,Kirk Triplett,15.79,51,323
26,0,06575,Dudley Hart,15.73,53,337
27,0,01320,Bob Estes,15.70,54,344
28,0,01938,David Peoples,15.65,67,428
29,0,08793,Tiger Woods,15.61,42,269
30,0,01475,Donnie Hammond,15.60,39,250
31,0,12510,Chad Campbell,15.51,69,445
32,0,10565,Ian Leggatt,15.47,58,375
33,0,10457,Frank Nobilo,15.40,59,383
34,0,20098,Stuart Appleby,15.34,58,378
35,0,23621,Rory Sabbatini,15.33,40,261
36,0,01307,Joel Edwards,15.31,62,405
37,0,01381,Fred Funk,15.26,65,426
38,0,01707,Steve Lowery,15.24,57,374
39,0,01388,Robert Gamez,15.19,43,283
39,0,02239,Scott Verplank,15.19,55,362
41,0,01945,Kenny Perry,15.18,58,382
42,0,02010,Loren Roberts,15.16,57,376
43,0,23135,Tim Clark,15.07,44,292
44,0,02101,Joey Sindelar,15.04,63,419
45,0,12645,Brent Geiberger,14.85,56,377
46,0,19824,Craig Barlow,14.83,35,236
46,0,02322,Richard Zokol,14.83,31,209
48,0,01139,Olin Browne,14.82,63,425
49,0,20634,Peter Lonard,14.78,55,372
49,0,02106,Chris Smith,14.78,60,406
51,0,06643,Paul Goydos,14.76,40,271
52,0,01219,John Cook,14.72,48,326
53,0,01361,Dan Forsman,14.71,49,333
54,0,02002,John Riegger,14.70,51,347
55,0,08931,Glen Day,14.66,62,423
56,0,21805,Harrison Frazar,14.65,52,355
57,0,06078,Esteban Toledo,14.60,60,411
58,0,19846,Brian Gay,14.59,68,466
59,0,06567,Vijay Singh,14.55,56,385
60,0,08537,J.P. Hayes,14.52,45,310
60,0,01797,Rocco Mediate,14.52,44,303
62,0,23338,David Gossett,14.44,54,374
63,0,24361,Pat Perez,14.41,51,354
64,0,20572,Rod Pampling,14.36,55,383
65,0,01761,Len Mattiace,14.35,61,425
66,0,20574,Mathew Goggin,14.34,38,265
67,0,20105,Jeff Gove,14.33,52,363
68,0,21633,Steve Allan,14.25,52,365
68,0,02206,David Toms,14.25,58,407
70,0,22913,John Rollins,14.23,69,485
71,0,06332,Neal Lancaster,14.11,58,411
72,0,06350,Bob May,14.09,51,362
73,0,01132,Mark Brooks,14.02,53,378
74,0,21949,Joe Ogilvie,14.01,29,207
75,0,01226,Fred Couples,13.99,34,243
76,0,06617,Brian Henninger,13.97,38,272
77,0,01175,Jim Carter,13.92,55,395
77,0,01374,Robin Freeman,13.92,43,309
77,0,08339,Spike McRoy,13.92,38,273
80,0,01549,Mike Hulbert,13.89,30,216
81,0,01185,Brandel Chamblee,13.87,48,346
82,0,01887,Mark O'Meara,13.86,37,267
83,0,01577,Lee Janzen,13.85,54,390
84,0,10733,Kent Jones,13.84,58,419
85,0,07721,Pat Bates,13.82,51,369
85,0,01098,Jay Don Blake,13.82,59,427
85,0,12823,Carlos Franco,13.82,59,427
88,0,19881,Robert Damron,13.81,46,333
88,0,10585,Scott McCarron,13.81,54,391
90,0,02246,Duffy Waldorf,13.80,49,355
90,0,23322,Brett Wetterich,13.80,49,355
92,0,12680,Shigeki Maruyama,13.79,48,348
93,0,12660,Jesper Parnevik,13.77,46,334
94,0,10201,Matt Gogel,13.73,42,306
95,0,06498,Matt Peterson,13.72,45,328
96,0,06613,Tommy Tolles,13.69,36,263
97,0,12782,Tim Herron,13.65,55,403
97,0,01926,Steve Pate,13.65,34,249
99,0,01968,Nick Price,13.64,36,264
100,0,01706,Davis Love III,13.62,47,345
100,0,02133,Craig Stadler,13.62,38,279
100,0,26289,Boo Weekley,13.62,32,235
103,0,08633,Per-Ulrik Johansson,13.56,48,354
104,0,21806,Paul Gow,13.55,53,391
104,0,10425,Jay Williamson,13.55,50,369
106,0,12652,Cameron Beckman,13.53,46,340
106,0,07749,Brett Quigley,13.53,51,377
106,0,02223,Bob Tway,13.53,54,399
109,0,06809,Bob Burns,13.52,53,392
109,0,01677,Tom Lehman,13.52,38,281
111,0,06315,Pete Jordan,13.48,43,319
112,0,23541,Ben Crane,13.46,49,364
113,0,08075,Jerry Kelly,13.35,53,397
