RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
42,0,07457,Steve Flesch,21.90,414,1890
43,0,01249,John Daly,21.86,240,1098
43,0,06522,Ernie Els,21.86,244,1116
45,0,10565,Ian Leggatt,21.80,365,1674
46,0,12652,Cameron Beckman,21.76,333,1530
47,0,08375,Paul Stankowski,21.71,383,1764
48,0,23135,Tim Clark,21.69,285,1314
48,0,12663,Phil Tataurangi,21.69,328,1512
50,0,01361,Dan Forsman,21.67,316,1458
51,0,08881,Tripp Isenhour,21.57,264,1224
52,0,06575,Dudley Hart,21.56,326,1512
52,0,20645,John Senden,21.56,357,1656
54,0,20634,Peter Lonard,21.51,360,1674
55,0,20593,Greg Chalmers,21.49,352,1638
55,0,08537,J.P. Hayes,21.49,294,1368
57,0,01707,Steve Lowery,21.44,355,1656
57,0,02106,Chris Smith,21.44,386,1800
59,0,01938,David Peoples,21.43,405,1890
60,0,02101,Joey Sindelar,21.41,393,1836
61,0,07721,Pat Bates,21.37,350,1638
62,0,12510,Chad Campbell,21.36,419,1962
63,0,01475,Donnie Hammond,21.30,230,1080
64,0,01307,Joel Edwards,21.29,387,1818
65,0,01219,John Cook,21.27,314,1476
66,0,19846,Brian Gay,21.26,440,2070
67,0,21209,Sergio Garcia,21.22,275,1296
68,0,20229,Stewart Cink,21.21,336,1584
68,0,23338,David Gossett,21.21,355,1674
70,0,23621,Rory Sabbatini,21.18,244,1152
71,0,01142,Bart Bryant,21.13,251,1188
71,0,01968,Nick Price,21.13,251,1188
73,0,12680,Shigeki Maruyama,21.07,330,1566
74,0,11032,Frank Lickliter II,21.04,337,1602
75,0,02133,Craig Stadler,21.00,257,1224
76,0,23322,Brett Wetterich,20.95,328,1566
77,0,01139,Olin Browne,20.94,392,1872
78,0,08075,Jerry Kelly,20.86,368,1764
79,0,20498,Briny Baird,20.83,405,1944
79,0,21805,Harrison Frazar,20.83,330,1584
81,0,23903,Stephen Gangluff,20.81,281,1350
82,0,20029,Notah Begay III,20.80,277,1332
83,0,01527,Scott Hoch,20.79,262,1260
84,0,06004,Stephen Ames,20.75,325,1566
85,0,12823,Carlos Franco,20.74,392,1890
85,0,01619,Skip Kendall,20.74,377,1818
85,0,02002,John Riegger,20.74,321,1548
88,0,08931,Glen Day,20.71,384,1854
88,0,12782,Tim Herron,20.71,369,1782
90,0,01320,Bob Estes,20.69,324,1566
90,0,06573,Brandt Jobe,20.69,350,1692
92,0,06515,Shaun Micheel,20.68,361,1746
93,0,02104,Jeff Sluman,20.66,435,2106
94,0,01329,Brad Faxon,20.65,316,1530
95,0,20548,Hidemichi Tanaka,20.64,379,1836
96,0,12645,Brent Geiberger,20.59,341,1656
97,0,19881,Robert Damron,20.53,303,1476
98,0,01723,Andrew Magee,20.52,325,1584
99,0,01927,Dennis Paulson,20.50,321,1566
100,0,20574,Mathew Goggin,20.40,235,1152
101,0,01457,Jay Haas,20.39,290,1422
102,0,01098,Jay Don Blake,20.37,385,1890
102,0,06617,Brian Henninger,20.37,242,1188
102,0,08633,Per-Ulrik Johansson,20.37,319,1566
105,0,23983,Luke Donald,20.35,381,1872
106,0,06809,Bob Burns,20.31,351,1728
107,0,01374,Robin Freeman,20.30,274,1350
107,0,23623,Bo Van Pelt,20.30,285,1404
109,0,01920,Craig Parry,20.29,252,1242
110,0,10733,Kent Jones,20.28,376,1854
111,0,08545,Glen Hnatiuk,20.25,339,1674
112,0,12753,David Morland IV,20.21,211,1044
113,0,20095,Carl Paulson,20.19,298,1476
113,0,02010,Loren Roberts,20.19,338,1674
115,0,10912,Craig Perks,20.18,316,1566
116,0,07749,Brett Quigley,20.17,334,1656
117,0,01941,Tom Pernice Jr.,20.09,358,1782
117,0,02223,Bob Tway,20.09,358,1782
119,0,01761,Len Mattiace,20.07,383,1908
120,0,06350,Bob May,20.04,321,1602
121,0,01948,Tim Petrovic,19.98,320,1602
122,0,01926,Steve Pate,19.91,215,1080
123,0,26289,Boo Weekley,19.88,204,1026
124,0,23108,Matt Kuchar,19.85,293,1476
125,0,10457,Frank Nobilo,19.80,335,1692
126,0,07223,Brian Bateman,19.78,324,1638
127,0,10809,Jim Furyk,19.74,302,1530
128,0,19824,Craig Barlow,19.73,206,1044
128,0,08123,Jeff Brehaut,19.73,309,1566
130,0,01042,Paul Azinger,19.66,223,1134
130,0,20436,Garrett Willis,19.66,276,1404
132,0,20094,Jonathan Kaye,19.62,286,1458
133,0,01185,Brandel Chamblee,19.58,296,1512
134,0,12660,Jesper Parnevik,19.51,295,1512
135,0,23177,Kenneth Staton,19.50,358,1836
136,0,06332,Neal Lancaster,19.47,354,1818
137,0,06373,José María Olazábal,19.44,224,1152
138,0,10425,Jay Williamson,19.35,317,1638
139,0,07003,David Berganio Jr.,19.34,275,1422
139,0,01724,Jeff Maggert,19.34,289,1494
139,0,06078,Esteban Toledo,19.34,355,1836
142,0,02245,Grant Waite,19.33,334,1728
143,0,12388,Michael Clark II,19.30,330,1710
144,0,20566,Kaname Yokoo,19.29,250,1296
145,0,06643,Paul Goydos,19.28,229,1188
146,0,20043,Edward Fryatt,19.20,318,1656
147,0,10201,Matt Gogel,19.15,262,1368
148,0,23125,Brad Elder,19.14,255,1332
149,0,06012,Greg Kraft,19.11,289,1512
150,0,01569,Peter Jacobsen,19.07,230,1206
151,0,22293,Heath Slocum,18.96,314,1656
152,0,20502,Michael Long,18.94,242,1278
153,0,10107,Deane Pappas,18.90,296,1566
154,0,10649,Tom Scherrer,18.83,322,1710
155,0,01175,Jim Carter,18.82,332,1764
156,0,01035,Tommy Armour III,18.79,274,1458
157,0,01378,David Frost,18.77,304,1620
158,0,07867,Woody Austin,18.74,334,1782
159,0,01928,Corey Pavin,18.71,256,1368
160,0,06621,Joe Durant,18.67,289,1548
161,0,01203,Russ Cochran,18.66,225,1206
162,0,01313,Steve Elkington,18.64,265,1422
163,0,10213,Dicky Pride,18.63,171,918
164,0,01157,Tom Byrum,18.61,258,1386
165,0,20105,Jeff Gove,18.60,298,1602
166,0,21806,Paul Gow,18.58,321,1728
166,0,06595,Kevin Sutherland,18.58,301,1620
168,0,12826,Paul Claxton,18.54,277,1494
169,0,01132,Mark Brooks,18.52,310,1674
170,0,19958,Miguel Angel Jiménez,18.49,193,1044
171,0,01766,Billy Mayfair,18.38,311,1692
172,0,01887,Mark O'Meara,18.35,218,1188
172,0,11011,Mike Sposa,18.35,360,1962
174,0,01666,Bernhard Langer,18.31,178,972
175,0,01599,Steve Jones,18.30,224,1224
176,0,10962,Bradley Hughes,18.24,197,1080
177,0,01677,Tom Lehman,18.02,227,1260
178,0,23353,J.J. Henry,18.00,350,1944
178,0,01771,Blaine McCallister,18.00,243,1350
180,0,08553,Lee Porter,17.87,283,1584
181,0,06498,Matt Peterson,17.85,257,1440
182,0,24937,Jess Daley,17.84,244,1368
183,0,20663,Brenden Pappas,17.83,199,1116
184,0,19817,Michael Muehr,17.76,227,1278
185,0,08339,Spike McRoy,17.74,214,1206
186,0,06197,Michael Allen,17.72,236,1332
187,0,21259,Jason Hill,17.61,187,1062
188,0,02257,Brian Watts,17.39,169,972
189,0,08993,Franklin Langham,17.31,215,1242
190,0,02110,Jerry Smith,17.24,270,1566
191,0,21949,Joe Ogilvie,17.22,155,900
192,0,19972,José Coceres,16.88,155,918
192,0,01549,Mike Hulbert,16.88,161,954
192,0,06315,Pete Jordan,16.88,237,1404
195,0,02099,Scott Simpson,16.76,184,1098
196,0,06036,Scott Dunlap,16.67,216,1296
197,0,02170,Hal Sutton,16.51,217,1314
198,0,06016,Brad Lardon,16.38,174,1062
199,0,02322,Richard Zokol,16.23,149,918
200,0,01514,Eduardo Herrera,16.20,172,1062
201,0,08535,Gary Nicklaus,16.16,192,1188
202,0,01014,Fulton Allem,15.96,181,1134
