RANK,MOVEMENT,PLAYER_ID,PLAYER,VICTORIES
34,0,24357,K.J. Choi,0
34,0,20850,Daniel Chopra,0
34,0,20229,Stewart Cink,0
34,0,51766,Wyndham Clark,0
34,0,19825,Darren Clarke,0
34,0,35557,Aaron Cockerill,0
34,0,28937,George Coetzee,0
34,0,59570,Tyler Collet,0
34,0,24494,Erik Compton,0
34,0,47906,Austin Connelly,0
34,0,39997,Corey Conners,0
34,0,47154,Martin Contini,0
34,0,46435,Austin Cook,0
34,0,54334,Ben Cook,0
34,0,11123,Chris Couch,0
34,0,01226,Fred Couples,0
34,0,23541,Ben Crane,0
34,0,39436,Joshua Creel,0
34,0,56555,Myles Creighton,0
34,0,39524,Sean Crocker,0
34,0,58605,Quade Cummins,0
34,0,55372,Adam D'Amario,0
34,0,39067,MJ Daffue,0
34,0,34076,Joel Dahmen,0
34,0,01249,John Daly,0
34,0,21753,Brian Davis,0
34,0,45157,Cam Davis,0
34,0,55601,Callum Davison,0
34,0,28089,Jason Day,0
34,0,23638,Brendon de Jonge,0
34,0,61520,Santiago De la Fuente,0
34,0,54480,Justin De Los Santos,0
34,0,47959,Bryson DeChambeau,0
34,0,35823,Samuel Del Val,0
34,0,55412,Mickey DeMorat,0
34,0,59608,Morgan Deneen,0
34,0,57320,Joe Deraney,0
34,0,61232,Chaka DeSilva,0
34,0,33653,Thomas Detry,0
34,0,35376,Roberto Díaz,0
34,0,25446,Paul Dickinson,0
34,0,29954,Robert Dinwiddie,0
34,0,11127,Stephen Dodd,0
34,0,23983,Luke Donald,0
34,0,25369,Jamie Donaldson,0
34,0,58600,Cooper Dossey,0
34,0,56286,BJ Doucett,0
34,0,35110,Brett Drewitt,0
34,0,24179,David Drysdale,0
34,0,49533,James Hart du Preez,0
34,0,50527,Jared du Toit,0
34,0,25686,Jason Dufner,0
34,0,50497,Adrien Dumont de Chassart,0
34,0,60975,Michael Duncan,0
34,0,45609,Tyler Duncan,0
34,0,59866,Nick Dunlap,0
34,0,09011,David Duval,0
34,0,57362,Austin Eckroat,0
34,0,06522,Ernie Els,0
34,0,39201,Nacho Elvira,0
34,0,34099,Harris English,0
34,0,37273,Derek Ernst,0
34,0,37426,Jeronimo Esteve,0
34,0,28307,Matt Every,0
34,0,50286,A.J. Ewart,0
34,0,32594,Oliver Farr,0
34,0,34136,Armando Favela,0
34,0,62844,Tim Feenstra,0
34,0,50223,Ewen Ferguson,0
34,0,36634,JD Fernandez,0
34,0,36735,Jorge Fernández Valdés,0
34,0,36299,Edward Figueroa,0
34,0,54459,Andrew Filbert,0
34,0,46547,Mardy Fish,0
34,0,55721,Alex Fitzpatrick,0
34,0,54655,Patrick Flavin,0
34,0,30911,Tommy Fleetwood,0
34,0,35820,Erik Flores,0
34,0,56548,Jack Floydd,0
34,0,28272,Matt Ford,0
34,0,37066,Grant Forrest,0
34,0,32102,Rickie Fowler,0
34,0,29936,Ryan Fox,0
34,0,12823,Carlos Franco,0
34,0,29970,Dylan Frittelli,0
34,0,10809,Jim Furyk,0
34,0,30750,Tommy Gainey,0
34,0,47081,Daniel Gale,0
34,0,20376,Stephen Gallacher,0
34,0,59437,Luke Gannon,0
34,0,21209,Sergio Garcia,0
34,0,48098,Sebastian Garcia Rodriguez,0
34,0,26503,Alfredo Garcia-Heredia,0
34,0,29535,Brice Garnett,0
34,0,24358,Robert Garrigus,0
34,0,46033,Daniel Gavins,0
34,0,19846,Brian Gay,0
34,0,28125,Josh Geary,0
34,0,59018,Ryan Gerard,0
34,0,52375,Doug Ghim,0
34,0,59647,Tommy Gibson,0
34,0,32662,Michael Gligic,0
34,0,25900,Lucas Glover,0
34,0,10201,Matt Gogel,0
34,0,28679,Fabián Gómez,0
34,0,22892,Jason Gore,0
34,0,59095,Chris Gotterup,0
34,0,46594,Ricardo Gouveia,0
34,0,06643,Paul Goydos,0
34,0,29974,Branden Grace,0
34,0,51414,Brent Grant,0
34,0,61143,Austin Greaser,0
34,0,31273,Gavin Kyle Green,0
34,0,49721,Keith Greene,0
34,0,39954,Cody Gribble,0
34,0,54591,Ben Griffin,0
34,0,61352,J.P. Griffin,0
34,0,35310,Lanto Griffin,0
34,0,31670,Matthew Griffin,0
34,0,31646,Emiliano Grillo,0
34,0,59869,Larkin Gross,0
34,0,46301,Juan Jose Guerra,0
34,0,28340,Julien Guerrier,0
34,0,51989,Jordan Gumberg,0
34,0,35539,Luke Guthrie,0
34,0,24980,Scott Gutschewski,0
34,0,24924,Bill Haas,0
34,0,01457,Jay Haas,0
34,0,34563,Chesson Hadley,0
34,0,33399,Adam Hadwin,0
34,0,51586,Stewart Hagestad,0
34,0,46550,Brandon Hagy,0
34,0,32448,James Hahn,0
34,0,57975,Harry Hall,0
34,0,47987,Cole Hammer,0
34,0,52462,Chase Hanna,0
34,0,33801,Joachim B Hansen,0
34,0,28938,Justin Harding,0
34,0,47988,Nick Hardy,0
34,0,35421,Brandon Harkins,0
34,0,27644,Brian Harman,0
34,0,20766,Padraig Harrington,0
34,0,48197,Matt Harris,0
34,0,34363,Tyrrell Hatton,0
34,0,26758,David Hearn,0
34,0,30812,Benjamin Hebert,0
34,0,24219,Wes Heffernan,0
34,0,48372,Marcus Helligkilde,0
34,0,23063,Scott Hend,0
34,0,34098,Russell Henley,0
34,0,23353,J.J. Henry,0
34,0,20433,Mark Hensby,0
34,0,31557,Jim Herman,0
34,0,49298,Kramer Hickok,0
34,0,35778,Kazuki Higa,0
34,0,54421,Garrick Higgo,0
34,0,33597,Harry Higgs,0
34,0,60067,Joe Highsmith,0
34,0,33451,Matt Hill,0
34,0,54781,Grant Hirschman,0
34,0,51287,Ryo Hisatsune,0
34,0,33490,Bo Hoag,0
34,0,35409,Craig Hocknull,0
34,0,54628,Lee Hodges,0
34,0,12716,Charley Hoffman,0
34,0,33461,Morgan Hoffmann,0
34,0,52453,Nicolai Hojgaard,0
34,0,52686,Rasmus Hojgaard,0
34,0,27141,J.B. Holmes,0
34,0,30909,David Horsey,0
34,0,47989,Sam Horsfield,0
34,0,47056,Rikuya Hoshino,0
34,0,35461,Beau Hossler,0
34,0,21961,Charles Howell III,0
34,0,36801,Mark Hubbard,0
34,0,50710,Maclain Huge,0
34,0,35506,Mackenzie Hughes,0
34,0,34174,John Huh,0
34,0,62845,Austin Hurt,0
34,0,01553,John Huston,0
34,0,21350,Ryuji Imada,0
34,0,32775,Shugo Imahira,0
34,0,36514,Yuki Inamori,0
34,0,62846,Colin Inglis,0
34,0,30738,Manuel Inman,0
34,0,62847,Nic Ishee,0
34,0,37033,Koichiro Ishika,0
34,0,59681,Jose Cristobal Islas,0
34,0,27747,Hiroshi Iwata,0
34,0,34300,Daijiro Izumida,0
34,0,30050,Sean Jacklin,0
34,0,01569,Peter Jacobsen,0
34,0,36799,Stephan Jaeger,0
34,0,59490,Charles Jahn,0
34,0,57869,Benjamin James,0
34,0,31138,Scott Jamieson,0
34,0,47238,Jazz Janewattananond,0
34,0,61560,Aaron Jarvis,0
34,0,32878,Jin Jeong,0
34,0,30925,Dustin Johnson,0
34,0,59569,Kamaiu Johnson,0
34,0,26420,Richard Johnson,0
34,0,12195,Tom Johnson,0
34,0,24024,Zach Johnson,0
34,0,58391,Jared Jones,0
34,0,26300,Matt Jones,0
34,0,55955,Matthew Jordan,0
34,0,56249,Peter Jung,0
34,0,48018,Sadom Kaewkanjana,0
34,0,47917,Takumi Kanaya,0
34,0,47393,Jeffrey Kang,0
34,0,27974,Sung Kang,0
34,0,27899,Rikard Karlberg,0
34,0,46879,Naoyuki Kataoka,0
34,0,48632,Yuto Katsuragawa,0
34,0,46440,Smylie Kaufman,0
34,0,32815,Masahiro Kawamura,0
34,0,20094,Jonathan Kaye,0
34,0,27408,Martin Kaymer,0
34,0,08075,Jerry Kelly,0
34,0,01619,Skip Kendall,0
34,0,52091,Blake Kennedy,0
34,0,23802,Brad Kennedy,0
34,0,55752,Ben Kern,0
34,0,51862,Jake Kevorkian,0
34,0,30957,Maximilian Kieffer,0
34,0,31558,J.J. Killeen,0
34,0,35087,Bio Kim,0
34,0,34587,Chan Kim,0
34,0,47842,Hanbyeol Kim,0
34,0,39975,Michael Kim,0
34,0,50323,Minkyu Kim,0
34,0,50188,S.H. Kim,0
34,0,37455,Si Woo Kim,0
34,0,32369,Sihwan Kim,0
34,0,46404,Marcus Kinhult,0
34,0,34500,Ryosuke Kinoshita,0
34,0,30926,Chris Kirk,0
34,0,29478,Kevin Kisner,0
34,0,48117,Kurt Kitayama,0
34,0,32757,Patton Kizzire,0
34,0,22986,Søren Kjeldsen,0
34,0,36852,Jim Knous,0
34,0,33122,Russell Knox,0
34,0,59871,Greg Koch,0
34,0,32816,Satoshi Kodaira,0
34,0,36689,Brooks Koepka,0
34,0,49773,Chase Koepka,0
34,0,32627,Espen Kofstad,0
34,0,36884,Ben Kohles,0
34,0,29370,Mikko Korhonen,0
34,0,47461,Andrew Kozan,0
34,0,33689,Jinichiro Kozuma,0
34,0,35879,Kelly Kraft,0
34,0,23108,Matt Kuchar,0
34,0,34317,Joakim Lagergren,0
34,0,31420,Anirban Lahiri,0
34,0,27936,Martin Laird,0
34,0,46732,Rick Lamb,0
34,0,27797,Derek Lamely,0
34,0,33410,Andrew Landry,0
34,0,01666,Bernhard Langer,0
34,0,34607,Francesco Laporta,0
34,0,29670,Pablo Larrazabal,0
34,0,28775,Nate Lashley,0
34,0,34364,David Law,0
34,0,45523,Thriston Lawrence,0
34,0,19904,Paul Lawrie,0
34,0,49766,Hank Lebioda,0
34,0,29926,Danny Lee,0
34,0,46930,Jaekyeong Lee,0
34,0,37378,Min Woo Lee,0
34,0,01677,Tom Lehman,0
34,0,26851,Marc Leishman,0
34,0,25799,Niklas Lemke,0
34,0,32881,Hugo León,0
34,0,52572,Brendan Leonard,0
34,0,10860,Justin Leonard,0
34,0,35104,Tom Lewis,0
34,0,35296,Haotong Li,0
34,0,11032,Frank Lickliter II,0
34,0,54323,Mo Lim,0
34,0,51441,KK Limbhasut,0
34,0,34409,David Lingmerth,0
34,0,36326,David Lipsky,0
34,0,37447,Zander Lombard,0
34,0,35449,Adam Long,0
34,0,55509,Hurly Long,0
34,0,54404,David Longmire,0
34,0,63120,Ben Lorenz,0
34,0,29772,Michael Lorenzo-Vera,0
34,0,35300,Andrew Loupe,0
34,0,01706,Davis Love III,0
34,0,29461,Jamie Lovemark,0
34,0,40162,Justin Lower,0
34,0,33204,Shane Lowry,0
34,0,37380,Curtis Luck,0
34,0,01717,Sandy Lyle,0
34,0,46368,Stuart Macdonald,0
34,0,52215,Robert MacIntyre,0
34,0,50006,Willie Mack III,0
34,0,34466,Peter Malnati,0
34,0,54190,Richard Mansell,0
34,0,59838,Caleb Manuel,0
34,0,59872,Brad Marek,0
34,0,33413,Ben Martin,0
34,0,51491,Brandon Matthews,0
34,0,60015,Logan McAllister,0
34,0,52341,Andrew McCain,0
34,0,47993,Denny McCarthy,0
34,0,50667,Josh McCarthy,0
34,0,59141,Matt McCarty,0
34,0,10375,Sean McCarty,0
34,0,40042,Tyler McCumber,0
34,0,25572,Graeme McDowell,0
34,0,25948,Richard McEvoy,0
34,0,31202,William McGirt,0
34,0,51950,Max McGreevy,0
34,0,24449,Parker McLachlin,0
34,0,27171,Jay McLuen,0
34,0,46442,Maverick McNealy,0
34,0,24490,George McNeill,0
34,0,58944,Blake McShea,0
34,0,59143,Mac Meissner,0
34,0,63125,Dylan Menante,0
34,0,60772,Gilbert Mendez,0
34,0,58381,Kyle Mendoza,0
34,0,33674,Adrian Meronk,0
34,0,27933,John Merrick,0
34,0,32640,Troy Merritt,0
34,0,36754,Andre Metzger,0
34,0,06515,Shaun Micheel,0
34,0,01810,Phil Mickelson,0
34,0,39834,Guido Migliozzi,0
34,0,39546,Keith Mitchell,0
34,0,01823,Larry Mize,0
34,0,57860,Maxwell Moldovan,0
34,0,23814,Edoardo Molinari,0
34,0,25198,Francesco Molinari,0
34,0,35706,Niklas Norgaard Moller,0
34,0,55789,Taylor Montgomery,0
34,0,26596,Ryan Moore,0
34,0,49947,Taylor Moore,0
34,0,33952,Erick Morales,0
34,0,51264,Jediah Morgan,0
34,0,50525,Collin Morikawa,0
34,0,23091,Alan Morin,0
34,0,61234,Brian Morris,0
34,0,29256,James Morrison,0
34,0,63121,William Mouw,0
34,0,28593,Jesse Mueller,0
34,0,55824,Ronan Mullarney,0
34,0,48822,Sebastián Muñoz,0
34,0,52322,John Murphy,0
34,0,34213,Grayson Murray,0
34,0,25396,Kevin Na,0
34,0,39537,Chris Naegel,0
34,0,28521,Ryutaro Nagano,0
34,0,49228,Keita Nakajima,0
34,0,29275,Naoto Nakanishi,0
34,0,32344,Lukas Nemecz,0
34,0,45729,Drew Nesbitt,0
34,0,36871,Matthew NeSmith,0
34,0,51449,Dylan Newman,0
34,0,59606,Roberto Nieves,0
34,0,56320,Bryson Nimmer,0
34,0,29289,S.Y. Noh,0
34,0,27349,Alex Noren,0
34,0,30163,Henrik Norlander,0
34,0,26328,Shaun Norris,0
34,0,51997,Andrew Novak,0
34,0,24140,Sean O'Hair,0
34,0,62848,Zac Oakley,0
34,0,60146,Gregory Odom Jr.,0
34,0,22046,Geoff Ogilvy,0
34,0,57944,Andy Ogletree,0
34,0,48933,Ryuichi Oiwa,0
34,0,47235,Garrett Okamura,0
34,0,06373,José María Olazábal,0
34,0,33968,Thorbjørn Olesen,0
34,0,26329,Louis Oosthuizen,0
34,0,39262,Alvaro Ortiz,0
34,0,33667,Carlos Ortiz,0
34,0,57633,Ollie Osborne,0
34,0,34575,Adrian Otaegui,0
34,0,31016,Tomoharu Otsuki,0
34,0,28475,Jeff Overton,0
34,0,34414,Chris Paisley,0
34,0,59160,John Pak,0
34,0,61233,Damian Palanyandi,0
34,0,23320,Ryan Palmer,0
34,0,29908,C.T. Pan,0
34,0,35113,Dimi Papadatos,0
34,0,55892,Étienne Papineau,0
34,0,37157,Renato Paratore,0
34,0,28723,John Parry,0
34,0,48051,Yannik Paul,0
34,0,30756,Andrea Pavan,0
34,0,48153,Matthieu Pavon,0
34,0,40250,Taylor Pendrith,0
34,0,51003,Marco Penge,0
34,0,22056,Cameron Percy,0
34,0,47529,Mito Pereira,0
34,0,24361,Pat Perez,0
34,0,47679,Victor Perez,0
34,0,63307,Nathan Petronzio,0
34,0,25345,Carl Pettersson,0
34,0,58849,Turk Pettit,0
34,0,57625,Trent Phillips,0
34,0,25818,Scott Piercy,0
34,0,33293,Thomas Pieters,0
34,0,33196,Carlos Pigem,0
34,0,59164,James Piot,0
34,0,25240,D.A. Points,0
34,0,36976,Garrick Porteous,0
34,0,35912,Haydn Porteous,0
34,0,63343,Aldrich Potgieter,0
34,0,27556,Ted Potter Jr.,0
34,0,24138,Ian Poulter,0
34,0,28252,Seamus Power,0
34,0,32394,Tapio Pulkkanen,0
34,0,35946,Willy Pumarol,0
34,0,21959,Ted Purdy,0
34,0,34256,Andrew Putnam,0
34,0,56842,Casey Pyne,0
34,0,46798,Anthony Quayle,0
34,0,01978,Fran Quinn,0
34,0,46414,Aaron Rai,0
34,0,58594,Spencer Ralston,0
34,0,53165,Doc Redman,0
34,0,34360,Patrick Reed,0
34,0,47856,Seth Reeves,0
34,0,29476,Kyle Reifers,0
34,0,54303,Charlie Reiter,0
34,0,30039,Manuel Relancio,0
34,0,47995,Davis Riley,0
34,0,63011,Quinn Riley,0
34,0,36699,Patrick Rodgers,0
34,0,22913,John Rollins,0
34,0,25562,Andres Romero,0
34,0,22405,Justin Rose,0
34,0,50057,Robin Roussel,0
34,0,46646,Antoine Rozner,0
34,0,46410,Jamie Rutherford,0
34,0,45538,Matt Ryan,0
34,0,37275,Sam Ryder,0
34,0,23621,Rory Sabbatini,0
34,0,59680,Jose Antonio Safa,0
34,0,56781,Isaiah Salinda,0
34,0,58826,Christian Salzer,0
34,0,33568,Kalle Samooja,0
34,0,29223,Sam Saunders,0
34,0,47627,Samuel Saunders,0
34,0,45582,Jared Sawada,0
34,0,47347,Adam Schenk,0
34,0,48867,Matti Schmid,0
34,0,31242,Marcel Schneider,0
34,0,34610,Matthias Schwab,0
34,0,26331,Charl Schwartzel,0
34,0,24502,Adam Scott,0
34,0,31569,Jason Scrivener,0
34,0,56625,Max Sear,0
34,0,39953,Chase Seiffert,0
34,0,55457,Max Sekulic,0
34,0,20645,John Senden,0
34,0,34708,Jack Senior,0
34,0,49022,Yoseop Seo,0
34,0,39113,Shubhankar Sharma,0
34,0,60371,Laird Shepherd,0
34,0,52583,Sanghun Shin,0
34,0,39328,Conrad Shindler,0
34,0,46035,Callum Shinkwin,0
34,0,58601,Davis Shore,0
34,0,23481,Marcel Siem,0
34,0,51890,Greyson Sigg,0
34,0,37410,Hiram Silfa,0
34,0,39327,Ben Silverman,0
34,0,29221,Webb Simpson,0
34,0,26490,Michael Sims,0
34,0,06567,Vijay Singh,0
34,0,35986,Todd Sinnott,0
34,0,60018,Cameron Sisk,0
34,0,31225,Joel Sjöholm,0
34,0,27139,David Skinns,0
34,0,33486,Roger Sloan,0
34,0,22293,Heath Slocum,0
34,0,46340,Alex Smalley,0
34,0,51454,Camiko Smith,0
34,0,46464,Jordan L Smith,0
34,0,50095,Austin Smotherman,0
34,0,27649,Brandt Snedeker,0
34,0,46405,Sebastian Soderberg,0
34,0,26757,Greg Sonnier,0
34,0,30933,Jeff Sorenson,0
34,0,35174,Matthew Southgate,0
34,0,26679,Kevin Stadler,0
34,0,30692,Scott Stallings,0
34,0,54364,Stephen Stallings Jr.,0
34,0,40104,Joel Stalter,0
34,0,30110,Kyle Stanley,0
34,0,49801,Preston Stanley,0
34,0,29518,Brendan Steele,0
34,0,33418,Shawn Stefani,0
34,0,29485,Brett Stegmaier,0
34,0,21528,Henrik Stenson,0
34,0,60167,Andrew Stephens,0
34,0,55893,Sam Stevens,0
34,0,35225,Brandon Stone,0
34,0,54314,Tyler Strafaci,0
34,0,34431,Robert Streb,0
34,0,27214,Kevin Streelman,0
34,0,27963,Chris Stroud,0
34,0,31560,Brian Stuard,0
34,0,60019,Jackson Suber,0
34,0,45396,Tomoyasu Sugiyama,0
34,0,50493,Justin Suh,0
34,0,35314,Andy Sullivan,0
34,0,57298,Preston Summerhays,0
34,0,45478,Julian Suri,0
34,0,40115,Adam Svensson,0
34,0,50584,Connor Syme,0
34,0,35261,Miguel Tabuena,0
34,0,48699,Callum Tarren,0
34,0,48929,Santiago Tarrio,0
34,0,25493,Nick Taylor,0
34,0,23325,Vaughn Taylor,0
34,0,27330,Josh Teater,0
34,0,51634,Sahith Theegala,0
34,0,10381,Curtis Thompson,0
34,0,58168,Davis Thompson,0
34,0,40027,Lexi Thompson,0
34,0,32150,Michael Thompson,0
34,0,28780,Nicholas Thompson,0
34,0,57364,Michael Thorbjornsen,0
34,0,52144,Braden Thornberry,0
34,0,30927,Brendon Todd,0
34,0,38991,Alejandro Tosti,0
34,0,23788,D.J. Trahan,0
34,0,35617,Martin Trainer,0
34,0,60020,Johnny Travale,0
34,0,33419,Cameron Tringale,0
34,0,61145,Cohen Trolio,0
34,0,32333,Kevin Tway,0
34,0,29484,Peter Uihlein,0
34,0,08385,Omar Uresti,0
34,0,52666,Sami Valimaki,0
34,0,28114,Dawie van der Walt,0
34,0,45227,Lars Van Meijel,0
34,0,23623,Bo Van Pelt,0
34,0,40006,Erik van Rooyen,0
34,0,35181,Daniel van Tonder,0
34,0,37189,Harold Varner III,0
34,0,48640,Johannes Veerman,0
34,0,27064,Jhonattan Vegas,0
34,0,35658,Kris Ventura,0
34,0,24964,Ryan Vermeer,0
34,0,63123,Travis Vick,0
34,0,27770,Camilo Villegas,0
34,0,34126,Scott Vincent,0
34,0,39480,T.J. Vogel,0
34,0,50743,Nicolai Von Dellingshausen,0
34,0,26951,Johnson Wagner,0
34,0,25632,Jimmy Walker,0
34,0,48887,Matt Wallace,0
34,0,27140,Justin Walters,0
34,0,45519,Justin Warren,0
34,0,25841,Marc Warren,0
34,0,33624,Shawn Warren,0
34,0,27095,Nick Watney,0
34,0,25804,Bubba Watson,0
34,0,26289,Boo Weekley,0
34,0,10423,Mike Weir,0
34,0,58967,Trevor Werbylo,0
34,0,47128,Richy Werenski,0
34,0,52411,Kyle Westmoreland,0
34,0,20396,Lee Westwood,0
34,0,58192,Daniel Wetterich,0
34,0,51894,Vince Whaley,0
34,0,33117,Dale Whitnell,0
34,0,20160,Charlie Wi,0
34,0,33936,Gunner Wiebe,0
34,0,29454,Bernd Wiesberger,0
34,0,32139,Danny Willett,0
34,0,27114,Ben Willman,0
34,0,47579,Kyle Wilshire,0
34,0,55940,Andrew Wilson,0
34,0,21878,Mark Wilson,0
34,0,27506,Oliver Wilson,0
34,0,35709,Jeff Winther,0
34,0,49964,Aaron Wise,0
34,0,45540,Jared Wolfe,0
34,0,56278,Matthew Wolff,0
34,0,22000,Chris Wood,0
34,0,31323,Gary Woodland,0
34,0,08793,Tiger Woods,0
34,0,50012,Wyatt Worthington II,0
34,0,46615,Alex Wrigley,0
34,0,33870,Ashun Wu,0
34,0,52374,Brandon Wu,0
34,0,54783,Dylan Wu,0
34,0,54328,Norman Xiong,0
34,0,24663,Y.E. Yang,0
34,0,57366,Cameron Young,0
34,0,45242,Kevin Yu,0
34,0,55454,Carl Yuan,0
34,0,29939,Fabrizio Zanotti,0
