RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,27146,Adam Meyer,8.5
2,0,21284,Hiroyuki Fujita,8.4
2,0,01682,Wayne Levi,8.4
2,0,26596,Ryan Moore,8.4
2,0,07235,John Morse,8.4
6,0,02206,David Toms,8.3
7,0,20429,Boyd Summerhays,8.2
8,0,10809,Jim Furyk,8.1
8,0,27644,Brian Harman,8.1
10,0,06621,Joe Durant,8.0
10,0,01374,Robin Freeman,8.0
10,0,02279,Mark Wiebe,8.0
13,0,01306,David Edwards,7.9
13,0,20095,Carl Paulson,7.9
15,0,01139,Olin Browne,7.8
15,0,01307,Joel Edwards,7.8
15,0,01381,Fred Funk,7.8
18,0,10885,Robert Allenby,7.7
18,0,07363,Craig Bowden,7.7
18,0,23135,Tim Clark,7.7
18,0,27561,Nick Flanagan,7.7
18,0,01527,Scott Hoch,7.7
18,0,20445,Casey Martin,7.7
18,0,22293,Heath Slocum,7.7
18,0,02239,Scott Verplank,7.7
18,0,02246,Duffy Waldorf,7.7
27,0,20569,Richard Green,7.6
27,0,01553,John Huston,7.6
27,0,01677,Tom Lehman,7.6
27,0,22405,Justin Rose,7.6
31,0,06004,Stephen Ames,7.5
31,0,21739,Aaron Barber,7.5
31,0,01078,Jim Benepe,7.5
31,0,24357,K.J. Choi,7.5
31,0,23983,Luke Donald,7.5
31,0,06575,Dudley Hart,7.5
31,0,24024,Zach Johnson,7.5
31,0,10860,Justin Leonard,7.5
39,0,01127,Danny Briggs,7.4
39,0,01142,Bart Bryant,7.4
39,0,01219,John Cook,7.4
39,0,21209,Sergio Garcia,7.4
39,0,01577,Lee Janzen,7.4
39,0,19958,Miguel Angel Jiménez,7.4
39,0,01945,Kenny Perry,7.4
39,0,20474,Phillip Price,7.4
39,0,02101,Joey Sindelar,7.4
39,0,06567,Vijay Singh,7.4
39,0,02230,Stan Utley,7.4
50,0,20498,Briny Baird,7.3
50,0,10944,Thomas Bjørn,7.3
50,0,01157,Tom Byrum,7.3
50,0,12510,Chad Campbell,7.3
50,0,01388,Robert Gamez,7.3
50,0,01457,Jay Haas,7.3
50,0,01475,Donnie Hammond,7.3
50,0,20766,Padraig Harrington,7.3
50,0,08075,Jerry Kelly,7.3
50,0,01766,Billy Mayfair,7.3
50,0,21959,Ted Purdy,7.3
50,0,02104,Jeff Sluman,7.3
50,0,27649,Brandt Snedeker,7.3
50,0,20548,Hidemichi Tanaka,7.3
50,0,10423,Mike Weir,7.3
50,0,20436,Garrett Willis,7.3
66,0,01203,Russ Cochran,7.2
66,0,01320,Bob Estes,7.2
66,0,19846,Brian Gay,7.2
66,0,01418,Bill Glasson,7.2
66,0,20433,Mark Hensby,7.2
66,0,20608,David Howell,7.2
66,0,01666,Bernhard Langer,7.2
66,0,08993,Franklin Langham,7.2
66,0,01724,Jeff Maggert,7.2
66,0,01771,Blaine McCallister,7.2
66,0,19795,Kelly Mitchum,7.2
66,0,22046,Geoff Ogilvy,7.2
66,0,02002,John Riegger,7.2
66,0,02167,Mike Sullivan,7.2
66,0,23325,Vaughn Taylor,7.2
66,0,10425,Jay Williamson,7.2
82,0,21646,David Branshaw,7.1
82,0,20848,Ángel Cabrera,7.1
82,0,20472,Alex Cejka,7.1
82,0,06251,Chris DiMarco,7.1
82,0,01313,Steve Elkington,7.1
82,0,20157,Retief Goosen,7.1
82,0,20940,Kenichi Kuboya,7.1
82,0,20634,Peter Lonard,7.1
82,0,01810,Phil Mickelson,7.1
82,0,20628,Arron Oberholser,7.1
82,0,02010,Loren Roberts,7.1
82,0,02214,Kirk Triplett,7.1
82,0,08385,Omar Uresti,7.1
82,0,21878,Mark Wilson,7.1
82,0,26497,Casey Wittenberg,7.1
97,0,07867,Woody Austin,7.0
97,0,20099,Doug Barron,7.0
97,0,12652,Cameron Beckman,7.0
97,0,01161,Mark Calcavecchia,7.0
97,0,20229,Stewart Cink,7.0
97,0,19881,Robert Damron,7.0
97,0,06522,Ernie Els,7.0
97,0,10733,Kent Jones,7.0
97,0,01685,J.L. Lewis,7.0
97,0,11032,Frank Lickliter II,7.0
97,0,08547,John Maginnes,7.0
97,0,12680,Shigeki Maruyama,7.0
97,0,08339,Spike McRoy,7.0
97,0,26950,John Morgan,7.0
97,0,24361,Pat Perez,7.0
97,0,01968,Nick Price,7.0
97,0,24502,Adam Scott,7.0
97,0,21498,Hideto Tanihara,7.0
97,0,23623,Bo Van Pelt,7.0
97,0,08793,Tiger Woods,7.0
117,0,01024,Billy Andrade,6.9
117,0,19824,Craig Barlow,6.9
117,0,20029,Notah Begay III,6.9
117,0,01226,Fred Couples,6.9
117,0,07457,Steve Flesch,6.9
117,0,27708,Jason Hartwick,6.9
117,0,20094,Jonathan Kaye,6.9
117,0,22624,Joel Kribel,6.9
117,0,25034,James McLean,6.9
117,0,25396,Kevin Na,6.9
117,0,01941,Tom Pernice Jr.,6.9
117,0,07013,Wes Short Jr.,6.9
117,0,02106,Chris Smith,6.9
117,0,27963,Chris Stroud,6.9
117,0,02170,Hal Sutton,6.9
117,0,02256,Tom Watson,6.9
117,0,02294,Willie Wood,6.9
134,0,21633,Steve Allan,6.8
134,0,20098,Stuart Appleby,6.8
