RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
67,0,34431,Robert Streb,.319,.461,-.259,.117,64
68,0,27649,Brandt Snedeker,.318,-.043,.143,.217,66
69,0,27770,Camilo Villegas,.316,-.159,.413,.061,84
70,0,24781,Hunter Mahan,.314,.687,-.221,-.153,72
70,0,27064,Jhonattan Vegas,.314,.628,-.439,.125,64
72,0,25572,Graeme McDowell,.289,-.034,.379,-.055,46
73,0,08075,Jerry Kelly,.288,-.089,.218,.160,66
74,0,34021,Bud Cauley,.284,-.073,-.109,.467,46
75,0,29222,Billy Hurley III,.270,-.103,.250,.123,72
76,0,10885,Robert Allenby,.269,-.050,.552,-.234,70
77,0,23638,Brendon de Jonge,.256,.339,-.012,-.071,92
78,0,20229,Stewart Cink,.243,-.007,.442,-.192,72
79,0,27963,Chris Stroud,.236,-.174,.132,.278,72
80,0,29461,Jamie Lovemark,.235,.374,-.321,.181,47
81,0,30852,Ryo Ishikawa,.231,-.259,.395,.095,62
82,0,20104,Ken Duke,.230,-.092,.329,-.006,66
83,0,26329,Louis Oosthuizen,.212,.724,-.145,-.367,30
84,0,20848,Ángel Cabrera,.198,.554,.078,-.434,61
85,0,25834,Daniel Summerhays,.184,.040,.138,.005,88
86,0,23983,Luke Donald,.173,-.493,.315,.351,44
87,0,22378,Trevor Immelman,.157,-.006,-.013,.176,67
88,0,24846,Ricky Barnes,.145,-.267,.396,.015,78
89,0,26758,David Hearn,.136,-.118,.146,.108,82
90,0,29479,Scott Brown,.134,.277,-.139,-.005,83
91,0,33413,Ben Martin,.130,.213,-.097,.015,63
92,0,30927,Brendon Todd,.129,.015,-.174,.289,91
93,0,27556,Ted Potter Jr.,.125,.134,.096,-.104,60
94,0,29740,Brad Fritsch,.110,-.048,.098,.060,39
95,0,35539,Luke Guthrie,.109,-.231,.113,.228,76
96,0,28780,Nicholas Thompson,.105,.174,.301,-.371,70
97,0,32200,Roberto Castro,.084,-.122,-.159,.365,59
98,0,34360,Patrick Reed,.081,.040,-.352,.393,74
99,0,27330,Josh Teater,.076,.239,-.091,-.072,75
100,0,32448,James Hahn,.070,.162,.009,-.102,73
100,0,24912,Will MacKenzie,.070,.044,-.041,.067,73
102,0,27214,Kevin Streelman,.068,.471,-.242,-.162,60
103,0,23135,Tim Clark,.061,-.286,.253,.094,62
104,0,27933,John Merrick,.051,.129,.252,-.329,72
105,0,28475,Jeff Overton,.044,.056,-.059,.047,66
106,0,31560,Brian Stuard,.042,-.034,.195,-.119,74
107,0,27936,Martin Laird,.038,.238,-.205,.004,55
108,0,34261,Scott Langley,.016,-.395,.150,.262,79
109,0,29478,Kevin Kisner,.009,.049,.076,-.116,70
110,0,25444,Justin Hicks,-.003,.456,.172,-.631,90
111,0,34174,John Huh,-.010,-.059,.016,.033,70
112,0,20157,Retief Goosen,-.024,-.443,.151,.269,78
113,0,24925,Jonathan Byrd,-.027,.079,-.265,.159,65
114,0,26300,Matt Jones,-.029,.236,-.421,.157,60
115,0,23353,J.J. Henry,-.032,.192,-.119,-.105,78
115,0,22046,Geoff Ogilvy,-.032,-.020,.038,-.050,73
117,0,24357,K.J. Choi,-.039,-.339,.049,.251,67
118,0,01706,Davis Love III,-.056,.176,.053,-.285,63
119,0,32334,Charlie Beljan,-.058,.523,-.128,-.453,67
120,0,25349,Tim Wilkinson,-.078,-.145,-.287,.354,71
121,0,21753,Brian Davis,-.085,-.064,-.419,.399,81
122,0,25191,Gonzalo Fernandez-Castaño,-.092,-.262,-.070,.240,69
123,0,01724,Jeff Maggert,-.096,-.135,.200,-.161,44
124,0,24138,Ian Poulter,-.106,.042,-.176,.028,41
125,0,34264,Hudson Swafford,-.116,.305,.015,-.436,58
126,0,29926,Danny Lee,-.123,.157,-.007,-.272,69
126,0,32640,Troy Merritt,-.123,-.213,.261,-.171,55
128,0,20098,Stuart Appleby,-.126,-.311,-.160,.345,84
129,0,34563,Chesson Hadley,-.180,-.319,.242,-.102,71
130,0,28259,Sangmoon Bae,-.202,.179,-.299,-.081,65
131,0,25562,Andres Romero,-.207,.050,-.381,.124,72
132,0,34409,David Lingmerth,-.220,.094,-.171,-.142,67
133,0,31193,Jim Renner,-.221,-.339,.367,-.248,52
133,0,20160,Charlie Wi,-.221,-.350,-.253,.383,65
135,0,27466,Spencer Levin,-.230,-.224,-.113,.107,50
136,0,31202,William McGirt,-.235,.002,-.202,-.035,84
137,0,28307,Matt Every,-.236,-.234,.029,-.031,65
138,0,23621,Rory Sabbatini,-.245,-.065,.021,-.201,65
139,0,24507,Jason Bohn,-.253,-.475,.185,.038,73
140,0,29535,Brice Garnett,-.255,-.056,-.197,-.002,78
140,0,24361,Pat Perez,-.255,-.280,.063,-.039,75
142,0,24494,Erik Compton,-.259,-.089,.066,-.235,75
143,0,28132,Tyrone Van Aswegen,-.263,-.735,.291,.181,65
144,0,21878,Mark Wilson,-.265,-.232,-.112,.079,57
145,0,23541,Ben Crane,-.290,-.297,-.009,.017,78
146,0,21731,Freddie Jacobson,-.293,-.162,-.199,.068,81
147,0,32150,Michael Thompson,-.317,-.211,-.046,-.060,60
148,0,24140,Sean O'Hair,-.327,.121,-.473,.026,67
149,0,30692,Scott Stallings,-.369,.135,-.221,-.283,63
150,0,22913,John Rollins,-.395,-.204,.002,-.193,67
151,0,20498,Briny Baird,-.419,-.249,-.183,.013,45
152,0,26956,Bronson La'Cassie,-.431,-.040,-.535,.145,36
153,0,34098,Russell Henley,-.438,.205,-.371,-.272,75
154,0,24663,Y.E. Yang,-.463,-.097,-.586,.220,61
155,0,33461,Morgan Hoffmann,-.472,-.172,-.425,.125,90
156,0,23800,Bryce Molder,-.482,-.763,.006,.275,64
157,0,35300,Andrew Loupe,-.485,.220,-.509,-.196,50
158,0,31557,Jim Herman,-.488,.302,-.238,-.551,48
159,0,27895,Jonas Blixt,-.512,-.434,-.299,.221,43
160,0,30750,Tommy Gainey,-.540,.257,-.057,-.740,60
161,0,35732,Wes Roach,-.554,-.149,-.107,-.298,50
162,0,22621,Ben Curtis,-.616,-.257,-.416,.057,64
162,0,26951,Johnson Wagner,-.616,-.209,-.254,-.152,58
164,0,10860,Justin Leonard,-.677,-.752,-.497,.571,62
164,0,32333,Kevin Tway,-.677,.048,-.623,-.102,47
166,0,07867,Woody Austin,-.696,-.318,-.169,-.210,57
167,0,19846,Brian Gay,-.733,-.508,-.501,.276,63
168,0,25240,D.A. Points,-.753,-.424,-.308,-.021,55
169,0,37273,Derek Ernst,-.798,.312,-.694,-.415,63
170,0,28092,D.H. Lee,-.820,-.332,-.591,.103,45
171,0,22371,Aaron Baddeley,-.828,-.589,-.291,.051,59
172,0,35139,Richard Lee,-.878,-.150,-.750,.021,61
173,0,10423,Mike Weir,-.882,-1.582,.257,.443,53
174,0,25720,Chad Collins,-.884,-.635,-.522,.273,61
175,0,27120,Troy Matteson,-.914,-.264,-.417,-.233,49
176,0,23409,James Driscoll,-.958,-.661,-.146,-.151,58
177,0,20593,Greg Chalmers,-.989,-.503,-.636,.151,73
