RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
69,0,01724,Jeff Maggert,.200,8.798,44
70,0,31560,Brian Stuard,.195,14.408,74
71,0,24507,Jason Bohn,.185,13.479,73
72,0,28089,Jason Day,.176,5.814,33
73,0,25444,Justin Hicks,.172,15.504,90
74,0,01810,Phil Mickelson,.166,8.307,50
75,0,24358,Robert Garrigus,.156,11.410,73
76,0,20157,Retief Goosen,.151,11.739,78
77,0,34261,Scott Langley,.150,11.814,79
78,0,26758,David Hearn,.146,11.966,82
79,0,27649,Brandt Snedeker,.143,9.426,66
80,0,06522,Ernie Els,.141,8.894,63
81,0,25834,Daniel Summerhays,.138,12.176,88
82,0,23320,Ryan Palmer,.133,8.928,67
83,0,29420,Billy Horschel,.132,9.077,69
83,0,27963,Chris Stroud,.132,9.469,72
85,0,20645,John Senden,.127,10.323,81
86,0,06567,Vijay Singh,.126,9.575,76
87,0,35539,Luke Guthrie,.113,8.553,76
88,0,29740,Brad Fritsch,.098,3.821,39
89,0,25345,Carl Pettersson,.096,8.196,85
89,0,27556,Ted Potter Jr.,.096,5.748,60
91,0,25274,Steven Bowditch,.094,7.355,78
92,0,22293,Heath Slocum,.083,5.167,62
93,0,20848,Ángel Cabrera,.078,4.766,61
94,0,29478,Kevin Kisner,.076,5.333,70
95,0,24494,Erik Compton,.066,4.932,75
96,0,33418,Shawn Stefani,.065,3.723,57
97,0,24361,Pat Perez,.063,4.735,75
98,0,01706,Davis Love III,.053,3.316,63
99,0,24357,K.J. Choi,.049,3.279,67
100,0,26289,Boo Weekley,.044,2.445,56
101,0,22046,Geoff Ogilvy,.038,2.792,73
102,0,20396,Lee Westwood,.037,1.600,43
103,0,28307,Matt Every,.029,1.909,65
104,0,23621,Rory Sabbatini,.021,1.381,65
105,0,21961,Charles Howell III,.017,1.652,95
106,0,34174,John Huh,.016,1.148,70
107,0,34264,Hudson Swafford,.015,.867,58
108,0,32448,James Hahn,.009,.658,73
109,0,23800,Bryce Molder,.006,.393,64
110,0,22913,John Rollins,.002,.103,67
111,0,29926,Danny Lee,-.007,-.514,69
112,0,23541,Ben Crane,-.009,-.720,78
113,0,23638,Brendon de Jonge,-.012,-1.080,92
114,0,22378,Trevor Immelman,-.013,-.869,67
115,0,24912,Will MacKenzie,-.041,-3.009,73
116,0,32150,Michael Thompson,-.046,-2.730,60
117,0,30750,Tommy Gainey,-.057,-3.417,60
118,0,28475,Jeff Overton,-.059,-3.885,66
119,0,25191,Gonzalo Fernandez-Castaño,-.070,-4.828,69
120,0,27330,Josh Teater,-.091,-6.841,75
121,0,33413,Ben Martin,-.097,-6.117,63
122,0,35732,Wes Roach,-.107,-5.330,50
123,0,34021,Bud Cauley,-.109,-5.035,46
124,0,21878,Mark Wilson,-.112,-6.362,57
125,0,27466,Spencer Levin,-.113,-5.665,50
126,0,23353,J.J. Henry,-.119,-9.306,78
127,0,32334,Charlie Beljan,-.128,-8.567,67
128,0,29479,Scott Brown,-.139,-11.503,83
129,0,26329,Louis Oosthuizen,-.145,-4.350,30
130,0,23409,James Driscoll,-.146,-8.458,58
131,0,32200,Roberto Castro,-.159,-9.370,59
132,0,20098,Stuart Appleby,-.160,-13.462,84
133,0,07867,Woody Austin,-.169,-9.630,57
134,0,34409,David Lingmerth,-.171,-11.472,67
135,0,30927,Brendon Todd,-.174,-15.871,91
136,0,24138,Ian Poulter,-.176,-7.202,41
137,0,20498,Briny Baird,-.183,-8.219,45
138,0,29535,Brice Garnett,-.197,-15.358,78
139,0,21731,Freddie Jacobson,-.199,-16.151,81
140,0,31202,William McGirt,-.202,-17.000,84
141,0,27936,Martin Laird,-.205,-11.271,55
142,0,24781,Hunter Mahan,-.221,-15.911,72
142,0,30692,Scott Stallings,-.221,-13.929,63
144,0,31557,Jim Herman,-.238,-11.433,48
145,0,27214,Kevin Streelman,-.242,-14.494,60
146,0,20160,Charlie Wi,-.253,-16.468,65
147,0,26951,Johnson Wagner,-.254,-14.757,58
148,0,34431,Robert Streb,-.259,-16.558,64
149,0,24925,Jonathan Byrd,-.265,-17.202,65
150,0,25349,Tim Wilkinson,-.287,-20.350,71
151,0,22371,Aaron Baddeley,-.291,-17.143,59
152,0,28259,Sangmoon Bae,-.299,-19.461,65
152,0,27895,Jonas Blixt,-.299,-12.866,43
154,0,25240,D.A. Points,-.308,-16.948,55
155,0,27141,J.B. Holmes,-.317,-24.401,77
156,0,29461,Jamie Lovemark,-.321,-15.067,47
157,0,34360,Patrick Reed,-.352,-26.070,74
158,0,34098,Russell Henley,-.371,-27.833,75
159,0,25562,Andres Romero,-.381,-27.417,72
160,0,22621,Ben Curtis,-.416,-26.622,64
161,0,27120,Troy Matteson,-.417,-20.445,49
162,0,21753,Brian Davis,-.419,-33.965,81
163,0,26300,Matt Jones,-.421,-25.287,60
164,0,33461,Morgan Hoffmann,-.425,-38.252,90
165,0,27064,Jhonattan Vegas,-.439,-28.092,64
166,0,24140,Sean O'Hair,-.473,-31.698,67
167,0,10860,Justin Leonard,-.497,-30.835,62
168,0,19846,Brian Gay,-.501,-31.552,63
169,0,35300,Andrew Loupe,-.509,-25.453,50
170,0,25720,Chad Collins,-.522,-31.830,61
171,0,26956,Bronson La'Cassie,-.535,-19.277,36
172,0,24663,Y.E. Yang,-.586,-35.737,61
173,0,28092,D.H. Lee,-.591,-26.597,45
174,0,32333,Kevin Tway,-.623,-29.282,47
175,0,20593,Greg Chalmers,-.636,-46.460,73
176,0,37273,Derek Ernst,-.694,-43.744,63
177,0,35139,Richard Lee,-.750,-45.726,61
