RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
44,0,27064,Jhonattan Vegas,7.75,1023,13200,1,3
45,0,01810,Phil Mickelson,7.31,734,10050,0,4
46,0,35891,Cameron Smith,7.30,847,11600,1,4
47,0,46501,Ollie Schniederjans,7.17,882,12300,0,5
47,0,34264,Hudson Swafford,7.17,921,12850,1,4
49,0,26499,Rafa Cabrera Bello,7.07,615,8700,0,4
50,0,35506,Mackenzie Hughes,6.86,974,14200,1,2
51,0,31420,Anirban Lahiri,6.81,667,9800,0,2
52,0,34360,Patrick Reed,6.78,896,13200,0,3
53,0,27963,Chris Stroud,6.75,627,9300,1,3
54,0,06527,Steve Stricker,6.31,410,6500,0,2
55,0,20572,Rod Pampling,6.21,630,10150,1,1
56,0,29461,Jamie Lovemark,6.10,787,12900,0,4
56,0,24140,Sean O'Hair,6.10,707,11600,0,5
58,0,25900,Lucas Glover,6.09,706,11600,0,4
59,0,26596,Ryan Moore,6.04,671,11100,0,2
60,0,33141,Keegan Bradley,5.97,794,13300,0,5
61,0,27936,Martin Laird,5.93,676,11400,0,5
62,0,47959,Bryson DeChambeau,5.91,836,14150,1,2
62,0,37455,Si Woo Kim,5.91,839,14200,1,2
64,0,27436,Graham DeLaet,5.77,640,11100,0,6
65,0,33122,Russell Knox,5.72,669,11700,0,4
66,0,32448,James Hahn,5.52,711,12900,0,4
67,0,27974,Sung Kang,5.46,798,14600,0,3
68,0,27129,Luke List,5.45,741,13600,0,3
69,0,32333,Kevin Tway,5.43,619,11400,0,3
70,0,35879,Kelly Kraft,5.42,672,12400,0,3
71,0,29974,Branden Grace,5.26,510,9700,0,2
72,0,34021,Bud Cauley,5.24,666,12700,0,5
73,0,26476,Chez Reavie,5.20,666,12800,0,3
74,0,27895,Jonas Blixt,5.03,578,11500,1,1
74,0,36699,Patrick Rodgers,5.03,639,12700,0,3
76,0,20229,Stewart Cink,4.99,583,11700,0,3
77,0,29479,Scott Brown,4.97,646,13000,0,2
78,0,23983,Luke Donald,4.87,424,8700,0,1
79,0,29926,Danny Lee,4.81,697,14500,0,4
79,0,25396,Kevin Na,4.81,584,12150,0,4
81,0,34213,Grayson Murray,4.79,638,13300,1,2
82,0,31557,Jim Herman,4.72,553,11700,0,2
83,0,24925,Jonathan Byrd,4.66,172,3700,0,1
84,0,25818,Scott Piercy,4.65,532,11450,0,4
85,0,27141,J.B. Holmes,4.64,543,11700,0,2
86,0,12510,Chad Campbell,4.59,616,13400,0,3
87,0,27214,Kevin Streelman,4.55,541,11900,0,2
88,0,31646,Emiliano Grillo,4.43,518,11700,0,2
89,0,33461,Morgan Hoffmann,4.25,565,13300,0,1
90,0,33948,Byeong Hun An,4.24,468,11050,0,3
91,0,25240,D.A. Points,4.22,435,10300,1,1
92,0,33204,Shane Lowry,4.20,361,8600,0,1
93,0,34431,Robert Streb,4.18,577,13800,0,2
93,0,27770,Camilo Villegas,4.18,464,11100,0,2
95,0,32757,Patton Kizzire,4.15,519,12500,0,3
96,0,37454,Whee Kim,4.14,505,12200,0,2
97,0,25632,Jimmy Walker,4.10,439,10700,0,1
98,0,25493,Nick Taylor,4.06,532,13100,0,4
99,0,34409,David Lingmerth,4.05,437,10800,0,1
100,0,20691,Greg Owen,3.98,314,7900,0,2
101,0,39954,Cody Gribble,3.96,514,13000,1,2
102,0,39324,J.J. Spaun,3.95,510,12900,0,3
103,0,29908,C.T. Pan,3.93,527,13400,0,3
104,0,25572,Graeme McDowell,3.85,331,8600,0
105,0,23548,Bill Lunde,3.78,121,3200,0,1
106,0,24358,Robert Garrigus,3.74,448,12000,0,3
107,0,30926,Chris Kirk,3.71,467,12600,0,3
107,0,25804,Bubba Watson,3.71,397,10700,0,3
109,0,39975,Michael Kim,3.69,483,13100,0,1
110,0,23621,Rory Sabbatini,3.68,375,10200,0,1
111,0,30944,Jason Kokrak,3.67,490,13350,0,1
111,0,31202,William McGirt,3.67,499,13600,0,3
113,0,19846,Brian Gay,3.64,426,11700,0,3
114,0,47128,Richy Werenski,3.62,423,11700,0,3
115,0,30692,Scott Stallings,3.59,438,12200,0,3
116,0,46550,Brandon Hagy,3.58,419,11700,0,1
116,0,27095,Nick Watney,3.58,386,10800,0,1
118,0,40009,Dominic Bozzelli,3.46,394,11400,0,3
119,0,22046,Geoff Ogilvy,3.36,390,11600,0,1
119,0,23320,Ryan Palmer,3.36,336,10000,0,3
121,0,35545,Blayne Barber,3.31,381,11500,0,1
122,0,22371,Aaron Baddeley,3.25,325,10000,0,2
123,0,27958,Ryan Blaum,3.24,434,13400,0,2
124,0,19824,Craig Barlow,3.22,29,900,0
124,0,31416,Derek Fathauer,3.22,408,12700,0,2
126,0,22986,Søren Kjeldsen,3.16,283,8950,0,1
126,0,29223,Sam Saunders,3.16,354,11200,0,2
128,0,10213,Dicky Pride,3.15,85,2700,0
129,0,28500,Martin Flores,3.14,383,12200,0,2
130,0,29289,S.Y. Noh,3.12,446,14300,0,3
131,0,46732,Rick Lamb,3.09,269,8700,0,1
132,0,34099,Harris English,3.05,397,13000,0,2
133,0,33413,Ben Martin,3.03,378,12500,0,2
134,0,48822,Sebastián Muñoz,3.01,241,8000,0,1
135,0,28252,Seamus Power,2.99,350,11700,0,1
136,0,23325,Vaughn Taylor,2.98,369,12400,0
137,0,34174,John Huh,2.85,382,13400,0,2
138,0,23353,J.J. Henry,2.73,365,13400,0,2
139,0,22056,Cameron Percy,2.72,291,10700,0,1
139,0,28132,Tyrone Van Aswegen,2.72,407,15000,0,1
141,0,32150,Michael Thompson,2.70,278,10300,0,1
142,0,26300,Matt Jones,2.69,248,9200,0
143,0,29222,Billy Hurley III,2.63,333,12700,0,1
144,0,37189,Harold Varner III,2.60,375,14450,0,1
145,0,23497,Tag Ridings,2.58,237,9200,0,1
146,0,26758,David Hearn,2.56,359,14000,0,2
147,0,49771,J.T. Poston,2.55,340,13300,0,1
148,0,25720,Chad Collins,2.50,305,12200,0,2
148,0,33419,Cameron Tringale,2.50,337,13500,0,3
150,0,10809,Jim Furyk,2.49,232,9300,0,1
150,0,26951,Johnson Wagner,2.49,321,12900,0,2
152,0,46440,Smylie Kaufman,2.48,316,12700,0,1
152,0,46601,Trey Mullinax,2.48,330,13300,0,1
154,0,22892,Jason Gore,2.45,56,2300,0
155,0,35532,Tom Hoge,2.43,187,7700,0,2
156,0,19803,Ryan Armour,2.41,222,9200,0,1
157,0,25834,Daniel Summerhays,2.40,348,14500,0,1
158,0,40058,Zac Blair,2.35,364,15500,0,1
158,0,20157,Retief Goosen,2.35,205,8700,0,1
160,0,23541,Ben Crane,2.25,281,12500,0,1
161,0,25349,Tim Wilkinson,2.24,233,10400,0
162,0,24846,Ricky Barnes,2.16,324,15000,0
162,0,30191,Julián Etulain,2.16,220,10200,0,1
164,0,34358,Jonathan Randolph,2.14,221,10300,0,1
165,0,35541,John Peterson,2.09,153,7300,0
166,0,20472,Alex Cejka,2.04,276,13500,0,1
167,0,29720,Andres Gonzales,2.02,226,11200,0,1
168,0,34076,Joel Dahmen,1.99,143,7200,0,1
168,0,01706,Davis Love III,1.99,124,6200,0,1
168,0,25562,Andres Romero,1.99,91,4550,0
171,0,32640,Troy Merritt,1.95,265,13600,0,1
172,0,31560,Brian Stuard,1.85,285,15400,0
173,0,25892,Steve Wheatcroft,1.80,138,7700,0,1
174,0,27747,Hiroshi Iwata,1.73,76,4400,0,1
175,0,34242,Andrew Johnston,1.68,112,6650,0,1
176,0,34563,Chesson Hadley,1.67,53,3200,0
177,0,24912,Will MacKenzie,1.63,127,7800,0
178,0,28679,Fabián Gómez,1.61,168,10400,0
179,0,28420,Ryan Brehm,1.60,188,11800,0
179,0,20160,Charlie Wi,1.60,39,2400,0
181,0,30852,Ryo Ishikawa,1.55,148,9600,0,1
181,0,29476,Kyle Reifers,1.55,241,15500,0
183,0,33418,Shawn Stefani,1.53,188,12300,0,1
184,0,06567,Vijay Singh,1.50,140,9300,0
185,0,20766,Padraig Harrington,1.49,82,5500,0
186,0,20098,Stuart Appleby,1.44,104,7200,0,1
186,0,46443,Brian Campbell,1.44,132,9200,0
188,0,01823,Larry Mize,1.42,9,600,0
189,0,27556,Ted Potter Jr.,1.41,16,1100,0
190,0,10885,Robert Allenby,1.36,19,1400,0
190,0,27466,Spencer Levin,1.36,201,14800,0,1
192,0,26289,Boo Weekley,1.33,173,13000,0,1
193,0,34466,Peter Malnati,1.30,182,14000,0
194,0,20848,Ángel Cabrera,1.29,96,7400,0,1
195,0,32200,Roberto Castro,1.26,164,13000,0
195,0,34265,Will Wilcox,1.26,81,6400,0
197,0,20634,Peter Lonard,1.22,4,300,0
198,0,28307,Matt Every,1.20,175,14500,0
199,0,24357,K.J. Choi,1.19,143,12000,0
200,0,25191,Gonzalo Fernandez-Castaño,1.15,118,10200,0
201,0,20593,Greg Chalmers,1.14,156,13700,0
202,0,20771,Steven Alker,1.13,121,10700,0
203,0,34262,Jon Curran,1.09,60,5500,0
203,0,35110,Brett Drewitt,1.09,95,8700,0
205,0,27933,John Merrick,1.07,40,3700,0
206,0,33120,Mark Anderson,1.06,98,9200,0,1
207,0,24781,Hunter Mahan,1.05,130,12400,0
208,0,10860,Justin Leonard,1.02,5,500,0
209,0,35300,Andrew Loupe,1.01,105,10400,0,1
210,0,08075,Jerry Kelly,.99,34,3400,0
210,0,29485,Brett Stegmaier,.99,131,13200,0
212,0,24663,Y.E. Yang,.97,39,4000,0
213,0,37278,Nicholas Lindheim,.96,93,9700,0
214,0,36801,Mark Hubbard,.95,124,13000,0
215,0,29740,Brad Fritsch,.90,74,8200,0
216,0,23800,Bryce Molder,.86,109,12700,0
217,0,21407,Arjun Atwal,.85,20,2400,0
218,0,20645,John Senden,.82,55,6800,0
219,0,21878,Mark Wilson,.81,54,6700,0
220,0,28093,Miguel Angel Carballo,.80,81,10200,0
221,0,20104,Ken Duke,.79,98,12400,0
222,0,01116,Michael Bradley,.77,7,900,0
223,0,21731,Freddie Jacobson,.73,32,4400,0
223,0,01948,Tim Petrovic,.73,4,600,0
225,0,28158,Steve Marino,.62,45,7300,0
226,0,25345,Carl Pettersson,.58,74,12700,0
227,0,24507,Jason Bohn,.54,73,13500,0
227,0,01320,Bob Estes,.54,41,7500,0
229,0,23638,Brendon de Jonge,.49,31,6200,0
230,0,29745,Tyler Aldridge,.48,30,6200,0
230,0,06522,Ernie Els,.48,50,10500,0
230,0,01381,Fred Funk,.48,2,500,0
233,0,32139,Danny Willett,.41,26,6200,0
234,0,27120,Troy Matteson,.34,5,1400,0
234,0,02206,David Toms,.34,4,1300,0
236,0,23788,D.J. Trahan,.33,6,1900,0
236,0,08385,Omar Uresti,.33,3,900,0
238,0,12782,Tim Herron,.32,11,3400,0
239,0,33449,Zack Sucher,.27,18,6600,0
240,0,02106,Chris Smith,.26,2,600,0
241,0,23048,Eric Axley,.19,3,1600,0
242,0,30750,Tommy Gainey,.18,6,3400,0
243,0,10505,Shane Bertsch,.17,7,4100,0
244,0,24490,George McNeill,.15,4,2900,0
245,0,30711,Colt Knost,.11,3,2500,0
246,0,06515,Shaun Micheel,.10,1,1200,0
246,0,22913,John Rollins,.10,2,2400,0
246,0,46507,Bobby Wyatt,.10,10,9200,0
249,0,32334,Charlie Beljan,.09,4,4000,0
250,0,30927,Brendon Todd,.08,3,3900,0
251,0,25274,Steven Bowditch,.07,9,12900,0
252,0,39977,Max Homa,.04,3,7700,0
