RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
110,0,12662,Thomas Levet,82.35,588,714
111,0,20121,Todd Fischer,82.34,1133,1376
111,0,27770,Camilo Villegas,82.34,1068,1297
113,0,21731,Freddie Jacobson,82.25,644,783
113,0,12602,Dean Wilson,82.25,1270,1544
115,0,20099,Doug Barron,82.22,837,1018
115,0,23623,Bo Van Pelt,82.22,1170,1423
117,0,21961,Charles Howell III,82.20,1067,1298
118,0,20634,Peter Lonard,82.05,873,1064
119,0,19881,Robert Damron,82.02,1040,1268
120,0,12680,Shigeki Maruyama,82.01,1053,1284
121,0,24140,Sean O'Hair,82.00,1125,1372
122,0,01810,Phil Mickelson,81.95,790,964
123,0,26596,Ryan Moore,81.94,744,908
124,0,21209,Sergio Garcia,81.91,634,774
124,0,06573,Brandt Jobe,81.91,1005,1227
126,0,06004,Stephen Ames,81.89,710,867
127,0,23353,J.J. Henry,81.87,1061,1296
127,0,10565,Ian Leggatt,81.87,867,1059
129,0,08835,Kris Cox,81.83,923,1128
130,0,25240,D.A. Points,81.81,913,1116
131,0,12716,Charley Hoffman,81.78,1118,1367
132,0,21407,Arjun Atwal,81.77,1081,1322
133,0,23788,D.J. Trahan,81.74,1025,1254
134,0,28475,Jeff Overton,81.68,1061,1299
135,0,21805,Harrison Frazar,81.65,1037,1270
136,0,12760,Danny Ellis,81.63,729,893
137,0,11123,Chris Couch,81.59,851,1043
138,0,23621,Rory Sabbatini,81.49,942,1156
138,0,23325,Vaughn Taylor,81.49,1004,1232
140,0,07749,Brett Quigley,81.41,1191,1463
141,0,01226,Fred Couples,81.40,569,699
141,0,22046,Geoff Ogilvy,81.40,801,984
143,0,23320,Ryan Palmer,81.38,1123,1380
144,0,01042,Paul Azinger,81.37,987,1213
144,0,24502,Adam Scott,81.37,773,950
146,0,12510,Chad Campbell,81.29,986,1213
147,0,01599,Steve Jones,81.21,929,1144
148,0,01948,Tim Petrovic,81.10,1030,1270
149,0,12755,Vance Veazey,81.09,669,825
150,0,01677,Tom Lehman,81.08,677,835
151,0,20850,Daniel Chopra,81.03,1209,1492
152,0,07223,Brian Bateman,80.99,733,905
153,0,21660,Jason Schultz,80.96,846,1045
154,0,22892,Jason Gore,80.95,952,1176
155,0,24924,Bill Haas,80.91,1081,1336
156,0,23307,Roger Tambellini,80.71,686,850
157,0,02223,Bob Tway,80.62,878,1089
158,0,23673,Michael Connell,80.57,539,669
159,0,25804,Bubba Watson,80.44,884,1099
160,0,01887,Mark O'Meara,80.40,558,694
161,0,21350,Ryuji Imada,80.37,1142,1421
161,0,01761,Len Mattiace,80.37,659,820
163,0,06575,Dudley Hart,80.36,929,1156
164,0,24358,Robert Garrigus,80.22,929,1158
165,0,25345,Carl Pettersson,80.20,1045,1303
166,0,07867,Woody Austin,80.19,1194,1489
167,0,07013,Wes Short Jr.,80.18,1056,1317
168,0,12823,Carlos Franco,80.07,960,1199
169,0,23541,Ben Crane,80.05,895,1118
170,0,20572,Rod Pampling,79.93,936,1171
171,0,01553,John Huston,79.92,800,1001
172,0,06373,José María Olazábal,79.90,648,811
173,0,20608,David Howell,79.84,503,630
174,0,19824,Craig Barlow,79.51,811,1020
175,0,06197,Michael Allen,79.47,933,1174
176,0,27141,J.B. Holmes,79.39,855,1077
177,0,20098,Stuart Appleby,79.30,866,1092
178,0,22371,Aaron Baddeley,79.00,839,1062
179,0,20229,Stewart Cink,78.84,965,1224
180,0,12782,Tim Herron,78.74,889,1129
180,0,23616,Ryan Hietala,78.74,648,823
182,0,20157,Retief Goosen,78.64,659,838
183,0,25936,Alex Aragon,78.61,669,851
184,0,01577,Lee Janzen,78.10,856,1096
185,0,25842,Jon Mills,77.87,718,922
186,0,23497,Tag Ridings,77.70,1080,1390
187,0,06522,Ernie Els,77.69,693,892
188,0,23409,James Driscoll,77.42,864,1116
189,0,01329,Brad Faxon,77.36,844,1091
190,0,25935,John Engler Jr.,77.33,723,935
191,0,25632,Jimmy Walker,76.86,621,808
192,0,20548,Hidemichi Tanaka,76.74,782,1019
193,0,01473,Todd Hamilton,76.42,768,1005
194,0,01249,John Daly,76.09,522,686
195,0,20593,Greg Chalmers,75.61,707,935
196,0,09011,David Duval,74.51,719,965
