RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,06621,Joe Durant,90.32,1269,1405
2,0,08385,Omar Uresti,89.16,732,821
3,0,01313,Steve Elkington,88.72,629,709
4,0,20498,Briny Baird,88.35,948,1073
5,0,10809,Jim Furyk,88.26,1090,1235
6,0,20691,Greg Owen,88.18,947,1074
7,0,22293,Heath Slocum,87.99,1143,1299
8,0,01139,Olin Browne,87.98,1281,1456
9,0,01142,Bart Bryant,87.96,1059,1204
10,0,01381,Fred Funk,87.70,1284,1464
10,0,02239,Scott Verplank,87.70,1048,1195
12,0,06643,Paul Goydos,87.00,870,1000
13,0,20105,Jeff Gove,86.95,1053,1211
14,0,01766,Billy Mayfair,86.60,1137,1313
15,0,02214,Kirk Triplett,86.57,677,782
16,0,01619,Skip Kendall,86.44,867,1003
17,0,01823,Larry Mize,86.32,612,709
18,0,21470,Daisuke Maruyama,86.29,950,1101
19,0,11032,Frank Lickliter II,86.20,1162,1348
20,0,21646,David Branshaw,86.13,1174,1363
21,0,24925,Jonathan Byrd,86.01,787,915
21,0,01945,Kenny Perry,86.01,867,1008
23,0,21753,Brian Davis,85.99,1080,1256
23,0,24138,Ian Poulter,85.99,626,728
25,0,20645,John Senden,85.98,1116,1298
26,0,10885,Robert Allenby,85.97,925,1076
27,0,20472,Alex Cejka,85.88,1089,1268
28,0,08075,Jerry Kelly,85.85,1195,1392
29,0,24781,Hunter Mahan,85.62,1167,1363
30,0,01219,John Cook,85.59,796,930
31,0,02246,Duffy Waldorf,85.37,1091,1278
32,0,08793,Tiger Woods,85.30,621,728
33,0,20094,Jonathan Kaye,85.29,1096,1285
34,0,23349,Charles Warren,85.16,1067,1253
35,0,02110,Jerry Smith,85.02,1090,1282
36,0,19913,Ron Whittaker,85.01,936,1101
37,0,08123,Jeff Brehaut,84.96,1135,1336
38,0,01388,Robert Gamez,84.91,1114,1312
38,0,20812,Tjaart van der Walt,84.91,675,795
40,0,23048,Eric Axley,84.75,1050,1239
41,0,20631,David McKenzie,84.74,944,1114
42,0,20127,Chris Riley,84.66,966,1141
43,0,24507,Jason Bohn,84.63,1228,1451
44,0,06012,Greg Kraft,84.62,886,1047
45,0,20378,Mathias Grönberg,84.47,1050,1243
45,0,06527,Steve Stricker,84.47,729,863
47,0,02106,Chris Smith,84.46,788,933
48,0,24980,Scott Gutschewski,84.39,600,711
49,0,24357,K.J. Choi,84.27,1082,1284
50,0,07457,Steve Flesch,84.23,1351,1604
50,0,02206,David Toms,84.23,817,970
52,0,21878,Mark Wilson,84.14,891,1059
53,0,06595,Kevin Sutherland,84.13,1124,1336
54,0,12645,Brent Geiberger,84.11,1138,1353
55,0,25900,Lucas Glover,84.08,1188,1413
56,0,01132,Mark Brooks,84.03,1042,1240
57,0,22913,John Rollins,84.00,1066,1269
57,0,08375,Paul Stankowski,84.00,819,975
59,0,10505,Shane Bertsch,83.99,1191,1418
60,0,01724,Jeff Maggert,83.98,949,1130
61,0,28780,Nicholas Thompson,83.95,1088,1296
62,0,10733,Kent Jones,83.90,1178,1404
62,0,02101,Joey Sindelar,83.90,1053,1255
64,0,22621,Ben Curtis,83.85,1007,1201
64,0,22405,Justin Rose,83.85,1111,1325
64,0,23322,Brett Wetterich,83.85,955,1139
67,0,26420,Richard Johnson,83.84,1095,1306
68,0,01024,Billy Andrade,83.75,861,1028
69,0,20574,Mathew Goggin,83.74,819,978
70,0,20766,Padraig Harrington,83.71,586,700
70,0,20628,Arron Oberholser,83.71,925,1105
72,0,01320,Bob Estes,83.57,987,1181
73,0,01707,Steve Lowery,83.56,1128,1350
74,0,23135,Tim Clark,83.55,919,1100
74,0,24024,Zach Johnson,83.55,1026,1228
74,0,20382,Stephen Leaney,83.55,975,1167
77,0,26360,Bubba Dickerson,83.50,1118,1339
78,0,01035,Tommy Armour III,83.48,753,902
79,0,11011,Mike Sposa,83.46,757,907
80,0,10860,Justin Leonard,83.44,922,1105
81,0,23614,Rich Beem,83.43,967,1159
81,0,22548,Patrick Sheehan,83.43,1163,1394
83,0,24361,Pat Perez,83.38,582,698
84,0,06034,Marco Dawson,83.26,1010,1213
85,0,21949,Joe Ogilvie,83.25,1059,1272
86,0,23718,Nathan Green,83.24,1207,1450
87,0,27095,Nick Watney,83.23,1102,1324
88,0,01161,Mark Calcavecchia,83.19,1079,1297
89,0,08537,J.P. Hayes,83.18,638,767
90,0,02104,Jeff Sluman,83.12,1167,1404
91,0,19846,Brian Gay,83.08,1237,1489
92,0,01928,Corey Pavin,83.06,809,974
93,0,22378,Trevor Immelman,83.00,996,1200
93,0,21959,Ted Purdy,83.00,1172,1412
95,0,06251,Chris DiMarco,82.95,905,1091
96,0,06350,Bob May,82.93,714,861
97,0,01941,Tom Pernice Jr.,82.92,1199,1446
97,0,06567,Vijay Singh,82.92,1160,1399
99,0,01685,J.L. Lewis,82.91,660,796
100,0,23983,Luke Donald,82.86,730,881
101,0,22946,Henrik Bjornstad,82.82,1099,1327
102,0,27943,Matt Hansen,82.81,761,919
103,0,10423,Mike Weir,82.77,980,1184
104,0,01666,Bernhard Langer,82.65,829,1003
105,0,06515,Shaun Micheel,82.60,1068,1293
106,0,01706,Davis Love III,82.58,877,1062
107,0,12660,Jesper Parnevik,82.56,966,1170
108,0,24912,Will MacKenzie,82.52,1010,1224
109,0,27120,Troy Matteson,82.39,1160,1408
