RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,01381,Fred Funk,78.55,996,1268,-0.13
2,0,06621,Joe Durant,78.43,1102,1405,-0.13
3,0,02239,Scott Verplank,75.46,775,1027,-0.16
4,0,10809,Jim Furyk,75.07,759,1011,-0.23
5,0,22293,Heath Slocum,74.82,930,1243,-0.13
6,0,01823,Larry Mize,74.58,487,653,-0.09
7,0,08385,Omar Uresti,74.42,611,821,-0.11
8,0,01313,Steve Elkington,74.01,504,681,-0.12
9,0,01139,Olin Browne,73.86,972,1316,-0.13
10,0,01142,Bart Bryant,73.55,762,1036,-0.13
11,0,06643,Paul Goydos,73.40,734,1000,-0.11
12,0,01619,Skip Kendall,73.39,695,947,-0.14
13,0,02214,Kirk Triplett,73.21,552,754,-0.08
14,0,24138,Ian Poulter,72.62,427,588,-0.18
15,0,21470,Daisuke Maruyama,71.93,792,1101,-0.16
16,0,01724,Jeff Maggert,71.89,752,1046,-0.11
17,0,20498,Briny Baird,71.85,771,1073,-0.14
18,0,20127,Chris Riley,70.97,770,1085,-0.14
19,0,01219,John Cook,70.94,620,874,-0.15
20,0,01766,Billy Mayfair,70.59,828,1173,-0.12
21,0,06012,Greg Kraft,70.56,719,1019,-0.10
22,0,21753,Brian Davis,70.22,882,1256,-0.12
22,0,24024,Zach Johnson,70.22,764,1088,-0.19
24,0,08075,Jerry Kelly,70.16,898,1280,-0.18
25,0,01132,Mark Brooks,70.10,830,1184,-0.09
26,0,20812,Tjaart van der Walt,70.06,557,795,-0.12
27,0,10885,Robert Allenby,69.95,596,852,-0.18
28,0,01388,Robert Gamez,69.94,898,1284,-0.12
29,0,02206,David Toms,69.84,609,872,-0.16
30,0,02110,Jerry Smith,69.73,894,1282,-0.15
31,0,01945,Kenny Perry,69.59,604,868,-0.13
32,0,19846,Brian Gay,68.95,1026,1488,-0.18
33,0,01928,Corey Pavin,68.76,612,890,-0.10
34,0,24781,Hunter Mahan,68.71,898,1307,-0.16
35,0,21646,David Branshaw,68.67,936,1363,-0.19
36,0,02246,Duffy Waldorf,68.64,858,1250,-0.12
37,0,19913,Ron Whittaker,68.57,755,1101,-0.12
38,0,10733,Kent Jones,68.40,922,1348,-0.18
39,0,26420,Richard Johnson,68.31,873,1278,-0.16
40,0,10860,Justin Leonard,68.18,677,993,-0.13
41,0,06527,Steve Stricker,67.91,510,751,-0.23
42,0,10505,Shane Bertsch,67.70,960,1418,-0.15
43,0,20099,Doug Barron,67.68,689,1018,-0.12
44,0,26596,Ryan Moore,67.61,576,852,-0.16
45,0,20631,David McKenzie,67.59,753,1114,-0.18
45,0,28780,Nicholas Thompson,67.59,857,1268,-0.10
47,0,23983,Luke Donald,67.58,444,657,-0.24
48,0,08537,J.P. Hayes,67.41,517,767,-0.18
49,0,01035,Tommy Armour III,67.38,570,846,-0.07
50,0,12645,Brent Geiberger,67.33,911,1353,-0.16
51,0,24507,Jason Bohn,67.23,919,1367,-0.16
51,0,21878,Mark Wilson,67.23,712,1059,-0.18
53,0,11032,Frank Lickliter II,66.91,902,1348,-0.20
54,0,22621,Ben Curtis,66.77,671,1005,-0.14
55,0,23135,Tim Clark,66.70,603,904,-0.16
56,0,20691,Greg Owen,66.57,659,990,-0.18
57,0,01599,Steve Jones,66.45,723,1088,-0.12
58,0,02101,Joey Sindelar,66.44,778,1171,-0.14
59,0,20472,Alex Cejka,66.40,842,1268,-0.17
60,0,20766,Padraig Harrington,66.35,353,532,-0.21
61,0,08123,Jeff Brehaut,66.32,886,1336,-0.14
62,0,02106,Chris Smith,66.13,617,933,-0.14
63,0,07457,Steve Flesch,66.09,1023,1548,-0.17
64,0,23541,Ben Crane,66.00,627,950,-0.17
64,0,21959,Ted Purdy,66.00,821,1244,-0.17
66,0,20105,Jeff Gove,65.98,799,1211,-0.15
67,0,24357,K.J. Choi,65.91,754,1144,-0.18
68,0,01941,Tom Pernice Jr.,65.82,878,1334,-0.14
69,0,20382,Stephen Leaney,65.81,768,1167,-0.17
70,0,11011,Mike Sposa,65.71,596,907,-0.11
71,0,20094,Jonathan Kaye,65.53,842,1285,-0.14
72,0,22548,Patrick Sheehan,65.35,911,1394,-0.13
73,0,20634,Peter Lonard,65.23,621,952,-0.08
74,0,23788,D.J. Trahan,65.17,799,1226,-0.16
75,0,01161,Mark Calcavecchia,65.16,763,1171,-0.11
76,0,24980,Scott Gutschewski,65.12,463,711,-0.20
77,0,02104,Jeff Sluman,65.11,823,1264,-0.17
78,0,01320,Bob Estes,65.07,732,1125,-0.18
79,0,20121,Todd Fischer,64.97,894,1376,-0.14
80,0,20645,John Senden,64.91,788,1214,-0.20
80,0,23349,Charles Warren,64.91,777,1197,-0.18
82,0,22913,John Rollins,64.80,786,1213,-0.22
83,0,06251,Chris DiMarco,64.79,598,923,-0.16
