RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,23638,Brendon de Jonge,4,1216,1
1,0,01577,Lee Janzen,4,830,3
1,0,24502,Adam Scott,4,728,1
4,0,29910,Blake Adams,3,916,3
4,0,22371,Aaron Baddeley,3,1011,3
4,0,23135,Tim Clark,3,920,3
4,0,01766,Billy Mayfair,3,841,1
4,0,28237,Rory McIlroy,3,574,1
4,0,01797,Rocco Mediate,3,762,3
4,0,01810,Phil Mickelson,3,818,2
4,0,28475,Jeff Overton,3,979,2
4,0,30946,Alex Prugh,3,946,0
4,0,22913,John Rollins,3,883,2
4,0,29221,Webb Simpson,3,1062,3
15,0,10885,Robert Allenby,2,818,2
15,0,20472,Alex Cejka,2,860,2
15,0,20229,Stewart Cink,2,882,1
15,0,06251,Chris DiMarco,2,943,1
15,0,07457,Steve Flesch,2,822,1
15,0,32102,Rickie Fowler,2,1062,2
15,0,08725,Tom Gillis,2,1038,2
15,0,06643,Paul Goydos,2,838,2
15,0,27141,J.B. Holmes,2,1094,1
15,0,21350,Ryuji Imada,2,976,2
15,0,30925,Dustin Johnson,2,894,0
15,0,26420,Richard Johnson,2,993,2
15,0,12705,Cliff Kresge,2,542,1
15,0,23108,Matt Kuchar,2,1038,1
15,0,27936,Martin Laird,2,990,1
15,0,01706,Davis Love III,2,866,1
15,0,01707,Steve Lowery,2,717,2
15,0,24912,Will MacKenzie,2,781,1
15,0,10585,Scott McCarron,2,962,2
15,0,24490,George McNeill,2,858,2
15,0,23800,Bryce Molder,2,900,1
15,0,01941,Tom Pernice Jr.,2,814,0
15,0,01945,Kenny Perry,2,740,2
15,0,25345,Carl Pettersson,2,1062,1
15,0,25818,Scott Piercy,2,947,1
15,0,27649,Brandt Snedeker,2,958,2
15,0,27330,Josh Teater,2,1080,1
15,0,10423,Mike Weir,2,612,1
43,0,20498,Briny Baird,1,952,1
43,0,28087,Kris Blanks,1,968,0
43,0,24227,Justin Bolli,1,588,1
43,0,01116,Michael Bradley,1,832,1
43,0,20848,Ángel Cabrera,1,694,0
43,0,01161,Mark Calcavecchia,1,544,1
43,0,12510,Chad Campbell,1,1008,1
43,0,25364,Paul Casey,1,652,0
43,0,24357,K.J. Choi,1,884,1
43,0,25720,Chad Collins,1,947,1
43,0,23541,Ben Crane,1,897,1
43,0,21753,Brian Davis,1,1078,1
43,0,28089,Jason Day,1,904,1
43,0,27436,Graham DeLaet,1,956,1
43,0,23983,Luke Donald,1,736,0
43,0,23409,James Driscoll,1,845,0
43,0,25686,Jason Dufner,1,932,1
43,0,06621,Joe Durant,1,732,1
43,0,09011,David Duval,1,751,0
43,0,06522,Ernie Els,1,760,1
43,0,28307,Matt Every,1,640,0
43,0,24358,Robert Garrigus,1,776,1
43,0,19846,Brian Gay,1,1067,1
43,0,20157,Retief Goosen,1,782,0
43,0,12782,Tim Herron,1,856,1
43,0,21961,Charles Howell III,1,1102,0
43,0,26300,Matt Jones,1,954,0
43,0,08075,Jerry Kelly,1,1072,1
43,0,01619,Skip Kendall,1,626,0
43,0,10860,Justin Leonard,1,976,1
43,0,26695,Michael Letzig,1,912,1
43,0,23548,Bill Lunde,1,829,1
43,0,26881,Jarrod Lyle,1,588,1
43,0,01724,Jeff Maggert,1,823,1
43,0,24781,Hunter Mahan,1,912,1
43,0,28158,Steve Marino,1,874,1
43,0,27120,Troy Matteson,1,912,1
43,0,32640,Troy Merritt,1,926,1
43,0,24140,Sean O'Hair,1,890,0
43,0,20691,Greg Owen,1,734,0
43,0,20572,Rod Pampling,1,818,1
43,0,01948,Tim Petrovic,1,1134,0
43,0,25240,D.A. Points,1,970,1
43,0,20127,Chris Riley,1,804,1
43,0,25562,Andres Romero,1,787,0
43,0,20686,Jeev Milkha Singh,1,614,0
43,0,06567,Vijay Singh,1,824,0
43,0,31560,Brian Stuard,1,878,0
43,0,06595,Kevin Sutherland,1,912,1
43,0,23325,Vaughn Taylor,1,928,1
43,0,28780,Nicholas Thompson,1,938,0
43,0,23788,D.J. Trahan,1,987,1
43,0,33419,Cameron Tringale,1,588,1
43,0,12755,Vance Veazey,1,622,1
43,0,02239,Scott Verplank,1,807,1
43,0,27770,Camilo Villegas,1,792,0
43,0,23349,Charles Warren,1,694,0
43,0,27095,Nick Watney,1,954,1
43,0,25804,Bubba Watson,1,830,0
43,0,26289,Boo Weekley,1,962,0
43,0,20160,Charlie Wi,1,1031,1
43,0,10425,Jay Williamson,1,824,1
43,0,20436,Garrett Willis,1,878,1
43,0,26392,Chris Wilson,1,692,1
43,0,24663,Y.E. Yang,1,778,1
