RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,23320,Ryan Palmer,19.93,179,898
2,0,23541,Ben Crane,19.73,177,897
3,0,11123,Chris Couch,19.60,138,704
4,0,06621,Joe Durant,19.40,142,732
4,0,25345,Carl Pettersson,19.40,206,1062
6,0,22046,Geoff Ogilvy,19.29,125,648
7,0,28307,Matt Every,19.06,122,640
8,0,22913,John Rollins,19.03,168,883
9,0,23108,Matt Kuchar,18.98,197,1038
10,0,28237,Rory McIlroy,18.82,108,574
11,0,22371,Aaron Baddeley,18.79,190,1011
12,0,27095,Nick Watney,18.76,179,954
13,0,25804,Bubba Watson,18.67,155,830
14,0,28475,Jeff Overton,18.59,182,979
15,0,24358,Robert Garrigus,18.56,144,776
16,0,06522,Ernie Els,18.55,141,760
17,0,12716,Charley Hoffman,18.49,169,914
17,0,25632,Jimmy Walker,18.49,162,876
19,0,27141,J.B. Holmes,18.46,202,1094
20,0,20160,Charlie Wi,18.33,189,1031
21,0,24490,George McNeill,18.30,157,858
22,0,06643,Paul Goydos,18.26,153,838
23,0,24663,Y.E. Yang,18.25,142,778
24,0,30925,Dustin Johnson,18.23,163,894
25,0,23800,Bryce Molder,18.22,164,900
25,0,20436,Garrett Willis,18.22,160,878
27,0,27649,Brandt Snedeker,18.16,174,958
28,0,24846,Ricky Barnes,18.13,202,1114
28,0,24502,Adam Scott,18.13,132,728
30,0,27214,Kevin Streelman,18.08,175,968
31,0,25818,Scott Piercy,18.06,171,947
32,0,28780,Nicholas Thompson,18.02,169,938
33,0,22405,Justin Rose,17.99,154,856
33,0,27963,Chris Stroud,17.99,174,967
35,0,23673,Michael Connell,17.98,174,968
35,0,23623,Bo Van Pelt,17.98,205,1140
37,0,25190,Jeff Quinney,17.96,176,980
38,0,23638,Brendon de Jonge,17.93,218,1216
38,0,23621,Rory Sabbatini,17.93,149,831
38,0,23788,D.J. Trahan,17.93,177,987
41,0,27436,Graham DeLaet,17.89,171,956
42,0,10860,Justin Leonard,17.73,173,976
42,0,24361,Pat Perez,17.73,172,970
44,0,08375,Paul Stankowski,17.70,120,678
45,0,24024,Zach Johnson,17.65,177,1003
46,0,25364,Paul Casey,17.64,115,652
46,0,25396,Kevin Na,17.64,179,1015
48,0,10809,Jim Furyk,17.63,141,800
48,0,08725,Tom Gillis,17.63,183,1038
50,0,26882,Michael Sim,17.59,121,688
51,0,21731,Freddie Jacobson,17.57,159,905
52,0,25562,Andres Romero,17.53,138,787
53,0,28158,Steve Marino,17.51,153,874
54,0,06004,Stephen Ames,17.46,140,802
55,0,23349,Charles Warren,17.44,121,694
56,0,02206,David Toms,17.43,160,918
57,0,32102,Rickie Fowler,17.42,185,1062
57,0,08537,J.P. Hayes,17.42,146,838
59,0,25900,Lucas Glover,17.41,141,810
60,0,10885,Robert Allenby,17.36,142,818
60,0,01810,Phil Mickelson,17.36,142,818
62,0,20157,Retief Goosen,17.26,135,782
63,0,10425,Jay Williamson,17.23,142,824
63,0,12602,Dean Wilson,17.23,102,592
65,0,27770,Camilo Villegas,17.17,136,792
66,0,20848,Ángel Cabrera,17.15,119,694
67,0,29910,Blake Adams,17.14,157,916
68,0,20229,Stewart Cink,17.12,151,882
68,0,23983,Luke Donald,17.12,126,736
70,0,32640,Troy Merritt,17.06,158,926
71,0,24507,Jason Bohn,17.04,153,898
72,0,23325,Vaughn Taylor,17.03,158,928
73,0,26679,Kevin Stadler,16.96,155,914
74,0,29221,Webb Simpson,16.95,180,1062
75,0,01249,John Daly,16.93,118,697
76,0,24925,Jonathan Byrd,16.88,156,924
77,0,22293,Heath Slocum,16.86,177,1050
78,0,22946,Henrik Bjornstad,16.80,129,768
79,0,06527,Steve Stricker,16.79,133,792
80,0,24912,Will MacKenzie,16.77,131,781
81,0,06567,Vijay Singh,16.75,138,824
82,0,27466,Spencer Levin,16.72,199,1190
83,0,26300,Matt Jones,16.67,159,954
83,0,06515,Shaun Micheel,16.67,127,762
83,0,20127,Chris Riley,16.67,134,804
83,0,25892,Steve Wheatcroft,16.67,132,792
87,0,23135,Tim Clark,16.63,153,920
88,0,22056,Cameron Percy,16.60,130,783
89,0,20593,Greg Chalmers,16.57,165,996
90,0,12510,Chad Campbell,16.47,166,1008
91,0,26695,Michael Letzig,16.45,150,912
91,0,06595,Kevin Sutherland,16.45,150,912
91,0,26951,Johnson Wagner,16.45,150,912
94,0,12705,Cliff Kresge,16.42,89,542
95,0,24357,K.J. Choi,16.40,145,884
95,0,19846,Brian Gay,16.40,175,1067
97,0,01161,Mark Calcavecchia,16.36,89,544
98,0,01941,Tom Pernice Jr.,16.34,133,814
98,0,20645,John Senden,16.34,182,1114
100,0,24924,Bill Haas,16.31,152,932
101,0,23322,Brett Wetterich,16.27,96,590
102,0,25720,Chad Collins,16.26,154,947
103,0,01320,Bob Estes,16.20,138,852
104,0,01724,Jeff Maggert,16.16,133,823
105,0,28089,Jason Day,16.15,146,904
106,0,12652,Cameron Beckman,16.11,120,745
106,0,02239,Scott Verplank,16.11,130,807
108,0,07867,Woody Austin,16.03,160,998
109,0,26420,Richard Johnson,16.01,159,993
109,0,26289,Boo Weekley,16.01,154,962
111,0,26881,Jarrod Lyle,15.99,94,588
112,0,25240,D.A. Points,15.98,155,970
113,0,21961,Charles Howell III,15.97,176,1102
113,0,01619,Skip Kendall,15.97,100,626
115,0,20378,Mathias Grönberg,15.96,106,664
115,0,30946,Alex Prugh,15.96,151,946
117,0,08075,Jerry Kelly,15.95,171,1072
118,0,01766,Billy Mayfair,15.93,134,841
118,0,27330,Josh Teater,15.93,172,1080
120,0,24781,Hunter Mahan,15.90,145,912
121,0,28620,Aron Price,15.88,121,762
122,0,12714,Chris Tidland,15.86,131,826
123,0,01945,Kenny Perry,15.81,117,740
124,0,20691,Greg Owen,15.80,116,734
125,0,21350,Ryuji Imada,15.78,154,976
