RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,24140,Sean O'Hair,7.77%,15,193
2,0,46046,Scottie Scheffler,8.85%,33,373
3,0,46970,Jon Rahm,9.43%,30,318
4,0,23108,Matt Kuchar,9.58%,32,334
5,0,29221,Webb Simpson,10.10%,20,198
6,0,25493,Nick Taylor,10.11%,36,356
7,0,36799,Stephan Jaeger,10.17%,49,482
8,0,32791,K.H. Lee,10.31%,40,388
9,0,27963,Chris Stroud,10.36%,20,193
10,0,29535,Brice Garnett,10.49%,32,305
11,0,39324,J.J. Spaun,10.55%,40,379
12,0,35310,Lanto Griffin,10.58%,20,189
13,0,34563,Chesson Hadley,11.14%,41,368
14,0,26596,Ryan Moore,11.18%,34,304
15,0,46717,Viktor Hovland,11.20%,42,375
16,0,45242,Kevin Yu,11.30%,33,292
17,0,40115,Adam Svensson,11.49%,54,470
18,0,40098,Matt Fitzpatrick,11.57%,31,268
19,0,27644,Brian Harman,11.59%,40,345
20,0,47993,Denny McCarthy,11.61%,44,379
21,0,48081,Xander Schauffele,11.68%,39,334
22,0,37455,Si Woo Kim,11.73%,42,358
23,0,45522,Christiaan Bezuidenhout,11.80%,36,305
24,0,52955,Ludvig Åberg,11.81%,28,237
25,0,58696,Peter Kuest,11.82%,24,203
26,0,47079,Harrison Endycott,11.86%,37,312
27,0,33399,Adam Hadwin,11.89%,39,328
28,0,34046,Jordan Spieth,11.99%,32,267
29,0,30692,Scott Stallings,12.06%,34,282
30,0,46442,Maverick McNealy,12.26%,26,212
31,0,46340,Alex Smalley,12.32%,51,414
32,0,33653,Thomas Detry,12.34%,47,381
33,0,22056,Cameron Percy,12.39%,27,218
34,0,47591,Eric Cole,12.59%,68,540
35,0,36699,Patrick Rodgers,12.64%,46,364
36,0,52375,Doug Ghim,12.75%,44,345
37,0,25632,Jimmy Walker,12.76%,37,290
38,0,40250,Taylor Pendrith,12.82%,45,351
39,0,28089,Jason Day,13.03%,40,307
40,0,25900,Lucas Glover,13.09%,50,382
41,0,35879,Kelly Kraft,13.25%,42,317
41,0,33413,Ben Martin,13.25%,53,400
41,0,27214,Kevin Streelman,13.25%,42,317
44,0,54421,Garrick Higgo,13.27%,52,392
45,0,36801,Mark Hubbard,13.29%,57,429
46,0,35450,Patrick Cantlay,13.33%,42,315
46,0,45157,Cam Davis,13.33%,48,360
46,0,39335,Kevin Roy,13.33%,38,285
46,0,34431,Robert Streb,13.33%,36,270
50,0,54591,Ben Griffin,13.35%,63,472
50,0,32839,Hideki Matsuyama,13.35%,43,322
52,0,55182,Tom Kim,13.42%,49,365
53,0,30163,Henrik Norlander,13.44%,41,305
54,0,49771,J.T. Poston,13.46%,51,379
55,0,36724,Augusto Núñez,13.49%,39,289
56,0,30926,Chris Kirk,13.53%,46,340
57,0,50525,Collin Morikawa,13.55%,45,332
58,0,40162,Justin Lower,13.60%,57,419
59,0,48119,Ben Taylor,13.61%,49,360
60,0,33597,Harry Higgs,13.64%,42,308
61,0,51349,Nico Echavarria,13.73%,35,255
62,0,32102,Rickie Fowler,13.77%,53,385
63,0,28252,Seamus Power,13.83%,43,311
64,0,51950,Max McGreevy,13.85%,41,296
65,0,24502,Adam Scott,13.88%,39,281
66,0,28775,Nate Lashley,13.90%,57,410
66,0,29908,C.T. Pan,13.90%,26,187
68,0,40058,Zac Blair,14.03%,39,278
68,0,39975,Michael Kim,14.03%,47,335
68,0,33122,Russell Knox,14.03%,55,392
71,0,35532,Tom Hoge,14.04%,58,413
72,0,24925,Jonathan Byrd,14.07%,28,199
73,0,57366,Cameron Young,14.12%,50,354
74,0,55893,Sam Stevens,14.21%,53,373
75,0,39977,Max Homa,14.29%,52,364
76,0,51890,Greyson Sigg,14.32%,55,384
77,0,12716,Charley Hoffman,14.39%,41,285
78,0,46441,Robby Shelton,14.40%,54,375
79,0,27349,Alex Noren,14.42%,47,326
80,0,56762,Will Gordon,14.51%,64,441
81,0,36871,Matt NeSmith,14.57%,51,350
82,0,31202,William McGirt,14.61%,26,178
83,0,46435,Austin Cook,14.63%,43,294
84,0,32816,Satoshi Kodaira,14.64%,35,239
85,0,47128,Richy Werenski,14.65%,52,355
86,0,27129,Luke List,14.67%,55,375
87,0,33204,Shane Lowry,14.69%,31,211
88,0,35461,Beau Hossler,14.70%,61,415
89,0,30927,Brendon Todd,14.71%,59,401
90,0,34256,Andrew Putnam,14.72%,58,394
90,0,48867,Matti Schmid,14.72%,44,299
92,0,30911,Tommy Fleetwood,14.73%,43,292
92,0,34098,Russell Henley,14.73%,47,319
94,0,22405,Justin Rose,14.77%,39,264
95,0,34363,Tyrrell Hatton,14.79%,46,311
96,0,39546,Keith Mitchell,14.80%,53,358
97,0,54628,Lee Hodges,14.81%,52,351
98,0,52372,Cameron Champ,14.84%,42,283
99,0,34610,Matthias Schwab,14.85%,49,330
100,0,33410,Andrew Landry,14.90%,38,255
101,0,39954,Cody Gribble,14.96%,38,254
102,0,28237,Rory McIlroy,14.98%,40,267
103,0,32139,Danny Willett,15.09%,32,212
104,0,29725,Tony Finau,15.13%,51,337
105,0,39058,Lucas Herbert,15.15%,35,231
106,0,29289,S.Y. Noh,15.18%,39,257
107,0,50188,S.H. Kim,15.29%,63,412
