RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,21633,Steve Allan,.00,0,191,100.0
1,0,06197,Michael Allen,.00,0,247,100.0
1,0,06004,Stephen Ames,.00,0,227,100.0
1,0,01024,Billy Andrade,.00,0,294,100.0
1,0,01035,Tommy Armour III,.00,0,236,100.0
1,0,20498,Briny Baird,.00,0,382,100.0
1,0,23613,Rich Barcelo,.00,0,276,100.0
1,0,19824,Craig Barlow,.00,0,162,100.0
1,0,07223,Brian Bateman,.00,0,184,100.0
1,0,12652,Cameron Beckman,.00,0,299,100.0
1,0,23614,Rich Beem,.00,0,262,100.0
1,0,24507,Jason Bohn,.00,0,218,100.0
1,0,07363,Craig Bowden,.00,0,251,100.0
1,0,23933,Michael Boyd,.00,0,214,100.0
1,0,21646,David Branshaw,.00,0,300,100.0
1,0,24290,D.J. Brigman,.00,0,182,100.0
1,0,01132,Mark Brooks,.00,0,145,100.0
1,0,01142,Bart Bryant,.00,0,279,100.0
1,0,25273,Andrew Buckle,.00,0,261,100.0
1,0,01157,Tom Byrum,.00,0,146,100.0
1,0,01161,Mark Calcavecchia,.00,0,298,100.0
1,0,12510,Chad Campbell,.00,0,268,100.0
1,0,24357,K.J. Choi,.00,0,268,100.0
1,0,20229,Stewart Cink,.00,0,252,100.0
1,0,19972,José Coceres,.00,0,179,100.0
1,0,20623,Gavin Coles,.00,0,304,100.0
1,0,11123,Chris Couch,.00,0,298,100.0
1,0,21753,Brian Davis,.00,0,331,100.0
1,0,23638,Brendon de Jonge,.00,0,235,100.0
1,0,06251,Chris DiMarco,.00,0,252,100.0
1,0,23983,Luke Donald,.00,0,206,100.0
1,0,20104,Ken Duke,.00,0,395,100.0
1,0,06522,Ernie Els,.00,0,177,100.0
1,0,01320,Bob Estes,.00,0,325,100.0
1,0,07457,Steve Flesch,.00,0,350,100.0
1,0,21805,Harrison Frazar,.00,0,300,100.0
1,0,10809,Jim Furyk,.00,0,262,100.0
1,0,01388,Robert Gamez,.00,0,259,100.0
1,0,21209,Sergio Garcia,.00,0,232,100.0
1,0,24358,Robert Garrigus,.00,0,277,100.0
1,0,19846,Brian Gay,.00,0,433,100.0
1,0,25900,Lucas Glover,.00,0,292,100.0
1,0,20574,Mathew Goggin,.00,0,312,100.0
1,0,20157,Retief Goosen,.00,0,149,100.0
1,0,20105,Jeff Gove,.00,0,333,100.0
1,0,06643,Paul Goydos,.00,0,192,100.0
1,0,20378,Mathias Grönberg,.00,0,347,100.0
1,0,24980,Scott Gutschewski,.00,0,197,100.0
1,0,24924,Bill Haas,.00,0,299,100.0
1,0,01473,Todd Hamilton,.00,0,218,100.0
1,0,20859,Anders Hansen,.00,0,119,100.0
1,0,10117,Bob Heintz,.00,0,299,100.0
1,0,23353,J.J. Henry,.00,0,229,100.0
1,0,20433,Mark Hensby,.00,0,274,100.0
1,0,27141,J.B. Holmes,.00,0,262,100.0
1,0,21961,Charles Howell III,.00,0,231,100.0
1,0,21350,Ryuji Imada,.00,0,380,100.0
1,0,01577,Lee Janzen,.00,0,192,100.0
1,0,12195,Tom Johnson,.00,0,235,100.0
1,0,24024,Zach Johnson,.00,0,227,100.0
1,0,10733,Kent Jones,.00,0,341,100.0
1,0,07547,Craig Kanada,.00,0,353,100.0
1,0,12705,Cliff Kresge,.00,0,392,100.0
1,0,23108,Matt Kuchar,.00,0,280,100.0
1,0,01677,Tom Lehman,.00,0,189,100.0
1,0,10860,Justin Leonard,.00,0,333,100.0
1,0,22212,Craig Lile,.00,0,280,100.0
1,0,20634,Peter Lonard,.00,0,286,100.0
