RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,10425,Jay Williamson,.40,1,252
2,0,06373,José María Olazábal,1.11,3,270
3,0,21209,Sergio Garcia,1.23,4,324
3,0,20160,Charlie Wi,1.23,6,486
5,0,06197,Michael Allen,1.52,6,396
6,0,24024,Zach Johnson,1.59,6,378
7,0,12716,Charley Hoffman,1.67,9,540
7,0,08881,Tripp Isenhour,1.67,9,540
9,0,23718,Nathan Green,1.72,9,522
9,0,27649,Brandt Snedeker,1.72,9,522
11,0,19846,Brian Gay,1.74,10,576
12,0,23933,Michael Boyd,1.85,7,378
13,0,20859,Anders Hansen,1.96,6,306
13,0,07547,Craig Kanada,1.96,12,612
13,0,26882,Michael Sim,1.96,6,306
16,0,12680,Shigeki Maruyama,1.97,11,558
16,0,21949,Joe Ogilvie,1.97,11,558
18,0,20433,Mark Hensby,2.00,9,450
19,0,06527,Steve Stricker,2.02,8,396
20,0,20623,Gavin Coles,2.06,10,486
21,0,23135,Tim Clark,2.16,7,324
22,0,06251,Chris DiMarco,2.17,9,414
22,0,02246,Duffy Waldorf,2.17,9,414
24,0,21731,Freddie Jacobson,2.22,8,360
24,0,10213,Dicky Pride,2.22,10,450
24,0,08793,Tiger Woods,2.22,6,270
27,0,10117,Bob Heintz,2.26,11,486
27,0,02223,Bob Tway,2.26,13,576
29,0,02239,Scott Verplank,2.27,9,396
30,0,24507,Jason Bohn,2.29,7,306
31,0,26881,Jarrod Lyle,2.31,10,432
31,0,07749,Brett Quigley,2.31,10,432
33,0,25396,Kevin Na,2.35,11,468
34,0,20850,Daniel Chopra,2.36,14,594
34,0,26951,Johnson Wagner,2.36,14,594
36,0,24449,Parker McLachlin,2.38,12,504
36,0,23800,Bryce Molder,2.38,9,378
36,0,22348,Nick O'Hern,2.38,9,378
36,0,22293,Heath Slocum,2.38,12,504
36,0,21528,Henrik Stenson,2.38,6,252
41,0,12705,Cliff Kresge,2.41,13,540
42,0,26420,Richard Johnson,2.43,14,576
43,0,23048,Eric Axley,2.47,16,648
43,0,23497,Tag Ridings,2.47,8,324
45,0,28486,Michael Putnam,2.49,13,522
46,0,01157,Tom Byrum,2.50,9,360
47,0,22371,Aaron Baddeley,2.53,10,396
48,0,01035,Tommy Armour III,2.55,11,432
49,0,23108,Matt Kuchar,2.56,12,468
50,0,21753,Brian Davis,2.58,13,504
50,0,24358,Robert Garrigus,2.58,13,504
50,0,08537,J.P. Hayes,2.58,13,504
53,0,22405,Justin Rose,2.59,7,270
54,0,26360,Bubba Dickerson,2.63,9,342
54,0,20628,Arron Oberholser,2.63,9,342
56,0,12714,Chris Tidland,2.65,10,378
57,0,21961,Charles Howell III,2.67,12,450
57,0,12660,Jesper Parnevik,2.67,13,486
59,0,07457,Steve Flesch,2.69,15,558
60,0,23614,Rich Beem,2.78,14,504
60,0,20472,Alex Cejka,2.78,12,432
60,0,22212,Craig Lile,2.78,12,432
60,0,12602,Dean Wilson,2.78,14,504
64,0,22806,Doug LaBelle II,2.86,17,594
65,0,20645,John Senden,2.88,14,486
66,0,01928,Corey Pavin,2.89,13,450
67,0,24925,Jonathan Byrd,2.90,12,414
68,0,06004,Stephen Ames,2.91,11,378
