RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,06527,Steve Stricker,5.28,14,265,94.7
2,0,21209,Sergio Garcia,5.36,12,224,94.6
3,0,27649,Brandt Snedeker,5.38,19,353,94.6
4,0,23135,Tim Clark,5.42,11,203,94.5
5,0,06373,José María Olazábal,5.44,8,147,94.5
6,0,24024,Zach Johnson,5.53,14,253,94.4
7,0,22348,Nick O'Hern,5.66,12,212,94.3
8,0,21528,Henrik Stenson,6.08,9,148,93.9
9,0,10117,Bob Heintz,6.14,17,277,93.8
10,0,08793,Tiger Woods,6.28,12,191,93.7
11,0,06595,Kevin Sutherland,6.41,22,343,93.5
12,0,10425,Jay Williamson,6.47,13,201,93.5
13,0,20157,Retief Goosen,6.52,9,138,93.4
14,0,23497,Tag Ridings,6.56,12,183,93.4
15,0,01313,Steve Elkington,6.86,21,306,93.1
15,0,01810,Phil Mickelson,6.86,14,204,93.1
17,0,22293,Heath Slocum,6.91,26,376,93.0
18,0,20160,Charlie Wi,6.92,27,390,93.0
19,0,12602,Dean Wilson,7.12,23,323,92.8
20,0,20628,Arron Oberholser,7.21,16,222,92.7
21,0,19803,Ryan Armour,7.23,30,415,92.7
22,0,12660,Jesper Parnevik,7.24,26,359,92.7
23,0,08881,Tripp Isenhour,7.26,22,303,92.7
24,0,26420,Richard Johnson,7.36,29,394,92.6
25,0,22371,Aaron Baddeley,7.45,19,255,92.5
26,0,23718,Nathan Green,7.47,26,348,92.5
27,0,20382,Stephen Leaney,7.49,28,374,92.5
28,0,23623,Bo Van Pelt,7.58,30,396,92.4
29,0,02223,Bob Tway,7.69,29,377,92.3
30,0,20623,Gavin Coles,7.74,27,349,92.2
31,0,19846,Brian Gay,7.75,30,387,92.2
32,0,26882,Michael Sim,7.79,18,231,92.2
33,0,24357,K.J. Choi,7.89,25,317,92.1
34,0,21731,Freddie Jacobson,7.94,22,277,92.0
35,0,22212,Craig Lile,8.01,25,312,91.9
36,0,06251,Chris DiMarco,8.06,20,248,91.9
37,0,02246,Duffy Waldorf,8.12,22,271,91.8
38,0,02239,Scott Verplank,8.13,17,209,91.8
39,0,12714,Chris Tidland,8.15,22,270,91.8
40,0,21961,Charles Howell III,8.23,26,316,91.7
41,0,22621,Ben Curtis,8.33,22,264,91.6
41,0,07749,Brett Quigley,8.33,23,276,91.6
43,0,12680,Shigeki Maruyama,8.44,27,320,91.5
44,0,08931,Glen Day,8.55,29,339,91.4
45,0,25345,Carl Pettersson,8.70,32,368,91.3
