RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,22405,Justin Rose,68.93,2964,43
2,0,28237,Rory McIlroy,69.00,2415,35
3,0,30925,Dustin Johnson,69.08,3385,49
4,0,33448,Justin Thomas,69.22,3392,49
5,0,29221,Webb Simpson,69.26,3671,53
6,0,30926,Chris Kirk,69.33,3397,49
7,0,26596,Ryan Moore,69.51,2989,43
8,0,45526,Abraham Ancer,69.54,3338,48
9,0,36689,Brooks Koepka,69.61,2297,33
10,0,31646,Emiliano Grillo,69.62,3272,47
11,0,34046,Jordan Spieth,69.63,2646,38
12,0,32102,Rickie Fowler,69.65,3343,48
13,0,25198,Francesco Molinari,69.69,2509,36
14,0,27214,Kevin Streelman,69.71,2928,42
14,0,08793,Tiger Woods,69.71,2928,42
16,0,29725,Tony Finau,69.72,3974,57
17,0,47959,Bryson DeChambeau,69.74,3208,46
18,0,49964,Aaron Wise,69.75,3069,44
19,0,34076,Joel Dahmen,69.77,3279,47
19,0,34563,Chesson Hadley,69.77,3698,53
19,0,39324,J.J. Spaun,69.77,2442,35
22,0,33141,Keegan Bradley,69.85,3283,47
22,0,19846,Brian Gay,69.85,3632,52
24,0,22056,Cameron Percy,69.87,1607,23
24,0,37275,Sam Ryder,69.87,2725,39
26,0,01810,Phil Mickelson,69.88,3005,43
27,0,25804,Bubba Watson,69.90,2936,42
28,0,34256,Andrew Putnam,69.91,3146,45
28,0,34360,Patrick Reed,69.91,3216,46
30,0,29420,Billy Horschel,69.93,3217,46
31,0,21528,Henrik Stenson,69.94,2238,32
32,0,28089,Jason Day,69.95,2798,40
32,0,30911,Tommy Fleetwood,69.95,2588,37
34,0,26499,Rafa Cabrera Bello,69.97,2659,38
35,0,27644,Brian Harman,69.98,3289,47
36,0,26951,Johnson Wagner,70.00,2170,31
37,0,25396,Kevin Na,70.02,2941,42
38,0,26851,Marc Leishman,70.04,3292,47
39,0,48081,Xander Schauffele,70.09,3785,54
40,0,35545,Blayne Barber,70.10,2173,31
41,0,19803,Ryan Armour,70.12,3436,49
42,0,33948,Byeong Hun An,70.13,2665,38
43,0,30944,Jason Kokrak,70.14,3086,44
44,0,24024,Zach Johnson,70.16,3157,45
45,0,46435,Austin Cook,70.17,2947,42
45,0,23541,Ben Crane,70.17,1684,24
47,0,46970,Jon Rahm,70.18,2737,39
48,0,35450,Patrick Cantlay,70.22,3160,45
49,0,30110,Kyle Stanley,70.23,3652,52
50,0,32839,Hideki Matsuyama,70.25,2529,36
51,0,21961,Charles Howell III,70.28,3514,50
52,0,39546,Keith Mitchell,70.29,3163,45
53,0,33122,Russell Knox,70.30,3023,43
54,0,20229,Stewart Cink,70.32,3094,44
54,0,26476,Chez Reavie,70.32,2883,41
56,0,25632,Jimmy Walker,70.33,2321,33
57,0,24925,Jonathan Byrd,70.35,1829,26
58,0,35461,Beau Hossler,70.38,4223,60
58,0,39328,Conrad Shindler,70.38,1830,26
60,0,27958,Ryan Blaum,70.39,2534,36
61,0,31202,William McGirt,70.41,2887,41
62,0,29485,Brett Stegmaier,70.42,1690,24
63,0,35891,Cameron Smith,70.43,2817,40
64,0,27649,Brandt Snedeker,70.45,2959,42
65,0,49771,J.T. Poston,70.49,2608,37
65,0,37189,Harold Varner III,70.49,2749,39
67,0,27936,Martin Laird,70.50,2397,34
67,0,24502,Adam Scott,70.50,2679,38
69,0,47125,Matt Atkins,70.54,1834,26
69,0,32757,Patton Kizzire,70.54,2610,37
69,0,23325,Vaughn Taylor,70.54,2751,39
72,0,31420,Anirban Lahiri,70.55,2822,40
72,0,26329,Louis Oosthuizen,70.55,2328,33
74,0,29461,Jamie Lovemark,70.57,2964,42
74,0,29908,C.T. Pan,70.57,3458,49
74,0,34264,Hudson Swafford,70.57,1976,28
77,0,50526,Tom Lovelady,70.58,2823,40
77,0,32333,Kevin Tway,70.58,3529,50
79,0,23108,Matt Kuchar,70.60,3177,45
79,0,23621,Rory Sabbatini,70.60,3036,43
79,0,33418,Shawn Stefani,70.60,2471,35
82,0,29478,Kevin Kisner,70.62,2966,42
82,0,31323,Gary Woodland,70.62,3531,50
84,0,28679,Fabián Gómez,70.63,2684,38
84,0,34098,Russell Henley,70.63,2260,32
86,0,32640,Troy Merritt,70.64,2755,39
87,0,29268,Bronson Burgoon,70.66,2261,32
88,0,25364,Paul Casey,70.67,2332,33
88,0,37454,Whee Kim,70.67,3039,43
90,0,34099,Harris English,70.68,2827,40
90,0,23353,J.J. Henry,70.68,2403,34
92,0,33399,Adam Hadwin,70.70,2616,37
93,0,39997,Corey Conners,70.71,2899,41
93,0,10809,Jim Furyk,70.71,1697,24
93,0,36799,Stephan Jaeger,70.71,2475,35
96,0,30692,Scott Stallings,70.73,3395,48
97,0,46601,Trey Mullinax,70.74,2193,31
97,0,36699,Patrick Rodgers,70.74,2759,39
99,0,29535,Brice Garnett,70.76,3184,45
100,0,24361,Pat Perez,70.77,2760,39
101,0,34363,Tyrrell Hatton,70.78,1911,27
101,0,24138,Ian Poulter,70.78,2265,32
101,0,29223,Sam Saunders,70.78,2548,36
104,0,33204,Shane Lowry,70.79,1982,28
105,0,45609,Tyler Duncan,70.82,3116,44
105,0,29974,Branden Grace,70.82,1983,28
105,0,33413,Ben Martin,70.82,2337,33
108,0,29518,Brendan Steele,70.84,2267,32
109,0,40058,Zac Blair,70.85,1913,27
109,0,37455,Si Woo Kim,70.85,3826,54
111,0,48084,Wesley Bryan,70.86,1984,28
112,0,27129,Luke List,70.87,3756,53
112,0,27349,Alex Noren,70.87,2126,30
114,0,29926,Danny Lee,70.88,2835,40
115,0,35310,Lanto Griffin,70.89,2481,35
115,0,24924,Bill Haas,70.89,2552,36
117,0,26758,David Hearn,70.90,2127,30
117,0,12716,Charley Hoffman,70.90,2978,42
117,0,28132,Tyrone Van Aswegen,70.90,2765,39
120,0,40026,Daniel Berger,70.91,2340,33
121,0,35421,Brandon Harkins,70.93,2979,42
121,0,27141,J.B. Holmes,70.93,2908,41
121,0,47128,Richy Werenski,70.93,2979,42
124,0,29484,Peter Uihlein,70.94,2554,36
125,0,30978,Kiradech Aphibarnrat,70.95,1490,21
125,0,27064,Jhonattan Vegas,70.95,2696,38
127,0,32448,James Hahn,70.97,2626,37
127,0,23320,Ryan Palmer,70.97,2484,35
129,0,34174,John Huh,71.00,2911,41
129,0,28775,Nate Lashley,71.00,1704,24
129,0,25818,Scott Piercy,71.00,2769,39
129,0,27556,Ted Potter Jr.,71.00,2840,40
129,0,46501,Ollie Schniederjans,71.00,2769,39
134,0,33410,Andrew Landry,71.03,2699,38
134,0,37278,Nicholas Lindheim,71.03,2202,31
134,0,39327,Ben Silverman,71.03,2699,38
137,0,31560,Brian Stuard,71.04,3552,50
138,0,34213,Grayson Murray,71.05,2771,39
139,0,26300,Matt Jones,71.06,2203,31
139,0,34409,David Lingmerth,71.06,2416,34
139,0,27095,Nick Watney,71.06,2487,35
142,0,34466,Peter Malnati,71.08,2559,36
142,0,32254,Xinjun Zhang,71.08,2559,36
144,0,24781,Hunter Mahan,71.10,2204,31
144,0,27942,Rob Oppenheim,71.10,2133,30
144,0,32150,Michael Thompson,71.10,2062,29
147,0,28500,Martin Flores,71.12,2418,34
