RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,28237,Rory McIlroy,64.50,129,2
2,0,30925,Dustin Johnson,65.33,196,3
3,0,30911,Tommy Fleetwood,65.50,131,2
4,0,36689,Brooks Koepka,66.00,66,1
5,0,01810,Phil Mickelson,66.50,133,2
6,0,34360,Patrick Reed,67.67,406,6
7,0,46970,Jon Rahm,68.29,478,7
8,0,34046,Jordan Spieth,68.33,205,3
9,0,29725,Tony Finau,68.50,548,8
9,0,22405,Justin Rose,68.50,137,2
9,0,21528,Henrik Stenson,68.50,137,2
12,0,26499,Rafa Cabrera Bello,68.88,551,8
13,0,26596,Ryan Moore,69.08,829,12
14,0,22056,Cameron Percy,69.15,899,13
15,0,21961,Charles Howell III,69.21,1315,19
16,0,27214,Kevin Streelman,69.22,1246,18
17,0,29268,Bronson Burgoon,69.25,277,4
18,0,47125,Matt Atkins,69.29,485,7
19,0,39324,J.J. Spaun,69.33,1040,15
20,0,32757,Patton Kizzire,69.38,1110,16
21,0,23541,Ben Crane,69.44,625,9
22,0,34563,Chesson Hadley,69.48,1459,21
23,0,33948,Byeong Hun An,69.50,695,10
24,0,23621,Rory Sabbatini,69.60,1044,15
25,0,19803,Ryan Armour,69.61,1601,23
26,0,29461,Jamie Lovemark,69.62,905,13
27,0,34256,Andrew Putnam,69.64,1532,22
28,0,24024,Zach Johnson,69.67,836,12
28,0,37275,Sam Ryder,69.67,1045,15
30,0,29484,Peter Uihlein,69.70,697,10
31,0,25396,Kevin Na,69.75,837,12
32,0,33141,Keegan Bradley,69.79,977,14
32,0,35461,Beau Hossler,69.79,1326,19
32,0,30944,Jason Kokrak,69.79,977,14
35,0,25364,Paul Casey,69.80,698,10
35,0,46435,Austin Cook,69.80,1047,15
37,0,45526,Abraham Ancer,69.86,1537,22
38,0,26851,Marc Leishman,69.91,769,11
39,0,20229,Stewart Cink,69.92,909,13
39,0,33410,Andrew Landry,69.92,839,12
39,0,30110,Kyle Stanley,69.92,839,12
42,0,30978,Kiradech Aphibarnrat,70.00,420,6
42,0,40058,Zac Blair,70.00,700,10
42,0,34098,Russell Henley,70.00,770,11
42,0,29420,Billy Horschel,70.00,630,9
42,0,29518,Brendan Steele,70.00,630,9
42,0,23325,Vaughn Taylor,70.00,1330,19
42,0,08793,Tiger Woods,70.00,70,1
49,0,32333,Kevin Tway,70.08,911,13
50,0,35891,Cameron Smith,70.10,701,10
51,0,24502,Adam Scott,70.11,631,9
52,0,39546,Keith Mitchell,70.13,1052,15
53,0,34363,Tyrrell Hatton,70.14,491,7
54,0,49964,Aaron Wise,70.15,912,13
55,0,29221,Webb Simpson,70.20,351,5
56,0,24138,Ian Poulter,70.22,632,9
57,0,48084,Wesley Bryan,70.25,843,12
57,0,24924,Bill Haas,70.25,1405,20
57,0,26951,Johnson Wagner,70.25,562,8
60,0,27141,J.B. Holmes,70.27,1054,15
61,0,33418,Shawn Stefani,70.28,1265,18
62,0,20157,Retief Goosen,70.29,492,7
63,0,33413,Ben Martin,70.31,1125,16
63,0,34264,Hudson Swafford,70.31,1125,16
63,0,32254,Xinjun Zhang,70.31,914,13
66,0,31202,William McGirt,70.32,1336,19
67,0,35545,Blayne Barber,70.33,1055,15
67,0,30926,Chris Kirk,70.33,1477,21
69,0,31323,Gary Woodland,70.38,1126,16
70,0,35450,Patrick Cantlay,70.40,704,10
70,0,25632,Jimmy Walker,70.40,704,10
72,0,45609,Tyler Duncan,70.41,1549,22
73,0,27649,Brandt Snedeker,70.42,845,12
74,0,36799,Stephan Jaeger,70.44,1268,18
75,0,34174,John Huh,70.45,1409,20
75,0,29223,Sam Saunders,70.45,775,11
77,0,31646,Emiliano Grillo,70.47,1339,19
77,0,27129,Luke List,70.47,1198,17
79,0,32640,Troy Merritt,70.48,1480,21
80,0,32366,Kevin Chappell,70.50,846,12
80,0,47959,Bryson DeChambeau,70.50,423,6
80,0,39328,Conrad Shindler,70.50,1128,16
83,0,39997,Corey Conners,70.52,1481,21
84,0,19846,Brian Gay,70.54,1975,28
84,0,46402,Talor Gooch,70.54,917,13
86,0,27936,Martin Laird,70.55,776,11
87,0,34099,Harris English,70.56,1270,18
88,0,34076,Joel Dahmen,70.58,1341,19
88,0,28500,Martin Flores,70.58,1341,19
88,0,36699,Patrick Rodgers,70.58,1341,19
91,0,28132,Tyrone Van Aswegen,70.63,1130,16
92,0,37455,Si Woo Kim,70.64,1554,22
92,0,50526,Tom Lovelady,70.64,989,14
94,0,27958,Ryan Blaum,70.69,919,13
94,0,46601,Trey Mullinax,70.69,1131,16
96,0,40026,Daniel Berger,70.71,495,7
97,0,24361,Pat Perez,70.73,778,11
97,0,26476,Chez Reavie,70.73,1061,15
99,0,32448,James Hahn,70.74,1344,19
100,0,28775,Nate Lashley,70.75,1132,16
100,0,25198,Francesco Molinari,70.75,283,4
102,0,22371,Aaron Baddeley,70.77,1557,22
102,0,28679,Fabián Gómez,70.77,1840,26
102,0,34466,Peter Malnati,70.77,1557,22
105,0,27963,Chris Stroud,70.79,1345,19
106,0,26758,David Hearn,70.80,708,10
106,0,25804,Bubba Watson,70.80,354,5
108,0,28307,Matt Every,70.82,1558,22
108,0,29535,Brice Garnett,70.82,1558,22
110,0,26329,Louis Oosthuizen,70.83,425,6
111,0,29908,C.T. Pan,70.85,921,13
112,0,30692,Scott Stallings,70.86,992,14
113,0,46501,Ollie Schniederjans,70.87,1063,15
114,0,35421,Brandon Harkins,70.89,1347,19
115,0,27644,Brian Harman,70.91,780,11
116,0,25818,Scott Piercy,70.93,1064,15
117,0,40009,Dominic Bozzelli,71.00,852,12
117,0,29974,Branden Grace,71.00,426,6
117,0,37278,Nicholas Lindheim,71.00,852,12
117,0,47347,Adam Schenk,71.00,994,14
117,0,26331,Charl Schwartzel,71.00,923,13
117,0,37189,Harold Varner III,71.00,781,11
117,0,27064,Jhonattan Vegas,71.00,639,9
124,0,33204,Shane Lowry,71.05,1350,19
125,0,33122,Russell Knox,71.06,1137,16
126,0,24781,Hunter Mahan,71.08,853,12
126,0,28252,Seamus Power,71.08,924,13
128,0,24846,Ricky Barnes,71.11,1280,18
129,0,23353,J.J. Henry,71.19,1495,21
129,0,35532,Tom Hoge,71.19,1495,21
131,0,33399,Adam Hadwin,71.23,926,13
132,0,29485,Brett Stegmaier,71.25,855,12
132,0,22582,Kyle Thompson,71.25,570,8
134,0,39954,Cody Gribble,71.28,1283,18
135,0,31420,Anirban Lahiri,71.31,927,13
136,0,25686,Jason Dufner,71.33,642,9
136,0,27095,Nick Watney,71.33,1498,21
138,0,25900,Lucas Glover,71.36,785,11
138,0,34213,Grayson Murray,71.36,1570,22
140,0,37454,Whee Kim,71.40,1071,15
140,0,25572,Graeme McDowell,71.40,714,10
142,0,26300,Matt Jones,71.44,643,9
142,0,27942,Rob Oppenheim,71.44,1143,16
142,0,49771,J.T. Poston,71.44,1143,16
142,0,32150,Michael Thompson,71.44,1143,16
146,0,35310,Lanto Griffin,71.45,1429,20
147,0,31560,Brian Stuard,71.48,1787,25
148,0,24925,Jonathan Byrd,71.50,858,12
148,0,24358,Robert Garrigus,71.50,1001,14
148,0,29222,Billy Hurley III,71.50,1001,14
148,0,29478,Kevin Kisner,71.50,715,10
152,0,20472,Alex Cejka,71.56,644,9
153,0,12716,Charley Hoffman,71.60,716,10
153,0,39327,Ben Silverman,71.60,1074,15
155,0,23320,Ryan Palmer,71.62,931,13
156,0,35376,Roberto Díaz,71.63,1146,16
157,0,24140,Sean O'Hair,71.65,1218,17
158,0,35506,Mackenzie Hughes,71.67,1075,15
158,0,32839,Hideki Matsuyama,71.67,430,6
160,0,47993,Denny McCarthy,71.71,1219,17
161,0,10809,Jim Furyk,71.75,574,8
161,0,34358,Jonathan Randolph,71.75,1148,16
163,0,25493,Nick Taylor,71.79,1364,19
164,0,34021,Bud Cauley,71.82,790,11
165,0,47128,Richy Werenski,71.83,1293,18
166,0,27556,Ted Potter Jr.,71.84,1365,19
167,0,29479,Scott Brown,71.88,1150,16
168,0,31416,Derek Fathauer,71.92,935,13
169,0,32876,Martin Piller,71.94,1223,17
170,0,12510,Chad Campbell,72.00,1440,20
171,0,34431,Robert Streb,72.10,1514,21
172,0,47287,Ethan Tracy,72.16,1371,19
173,0,48081,Xander Schauffele,72.17,866,12
174,0,34409,David Lingmerth,72.18,1227,17
175,0,27895,Jonas Blixt,72.21,1011,14
176,0,27974,Sung Kang,72.24,1517,21
177,0,35879,Kelly Kraft,72.25,867,12
177,0,23108,Matt Kuchar,72.25,578,8
179,0,29926,Danny Lee,72.38,941,13
180,0,33419,Cameron Tringale,72.42,1376,19
181,0,37338,Zecheng Dou,72.46,942,13
182,0,32816,Satoshi Kodaira,72.80,728,10
183,0,20572,Rod Pampling,72.89,1385,19
184,0,28089,Jason Day,73.00,73,1
184,0,27349,Alex Noren,73.00,73,1
184,0,25892,Steve Wheatcroft,73.00,730,10
187,0,39975,Michael Kim,73.07,1023,14
188,0,35544,Andrew Yun,73.20,1098,15
189,0,25834,Daniel Summerhays,73.70,737,10
190,0,25240,D.A. Points,73.71,1769,24
191,0,20593,Greg Chalmers,73.81,1181,16
