RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
64,0,21407,Arjun Atwal,.256,15.630,61
65,0,25900,Lucas Glover,.250,19.746,79
66,0,01577,Lee Janzen,.245,14.702,60
67,0,06373,José María Olazábal,.239,9.784,41
67,0,10912,Craig Perks,.239,14.118,59
69,0,20099,Doug Barron,.222,14.436,65
70,0,21805,Harrison Frazar,.210,19.754,94
71,0,20098,Stuart Appleby,.206,12.949,63
72,0,20663,Brenden Pappas,.204,9.996,49
73,0,23788,D.J. Trahan,.203,14.448,71
74,0,20634,Peter Lonard,.198,13.049,66
75,0,26420,Richard Johnson,.190,8.759,46
76,0,12782,Tim Herron,.189,14.715,78
77,0,07223,Brian Bateman,.179,15.374,86
78,0,01388,Robert Gamez,.178,14.456,81
79,0,21951,Joey Snyder III,.177,16.263,92
80,0,20474,Phillip Price,.163,10.450,64
81,0,24604,Hunter Haas,.162,11.828,73
82,0,01685,J.L. Lewis,.161,13.194,82
83,0,20094,Jonathan Kaye,.155,9.951,64
84,0,02246,Duffy Waldorf,.154,10.943,71
85,0,08545,Glen Hnatiuk,.144,7.329,51
85,0,06527,Steve Stricker,.144,8.492,59
87,0,06515,Shaun Micheel,.140,8.971,64
87,0,12602,Dean Wilson,.140,11.226,80
89,0,26758,David Hearn,.139,8.476,61
90,0,22295,Darron Stiles,.128,8.977,70
91,0,25240,D.A. Points,.124,10.321,83
92,0,23322,Brett Wetterich,.122,8.298,68
93,0,01024,Billy Andrade,.120,8.865,74
94,0,12662,Thomas Levet,.117,4.214,36
95,0,01941,Tom Pernice Jr.,.116,10.346,89
96,0,24980,Scott Gutschewski,.112,8.063,72
96,0,20628,Arron Oberholser,.112,5.713,51
98,0,20498,Briny Baird,.105,9.376,89
99,0,01707,Steve Lowery,.098,8.562,87
100,0,21731,Freddie Jacobson,.096,5.357,56
101,0,20396,Lee Westwood,.089,2.937,33
102,0,24024,Zach Johnson,.080,6.669,83
103,0,02223,Bob Tway,.075,4.931,66
104,0,01157,Tom Byrum,.073,5.576,76
105,0,20548,Hidemichi Tanaka,.071,6.752,95
106,0,23725,Brendan Jones,.063,4.574,73
107,0,11032,Frank Lickliter II,.058,5.005,86
108,0,07749,Brett Quigley,.056,4.730,85
109,0,21961,Charles Howell III,.047,3.361,72
110,0,10962,Bradley Hughes,.036,1.753,49
111,0,21959,Ted Purdy,.034,3.399,100
112,0,22046,Geoff Ogilvy,.029,2.186,75
113,0,20378,Mathias Grönberg,.020,1.116,56
114,0,08537,J.P. Hayes,.011,.559,53
115,0,24140,Sean O'Hair,.004,.384,86
116,0,21350,Ryuji Imada,-.008,-.524,67
117,0,06595,Kevin Sutherland,-.010,-.767,74
118,0,19881,Robert Damron,-.011,-.848,80
119,0,24781,Hunter Mahan,-.018,-1.654,93
120,0,12652,Cameron Beckman,-.022,-1.887,85
121,0,08993,Franklin Langham,-.025,-1.932,77
122,0,23320,Ryan Palmer,-.026,-2.126,81
123,0,01723,Andrew Magee,-.028,-1.966,71
124,0,06197,Michael Allen,-.030,-2.316,77
125,0,20766,Padraig Harrington,-.031,-1.259,41
125,0,22913,John Rollins,-.031,-2.605,83
127,0,01473,Todd Hamilton,-.032,-2.363,75
128,0,01313,Steve Elkington,-.033,-1.836,55
129,0,01599,Steve Jones,-.035,-1.610,46
130,0,24925,Jonathan Byrd,-.037,-3.464,94
130,0,01219,John Cook,-.037,-2.210,59
132,0,06332,Neal Lancaster,-.050,-4.293,86
133,0,26287,Roland Thatcher,-.054,-3.669,68
134,0,23497,Tag Ridings,-.056,-4.733,84
134,0,02214,Kirk Triplett,-.056,-2.442,44
136,0,25396,Kevin Na,-.058,-4.624,80
136,0,23621,Rory Sabbatini,-.058,-3.506,60
138,0,23349,Charles Warren,-.077,-6.260,81
139,0,24912,Will MacKenzie,-.085,-5.767,68
140,0,12454,Mario Tiziani,-.090,-5.461,61
141,0,06034,Marco Dawson,-.092,-7.294,79
142,0,10585,Scott McCarron,-.103,-6.300,61
143,0,01418,Bill Glasson,-.107,-4.690,44
144,0,02106,Chris Smith,-.109,-9.387,86
145,0,01249,John Daly,-.113,-6.353,56
146,0,22548,Patrick Sheehan,-.144,-13.969,97
147,0,20850,Daniel Chopra,-.152,-14.173,93
148,0,21806,Paul Gow,-.162,-11.048,68
149,0,24290,D.J. Brigman,-.177,-10.991,62
150,0,24361,Pat Perez,-.178,-13.181,74
151,0,12660,Jesper Parnevik,-.179,-12.169,68
152,0,26679,Kevin Stadler,-.189,-15.647,83
153,0,21878,Mark Wilson,-.199,-12.747,64
154,0,12826,Paul Claxton,-.204,-13.445,66
155,0,10425,Jay Williamson,-.211,-9.902,47
156,0,23541,Ben Crane,-.215,-14.002,65
157,0,10733,Kent Jones,-.217,-19.088,88
158,0,01487,Jeff Hart,-.218,-12.641,58
159,0,24357,K.J. Choi,-.221,-11.922,54
160,0,23614,Rich Beem,-.227,-10.900,48
161,0,21949,Joe Ogilvie,-.254,-20.098,79
162,0,01042,Paul Azinger,-.267,-15.776,59
163,0,22621,Ben Curtis,-.269,-13.436,50
164,0,27095,Nick Watney,-.272,-21.774,80
165,0,22371,Aaron Baddeley,-.280,-21.301,76
166,0,01823,Larry Mize,-.292,-13.417,46
167,0,01175,Jim Carter,-.294,-16.170,55
168,0,24138,Ian Poulter,-.310,-11.166,36
169,0,23063,Scott Hend,-.315,-20.485,65
170,0,20121,Todd Fischer,-.320,-28.124,88
171,0,20433,Mark Hensby,-.322,-16.091,50
172,0,08931,Glen Day,-.323,-23.927,74
173,0,23108,Matt Kuchar,-.337,-18.892,56
174,0,10423,Mike Weir,-.346,-16.267,47
175,0,24227,Justin Bolli,-.351,-20.738,59
176,0,25847,Rob Rashell,-.354,-19.490,55
177,0,20502,Michael Long,-.362,-23.157,64
178,0,10201,Matt Gogel,-.364,-24.763,68
179,0,08725,Tom Gillis,-.365,-25.191,69
180,0,23036,Chris Anderson,-.373,-21.620,58
181,0,23409,James Driscoll,-.391,-24.616,63
182,0,21633,Steve Allan,-.392,-34.860,89
183,0,01127,Danny Briggs,-.407,-25.235,62
184,0,20160,Charlie Wi,-.415,-25.322,61
185,0,20623,Gavin Coles,-.419,-26.807,64
185,0,21498,Hideto Tanihara,-.419,-18.874,45
187,0,07457,Steve Flesch,-.438,-28.036,64
188,0,01619,Skip Kendall,-.448,-31.781,71
189,0,23540,Jason Allred,-.463,-29.605,64
190,0,10117,Bob Heintz,-.464,-28.748,62
191,0,19846,Brian Gay,-.523,-48.599,93
192,0,19972,José Coceres,-.538,-28.513,53
193,0,23552,Hank Kuehne,-.599,-44.914,75
194,0,20812,Tjaart van der Walt,-.656,-35.413,54
195,0,12645,Brent Geiberger,-.665,-34.586,52
196,0,01927,Dennis Paulson,-.683,-38.932,57
197,0,01887,Mark O'Meara,-.694,-36.096,52
198,0,01132,Mark Brooks,-.733,-46.186,63
199,0,28088,Matt Davidson,-.837,-41.831,50
200,0,20127,Chris Riley,-.919,-39.501,43
201,0,06599,John Elliott,-1.114,-57.903,52
202,0,01761,Len Mattiace,-1.620,-123.147,76
