RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,10809,Jim Furyk,.982,70.670,72
2,0,23983,Luke Donald,.930,37.211,40
3,0,01945,Kenny Perry,.898,53.850,60
4,0,08793,Tiger Woods,.860,47.325,55
5,0,02010,Loren Roberts,.771,37.006,48
6,0,06251,Chris DiMarco,.762,44.945,59
7,0,20472,Alex Cejka,.761,53.251,70
8,0,12680,Shigeki Maruyama,.721,61.306,85
9,0,10885,Robert Allenby,.705,51.457,73
10,0,06567,Vijay Singh,.697,61.372,88
11,0,01320,Bob Estes,.676,54.056,80
12,0,08123,Jeff Brehaut,.633,39.852,63
13,0,01226,Fred Couples,.629,27.676,44
14,0,01457,Jay Haas,.615,24.003,39
15,0,23135,Tim Clark,.608,39.498,65
16,0,02239,Scott Verplank,.593,39.160,66
17,0,21753,Brian Davis,.592,37.879,64
18,0,01161,Mark Calcavecchia,.586,45.137,77
19,0,24502,Adam Scott,.566,29.408,52
20,0,01810,Phil Mickelson,.565,28.237,50
21,0,01928,Corey Pavin,.556,33.904,61
22,0,02206,David Toms,.546,34.968,64
23,0,02101,Joey Sindelar,.532,52.665,99
24,0,20229,Stewart Cink,.529,37.581,71
25,0,06621,Joe Durant,.523,36.057,69
26,0,21209,Sergio Garcia,.522,27.162,52
27,0,07867,Woody Austin,.490,44.554,91
28,0,12510,Chad Campbell,.476,36.175,76
28,0,01677,Tom Lehman,.476,23.816,50
30,0,22293,Heath Slocum,.459,41.308,90
31,0,01142,Bart Bryant,.452,34.830,77
32,0,01797,Rocco Mediate,.436,28.803,66
33,0,24507,Jason Bohn,.435,35.678,82
34,0,01706,Davis Love III,.433,24.674,57
35,0,01381,Fred Funk,.427,34.984,82
35,0,23623,Bo Van Pelt,.427,39.668,93
37,0,19824,Craig Barlow,.425,27.172,64
38,0,01329,Brad Faxon,.415,24.086,58
39,0,06575,Dudley Hart,.410,29.921,73
40,0,01139,Olin Browne,.407,34.214,84
41,0,01724,Jeff Maggert,.403,24.201,60
42,0,22405,Justin Rose,.399,35.503,89
43,0,25345,Carl Pettersson,.394,37.066,94
44,0,10860,Justin Leonard,.393,21.616,55
45,0,01666,Bernhard Langer,.390,17.920,46
46,0,20691,Greg Owen,.386,27.412,71
47,0,01035,Tommy Armour III,.378,34.809,92
48,0,23353,J.J. Henry,.371,32.256,87
49,0,06004,Stephen Ames,.369,22.483,61
50,0,12823,Carlos Franco,.368,24.660,67
51,0,20645,John Senden,.362,32.914,91
52,0,02104,Jeff Sluman,.356,30.268,85
53,0,20157,Retief Goosen,.336,14.469,43
54,0,01361,Dan Forsman,.332,15.597,47
55,0,20382,Stephen Leaney,.331,25.144,76
56,0,06573,Brandt Jobe,.314,25.745,82
57,0,23325,Vaughn Taylor,.312,28.040,90
58,0,01766,Billy Mayfair,.304,30.980,102
59,0,20572,Rod Pampling,.302,21.111,70
60,0,08385,Omar Uresti,.294,21.747,74
61,0,08075,Jerry Kelly,.292,22.194,76
62,0,01553,John Huston,.291,23.251,80
63,0,01948,Tim Petrovic,.268,21.446,80
