RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,01928,Corey Pavin,.521,31.791,61
1,0,10423,Mike Weir,.521,24.489,47
3,0,20766,Padraig Harrington,.476,19.502,41
4,0,06373,José María Olazábal,.425,17.440,41
5,0,23983,Luke Donald,.422,16.860,40
5,0,10809,Jim Furyk,.422,30.385,72
7,0,06527,Steve Stricker,.400,23.583,59
8,0,06567,Vijay Singh,.398,35.055,88
9,0,07749,Brett Quigley,.396,33.645,85
10,0,06595,Kevin Sutherland,.366,27.058,74
11,0,12782,Tim Herron,.359,28.030,78
12,0,01810,Phil Mickelson,.355,17.750,50
13,0,01577,Lee Janzen,.353,21.203,60
14,0,12680,Shigeki Maruyama,.316,26.836,85
15,0,20382,Stephen Leaney,.303,23.026,76
16,0,21806,Paul Gow,.285,19.392,68
17,0,06197,Michael Allen,.279,21.487,77
18,0,21878,Mark Wilson,.274,17.555,64
19,0,01766,Billy Mayfair,.271,27.685,102
20,0,01042,Paul Azinger,.268,15.828,59
21,0,06034,Marco Dawson,.255,20.149,79
22,0,20121,Todd Fischer,.248,21.836,88
22,0,21209,Sergio Garcia,.248,12.872,52
24,0,24357,K.J. Choi,.245,13.256,54
25,0,08993,Franklin Langham,.234,18.051,77
26,0,08385,Omar Uresti,.231,17.104,74
27,0,21961,Charles Howell III,.229,16.467,72
28,0,01132,Mark Brooks,.226,14.258,63
29,0,22405,Justin Rose,.223,19.842,89
30,0,01761,Len Mattiace,.219,16.607,76
31,0,20127,Chris Riley,.208,8.924,43
32,0,08931,Glen Day,.206,15.251,74
33,0,23621,Rory Sabbatini,.204,12.262,60
34,0,02239,Scott Verplank,.203,13.392,66
35,0,10860,Justin Leonard,.202,11.114,55
36,0,07867,Woody Austin,.200,18.159,91
37,0,22046,Geoff Ogilvy,.198,14.846,75
38,0,22371,Aaron Baddeley,.191,14.512,76
39,0,23135,Tim Clark,.188,12.231,65
39,0,02010,Loren Roberts,.188,9.031,48
41,0,07457,Steve Flesch,.186,11.883,64
42,0,24925,Jonathan Byrd,.181,16.975,94
43,0,25345,Carl Pettersson,.180,16.873,94
44,0,01487,Jeff Hart,.178,10.313,58
