RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,24502,Adam Scott,7.16,365.25,-234.23,365.29
2,2,06522,Ernie Els,6.21,298.26,-351.69,272.52
3,-1,20157,Retief Goosen,5.93,355.57,-342.45,268.67
4,-1,06567,Vijay Singh,5.76,351.09,-543.63,278.79
5,0,22046,Geoff Ogilvy,5.24,261.93,-168.36,302.56
6,0,22378,Trevor Immelman,4.63,250.04,-122.78,263.67
7,0,20400,Michael Campbell,3.54,183.99,-139.70,101.72
8,0,22348,Nick O'Hern,3.39,169.71,-153.33,137.22
9,0,20098,Stuart Appleby,3.38,185.86,-166.98,186.02
10,0,23135,Tim Clark,3.35,187.69,-175.06,148.93
11,1,20218,Shingo Katayama,3.21,170.07,-109.47,141.46
12,-1,20848,Ángel Cabrera,3.15,157.43,-149.89,120.68
13,1,24357,K.J. Choi,3.06,186.84,-143.41,154.34
14,-1,20572,Rod Pampling,2.96,162.78,-142.52,170.47
15,0,24663,Y.E. Yang,2.88,138.15,-60.42,124.74
16,0,06004,Stephen Ames,2.76,124.03,-129.21,139.13
17,3,20686,Jeev Milkha Singh,2.63,194.45,-35.70,207.14
18,-1,23621,Rory Sabbatini,2.60,129.90,-128.38,169.24
19,-1,10423,Mike Weir,2.54,121.78,-123.05,136.82
20,-1,10885,Robert Allenby,2.50,154.79,-145.52,117.38
21,0,26331,Charl Schwartzel,2.22,132.98,-68.47,134.74
22,0,20569,Richard Green,2.01,102.47,-100.36,108.12
23,0,20645,John Senden,1.95,120.79,-67.12,107.30
24,10,24511,Thongchai Jaidee,1.82,92.99,-63.08,85.52
25,-1,23718,Nathan Green,1.79,114.49,-38.99,129.84
26,0,20935,Toru Taniguchi,1.70,96.90,-73.36,84.91
27,-2,22117,Jyoti Randhawa,1.65,77.68,-55.67,72.15
28,-1,22371,Aaron Baddeley,1.64,90.31,-52.82,92.58
29,-1,20634,Peter Lonard,1.64,94.88,-124.72,71.03
30,-1,20773,Taichi Teshima,1.59,85.84,-35.66,68.67
31,-1,25732,S.K. Ho,1.57,84.65,-63.00,72.88
32,-1,21187,Hidemasa Hoshino,1.49,74.43,-35.72,62.06
33,-1,23043,Paul Sheehan,1.47,89.67,-66.34,75.19
34,1,21498,Hideto Tanihara,1.45,79.53,-41.97,82.74
35,-2,25273,Andrew Buckle,1.44,74.68,-31.50,84.46
36,0,12680,Shigeki Maruyama,1.43,84.34,-109.67,53.99
37,0,20624,David Smail,1.42,72.41,-58.50,50.32
38,0,25562,Andres Romero,1.37,60.29,-16.87,64.07
39,2,27770,Camilo Villegas,1.35,86.43,-46.14,110.59
40,-1,23580,Tetsuji Hiratsuka,1.33,75.72,-40.62,66.12
41,-1,22075,Ricardo Gonzalez,1.29,53.00,-36.02,56.19
42,2,01886,Peter O'Malley,1.28,65.46,-43.24,57.77
43,-1,20939,Keiichiro Fukabori,1.28,70.26,-53.17,44.43
44,-1,20574,Mathew Goggin,1.26,73.25,-31.87,67.73
45,0,20433,Mark Hensby,1.18,53.11,-113.20,14.79
46,1,24748,WC Liang,1.16,63.75,-33.44,58.36
47,-1,01313,Steve Elkington,1.16,46.33,-55.54,13.41
48,2,23797,Brett Rumford,1.09,60.85,-48.57,60.04
