RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,26596,Ryan Moore,75.80,667,880,-0.17
2,0,26476,Chez Reavie,75.59,737,975,-0.17
3,0,10809,Jim Furyk,74.18,589,794,-0.16
4,0,19803,Ryan Armour,72.96,761,1043,-0.16
5,0,31560,Brian Stuard,71.50,765,1070,-0.15
6,0,21528,Henrik Stenson,71.48,416,582,-0.19
7,0,33410,Andrew Landry,71.26,647,908,-0.17
8,0,31557,Jim Herman,70.89,375,529,-0.14
9,0,46435,Austin Cook,70.48,518,735,-0.15
10,0,29478,Kevin Kisner,70.34,695,988,-0.20
11,0,29535,Brice Garnett,70.11,638,910,-0.14
12,0,45526,Abraham Ancer,69.93,693,991,-0.16
13,0,19846,Brian Gay,69.76,699,1002,-0.14
14,0,30110,Kyle Stanley,69.49,533,767,-0.18
15,0,34261,Scott Langley,69.39,619,892,-0.13
16,0,25686,Jason Dufner,69.06,549,795,-0.17
17,0,25198,Francesco Molinari,69.04,408,591,-0.12
18,0,23325,Vaughn Taylor,68.95,786,1140,-0.19
19,0,40098,Matt Fitzpatrick,68.86,356,517,-0.16
20,0,45609,Tyler Duncan,68.80,624,907,-0.11
21,0,32200,Roberto Castro,68.64,591,861,-0.18
22,0,32150,Michael Thompson,68.62,621,905,-0.17
23,0,35376,Roberto Díaz,68.46,484,707,-0.17
24,0,49298,Kramer Hickok,68.45,562,821,-0.17
25,0,27644,Brian Harman,68.39,675,987,-0.19
26,0,28679,Fabián Gómez,68.30,459,672,-0.17
27,0,20472,Alex Cejka,68.29,379,555,-0.04
27,0,32640,Troy Merritt,68.29,532,779,-0.23
29,0,34098,Russell Henley,68.12,577,847,-0.18
30,0,31646,Emiliano Grillo,67.71,520,768,-0.16
31,0,26758,David Hearn,67.58,319,472,-0.13
32,0,47990,Kyle Jones,67.51,509,754,-0.15
33,0,25364,Paul Casey,67.49,519,769,-0.20
34,0,23621,Rory Sabbatini,67.27,711,1057,-0.18
35,0,27214,Kevin Streelman,67.26,645,959,-0.17
36,0,33141,Keegan Bradley,67.09,628,936,-0.13
37,0,29518,Brendan Steele,67.00,475,709,-0.16
38,0,33399,Adam Hadwin,66.86,577,863,-0.20
39,0,39327,Ben Silverman,66.79,521,780,-0.11
40,0,34076,Joel Dahmen,66.57,703,1056,-0.17
41,0,23108,Matt Kuchar,66.56,617,927,-0.21
42,0,39997,Corey Conners,66.46,642,966,-0.17
42,0,35449,Adam Long,66.46,630,948,-0.14
42,0,25818,Scott Piercy,66.46,652,981,-0.21
45,0,29221,Webb Simpson,66.36,639,963,-0.23
46,0,26329,Louis Oosthuizen,66.27,442,667,-0.20
47,0,30786,Brady Schnell,66.24,361,545,-0.15
48,0,40115,Adam Svensson,66.10,505,764,-0.17
49,0,30978,Kiradech Aphibarnrat,66.08,413,625,-0.16
50,0,24024,Zach Johnson,66.03,486,736,-0.15
51,0,35732,Wes Roach,65.98,450,682,-0.20
52,0,29479,Scott Brown,65.93,625,948,-0.19
53,0,26499,Rafa Cabrera Bello,65.87,440,668,-0.20
