RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,45157,Cam Davis,-.134
2,0,27330,Josh Teater,-.120
3,0,23320,Ryan Palmer,-.114
4,0,51766,Wyndham Clark,-.102
5,0,32058,José de Jesús Rodríguez,-.087
6,0,36689,Brooks Koepka,-.086
7,0,28775,Nate Lashley,-.083
8,0,39977,Max Homa,-.068
9,0,26300,Matt Jones,-.067
9,0,34466,Peter Malnati,-.067
11,0,45486,Joaquin Niemann,-.064
12,0,47959,Bryson DeChambeau,-.061
13,0,48081,Xander Schauffele,-.059
14,0,24924,Bill Haas,-.057
14,0,24138,Ian Poulter,-.057
16,0,49964,Aaron Wise,-.047
17,0,33486,Roger Sloan,-.045
18,0,32839,Hideki Matsuyama,-.043
19,0,47993,Denny McCarthy,-.042
20,0,49771,J.T. Poston,-.037
21,0,29970,Dylan Frittelli,-.035
22,0,29725,Tony Finau,-.032
23,0,32139,Danny Willett,-.030
24,0,37340,Chase Wright,-.028
25,0,27064,Jhonattan Vegas,-.024
26,0,39997,Corey Conners,-.020
27,0,27214,Kevin Streelman,-.018
28,0,35450,Patrick Cantlay,-.017
28,0,34076,Joel Dahmen,-.017
30,0,39971,Sungjae Im,-.013
30,0,26851,Marc Leishman,-.013
32,0,27963,Chris Stroud,-.012
33,0,33419,Cameron Tringale,-.010
34,0,24925,Jonathan Byrd,E
34,0,34021,Bud Cauley,E
34,0,27141,J.B. Holmes,E
34,0,23621,Rory Sabbatini,E
38,0,35506,Mackenzie Hughes,+.007
39,0,25632,Jimmy Walker,+.008
40,0,36699,Patrick Rodgers,+.009
41,0,33122,Russell Knox,+.010
42,0,45526,Abraham Ancer,+.011
42,0,37275,Sam Ryder,+.011
42,0,24502,Adam Scott,+.011
45,0,22405,Justin Rose,+.012
46,0,46501,Ollie Schniederjans,+.015
47,0,33448,Justin Thomas,+.017
48,0,27644,Brian Harman,+.018
49,0,29535,Brice Garnett,+.019
50,0,28237,Rory McIlroy,+.020
50,0,49960,Sepp Straka,+.020
50,0,40115,Adam Svensson,+.020
53,0,46601,Trey Mullinax,+.022
54,0,40009,Dominic Bozzelli,+.023
55,0,30925,Dustin Johnson,+.024
55,0,26476,Chez Reavie,+.024
57,0,34099,Harris English,+.026
58,0,34360,Patrick Reed,+.027
59,0,30946,Alex Prugh,+.028
60,0,33948,Byeong Hun An,+.029
60,0,32640,Troy Merritt,+.029
60,0,29223,Sam Saunders,+.029
63,0,39327,Ben Silverman,+.030
64,0,33667,Carlos Ortiz,+.032
64,0,34046,Jordan Spieth,+.032
66,0,31646,Emiliano Grillo,+.033
67,0,33418,Shawn Stefani,+.035
67,0,25804,Bubba Watson,+.035
69,0,22371,Aaron Baddeley,+.037
70,0,36852,Jim Knous,+.038
70,0,48822,Sebastián Muñoz,+.038
72,0,37455,Si Woo Kim,+.044
73,0,06522,Ernie Els,+.047
73,0,25493,Nick Taylor,+.047
75,0,32333,Kevin Tway,+.048
76,0,27129,Luke List,+.049
77,0,23325,Vaughn Taylor,+.050
78,0,33399,Adam Hadwin,+.051
79,0,29478,Kevin Kisner,+.052
80,0,35421,Brandon Harkins,+.053
80,0,30786,Brady Schnell,+.053
82,0,34098,Russell Henley,+.055
83,0,30911,Tommy Fleetwood,+.056
84,0,29479,Scott Brown,+.057
85,0,39324,J.J. Spaun,+.058
86,0,47128,Richy Werenski,+.060
87,0,32102,Rickie Fowler,+.061
88,0,27649,Brandt Snedeker,+.063
89,0,23108,Matt Kuchar,+.064
89,0,46970,Jon Rahm,+.064
91,0,25900,Lucas Glover,+.065
92,0,40026,Daniel Berger,+.067
93,0,28089,Jason Day,+.068
93,0,26596,Ryan Moore,+.068
95,0,40098,Matt Fitzpatrick,+.069
96,0,27095,Nick Watney,+.070
97,0,35617,Martin Trainer,+.071
98,0,29268,Bronson Burgoon,+.075
98,0,26758,David Hearn,+.075
98,0,36799,Stephan Jaeger,+.075
101,0,39954,Cody Gribble,+.076
102,0,47347,Adam Schenk,+.077
103,0,27974,Sung Kang,+.079
104,0,29926,Danny Lee,+.080
105,0,35532,Tom Hoge,+.081
106,0,35732,Wes Roach,+.082
107,0,25364,Paul Casey,+.083
107,0,32791,K.H. Lee,+.083
109,0,21961,Charles Howell III,+.086
110,0,35376,Roberto Díaz,+.088
111,0,35461,Beau Hossler,+.089
111,0,24781,Hunter Mahan,+.089
111,0,25818,Scott Piercy,+.089
114,0,28259,Sangmoon Bae,+.090
114,0,10809,Jim Furyk,+.090
114,0,29908,C.T. Pan,+.090
117,0,19803,Ryan Armour,+.092
117,0,34256,Andrew Putnam,+.092
117,0,34264,Hudson Swafford,+.092
120,0,30692,Scott Stallings,+.093
121,0,29221,Webb Simpson,+.094
121,0,29484,Peter Uihlein,+.094
