RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,25364,Paul Casey,-.115
2,0,33419,Cameron Tringale,-.109
3,0,27064,Jhonattan Vegas,-.094
4,0,27936,Martin Laird,-.080
5,0,27649,Brandt Snedeker,-.078
6,0,29221,Webb Simpson,-.076
7,0,34099,Harris English,-.071
8,0,36799,Stephan Jaeger,-.066
9,0,30911,Tommy Fleetwood,-.065
9,0,37455,Si Woo Kim,-.065
11,0,26851,Marc Leishman,-.063
12,0,30944,Jason Kokrak,-.060
13,0,29484,Peter Uihlein,-.059
14,0,35506,Mackenzie Hughes,-.058
15,0,30925,Dustin Johnson,-.056
16,0,32757,Patton Kizzire,-.047
16,0,33448,Justin Thomas,-.047
18,0,31323,Gary Woodland,-.044
19,0,36689,Brooks Koepka,-.038
20,0,27129,Luke List,-.033
21,0,39971,Sungjae Im,-.030
22,0,47993,Denny McCarthy,-.028
23,0,33948,Byeong Hun An,-.027
24,0,33486,Roger Sloan,-.025
25,0,33667,Carlos Ortiz,-.024
25,0,32058,José de Jesús Rodríguez,-.024
27,0,28679,Fabián Gómez,-.022
27,0,27330,Josh Teater,-.022
29,0,51766,Wyndham Clark,-.021
30,0,23108,Matt Kuchar,-.019
31,0,46523,Joey Garber,-.013
32,0,48081,Xander Schauffele,-.011
32,0,25493,Nick Taylor,-.011
34,0,45157,Cam Davis,-.008
35,0,34360,Patrick Reed,-.007
36,0,25900,Lucas Glover,-.006
36,0,46601,Trey Mullinax,-.006
38,0,32839,Hideki Matsuyama,-.005
39,0,35450,Patrick Cantlay,E
39,0,46402,Talor Gooch,E
39,0,34563,Chesson Hadley,E
39,0,36852,Jim Knous,E
39,0,39546,Keith Mitchell,E
39,0,24138,Ian Poulter,E
39,0,32333,Kevin Tway,E
46,0,35891,Cameron Smith,+.009
47,0,24781,Hunter Mahan,+.010
48,0,28259,Sangmoon Bae,+.013
48,0,29518,Brendan Steele,+.013
50,0,01810,Phil Mickelson,+.018
51,0,33141,Keegan Bradley,+.019
51,0,29725,Tony Finau,+.019
51,0,37189,Harold Varner III,+.019
54,0,26499,Rafa Cabrera Bello,+.020
54,0,27556,Ted Potter Jr.,+.020
54,0,34046,Jordan Spieth,+.020
57,0,48822,Sebastián Muñoz,+.021
58,0,49303,Anders Albertson,+.025
59,0,33122,Russell Knox,+.026
59,0,34264,Hudson Swafford,+.026
61,0,45486,Joaquin Niemann,+.027
62,0,23621,Rory Sabbatini,+.028
63,0,25198,Francesco Molinari,+.030
64,0,46970,Jon Rahm,+.031
64,0,36699,Patrick Rodgers,+.031
66,0,45526,Abraham Ancer,+.033
67,0,27214,Kevin Streelman,+.036
68,0,21961,Charles Howell III,+.037
69,0,40026,Daniel Berger,+.040
70,0,40009,Dominic Bozzelli,+.042
70,0,47504,Sam Burns,+.042
70,0,26758,David Hearn,+.042
73,0,32102,Rickie Fowler,+.043
74,0,28237,Rory McIlroy,+.047
74,0,49960,Sepp Straka,+.047
76,0,34021,Bud Cauley,+.050
77,0,37380,Curtis Luck,+.051
77,0,25804,Bubba Watson,+.051
79,0,39997,Corey Conners,+.053
80,0,32816,Satoshi Kodaira,+.055
81,0,47856,Seth Reeves,+.056
81,0,40115,Adam Svensson,+.056
83,0,29970,Dylan Frittelli,+.057
83,0,21209,Sergio Garcia,+.057
83,0,26596,Ryan Moore,+.057
83,0,34431,Robert Streb,+.057
83,0,32150,Michael Thompson,+.057
88,0,39324,J.J. Spaun,+.059
88,0,49964,Aaron Wise,+.059
90,0,27095,Nick Watney,+.061
91,0,24924,Bill Haas,+.062
92,0,27895,Jonas Blixt,+.063
93,0,49298,Kramer Hickok,+.065
93,0,28775,Nate Lashley,+.065
93,0,23325,Vaughn Taylor,+.065
93,0,25632,Jimmy Walker,+.065
97,0,49771,J.T. Poston,+.066
97,0,37275,Sam Ryder,+.066
99,0,30191,Julián Etulain,+.067
99,0,34466,Peter Malnati,+.067
101,0,46435,Austin Cook,+.068
102,0,30692,Scott Stallings,+.069
103,0,24925,Jonathan Byrd,+.070
104,0,33418,Shawn Stefani,+.071
105,0,46501,Ollie Schniederjans,+.072
106,0,26300,Matt Jones,+.073
106,0,35449,Adam Long,+.073
108,0,52372,Cameron Champ,+.075
108,0,35421,Brandon Harkins,+.075
110,0,31420,Anirban Lahiri,+.076
111,0,29926,Danny Lee,+.077
111,0,24502,Adam Scott,+.077
113,0,34363,Tyrrell Hatton,+.079
113,0,30946,Alex Prugh,+.079
113,0,27963,Chris Stroud,+.079
113,0,31560,Brian Stuard,+.079
117,0,47990,Kyle Jones,+.081
118,0,27644,Brian Harman,+.083
118,0,23320,Ryan Palmer,+.083
118,0,20572,Rod Pampling,+.083
118,0,32139,Danny Willett,+.083
122,0,29974,Branden Grace,+.086
123,0,33399,Adam Hadwin,+.089
124,0,35732,Wes Roach,+.091
125,0,28252,Seamus Power,+.093
126,0,21731,Freddie Jacobson,+.095
127,0,47959,Bryson DeChambeau,+.096
127,0,31557,Jim Herman,+.096
129,0,29420,Billy Horschel,+.097
129,0,35461,Beau Hossler,+.097
129,0,27974,Sung Kang,+.097
132,0,28089,Jason Day,+.098
132,0,27349,Alex Noren,+.098
134,0,30786,Brady Schnell,+.099
135,0,34306,John Chin,+.100
136,0,29223,Sam Saunders,+.102
137,0,24024,Zach Johnson,+.105
137,0,37340,Chase Wright,+.105
139,0,47128,Richy Werenski,+.107
140,0,34098,Russell Henley,+.109
141,0,22371,Aaron Baddeley,+.110
141,0,26476,Chez Reavie,+.110
143,0,29478,Kevin Kisner,+.112
143,0,32791,K.H. Lee,+.112
143,0,34256,Andrew Putnam,+.112
146,0,19846,Brian Gay,+.114
147,0,40098,Matt Fitzpatrick,+.115
147,0,27141,J.B. Holmes,+.115
149,0,39327,Ben Silverman,+.117
150,0,29535,Brice Garnett,+.118
