RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
57,0,23108,Matt Kuchar,25.13,233,927,+0.26
58,0,26499,Rafa Cabrera Bello,25.15,168,668,+0.83
59,0,32816,Satoshi Kodaira,25.21,179,710,+1.01
60,0,37275,Sam Ryder,25.36,211,832,+0.43
61,0,25396,Kevin Na,25.37,155,611,+1.23
62,0,32791,K.H. Lee,25.44,219,861,+0.96
63,0,47990,Kyle Jones,25.46,192,754,+0.89
64,0,39971,Sungjae Im,25.49,354,1389,-0.23
65,0,47959,Bryson DeChambeau,25.54,235,920,+0.09
66,0,48081,Xander Schauffele,25.68,190,740,-0.37
67,0,49771,J.T. Poston,25.80,316,1225,+0.22
68,0,39997,Corey Conners,25.88,250,966,+0.24
69,0,30944,Jason Kokrak,25.96,270,1040,+0.26
70,0,46970,Jon Rahm,25.98,192,739,+0.47
71,0,34363,Tyrrell Hatton,26.16,152,581,+0.86
72,0,49766,Hank Lebioda,26.21,211,805,+1.71
73,0,33122,Russell Knox,26.22,215,820,+0.19
74,0,29908,C.T. Pan,26.23,219,835,+1.51
75,0,26758,David Hearn,26.27,124,472,+0.56
76,0,30911,Tommy Fleetwood,26.37,183,694,-0.05
77,0,24138,Ian Poulter,26.55,163,614,-0.25
78,0,26300,Matt Jones,26.56,243,915,+0.04
79,0,27895,Jonas Blixt,26.63,237,890,+0.84
80,0,27936,Martin Laird,26.65,270,1013,+0.41
81,0,39324,J.J. Spaun,26.71,238,891,+0.59
81,0,37340,Chase Wright,26.71,211,790,+0.38
83,0,26951,Johnson Wagner,26.75,176,658,+1.19
84,0,22405,Justin Rose,26.83,183,682,+1.09
85,0,25572,Graeme McDowell,26.88,186,692,+1.40
86,0,29221,Webb Simpson,26.90,259,963,+0.08
87,0,34256,Andrew Putnam,27.18,212,780,+1.04
88,0,27349,Alex Noren,27.24,161,591,+1.30
89,0,21731,Freddie Jacobson,27.27,150,550,+1.20
89,0,27556,Ted Potter Jr.,27.27,228,836,+1.10
91,0,28089,Jason Day,27.44,180,656,+0.83
92,0,31420,Anirban Lahiri,27.45,224,816,+1.21
93,0,36689,Brooks Koepka,27.59,224,812,-0.58
94,0,27649,Brandt Snedeker,27.64,309,1118,-0.13
95,0,49964,Aaron Wise,27.65,209,756,+0.05
96,0,24924,Bill Haas,27.74,233,840,+0.17
97,0,23353,J.J. Henry,27.75,159,573,+1.64
97,0,31323,Gary Woodland,27.75,252,908,+0.32
99,0,47128,Richy Werenski,27.84,282,1013,+0.82
100,0,35532,Tom Hoge,27.87,279,1001,+1.11
100,0,32757,Patton Kizzire,27.87,204,732,+0.25
100,0,30946,Alex Prugh,27.87,221,793,+0.54
103,0,27974,Sung Kang,27.91,271,971,+0.89
104,0,34563,Chesson Hadley,27.93,231,827,+0.78
105,0,20572,Rod Pampling,27.94,159,569,+2.01
106,0,37454,Whee Kim,28.00,182,650,+1.70
107,0,27958,Ryan Blaum,28.08,280,997,+1.64
107,0,35879,Kelly Kraft,28.08,251,894,+1.43
109,0,49960,Sepp Straka,28.09,227,808,+0.35
110,0,33418,Shawn Stefani,28.10,240,854,+0.54
111,0,24781,Hunter Mahan,28.15,183,650,+0.44
112,0,33667,Carlos Ortiz,28.17,280,994,+0.07
113,0,33486,Roger Sloan,28.31,274,968,-0.33
114,0,28237,Rory McIlroy,28.39,226,796,+0.35
115,0,12716,Charley Hoffman,28.40,184,648,+1.52
116,0,35732,Wes Roach,28.45,194,682,+0.88
117,0,28259,Sangmoon Bae,28.57,158,553,+0.51
118,0,21961,Charles Howell III,28.60,292,1021,+0.58
119,0,32839,Hideki Matsuyama,28.64,291,1016,-0.17
120,0,29970,Dylan Frittelli,28.77,271,942,+0.18
121,0,39546,Keith Mitchell,28.82,245,850,+0.86
121,0,25493,Nick Taylor,28.82,345,1197,+0.17
123,0,34360,Patrick Reed,29.02,294,1013,+0.10
124,0,37189,Harold Varner III,29.07,298,1025,+0.67
125,0,34099,Harris English,29.13,319,1095,-0.25
126,0,34431,Robert Streb,29.24,243,831,+0.86
127,0,32102,Rickie Fowler,29.26,256,875,+0.51
128,0,27963,Chris Stroud,29.35,209,712,+0.43
129,0,27330,Josh Teater,29.36,217,739,-0.60
130,0,46523,Joey Garber,29.38,176,599,+0.80
131,0,06522,Ernie Els,29.47,122,414,+0.98
132,0,35461,Beau Hossler,29.51,278,942,+0.94
132,0,29926,Danny Lee,29.51,293,993,+0.78
134,0,45486,Joaquin Niemann,29.64,329,1110,-0.12
134,0,30692,Scott Stallings,29.64,278,938,+0.79
136,0,33948,Byeong Hun An,29.87,253,847,-0.04
137,0,47347,Adam Schenk,29.91,341,1140,+1.09
138,0,27064,Jhonattan Vegas,29.99,254,847,-0.59
139,0,26851,Marc Leishman,30.06,239,795,-0.46
140,0,40009,Dominic Bozzelli,30.18,204,676,+0.34
140,0,29974,Branden Grace,30.18,188,623,+0.90
142,0,32139,Danny Willett,30.20,209,692,+0.29
143,0,29223,Sam Saunders,30.25,278,919,+0.76
144,0,47504,Sam Burns,30.48,285,935,+0.70
145,0,27095,Nick Watney,30.49,290,951,+0.66
146,0,35891,Cameron Smith,30.75,226,735,+0.58
147,0,25804,Bubba Watson,30.79,214,695,+0.42
148,0,39977,Max Homa,30.82,294,954,+0.54
149,0,36799,Stephan Jaeger,30.91,242,783,+0.04
150,0,35421,Brandon Harkins,30.98,294,949,+0.65
151,0,21209,Sergio Garcia,30.99,163,526,+0.80
152,0,48822,Sebastián Muñoz,31.00,275,887,+0.29
153,0,49303,Anders Albertson,31.02,224,722,+0.89
154,0,39954,Cody Gribble,31.19,248,795,+0.97
155,0,29725,Tony Finau,31.33,282,900,-0.04
156,0,46402,Talor Gooch,31.36,207,660,+0.43
157,0,35506,Mackenzie Hughes,31.40,287,914,-0.24
158,0,28252,Seamus Power,31.42,268,853,+1.23
159,0,33419,Cameron Tringale,31.53,222,704,-0.63
160,0,24502,Adam Scott,31.54,193,612,+0.47
161,0,33448,Justin Thomas,31.55,247,783,-0.16
162,0,32058,José de Jesús Rodríguez,31.62,215,680,-0.51
163,0,51766,Wyndham Clark,31.69,315,994,-0.54
164,0,27129,Luke List,31.84,242,760,+0.08
165,0,35450,Patrick Cantlay,31.86,253,794,-0.08
166,0,34306,John Chin,32.01,169,528,+1.30
167,0,46501,Ollie Schniederjans,32.10,269,838,+0.45
168,0,27141,J.B. Holmes,32.27,213,660,+0.56
169,0,30925,Dustin Johnson,32.43,250,771,-0.16
170,0,36699,Patrick Rodgers,32.59,204,626,+0.20
171,0,32333,Kevin Tway,32.68,302,924,+0.20
172,0,34466,Peter Malnati,32.82,344,1048,-0.03
173,0,25632,Jimmy Walker,32.95,258,783,+0.39
174,0,34264,Hudson Swafford,33.03,215,651,+0.56
175,0,45157,Cam Davis,33.25,260,782,-0.69
176,0,34046,Jordan Spieth,33.44,304,909,+0.26
177,0,24925,Jonathan Byrd,33.60,168,500,+0.36
178,0,35617,Martin Trainer,33.92,231,681,+1.13
179,0,22371,Aaron Baddeley,34.02,199,585,+0.70
180,0,37380,Curtis Luck,34.16,207,606,+0.82
181,0,30191,Julián Etulain,34.18,241,705,+0.95
182,0,46601,Trey Mullinax,34.56,300,868,+0.07
183,0,36852,Jim Knous,34.64,186,537,+0.22
184,0,52372,Cameron Champ,34.71,327,942,+0.95
185,0,47856,Seth Reeves,34.93,255,730,+0.98
186,0,39975,Michael Kim,35.44,219,618,+1.55
187,0,29484,Peter Uihlein,35.63,284,797,+0.21
188,0,01810,Phil Mickelson,37.59,256,681,+0.86
