RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
103,0,49298,Kramer Hickok,14.98,123,821,+0.07
104,0,26758,David Hearn,15.04,71,472,+0.04
105,0,35506,Mackenzie Hughes,15.10,138,914,-0.06
106,0,27064,Jhonattan Vegas,15.11,128,847,-0.09
107,0,24138,Ian Poulter,15.15,93,614,E
108,0,40026,Daniel Berger,15.21,125,822,+0.04
109,0,45526,Abraham Ancer,15.24,151,991,+0.03
109,0,35891,Cameron Smith,15.24,112,735,+0.01
111,0,21731,Freddie Jacobson,15.27,84,550,+0.10
111,0,36852,Jim Knous,15.27,82,537,E
113,0,34363,Tyrrell Hatton,15.32,89,581,+0.08
114,0,34099,Harris English,15.34,168,1095,-0.07
114,0,36699,Patrick Rodgers,15.34,96,626,+0.03
116,0,32816,Satoshi Kodaira,15.35,109,710,+0.06
117,0,35617,Martin Trainer,15.42,105,681,+0.16
118,0,39997,Corey Conners,15.53,150,966,+0.05
119,0,22371,Aaron Baddeley,15.56,91,585,+0.11
119,0,27095,Nick Watney,15.56,148,951,+0.06
121,0,36799,Stephan Jaeger,15.58,122,783,-0.07
122,0,25818,Scott Piercy,15.60,153,981,+0.12
123,0,29926,Danny Lee,15.71,156,993,+0.08
124,0,34466,Peter Malnati,15.74,165,1048,+0.07
125,0,32139,Danny Willett,15.75,109,692,+0.08
126,0,27141,J.B. Holmes,15.76,104,660,+0.12
127,0,27129,Luke List,15.79,120,760,-0.03
128,0,37189,Harold Varner III,15.80,162,1025,+0.02
129,0,37454,Whee Kim,15.85,103,650,+0.16
130,0,28237,Rory McIlroy,15.95,127,796,+0.05
131,0,49960,Sepp Straka,15.97,129,808,+0.05
132,0,24781,Hunter Mahan,16.00,104,650,+0.01
133,0,34256,Andrew Putnam,16.03,125,780,+0.11
134,0,21961,Charles Howell III,16.06,164,1021,+0.04
135,0,30925,Dustin Johnson,16.08,124,771,-0.06
136,0,32102,Rickie Fowler,16.11,141,875,+0.04
137,0,36689,Brooks Koepka,16.13,131,812,-0.04
138,0,01810,Phil Mickelson,16.15,110,681,+0.02
139,0,33448,Justin Thomas,16.22,127,783,-0.05
140,0,48822,Sebastián Muñoz,16.23,144,887,+0.02
141,0,49303,Anders Albertson,16.34,118,722,+0.03
142,0,35461,Beau Hossler,16.35,154,942,+0.10
143,0,34046,Jordan Spieth,16.39,149,909,+0.02
144,0,46501,Ollie Schniederjans,16.47,138,838,+0.07
145,0,21209,Sergio Garcia,16.54,87,526,+0.06
146,0,29970,Dylan Frittelli,16.67,157,942,+0.06
147,0,33486,Roger Sloan,16.74,162,968,-0.02
148,0,35532,Tom Hoge,16.78,168,1001,+0.13
149,0,33419,Cameron Tringale,16.90,119,704,-0.11
150,0,45486,Joaquin Niemann,16.94,188,1110,+0.03
150,0,29484,Peter Uihlein,16.94,135,797,-0.06
152,0,35421,Brandon Harkins,16.97,161,949,+0.07
153,0,24502,Adam Scott,16.99,104,612,+0.08
154,0,45157,Cam Davis,17.01,133,782,-0.01
155,0,30191,Julián Etulain,17.02,120,705,+0.07
156,0,34306,John Chin,17.05,90,528,+0.10
157,0,39324,J.J. Spaun,17.06,152,891,+0.06
157,0,30692,Scott Stallings,17.06,160,938,+0.07
159,0,52372,Cameron Champ,17.09,161,942,+0.07
160,0,35450,Patrick Cantlay,17.13,136,794,E
160,0,12716,Charley Hoffman,17.13,111,648,+0.19
162,0,24925,Jonathan Byrd,17.20,86,500,+0.07
163,0,27349,Alex Noren,17.26,102,591,+0.10
164,0,39975,Michael Kim,17.31,107,618,+0.13
165,0,24924,Bill Haas,17.38,146,840,+0.06
166,0,46402,Talor Gooch,17.42,115,660,E
167,0,29725,Tony Finau,17.44,157,900,+0.02
168,0,40009,Dominic Bozzelli,17.46,118,676,+0.04
168,0,47347,Adam Schenk,17.46,199,1140,+0.13
170,0,27963,Chris Stroud,17.70,126,712,+0.08
171,0,33948,Byeong Hun An,17.71,150,847,-0.03
172,0,35732,Wes Roach,17.74,121,682,+0.09
173,0,25632,Jimmy Walker,17.75,139,783,+0.06
174,0,47504,Sam Burns,17.97,168,935,+0.04
174,0,34264,Hudson Swafford,17.97,117,651,+0.03
176,0,32058,José de Jesús Rodríguez,18.09,123,680,-0.02
177,0,27330,Josh Teater,18.13,134,739,-0.02
178,0,39977,Max Homa,18.45,176,954,+0.14
179,0,29974,Branden Grace,18.62,116,623,+0.09
180,0,46601,Trey Mullinax,18.78,163,868,-0.01
181,0,51766,Wyndham Clark,18.91,188,994,-0.02
182,0,06522,Ernie Els,19.08,79,414,+0.13
183,0,29223,Sam Saunders,19.15,176,919,+0.10
184,0,32333,Kevin Tway,19.16,177,924,E
185,0,37380,Curtis Luck,19.31,117,606,+0.05
186,0,32839,Hideki Matsuyama,19.49,198,1016,-0.01
187,0,47856,Seth Reeves,19.73,144,730,+0.06
188,0,26851,Marc Leishman,20.13,160,795,-0.06
