RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
87,0,47347,Adam Schenk,12.46,142,1140,+0.08
88,0,25364,Paul Casey,12.48,96,769,+0.08
89,0,47504,Sam Burns,12.51,117,935,+0.11
90,0,21961,Charles Howell III,12.54,128,1021,+0.09
91,0,30692,Scott Stallings,12.58,118,938,+0.09
92,0,45486,Joaquin Niemann,12.70,141,1110,-0.06
92,0,27649,Brandt Snedeker,12.70,142,1118,+0.06
94,0,40009,Dominic Bozzelli,12.72,86,676,+0.02
94,0,46970,Jon Rahm,12.72,94,739,+0.06
96,0,51766,Wyndham Clark,12.78,127,994,-0.10
97,0,31420,Anirban Lahiri,12.87,105,816,+0.17
98,0,31323,Gary Woodland,12.89,117,908,+0.12
99,0,34021,Bud Cauley,12.92,132,1022,E
100,0,39327,Ben Silverman,12.95,101,780,+0.03
101,0,20472,Alex Cejka,12.97,72,555,+0.13
101,0,30911,Tommy Fleetwood,12.97,90,694,+0.06
103,0,27974,Sung Kang,12.98,126,971,+0.08
104,0,26300,Matt Jones,13.01,119,915,-0.07
105,0,40115,Adam Svensson,13.09,100,764,+0.02
106,0,27936,Martin Laird,13.13,133,1013,+0.17
107,0,32102,Rickie Fowler,13.14,115,875,+0.06
108,0,35461,Beau Hossler,13.16,124,942,+0.09
109,0,30944,Jason Kokrak,13.17,137,1040,+0.11
110,0,20572,Rod Pampling,13.18,75,569,+0.33
111,0,33418,Shawn Stefani,13.23,113,854,+0.04
112,0,37189,Harold Varner III,13.27,136,1025,+0.13
113,0,29908,C.T. Pan,13.29,111,835,+0.09
113,0,29221,Webb Simpson,13.29,128,963,+0.09
115,0,26951,Johnson Wagner,13.37,88,658,+0.10
116,0,32757,Patton Kizzire,13.39,98,732,+0.10
117,0,29518,Brendan Steele,13.40,95,709,+0.21
118,0,28089,Jason Day,13.41,88,656,+0.07
119,0,37340,Chase Wright,13.42,106,790,-0.03
120,0,24024,Zach Johnson,13.45,99,736,+0.10
121,0,23108,Matt Kuchar,13.48,125,927,+0.06
122,0,30946,Alex Prugh,13.49,107,793,+0.03
123,0,32058,José de Jesús Rodríguez,13.53,92,680,-0.09
123,0,32333,Kevin Tway,13.53,125,924,+0.05
125,0,25572,Graeme McDowell,13.58,94,692,+0.12
126,0,26329,Louis Oosthuizen,13.64,91,667,+0.14
127,0,48081,Xander Schauffele,13.78,102,740,-0.06
128,0,34099,Harris English,13.79,151,1095,+0.03
129,0,29926,Danny Lee,13.80,137,993,+0.08
130,0,29420,Billy Horschel,13.81,133,963,+0.15
131,0,29725,Tony Finau,13.89,125,900,-0.03
132,0,46402,Talor Gooch,13.94,92,660,+0.10
133,0,35421,Brandon Harkins,14.01,133,949,+0.05
134,0,27958,Ryan Blaum,14.04,140,997,+0.21
135,0,32791,K.H. Lee,14.05,121,861,+0.08
136,0,28259,Sangmoon Bae,14.10,78,553,+0.09
137,0,49964,Aaron Wise,14.15,107,756,-0.05
138,0,25493,Nick Taylor,14.20,170,1197,+0.05
139,0,47959,Bryson DeChambeau,14.24,131,920,-0.06
140,0,21209,Sergio Garcia,14.45,76,526,+0.11
140,0,32139,Danny Willett,14.45,100,692,-0.03
142,0,34360,Patrick Reed,14.51,147,1013,+0.03
143,0,24502,Adam Scott,14.54,89,612,+0.01
144,0,33419,Cameron Tringale,14.63,103,704,-0.01
145,0,23353,J.J. Henry,14.66,84,573,+0.14
146,0,49303,Anders Albertson,14.68,106,722,+0.16
147,0,35450,Patrick Cantlay,14.74,117,794,-0.02
148,0,48822,Sebastián Muñoz,14.77,131,887,+0.04
149,0,37380,Curtis Luck,14.85,90,606,+0.12
150,0,27064,Jhonattan Vegas,14.88,126,847,-0.02
151,0,47128,Richy Werenski,14.91,151,1013,+0.06
152,0,27095,Nick Watney,14.93,142,951,+0.07
153,0,34306,John Chin,14.96,79,528,+0.16
154,0,34264,Hudson Swafford,15.05,98,651,+0.09
155,0,27556,Ted Potter Jr.,15.07,126,836,+0.18
156,0,25632,Jimmy Walker,15.20,119,783,+0.01
157,0,47856,Seth Reeves,15.21,111,730,+0.15
158,0,36799,Stephan Jaeger,15.33,120,783,+0.08
158,0,33448,Justin Thomas,15.33,120,783,+0.02
160,0,35891,Cameron Smith,15.51,114,735,+0.11
161,0,35879,Kelly Kraft,15.55,139,894,+0.15
162,0,46501,Ollie Schniederjans,15.63,131,838,+0.02
163,0,46601,Trey Mullinax,15.78,137,868,+0.02
164,0,33667,Carlos Ortiz,15.79,157,994,+0.03
165,0,27129,Luke List,16.05,122,760,+0.05
166,0,46523,Joey Garber,16.19,97,599,+0.15
167,0,45157,Cam Davis,16.24,127,782,-0.13
168,0,35506,Mackenzie Hughes,16.30,149,914,+0.01
169,0,30925,Dustin Johnson,16.34,126,771,+0.02
170,0,39546,Keith Mitchell,16.35,139,850,+0.15
171,0,24925,Jonathan Byrd,16.40,82,500,E
172,0,39954,Cody Gribble,16.48,131,795,+0.08
173,0,27141,J.B. Holmes,16.52,109,660,E
174,0,25804,Bubba Watson,16.55,115,695,+0.03
175,0,34563,Chesson Hadley,16.57,137,827,+0.13
176,0,34046,Jordan Spieth,17.05,155,909,+0.03
177,0,34466,Peter Malnati,17.08,179,1048,-0.07
178,0,30191,Julián Etulain,17.16,121,705,+0.12
179,0,36699,Patrick Rodgers,17.25,108,626,+0.01
180,0,28252,Seamus Power,17.58,150,853,+0.15
181,0,52372,Cameron Champ,17.62,166,942,+0.11
182,0,39975,Michael Kim,18.12,112,618,+0.18
183,0,22371,Aaron Baddeley,18.46,108,585,+0.04
184,0,35617,Martin Trainer,18.50,126,681,+0.07
185,0,29484,Peter Uihlein,18.70,149,797,+0.09
186,0,34431,Robert Streb,18.77,156,831,+0.10
187,0,36852,Jim Knous,19.37,104,537,+0.04
188,0,01810,Phil Mickelson,21.44,146,681,+0.14
