RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,52372,Cameron Champ,44,57
1,0,29926,Danny Lee,44,55
3,0,39971,Sungjae Im,43,52
4,0,35421,Brandon Harkins,41,47
5,0,39997,Corey Conners,40,46
5,0,27974,Sung Kang,40,51
7,0,30692,Scott Stallings,39,45
8,0,33141,Keegan Bradley,38,47
9,0,27936,Martin Laird,36,43
9,0,28252,Seamus Power,36,42
9,0,25804,Bubba Watson,36,42
12,0,45609,Tyler Duncan,35,40
12,0,49766,Hank Lebioda,35,42
12,0,49771,J.T. Poston,35,45
15,0,32839,Hideki Matsuyama,34,42
16,0,49303,Anders Albertson,33,38
16,0,37189,Harold Varner III,33,41
18,0,34098,Russell Henley,32,37
18,0,32816,Satoshi Kodaira,32,39
18,0,47856,Seth Reeves,32,38
18,0,33418,Shawn Stefani,32,42
18,0,25493,Nick Taylor,32,41
23,0,34306,John Chin,31,34
23,0,34076,Joel Dahmen,31,42
23,0,35506,Mackenzie Hughes,31,34
23,0,32791,K.H. Lee,31,39
23,0,25818,Scott Piercy,31,36
23,0,47347,Adam Schenk,31,37
29,0,27958,Ryan Blaum,30,35
29,0,31646,Emiliano Grillo,30,37
29,0,33122,Russell Knox,30,36
29,0,33410,Andrew Landry,30,33
29,0,35449,Adam Long,30,36
29,0,31323,Gary Woodland,30,38
35,0,29479,Scott Brown,29,35
35,0,29970,Dylan Frittelli,29,34
35,0,35532,Tom Hoge,29,37
35,0,30944,Jason Kokrak,29,40
35,0,46601,Trey Mullinax,29,38
35,0,39327,Ben Silverman,29,33
35,0,29518,Brendan Steele,29,33
35,0,27214,Kevin Streelman,29,34
43,0,19803,Ryan Armour,28,42
43,0,36689,Brooks Koepka,28,32
43,0,23108,Matt Kuchar,28,35
43,0,26851,Marc Leishman,28,33
43,0,23320,Ryan Palmer,28,31
43,0,30946,Alex Prugh,28,29
43,0,40115,Adam Svensson,28,39
43,0,29484,Peter Uihlein,28,31
43,0,27064,Jhonattan Vegas,28,35
43,0,47128,Richy Werenski,28,33
53,0,28259,Sangmoon Bae,27,33
53,0,34021,Bud Cauley,27,34
53,0,25686,Jason Dufner,27,36
53,0,19846,Brian Gay,27,31
53,0,33399,Adam Hadwin,27,34
53,0,49298,Kramer Hickok,27,38
53,0,27129,Luke List,27,33
53,0,33667,Carlos Ortiz,27,31
53,0,33448,Justin Thomas,27,29
53,0,27095,Nick Watney,27,34
63,0,45526,Abraham Ancer,26,37
63,0,21961,Charles Howell III,26,30
63,0,36799,Stephan Jaeger,26,29
63,0,37454,Whee Kim,26,28
63,0,45486,Joaquin Niemann,26,32
63,0,29223,Sam Saunders,26,31
63,0,33486,Roger Sloan,26,33
63,0,49960,Sepp Straka,26,35
71,0,34099,Harris English,25,29
71,0,35879,Kelly Kraft,25,31
71,0,26476,Chez Reavie,25,30
71,0,39324,J.J. Spaun,25,33
71,0,31560,Brian Stuard,25,30
71,0,32333,Kevin Tway,25,29
71,0,25632,Jimmy Walker,25,32
78,0,27895,Jonas Blixt,24,25
78,0,32200,Roberto Castro,24,32
78,0,47959,Bryson DeChambeau,24,34
78,0,34563,Chesson Hadley,24,27
78,0,29420,Billy Horschel,24,28
78,0,23621,Rory Sabbatini,24,38
78,0,32150,Michael Thompson,24,32
78,0,49964,Aaron Wise,24,27
86,0,30191,Julián Etulain,23,29
86,0,25900,Lucas Glover,23,40
86,0,35461,Beau Hossler,23,29
86,0,32058,José de Jesús Rodríguez,23,30
86,0,34046,Jordan Spieth,23,28
86,0,34431,Robert Streb,23,26
92,0,30978,Kiradech Aphibarnrat,22,26
92,0,40026,Daniel Berger,22,26
92,0,47504,Sam Burns,22,25
92,0,25364,Paul Casey,22,24
92,0,10809,Jim Furyk,22,24
92,0,28679,Fabián Gómez,22,27
92,0,29974,Branden Grace,22,26
92,0,24924,Bill Haas,22,25
92,0,37455,Si Woo Kim,22,29
92,0,34261,Scott Langley,22,27
92,0,39546,Keith Mitchell,22,37
92,0,26596,Ryan Moore,22,26
92,0,48822,Sebastián Muñoz,22,28
92,0,27556,Ted Potter Jr.,22,35
92,0,23325,Vaughn Taylor,22,28
92,0,32139,Danny Willett,22,28
92,0,37340,Chase Wright,22,26
109,0,29268,Bronson Burgoon,21,29
109,0,35450,Patrick Cantlay,21,22
109,0,46435,Austin Cook,21,28
109,0,29725,Tony Finau,21,26
