RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,39546,Keith Mitchell,5,37
1,0,27556,Ted Potter Jr.,5,35
3,0,49960,Sepp Straka,4,35
4,0,12716,Charley Hoffman,3,22
4,0,33122,Russell Knox,3,36
4,0,34261,Scott Langley,3,27
4,0,29926,Danny Lee,3,55
4,0,34256,Andrew Putnam,3,19
4,0,24502,Adam Scott,3,22
4,0,33486,Roger Sloan,3,33
11,0,33948,Byeong Hun An,2,26
11,0,29268,Bronson Burgoon,2,29
11,0,26499,Rafa Cabrera Bello,2,26
11,0,34021,Bud Cauley,2,34
11,0,52372,Cameron Champ,2,57
11,0,46435,Austin Cook,2,28
11,0,34076,Joel Dahmen,2,42
11,0,47959,Bryson DeChambeau,2,34
11,0,30191,Julián Etulain,2,29
11,0,29725,Tony Finau,2,26
11,0,19846,Brian Gay,2,31
11,0,31646,Emiliano Grillo,2,37
11,0,26758,David Hearn,2,16
11,0,29420,Billy Horschel,2,28
11,0,27974,Sung Kang,2,51
11,0,31420,Anirban Lahiri,2,28
11,0,27936,Martin Laird,2,43
11,0,37380,Curtis Luck,2,27
11,0,01810,Phil Mickelson,2,25
11,0,46601,Trey Mullinax,2,38
11,0,26329,Louis Oosthuizen,2,17
11,0,48081,Xander Schauffele,2,20
11,0,39324,J.J. Spaun,2,33
11,0,27214,Kevin Streelman,2,34
35,0,49303,Anders Albertson,1,38
35,0,19803,Ryan Armour,1,42
35,0,22371,Aaron Baddeley,1,18
35,0,40009,Dominic Bozzelli,1,13
35,0,47504,Sam Burns,1,25
35,0,32200,Roberto Castro,1,32
35,0,39997,Corey Conners,1,46
35,0,45157,Cam Davis,1,30
35,0,28089,Jason Day,1,19
35,0,25686,Jason Dufner,1,36
35,0,30911,Tommy Fleetwood,1,18
35,0,46523,Joey Garber,1,24
35,0,21209,Sergio Garcia,1,13
35,0,29535,Brice Garnett,1,20
35,0,25900,Lucas Glover,1,40
35,0,34563,Chesson Hadley,1,27
35,0,34363,Tyrrell Hatton,1,22
35,0,31557,Jim Herman,1,18
35,0,49298,Kramer Hickok,1,38
35,0,39971,Sungjae Im,1,52
35,0,36799,Stephan Jaeger,1,29
35,0,30925,Dustin Johnson,1,16
35,0,39975,Michael Kim,1,21
35,0,32757,Patton Kizzire,1,19
35,0,36852,Jim Knous,1,25
35,0,32816,Satoshi Kodaira,1,39
35,0,36689,Brooks Koepka,1,32
35,0,30944,Jason Kokrak,1,40
35,0,35879,Kelly Kraft,1,31
35,0,23108,Matt Kuchar,1,35
35,0,49766,Hank Lebioda,1,42
35,0,32791,K.H. Lee,1,39
35,0,26851,Marc Leishman,1,33
35,0,27129,Luke List,1,33
35,0,34466,Peter Malnati,1,22
35,0,32839,Hideki Matsuyama,1,42
35,0,47993,Denny McCarthy,1,23
35,0,32640,Troy Merritt,1,24
35,0,25198,Francesco Molinari,1,20
35,0,25396,Kevin Na,1,20
35,0,27349,Alex Noren,1,20
35,0,29908,C.T. Pan,1,25
35,0,24138,Ian Poulter,1,16
35,0,46970,Jon Rahm,1,19
35,0,26476,Chez Reavie,1,30
35,0,47856,Seth Reeves,1,38
35,0,35732,Wes Roach,1,22
35,0,36699,Patrick Rodgers,1,19
35,0,32058,José de Jesús Rodríguez,1,30
35,0,37275,Sam Ryder,1,31
35,0,46501,Ollie Schniederjans,1,23
35,0,39327,Ben Silverman,1,33
35,0,29221,Webb Simpson,1,18
35,0,27649,Brandt Snedeker,1,22
35,0,34046,Jordan Spieth,1,28
35,0,33418,Shawn Stefani,1,42
35,0,31560,Brian Stuard,1,30
35,0,40115,Adam Svensson,1,39
35,0,37189,Harold Varner III,1,41
35,0,27064,Jhonattan Vegas,1,35
35,0,27095,Nick Watney,1,34
35,0,25804,Bubba Watson,1,42
35,0,47128,Richy Werenski,1,33
35,0,31323,Gary Woodland,1,38
35,0,37340,Chase Wright,1,26
