RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,22405,Justin Rose,.35,1,288
2,0,40009,Dominic Bozzelli,.51,2,396
3,0,34046,Jordan Spieth,1.01,4,396
4,0,51766,Wyndham Clark,1.11,5,450
4,0,24924,Bill Haas,1.11,4,360
6,0,47990,Kyle Jones,1.16,5,432
6,0,32757,Patton Kizzire,1.16,5,432
8,0,28089,Jason Day,1.23,4,324
8,0,29535,Brice Garnett,1.23,6,486
8,0,28237,Rory McIlroy,1.23,4,324
11,0,34099,Harris English,1.28,6,468
12,0,39977,Max Homa,1.39,6,432
13,0,33667,Carlos Ortiz,1.44,7,486
14,0,35461,Beau Hossler,1.50,7,468
14,0,26300,Matt Jones,1.50,7,468
16,0,32150,Michael Thompson,1.52,6,396
17,0,29221,Webb Simpson,1.67,6,360
18,0,47504,Sam Burns,1.69,7,414
18,0,12716,Charley Hoffman,1.69,7,414
18,0,29478,Kevin Kisner,1.69,7,414
18,0,34360,Patrick Reed,1.69,7,414
18,0,30110,Kyle Stanley,1.69,7,414
23,0,21209,Sergio Garcia,1.71,4,234
23,0,33486,Roger Sloan,1.71,8,468
23,0,21528,Henrik Stenson,1.71,4,234
26,0,32640,Troy Merritt,1.75,6,342
26,0,01810,Phil Mickelson,1.75,6,342
28,0,34466,Peter Malnati,1.78,8,450
29,0,27644,Brian Harman,1.79,9,504
30,0,06522,Ernie Els,1.85,5,270
30,0,21731,Freddie Jacobson,1.85,6,324
30,0,23108,Matt Kuchar,1.85,7,378
30,0,48822,Sebastián Muñoz,1.85,8,432
34,0,19846,Brian Gay,1.92,9,468
35,0,29725,Tony Finau,1.93,8,414
36,0,32102,Rickie Fowler,1.94,7,360
37,0,36699,Patrick Rodgers,1.96,6,306
38,0,25900,Lucas Glover,2.00,9,450
38,0,32333,Kevin Tway,2.00,9,450
40,0,27330,Josh Teater,2.02,8,396
40,0,25632,Jimmy Walker,2.02,8,396
42,0,40026,Daniel Berger,2.05,7,342
42,0,24024,Zach Johnson,2.05,7,342
42,0,25572,Graeme McDowell,2.05,7,342
42,0,34264,Hudson Swafford,2.05,7,342
46,0,45609,Tyler Duncan,2.06,10,486
46,0,25493,Nick Taylor,2.06,10,486
48,0,27895,Jonas Blixt,2.08,9,432
48,0,24138,Ian Poulter,2.08,6,288
50,0,40098,Matt Fitzpatrick,2.14,5,234
50,0,27649,Brandt Snedeker,2.14,10,468
52,0,26499,Rafa Cabrera Bello,2.16,7,324
52,0,24361,Pat Perez,2.16,7,324
52,0,46970,Jon Rahm,2.16,7,324
55,0,49303,Anders Albertson,2.17,9,414
55,0,33410,Andrew Landry,2.17,9,414
55,0,25818,Scott Piercy,2.17,9,414
55,0,35617,Martin Trainer,2.17,9,414
59,0,25364,Paul Casey,2.22,8,360
59,0,34563,Chesson Hadley,2.22,10,450
59,0,23353,J.J. Henry,2.22,8,360
59,0,34261,Scott Langley,2.22,10,450
63,0,32791,K.H. Lee,2.26,11,486
64,0,46435,Austin Cook,2.27,9,396
65,0,39971,Sungjae Im,2.29,14,612
66,0,35450,Patrick Cantlay,2.34,8,342
66,0,20472,Alex Cejka,2.34,8,342
66,0,23320,Ryan Palmer,2.34,8,342
66,0,33419,Cameron Tringale,2.34,8,342
70,0,27958,Ryan Blaum,2.35,11,468
70,0,29479,Scott Brown,2.35,11,468
70,0,37455,Si Woo Kim,2.35,11,468
70,0,47993,Denny McCarthy,2.35,11,468
70,0,26476,Chez Reavie,2.35,11,468
70,0,23325,Vaughn Taylor,2.35,11,468
76,0,36799,Stephan Jaeger,2.42,10,414
76,0,30944,Jason Kokrak,2.42,10,414
78,0,23621,Rory Sabbatini,2.44,11,450
78,0,47128,Richy Werenski,2.44,11,450
80,0,30925,Dustin Johnson,2.47,8,324
81,0,28679,Fabián Gómez,2.50,9,360
81,0,48081,Xander Schauffele,2.50,9,360
83,0,39954,Cody Gribble,2.55,11,432
83,0,30946,Alex Prugh,2.55,11,432
85,0,46501,Ollie Schniederjans,2.56,12,468
85,0,34431,Robert Streb,2.56,12,468
87,0,35532,Tom Hoge,2.59,14,540
88,0,22371,Aaron Baddeley,2.61,8,306
88,0,26951,Johnson Wagner,2.61,8,306
90,0,37380,Curtis Luck,2.65,10,378
90,0,24781,Hunter Mahan,2.65,10,378
92,0,33399,Adam Hadwin,2.66,11,414
92,0,39324,J.J. Spaun,2.66,11,414
94,0,47959,Bryson DeChambeau,2.78,10,360
94,0,34363,Tyrrell Hatton,2.78,8,288
94,0,27141,J.B. Holmes,2.78,11,396
94,0,29420,Billy Horschel,2.78,12,432
94,0,35506,Mackenzie Hughes,2.78,12,432
94,0,28775,Nate Lashley,2.78,10,360
94,0,25198,Francesco Molinari,2.78,7,252
94,0,29908,C.T. Pan,2.78,12,432
94,0,49964,Aaron Wise,2.78,10,360
94,0,37340,Chase Wright,2.78,12,432
104,0,35879,Kelly Kraft,2.87,15,522
105,0,45526,Abraham Ancer,2.89,13,450
105,0,34021,Bud Cauley,2.89,13,450
105,0,27214,Kevin Streelman,2.89,13,450
108,0,30191,Julián Etulain,2.91,11,378
108,0,27129,Luke List,2.91,11,378
108,0,34256,Andrew Putnam,2.91,11,378
108,0,37275,Sam Ryder,2.91,11,378
108,0,35891,Cameron Smith,2.91,11,378
113,0,30978,Kiradech Aphibarnrat,2.92,10,342
113,0,29268,Bronson Burgoon,2.92,10,342
113,0,10809,Jim Furyk,2.92,10,342
113,0,35732,Wes Roach,2.92,10,342
113,0,32139,Danny Willett,2.92,10,342
118,0,25396,Kevin Na,2.94,9,306
118,0,24502,Adam Scott,2.94,9,306
120,0,34076,Joel Dahmen,2.98,15,504
121,0,46601,Trey Mullinax,3.01,13,432
121,0,29223,Sam Saunders,3.01,13,432
123,0,31420,Anirban Lahiri,3.03,12,396
123,0,26596,Ryan Moore,3.03,12,396
123,0,32058,José de Jesús Rodríguez,3.03,12,396
126,0,46523,Joey Garber,3.06,11,360
126,0,31557,Jim Herman,3.06,11,360
128,0,45486,Joaquin Niemann,3.09,15,486
129,0,21961,Charles Howell III,3.11,14,450
129,0,39975,Michael Kim,3.11,14,450
129,0,28252,Seamus Power,3.11,14,450
