RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,52372,Cameron Champ,7,57
1,0,25900,Lucas Glover,7,40
3,0,45526,Abraham Ancer,6,37
3,0,34076,Joel Dahmen,6,42
3,0,30944,Jason Kokrak,6,40
3,0,25493,Nick Taylor,6,41
7,0,33141,Keegan Bradley,5,47
8,0,19803,Ryan Armour,4,42
8,0,27958,Ryan Blaum,4,35
8,0,34021,Bud Cauley,4,34
8,0,27141,J.B. Holmes,4,31
8,0,39971,Sungjae Im,4,52
8,0,49771,J.T. Poston,4,45
8,0,27556,Ted Potter Jr.,4,35
8,0,48081,Xander Schauffele,4,20
8,0,33418,Shawn Stefani,4,42
17,0,32200,Roberto Castro,3,32
17,0,20472,Alex Cejka,3,19
17,0,46435,Austin Cook,3,28
17,0,45157,Cam Davis,3,30
17,0,47959,Bryson DeChambeau,3,34
17,0,06522,Ernie Els,3,15
17,0,30191,Julián Etulain,3,29
17,0,28679,Fabián Gómez,3,27
17,0,46402,Talor Gooch,3,21
17,0,39954,Cody Gribble,3,23
17,0,33399,Adam Hadwin,3,34
17,0,23353,J.J. Henry,3,22
17,0,27974,Sung Kang,3,51
17,0,27936,Martin Laird,3,43
17,0,49766,Hank Lebioda,3,42
17,0,32791,K.H. Lee,3,39
17,0,35449,Adam Long,3,36
17,0,32839,Hideki Matsuyama,3,42
17,0,25572,Graeme McDowell,3,19
17,0,39546,Keith Mitchell,3,37
17,0,26596,Ryan Moore,3,26
17,0,20572,Rod Pampling,3,21
17,0,37275,Sam Ryder,3,31
17,0,23621,Rory Sabbatini,3,38
17,0,27649,Brandt Snedeker,3,22
17,0,40115,Adam Svensson,3,39
17,0,27064,Jhonattan Vegas,3,35
17,0,47128,Richy Werenski,3,33
45,0,33948,Byeong Hun An,2,26
45,0,22371,Aaron Baddeley,2,18
45,0,29268,Bronson Burgoon,2,29
45,0,47504,Sam Burns,2,25
45,0,26499,Rafa Cabrera Bello,2,26
45,0,39997,Corey Conners,2,46
45,0,25686,Jason Dufner,2,36
45,0,45609,Tyler Duncan,2,40
45,0,46523,Joey Garber,2,24
45,0,21209,Sergio Garcia,2,13
45,0,24924,Bill Haas,2,25
45,0,34098,Russell Henley,2,37
45,0,31557,Jim Herman,2,18
45,0,49298,Kramer Hickok,2,38
45,0,35532,Tom Hoge,2,37
45,0,39977,Max Homa,2,25
45,0,29420,Billy Horschel,2,28
45,0,36799,Stephan Jaeger,2,29
45,0,47990,Kyle Jones,2,27
