RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,20593,Greg Chalmers,51.3
2,0,29420,Billy Horschel,67.8
3,0,34098,Russell Henley,71.9
4,0,26758,David Hearn,72.1
5,0,23800,Bryce Molder,73.2
6,0,23983,Luke Donald,73.5
7,0,35139,Richard Lee,74.2
8,0,06004,Stephen Ames,76.5
9,0,08793,Tiger Woods,79.7
10,0,22792,Peter Hanson,81.8
11,0,01810,Phil Mickelson,84.8
12,0,21099,David Lynn,86.2
13,0,06527,Steve Stricker,86.8
14,0,28475,Jeff Overton,87.1
15,0,32102,Rickie Fowler,88.0
16,0,19846,Brian Gay,92.7
17,0,21731,Freddie Jacobson,96.3
18,0,23108,Matt Kuchar,97.4
19,0,26331,Charl Schwartzel,102.1
20,0,23409,James Driscoll,103.8
21,0,22371,Aaron Baddeley,106.1
22,0,24781,Hunter Mahan,107.2
23,0,27214,Kevin Streelman,108.6
24,0,30926,Chris Kirk,108.9
25,0,27408,Martin Kaymer,112.7
26,0,27649,Brandt Snedeker,112.8
27,0,33418,Shawn Stefani,113.8
28,0,23320,Ryan Palmer,114.1
29,0,01320,Bob Estes,115.4
30,0,21209,Sergio Garcia,116.3
31,0,25562,Andres Romero,117.0
32,0,27963,Chris Stroud,117.2
33,0,10860,Justin Leonard,118.9
34,0,28135,Aaron Watkins,122.3
35,0,36884,Ben Kohles,123.6
36,0,34099,Harris English,130.7
37,0,29221,Webb Simpson,136.1
38,0,28679,Fabián Gómez,137.1
39,0,24138,Ian Poulter,139.0
40,0,33461,Morgan Hoffmann,140.3
41,0,25834,Daniel Summerhays,143.8
42,0,08075,Jerry Kelly,147.2
43,0,28089,Jason Day,148.8
44,0,26497,Casey Wittenberg,149.8
45,0,21961,Charles Howell III,151.9
46,0,33141,Keegan Bradley,152.1
47,0,22806,Doug LaBelle II,153.2
48,0,10423,Mike Weir,154.4
49,0,25632,Jimmy Walker,155.8
50,0,21753,Brian Davis,156.4
51,0,23135,Tim Clark,156.9
52,0,24494,Erik Compton,158.3
53,0,30711,Colt Knost,158.9
54,0,32698,Bobby Gates,160.3
55,0,27644,Brian Harman,160.8
56,0,31323,Gary Woodland,162.3
57,0,27895,Jonas Blixt,163.5
58,0,33419,Cameron Tringale,163.7
59,0,30750,Tommy Gainey,164.3
60,0,34360,Patrick Reed,165.4
61,0,30692,Scott Stallings,167.8
62,0,31202,William McGirt,168.2
62,0,31560,Brian Stuard,168.2
64,0,10809,Jim Furyk,170.6
65,0,27120,Troy Matteson,171.5
66,0,28259,Sangmoon Bae,172.7
67,0,27436,Graham DeLaet,173.3
68,0,29425,Andrew Svoboda,173.5
69,0,23541,Ben Crane,175.1
70,0,24502,Adam Scott,175.7
71,0,24663,Y.E. Yang,176.2
72,0,27330,Josh Teater,179.0
73,0,26951,Johnson Wagner,179.8
74,0,08725,Tom Gillis,180.3
75,0,34261,Scott Langley,181.1
76,0,34431,Robert Streb,181.9
77,0,26476,Chez Reavie,183.6
78,0,06573,Brandt Jobe,184.5
78,0,29518,Brendan Steele,184.5
80,0,27933,John Merrick,185.3
81,0,25345,Carl Pettersson,186.4
82,0,24024,Zach Johnson,186.7
83,0,27556,Ted Potter Jr.,186.8
84,0,20098,Stuart Appleby,188.0
85,0,24924,Bill Haas,188.6
86,0,10213,Dicky Pride,190.3
87,0,22056,Cameron Percy,191.4
88,0,23638,Brendon de Jonge,192.6
89,0,24357,K.J. Choi,192.8
90,0,23497,Tag Ridings,193.8
91,0,21528,Henrik Stenson,197.3
92,0,12716,Charley Hoffman,197.9
93,0,34046,Jordan Spieth,198.0
94,0,28237,Rory McIlroy,198.4
95,0,32448,James Hahn,198.8
96,0,29479,Scott Brown,200.8
97,0,20104,Ken Duke,201.0
98,0,32150,Michael Thompson,201.4
99,0,26300,Matt Jones,201.5
100,0,22405,Justin Rose,202.3
101,0,28092,D.H. Lee,203.4
102,0,20160,Charlie Wi,204.3
103,0,25274,Steven Bowditch,205.3
104,0,24361,Pat Perez,206.0
105,0,02206,David Toms,208.0
106,0,25572,Graeme McDowell,209.0
107,0,24507,Jason Bohn,209.1
108,0,27095,Nick Watney,209.7
109,0,27770,Camilo Villegas,210.2
110,0,26851,Marc Leishman,210.3
111,0,23623,Bo Van Pelt,212.0
112,0,28307,Matt Every,212.6
113,0,30163,Henrik Norlander,216.1
114,0,23325,Vaughn Taylor,220.3
114,0,25804,Bubba Watson,220.3
116,0,25336,Alistair Presnell,220.9
117,0,26596,Ryan Moore,221.0
118,0,23353,J.J. Henry,221.5
119,0,27936,Martin Laird,223.9
120,0,34409,David Lingmerth,224.3
121,0,34174,John Huh,225.3
122,0,37273,Derek Ernst,231.5
123,0,20229,Stewart Cink,232.5
124,0,06522,Ernie Els,233.4
125,0,23621,Rory Sabbatini,235.8
126,0,24227,Justin Bolli,239.0
127,0,25240,D.A. Points,244.3
128,0,22621,Ben Curtis,247.1
129,0,31557,Jim Herman,247.4
130,0,30925,Dustin Johnson,247.8
131,0,27503,Steve LeBrun,249.8
132,0,30944,Jason Kokrak,250.3
133,0,20848,Ángel Cabrera,250.8
134,0,01724,Jeff Maggert,251.1
135,0,35539,Luke Guthrie,251.4
136,0,24358,Robert Garrigus,251.8
137,0,25818,Scott Piercy,252.5
138,0,22913,John Rollins,252.6
139,0,28500,Martin Flores,253.3
140,0,24140,Sean O'Hair,253.7
141,0,20572,Rod Pampling,256.5
142,0,32366,Kevin Chappell,257.0
143,0,20645,John Senden,257.3
144,0,24399,Scott Gardiner,259.0
145,0,25686,Jason Dufner,259.6
146,0,10885,Robert Allenby,259.8
146,0,26679,Kevin Stadler,259.8
148,0,20443,Jin Park,260.2
149,0,32334,Charlie Beljan,260.7
149,0,25444,Justin Hicks,260.7
151,0,23788,D.J. Trahan,266.1
152,0,28780,Nicholas Thompson,266.2
153,0,21878,Mark Wilson,267.2
154,0,29740,Brad Fritsch,269.1
155,0,24846,Ricky Barnes,271.1
156,0,27129,Luke List,275.1
157,0,32200,Roberto Castro,277.0
158,0,23452,Nicolas Colsaerts,278.3
159,0,12782,Tim Herron,278.8
160,0,24490,George McNeill,279.2
161,0,22961,David Mathis,279.4
162,0,12510,Chad Campbell,283.5
163,0,30852,Ryo Ishikawa,285.5
164,0,20396,Lee Westwood,285.7
164,0,28310,Lee Williams,285.7
166,0,29289,S.Y. Noh,286.4
167,0,22295,Darron Stiles,295.2
168,0,22046,Geoff Ogilvy,299.8
169,0,22378,Trevor Immelman,303.7
