RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,19846,Brian Gay,1.528,2173,1422
2,0,22371,Aaron Baddeley,1.545,1835,1188
3,0,20593,Greg Chalmers,1.556,2045,1314
4,0,10423,Mike Weir,1.559,1628,1044
5,0,23983,Luke Donald,1.567,1636,1044
6,0,30926,Chris Kirk,1.570,2515,1602
7,0,20160,Charlie Wi,1.574,2012,1278
8,0,27895,Jonas Blixt,1.577,2158,1368
8,0,21753,Brian Davis,1.577,2583,1638
8,0,10860,Justin Leonard,1.577,2441,1548
8,0,27649,Brandt Snedeker,1.577,2242,1422
12,0,01320,Bob Estes,1.578,1875,1188
12,0,23800,Bryce Molder,1.578,2272,1440
12,0,27963,Chris Stroud,1.578,2499,1584
15,0,25274,Steven Bowditch,1.582,1851,1170
15,0,26758,David Hearn,1.582,2506,1584
17,0,21731,Freddie Jacobson,1.583,1710,1080
18,0,23409,James Driscoll,1.584,2053,1296
19,0,06004,Stephen Ames,1.585,1398,882
20,0,27644,Brian Harman,1.586,2426,1530
21,0,01810,Phil Mickelson,1.587,2228,1404
22,0,25562,Andres Romero,1.588,1686,1062
23,0,34360,Patrick Reed,1.589,2374,1494
23,0,23325,Vaughn Taylor,1.589,1316,828
25,0,28089,Jason Day,1.590,2290,1440
26,0,23108,Matt Kuchar,1.591,2492,1566
27,0,32102,Rickie Fowler,1.592,2120,1332
27,0,21961,Charles Howell III,1.592,2436,1530
29,0,22792,Peter Hanson,1.593,1233,774
29,0,33461,Morgan Hoffmann,1.593,1835,1152
29,0,34046,Jordan Spieth,1.593,2352,1476
29,0,06527,Steve Stricker,1.593,1348,846
33,0,21099,David Lynn,1.594,1980,1242
34,0,20098,Stuart Appleby,1.595,2412,1512
35,0,25834,Daniel Summerhays,1.596,2384,1494
36,0,28135,Aaron Watkins,1.597,1265,792
37,0,28475,Jeff Overton,1.598,2244,1404
38,0,24507,Jason Bohn,1.599,2015,1260
38,0,30711,Colt Knost,1.599,1871,1170
40,0,28259,Sangmoon Bae,1.600,2390,1494
40,0,32448,James Hahn,1.600,2131,1332
42,0,12782,Tim Herron,1.601,1297,810
42,0,28310,Lee Williams,1.601,1729,1080
44,0,08075,Jerry Kelly,1.602,2163,1350
