RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,24358,Robert Garrigus,7.0,444.8,64
2,0,25364,Paul Casey,6.8,205.2,30
2,0,27141,J.B. Holmes,6.8,283.8,42
2,0,29718,Anthony Kim,6.8,441.3,65
5,0,20766,Padraig Harrington,6.7,161.7,24
5,0,12716,Charley Hoffman,6.7,577.0,86
5,0,22046,Geoff Ogilvy,6.7,306.7,46
5,0,24361,Pat Perez,6.7,482.1,72
5,0,28780,Nicholas Thompson,6.7,586.6,88
10,0,07867,Woody Austin,6.6,577.1,88
10,0,01226,Fred Couples,6.6,225.9,34
10,0,27936,Martin Laird,6.6,481.8,73
10,0,01706,Davis Love III,6.6,355.4,54
10,0,22913,John Rollins,6.6,484.2,73
10,0,06567,Vijay Singh,6.6,398.6,60
10,0,23349,Charles Warren,6.6,438.1,66
10,0,21878,Mark Wilson,6.6,686.3,104
18,0,10885,Robert Allenby,6.5,496.1,76
18,0,24925,Jonathan Byrd,6.5,498.4,77
18,0,20229,Stewart Cink,6.5,366.0,56
18,0,21209,Sergio Garcia,6.5,312.9,48
18,0,25900,Lucas Glover,6.5,509.6,79
18,0,24924,Bill Haas,6.5,559.6,86
18,0,01553,John Huston,6.5,291.8,45
18,0,11032,Frank Lickliter II,6.5,587.6,90
18,0,28158,Steve Marino,6.5,555.5,86
18,0,27120,Troy Matteson,6.5,546.0,84
18,0,24490,George McNeill,6.5,551.2,85
18,0,01797,Rocco Mediate,6.5,420.1,65
18,0,20645,John Senden,6.5,456.3,70
18,0,06595,Kevin Sutherland,6.5,535.8,82
32,0,23614,Rich Beem,6.4,459.1,72
32,0,24227,Justin Bolli,6.4,437.6,68
32,0,20472,Alex Cejka,6.4,335.2,52
32,0,24357,K.J. Choi,6.4,389.9,61
32,0,21805,Harrison Frazar,6.4,305.8,48
32,0,10809,Jim Furyk,6.4,523.7,82
32,0,22892,Jason Gore,6.4,365.8,57
32,0,10733,Kent Jones,6.4,314.1,49
32,0,01766,Billy Mayfair,6.4,571.8,89
32,0,21949,Joe Ogilvie,6.4,509.5,80
32,0,25594,Travis Perkins,6.4,159.4,25
32,0,25345,Carl Pettersson,6.4,586.7,92
32,0,21959,Ted Purdy,6.4,273.8,43
32,0,07749,Brett Quigley,6.4,382.5,60
32,0,06527,Steve Stricker,6.4,341.1,53
32,0,23623,Bo Van Pelt,6.4,492.4,77
32,0,26951,Johnson Wagner,6.4,412.3,64
32,0,27095,Nick Watney,6.4,458.3,72
50,0,23540,Jason Allred,6.3,276.6,44
50,0,01024,Billy Andrade,6.3,310.8,49
50,0,20848,Ángel Cabrera,6.3,202.6,32
50,0,12510,Chad Campbell,6.3,552.3,88
50,0,20850,Daniel Chopra,6.3,382.5,61
50,0,23541,Ben Crane,6.3,462.7,73
50,0,22621,Ben Curtis,6.3,416.3,66
50,0,06251,Chris DiMarco,6.3,450.4,72
50,0,23125,Brad Elder,6.3,300.7,48
50,0,20574,Mathew Goggin,6.3,422.0,67
50,0,23157,Richard Johnson,6.3,377.2,60
50,0,12705,Cliff Kresge,6.3,425.9,68
50,0,24781,Hunter Mahan,6.3,431.5,69
50,0,10585,Scott McCarron,6.3,316.0,50
50,0,24140,Sean O'Hair,6.3,390.9,62
50,0,20663,Brenden Pappas,6.3,259.6,41
50,0,01945,Kenny Perry,6.3,533.2,85
50,0,26476,Chez Reavie,6.3,573.3,91
50,0,24502,Adam Scott,6.3,214.6,34
50,0,22293,Heath Slocum,6.3,551.5,88
50,0,26679,Kevin Stadler,6.3,354.7,56
50,0,26668,Marc Turnesa,6.3,424.2,67
50,0,25632,Jimmy Walker,6.3,308.2,49
50,0,19913,Ron Whittaker,6.3,231.4,37
74,0,20098,Stuart Appleby,6.2,384.9,62
74,0,19803,Ryan Armour,6.2,398.3,64
74,0,12652,Cameron Beckman,6.2,370.8,60
74,0,21753,Brian Davis,6.2,612.2,98
74,0,28089,Jason Day,6.2,445.0,72
74,0,23409,James Driscoll,6.2,397.5,64
74,0,06621,Joe Durant,6.2,458.6,74
74,0,27561,Nick Flanagan,6.2,466.1,75
74,0,12823,Carlos Franco,6.2,272.8,44
74,0,26631,Cody Freeman,6.2,295.3,48
74,0,20105,Jeff Gove,6.2,235.4,38
74,0,20378,Mathias Grönberg,6.2,398.1,64
74,0,01473,Todd Hamilton,6.2,279.4,45
74,0,06575,Dudley Hart,6.2,390.2,63
74,0,12782,Tim Herron,6.2,470.5,76
74,0,21350,Ryuji Imada,6.2,399.9,64
74,0,01577,Lee Janzen,6.2,421.7,68
74,0,30925,Dustin Johnson,6.2,414.1,67
74,0,24024,Zach Johnson,6.2,450.2,73
74,0,26300,Matt Jones,6.2,449.4,72
74,0,23108,Matt Kuchar,6.2,396.8,64
74,0,22806,Doug LaBelle II,6.2,258.4,42
74,0,20382,Stephen Leaney,6.2,248.0,40
74,0,01677,Tom Lehman,6.2,228.2,37
74,0,01724,Jeff Maggert,6.2,480.8,78
74,0,27933,John Merrick,6.2,429.6,69
74,0,23320,Ryan Palmer,6.2,259.1,42
74,0,01941,Tom Pernice Jr.,6.2,598.1,96
74,0,23497,Tag Ridings,6.2,426.7,69
74,0,02002,John Riegger,6.2,332.7,54
74,0,23797,Brett Rumford,6.2,339.3,55
74,0,27214,Kevin Streelman,6.2,545.6,88
74,0,23788,D.J. Trahan,6.2,440.4,71
74,0,08385,Omar Uresti,6.2,337.3,54
74,0,26289,Boo Weekley,6.2,395.7,64
74,0,10425,Jay Williamson,6.2,414.6,67
74,0,12602,Dean Wilson,6.2,520.3,84
111,0,23778,Brad Adamonis,6.1,417.6,69
111,0,01035,Tommy Armour III,6.1,353.4,58
111,0,22371,Aaron Baddeley,6.1,314.6,52
111,0,20498,Briny Baird,6.1,520.6,85
111,0,01161,Mark Calcavecchia,6.1,279.7,46
111,0,23135,Tim Clark,6.1,412.0,67
111,0,06522,Ernie Els,6.1,232.1,38
111,0,21461,Kenneth Ferrie,6.1,336.4,55
111,0,30750,Tommy Gainey,6.1,237.2,39
111,0,20157,Retief Goosen,6.1,224.9,37
111,0,23353,J.J. Henry,6.1,548.3,90
111,0,26695,Michael Letzig,6.1,415.8,68
111,0,24912,Will MacKenzie,6.1,349.8,57
111,0,01810,Phil Mickelson,6.1,310.0,51
111,0,26596,Ryan Moore,6.1,329.9,54
111,0,12660,Jesper Parnevik,6.1,441.7,72
111,0,24138,Ian Poulter,6.1,226.2,37
111,0,25562,Andres Romero,6.1,263.0,43
111,0,27649,Brandt Snedeker,6.1,427.2,70
111,0,12309,Bob Sowards,6.1,262.4,43
111,0,27770,Camilo Villegas,6.1,349.0,57
132,0,21633,Steve Allan,6.0,258.0,43
132,0,06004,Stephen Ames,6.0,439.9,73
132,0,01139,Olin Browne,6.0,375.4,63
132,0,12826,Paul Claxton,6.0,275.8,46
132,0,06034,Marco Dawson,6.0,259.6,43
132,0,08931,Glen Day,6.0,279.8,47
132,0,10875,Todd Demsey,6.0,381.2,64
132,0,07457,Steve Flesch,6.0,458.2,77
132,0,01388,Robert Gamez,6.0,384.3,64
132,0,19846,Brian Gay,6.0,511.2,85
132,0,06643,Paul Goydos,6.0,383.1,64
132,0,22378,Trevor Immelman,6.0,301.1,50
132,0,21731,Freddie Jacobson,6.0,378.9,63
132,0,08075,Jerry Kelly,6.0,436.7,73
132,0,10860,Justin Leonard,6.0,463.6,77
132,0,20634,Peter Lonard,6.0,464.9,78
