RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
150,0,21959,Ted Purdy,2.542,289.264,113.787,45,0196902861
151,0,10885,Robert Allenby,2.541,290.636,114.399,81,0216802952
151,0,01810,Phil Mickelson,2.541,298.139,117.323,53,0218902862
153,0,06034,Marco Dawson,2.539,285.562,112.489,46,0222102887
153,0,25842,Jon Mills,2.539,296.257,116.703,55,0175402980
155,0,01142,Bart Bryant,2.538,278.320,109.658,71,0143202965
155,0,30750,Tommy Gainey,2.538,294.614,116.067,40,0167402850
155,0,21731,Freddie Jacobson,2.538,280.478,110.530,63,0200703059
158,0,10649,Tom Scherrer,2.537,283.437,111.703,38,0228002802
159,0,06197,Michael Allen,2.536,289.470,114.146,71,0223702930
159,0,12660,Jesper Parnevik,2.536,283.617,111.852,72,0207302916
161,0,12602,Dean Wilson,2.534,276.056,108.931,86,0202802973
162,0,27963,Chris Stroud,2.533,285.212,112.582,63,0199002948
163,0,20127,Chris Riley,2.532,277.085,109.412,32,0227802793
164,0,23497,Tag Ridings,2.530,306.088,120.964,70,0180703008
165,0,23797,Brett Rumford,2.529,286.145,113.166,56,0219502886
166,0,23353,J.J. Henry,2.528,290.352,114.856,94,0208002996
166,0,26300,Matt Jones,2.528,293.808,116.223,74,0210703034
168,0,27120,Troy Matteson,2.525,296.875,117.564,86,0204202920
168,0,02002,John Riegger,2.525,284.203,112.549,56,0209002916
170,0,25804,Bubba Watson,2.524,312.665,123.892,67,0173903048
171,0,24925,Jonathan Byrd,2.522,288.569,114.428,78,0175403225
172,0,10585,Scott McCarron,2.520,285.907,113.467,50,0201202802
172,0,12309,Bob Sowards,2.520,285.578,113.344,43,0136802847
174,0,06251,Chris DiMarco,2.519,276.250,109.675,72,0218302855
175,0,21961,Charles Howell III,2.518,298.779,118.659,83,0186103119
175,0,26668,Marc Turnesa,2.518,283.853,112.725,70,0216102794
177,0,12826,Paul Claxton,2.514,268.950,106.975,46,0173202862
177,0,25594,Travis Perkins,2.514,304.283,121.020,25,0224003006
179,0,21350,Ryuji Imada,2.513,278.868,110.974,67,0134403004
179,0,27936,Martin Laird,2.513,295.009,117.389,75,0188702824
181,0,24912,Will MacKenzie,2.512,287.115,114.290,57,0208302894
182,0,06621,Joe Durant,2.510,284.811,113.462,77,0217202908
183,0,23718,Nathan Green,2.509,288.968,115.169,71,0218902977
183,0,27214,Kevin Streelman,2.509,295.549,117.793,88,0202503108
183,0,24663,Y.E. Yang,2.509,286.896,114.362,73,0207602847
186,0,25720,Chad Collins,2.505,277.488,110.758,61,0193502966
187,0,24924,Bill Haas,2.503,297.392,118.808,87,0200502942
188,0,20157,Retief Goosen,2.495,286.407,114.803,37,0204603028
189,0,23540,Jason Allred,2.492,300.388,120.534,45,0223502792
190,0,21209,Sergio Garcia,2.485,298.715,120.224,49,0214503033
191,0,23409,James Driscoll,2.476,296.586,119.801,64,0210802787
192,0,01577,Lee Janzen,2.475,280.596,113.376,68,0056602941
193,0,20645,John Senden,2.472,292.610,118.356,71,0184702765
194,0,09011,David Duval,2.465,288.949,117.209,31,0198802785
195,0,06573,Brandt Jobe,2.463,291.805,118.465,40,0143902796
196,0,20766,Padraig Harrington,2.457,295.787,120.385,25,0227702825
197,0,12823,Carlos Franco,2.417,285.655,118.193,46,0189302769
