RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,21878,Mark Wilson,11,4,7
2,0,06567,Vijay Singh,13,3,10
3,0,06527,Steve Stricker,23,11,12
4,0,24227,Justin Bolli,26,8,18
4,0,21949,Joe Ogilvie,26,21,5
6,0,24781,Hunter Mahan,31,16,15
6,0,28158,Steve Marino,31,11,20
6,0,27649,Brandt Snedeker,31,9,22
9,0,20105,Jeff Gove,33,22,11
10,0,24357,K.J. Choi,34,31,3
11,0,20663,Brenden Pappas,37,5,32
12,0,26476,Chez Reavie,43,22,21
13,0,24358,Robert Garrigus,45,2,43
14,0,22806,Doug LaBelle II,49,31,18
15,0,23320,Ryan Palmer,52,7,45
16,0,01724,Jeff Maggert,58,28,30
17,0,20574,Mathew Goggin,60,44,16
18,0,20848,Ángel Cabrera,63,1,62
19,0,28780,Nicholas Thompson,67,14,53
20,0,01707,Steve Lowery,72,38,34
20,0,23325,Vaughn Taylor,72,35,37
22,0,12716,Charley Hoffman,73,9,64
23,0,19803,Ryan Armour,74,51,23
24,0,02239,Scott Verplank,75,74,1
25,0,01766,Billy Mayfair,77,26,51
26,0,23541,Ben Crane,81,36,45
27,0,20850,Daniel Chopra,83,60,23
27,0,24490,George McNeill,83,17,66
29,0,06643,Paul Goydos,84,80,4
29,0,24138,Ian Poulter,84,82,2
31,0,27141,J.B. Holmes,87,6,81
32,0,12652,Cameron Beckman,88,60,28
32,0,12782,Tim Herron,88,51,37
34,0,01945,Kenny Perry,89,31,58
34,0,02206,David Toms,89,31,58
36,0,23623,Bo Van Pelt,90,29,61
37,0,01941,Tom Pernice Jr.,91,64,27
38,0,10809,Jim Furyk,97,72,25
39,0,06595,Kevin Sutherland,101,17,84
40,0,29718,Anthony Kim,103,15,88
41,0,21805,Harrison Frazar,105,17,88
42,0,22892,Jason Gore,106,25,81
42,0,24502,Adam Scott,106,80,26
44,0,22293,Heath Slocum,107,77,30
45,0,21633,Steve Allan,109,38,71
45,0,06090,Jim McGovern,109,102,7
45,0,23621,Rory Sabbatini,109,102,7
48,0,24024,Zach Johnson,115,98,17
49,0,22348,Nick O'Hern,116,102,14
50,0,12705,Cliff Kresge,118,42,76
51,0,20229,Stewart Cink,119,22,97
52,0,01473,Todd Hamilton,122,36,86
53,0,22621,Ben Curtis,123,57,66
54,0,08537,J.P. Hayes,126,86,40
54,0,06012,Greg Kraft,126,89,37
54,0,22046,Geoff Ogilvy,126,11,115
54,0,10425,Jay Williamson,126,75,51
58,0,01388,Robert Gamez,131,96,35
58,0,22582,Kyle Thompson,131,69,62
60,0,10423,Mike Weir,135,123,12
61,0,23135,Tim Clark,136,93,43
62,0,30925,Dustin Johnson,139,45,94
63,0,20098,Stuart Appleby,141,75,66
64,0,23048,Eric Axley,142,45,97
65,0,28089,Jason Day,143,77,66
65,0,23788,D.J. Trahan,143,96,47
67,0,01024,Billy Andrade,144,53,91
68,0,21753,Brian Davis,145,57,88
69,0,07547,Craig Kanada,149,144,5
69,0,23108,Matt Kuchar,149,117,32
69,0,27060,John Mallinger,149,114,35
72,0,25562,Andres Romero,151,17,134
73,0,26679,Kevin Stadler,154,57,97
74,0,23125,Brad Elder,155,89,66
75,0,25364,Paul Casey,156,49,107
75,0,23349,Charles Warren,156,26,130
77,0,22548,Patrick Sheehan,160,113,47
78,0,11032,Frank Lickliter II,166,92,74
79,0,01226,Fred Couples,167,64,103
79,0,26289,Boo Weekley,167,114,53
81,0,20378,Mathias Grönberg,168,38,130
82,0,07457,Steve Flesch,169,141,28
83,0,01035,Tommy Armour III,172,55,117
83,0,07867,Woody Austin,172,50,122
85,0,08931,Glen Day,174,69,105
86,0,20472,Alex Cejka,175,29,146
87,0,23157,Richard Johnson,176,38,138
88,0,26695,Michael Letzig,178,107,71
88,0,07749,Brett Quigley,178,60,118
90,0,22913,John Rollins,179,45,134
90,0,27095,Nick Watney,179,72,107
92,0,10733,Kent Jones,180,84,96
93,0,23778,Brad Adamonis,181,107,74
93,0,01706,Davis Love III,181,43,138
93,0,25190,Jeff Quinney,181,134,47
96,0,23614,Rich Beem,183,86,97
97,0,20382,Stephen Leaney,186,64,122
98,0,25900,Lucas Glover,190,69,121
99,0,20498,Briny Baird,193,117,76
99,0,10860,Justin Leonard,193,146,47
99,0,08385,Omar Uresti,193,102,91
102,0,01139,Olin Browne,196,139,57
103,0,25345,Carl Pettersson,198,54,144
104,0,24361,Pat Perez,202,84,118
105,0,20634,Peter Lonard,203,117,86
106,0,24140,Sean O'Hair,204,89,115
107,0,01161,Mark Calcavecchia,205,129,76
107,0,20433,Mark Hensby,205,111,94
107,0,08075,Jerry Kelly,205,129,76
107,0,21959,Ted Purdy,205,55,150
111,0,01797,Rocco Mediate,210,64,146
112,0,01553,John Huston,211,77,134
113,0,27561,Nick Flanagan,212,68,144
114,0,20623,Gavin Coles,217,176,41
114,0,25632,Jimmy Walker,217,95,122
116,0,27933,John Merrick,218,111,107
116,0,26951,Johnson Wagner,218,86,132
118,0,12680,Shigeki Maruyama,223,170,53
119,0,21461,Kenneth Ferrie,224,133,91
119,0,01677,Tom Lehman,224,168,56
121,0,27613,David Lutterus,225,82,143
122,0,10875,Todd Demsey,228,121,107
122,0,25349,Tim Wilkinson,228,157,71
124,0,01928,Corey Pavin,233,192,41
125,0,06522,Ernie Els,234,107,127
125,0,08845,Scott Sterling,234,176,58
127,0,27936,Martin Laird,239,60,179
127,0,20572,Rod Pampling,239,132,107
129,0,12510,Chad Campbell,240,139,101
130,0,20766,Padraig Harrington,241,45,196
131,0,26631,Cody Freeman,242,124,118
132,0,10885,Robert Allenby,244,93,151
132,0,20443,Jin Park,244,141,103
